,APINumber,TotalVerticalDepth,State,County,Latitude,Longitude,Year,TotalBaseWaterVolume
2837,4.22274E+13,9203,Texas,1.20901E+11,32.138283,-101.411435,202110,22876283
2838,4.22274E+13,9187,Texas,1.20901E+11,32.139217,-101.407314,202110,22967267
2839,4.22274E+13,9170,Texas,1.208E+11,32.14015,-101.403193,202110,22196910
2840,4.22274E+13,10005,Texas,1.208E+11,32.1401552,-101.3301914,201410,1662592
2841,4.22274E+13,10000,Texas,1.208E+11,32.141994,-101.397434,202007,1698774
2842,4.23174E+13,10552,Texas,1.208E+11,32.1426,-101.4152,201209,699490
2843,4.23174E+13,7290,Texas,1.208E+11,32.14276,-101.4317542,201707,25180218
2844,4.22274E+13,8184,Texas,1.208E+11,32.144026,-101.36733,201911,2361880
2845,4.22274E+13,8302,Texas,1.208E+11,32.144211,-101.385069,201910,23224819
2846,4.22274E+13,10074,Texas,1.208E+11,32.144799,-101.432941,201803,252704
2847,4.22273E+13,9632,Texas,1.208E+11,32.145583,-101.434113,201807,434465
2848,4.22274E+13,9592,Texas,1.208E+11,32.147119,-101.429394,201310,542850
2849,4.22274E+13,9018,Texas,1.208E+11,32.147401,-101.429558,201902,887569
2850,4.22274E+13,9882,Texas,1.208E+11,32.151414,-101.357153,201905,1788919
2851,4.22274E+13,10403,Texas,1.208E+11,32.152082,-101.405333,201203,1158024
2852,4.22274E+13,10619,Texas,1.208E+11,32.1524,-101.3847,201205,1312333
2853,4.22274E+13,10345,Texas,1.208E+11,32.1536288,-101.4057572,201307,1579494
2854,4.22274E+13,6633,Texas,1.208E+11,32.154533,-101.371318,201705,18348708
2855,4.22274E+13,10090,Texas,1.208E+11,32.154615,-101.424183,201511,1894074
2856,4.22274E+13,10441,Texas,1.208E+11,32.155996,-101.401262,201208,934374
2857,4.22274E+13,9536,Texas,1.208E+11,32.159964,-101.337438,201811,2265538
2858,4.22274E+13,9562,Texas,1.208E+11,32.162573,-101.343544,201811,2391601
2859,4.22274E+13,10159,Texas,1.208E+11,32.163105,-101.426339,201412,1723386
2860,4.22274E+13,11000,Texas,1.208E+11,32.165136,-101.3557,202011,15557103
2861,4.22274E+13,9715,Texas,1.208E+11,32.165141,-101.383339,201511,1307586
2862,4.22274E+13,9740,Texas,1.208E+11,32.165246,-101.383742,201802,2195414
2863,4.22274E+13,6580,Texas,1.208E+11,32.169364,-101.40554,201805,29916390
2864,4.22274E+13,8543,Texas,1.208E+11,32.171857,-101.371327,201711,1897812
2865,4.21734E+13,10086,Texas,1.208E+11,32.057842,-101.47017,201912,1219473
2866,4.23174E+13,10850,Texas,1.208E+11,32.0619,-101.5132,201209,945944
2867,4.23174E+13,10743,Texas,1.208E+11,32.0634,-101.4802,201209,1048844
2868,4.23174E+13,10840,Texas,1.208E+11,32.0639,-101.5138,201204,994958
2869,4.21734E+13,10600,Texas,1.208E+11,32.065942,-101.476062,201409,1803780
2870,4.21734E+13,10250,Texas,1.208E+11,32.071628,-101.473083,201406,2148468
2871,4.21734E+13,9200,Texas,1.208E+11,32.078423,-101.436882,201412,159845
2872,4.21734E+13,10160,Texas,1.208E+11,32.080014,-101.5165638,201408,2139690
2873,4.23174E+13,10845,Texas,1.208E+11,32.0801,-101.4404,201302,871962
2874,4.21734E+13,8762,Texas,1.208E+11,32.080124,-101.439039,201711,17220378
2875,4.22274E+13,10095,Texas,1.208E+11,32.088011,-101.50991,201402,350681
2876,4.22274E+13,10001,Texas,1.208E+11,32.0891,-101.52055,201403,1526784
2877,4.22274E+13,9986,Texas,1.208E+11,32.0960055,-101.52522,201305,1728342
2878,4.22274E+13,9918,Texas,1.208E+11,32.096102,-101.508322,201507,1651650
2879,4.22274E+13,5637,Texas,1.208E+11,32.096402,-101.488356,201508,1615698
2880,4.22274E+13,10225,Texas,1.208E+11,32.096822,-101.481141,201412,1804068
2881,4.22274E+13,10300,Texas,1.208E+11,32.097447,-101.470683,201409,1959678
2882,4.22274E+13,9934,Texas,1.208E+11,32.0976638,-101.5174083,201304,1999494
2883,4.22274E+13,10000,Texas,1.208E+11,32.10218,-101.51029,201312,1603308
2884,4.22274E+13,9922,Texas,1.208E+11,32.10218388,-101.4967747,201303,1834266
2885,4.22274E+13,9743,Texas,1.20901E+11,32.10235,-101.443325,201405,658686
2886,4.22274E+13,10212,Texas,1.208E+11,32.104147,-101.483611,201403,1638798
2887,4.22274E+13,10181,Texas,1.208E+11,32.108131,-101.464707,201503,1457274
2888,4.22274E+13,9961,Texas,1.208E+11,32.1084184,-101.4817645,201503,1005816
2889,4.22274E+13,9756,Texas,1.20901E+11,32.108653,-101.444606,201408,663894
2890,4.22274E+13,10000,Texas,1.208E+11,32.11029,-101.51282,201311,1454292
2891,4.22274E+13,10000,Texas,1.208E+11,32.11257,-101.50534,201409,1497090
2892,4.22274E+13,10100,Texas,1.208E+11,32.11283,-101.46972,201306,1764294
2893,4.22274E+13,10002,Texas,1.20901E+11,32.11454,-101.4608,201302,1357776
2894,4.22274E+13,10000,Texas,1.208E+11,32.116794,-101.482681,201303,1795710
2895,4.22274E+13,10000,Texas,1.208E+11,32.116889,-101.514869,201503,894516
2896,4.22274E+13,9687,Texas,1.20901E+11,32.118414,-101.436978,201509,1447992
2897,4.22274E+13,10131,Texas,1.208E+11,32.121397,-101.498622,201505,585270
2898,4.22274E+13,9950,Texas,1.208E+11,32.1216398,-101.5122069,201307,1509920
2899,4.22274E+13,10170,Texas,1.208E+11,32.123161,-101.490673,201508,889938
2900,4.22274E+13,9868,Texas,1.208E+11,32.123184,-101.504363,201310,1364748
2901,4.22274E+13,9722,Texas,1.208E+11,32.124168,-101.446301,201505,2339820
2902,4.22274E+13,10150,Texas,1.208E+11,32.124988,-101.496341,201501,1130640
2903,4.22274E+13,10130,Texas,1.208E+11,32.12602,-101.487891,201601,962472
2904,4.22274E+13,9700,Texas,1.208E+11,32.1265303,-101.4778655,201310,1283562
2905,4.22274E+13,10032,Texas,1.208E+11,32.12659,-101.51805,201407,1935822
2906,4.22274E+13,10057,Texas,1.208E+11,32.126675,-101.510675,201401,1724100
2907,4.22274E+13,10000,Texas,1.208E+11,32.12838,-101.51201,201307,1745016
2908,4.22274E+13,9765,Texas,1.208E+11,32.129295,-101.456091,201503,1995168
2909,4.22274E+13,10000,Texas,1.208E+11,32.13164,-101.51948,201404,1486548
2910,4.22274E+13,10214,Texas,1.208E+11,32.131766,-101.466647,201401,1607487
2911,4.22274E+13,6955,Texas,1.208E+11,32.133131,-101.467018,201902,16802814
2912,4.22274E+13,9920,Texas,1.208E+11,32.133481,-101.511653,201411,1200108
2913,4.22274E+13,10215,Texas,1.208E+11,32.134086,-101.489219,201611,2156490
2914,4.22274E+13,9770,Texas,1.208E+11,32.134298,-101.47227,201410,1518552
2915,4.23174E+13,10992,Texas,1.208E+11,32.135221,-101.4631307,201212,804808
2916,4.22274E+13,11164,Texas,1.208E+11,32.1362138,-101.4989677,201306,1634661
2917,4.22274E+13,10046,Texas,1.208E+11,32.13623,-101.457872,201709,2336964
2918,4.22274E+13,9920,Texas,1.208E+11,32.13884,-101.468809,201506,2172954
2919,4.22274E+13,10000,Texas,1.208E+11,32.1389,-101.47984,201302,1826538
2920,4.23174E+13,11019,Texas,1.208E+11,32.1401746,-101.4649269,201212,833158
2921,4.22274E+13,9935,Texas,1.208E+11,32.140529,-101.495949,201509,688422
2922,4.22274E+13,9602,Texas,1.208E+11,32.140563,-101.459989,201802,2257374
2923,4.22274E+13,7212,Texas,1.208E+11,32.141015,-101.490604,201508,13372338
2924,4.22274E+13,7431,Texas,1.208E+11,32.141048,-101.490446,201508,13385442
2925,4.22274E+13,9903,Texas,1.208E+11,32.1425111,-101.5185917,201309,1662360
2926,4.22274E+13,7255,Texas,1.208E+11,32.14292,-101.481036,201702,9327990
2927,4.22274E+13,7331,Texas,1.208E+11,32.142955,-101.480479,201612,11940180
2928,4.22274E+13,9923,Texas,1.208E+11,32.142987,-101.500537,201507,716478
2929,4.22274E+13,7395.3,Texas,1.208E+11,32.14299,-101.480323,201701,12107466
2930,4.22274E+13,12000,Texas,1.208E+11,32.14358,-101.46748,201403,1486548
2931,4.22274E+13,9900,Texas,1.208E+11,32.1446442,-101.505671,201309,1420583
2932,4.22274E+13,9880,Texas,1.208E+11,32.145783,-101.488213,201508,794136
2933,4.22274E+13,9905,Texas,1.208E+11,32.14656,-101.484668,201602,961716
2934,4.22274E+13,9900,Texas,1.208E+11,32.146669,-101.519779,201407,1344966
2935,4.24313E+13,8274,Texas,1.20901E+11,32.00718,-101.2068,201208,1258362
2936,4.21734E+13,9815,Texas,1.20901E+11,32.01218,-101.31711,201310,1695750
2937,4.24313E+13,9100,Texas,1.208E+11,32.020449,-101.174087,201407,989555
2938,4.21734E+13,9679,Texas,1.20901E+11,32.022045,-101.316889,201410,2365608
2939,4.24313E+13,7234,Texas,1.208E+11,32.0255417,-101.2053528,201202,2277752
2940,4.21734E+13,10113,Texas,1.20901E+11,32.026572,-101.318055,201309,954996
2941,4.24313E+13,8885,Texas,1.208E+11,32.039006,-101.13072,201402,1060920
2942,4.21734E+13,7946,Texas,1.20901E+11,32.060376,-101.31914,201307,10067820
2943,4.24313E+13,9151,Texas,1.208E+11,32.06603,-101.18253,201405,1552278
2944,4.24313E+13,9500,Texas,1.208E+11,32.068634,-101.249412,201610,847188
2945,4.24313E+13,9999,Texas,1.208E+11,32.068635,-101.249411,201702,544571
2946,4.24313E+13,9058,Texas,1.208E+11,32.070997,-101.241781,201408,1435518
2947,4.24313E+13,9148,Texas,1.208E+11,32.071089,-101.250931,201508,758058
2948,4.24313E+13,9056,Texas,1.208E+11,32.071125,-101.237508,201410,1513092
2949,4.24313E+13,9076,Texas,1.208E+11,32.071172,-101.246036,201412,1093806
2950,4.24313E+13,8498,Texas,1.208E+11,32.071214,-101.159295,201506,827232
2951,4.24313E+13,9385,Texas,1.208E+11,32.073969,-101.2452667,201312,774900
2952,4.24313E+13,9113,Texas,1.208E+11,32.074136,-101.249564,201407,1267434
2953,4.24313E+13,9156,Texas,1.208E+11,32.074517,-101.254685,201411,1448496
2954,4.21734E+13,8857,Texas,1.20901E+11,32.075163,-101.31838,201305,2886450
2955,4.21734E+13,4359,Texas,1.20901E+11,32.083928,-101.274153,201503,98185
2956,4.21734E+13,4352,Texas,1.20901E+11,32.08549444,-101.2719528,201404,373640
2957,4.21734E+13,4374,Texas,1.208E+11,32.08701389,-101.2674806,201404,303903
2958,4.22274E+13,4370,Texas,1.208E+11,32.09018111,-101.25445,201403,235521
2959,4.22274E+13,4373,Texas,1.20901E+11,32.090364,-101.281339,201211,265020
2960,4.22274E+13,4333,Texas,1.20901E+11,32.09044722,-101.2834639,201401,241500
2961,4.22273E+13,3500,Texas,1.20901E+11,32.09121,-101.27593,201310,42400
2962,4.22274E+13,4200,Texas,1.208E+11,32.09306,-101.26983,201404,639744
2963,4.22274E+13,4427,Texas,1.208E+11,32.09405611,-101.2525389,201403,252346
2964,4.22274E+13,9988,Texas,1.208E+11,32.0959186,-101.2399281,201203,1349460
2965,4.22274E+13,4374,Texas,1.208E+11,32.096403,-101.280644,201211,285012
2966,4.22273E+13,2500,Texas,1.208E+11,32.09752,-101.25859,201310,45381
2967,4.22274E+13,4365,Texas,1.208E+11,32.097942,-101.282797,201210,322938
2968,4.2335E+13,5363,Texas,1.208E+11,32.098057,-101.097855,201505,69430
2969,4.22274E+13,4349,Texas,1.208E+11,32.099392,-101.281092,201502,304096
2970,4.22274E+13,4489,Texas,1.208E+11,32.099569,-101.283006,201211,333631
2971,4.2227E+13,3179,Texas,1.208E+11,32.10179,-101.26965,201409,67158
2972,4.2227E+13,3147,Texas,1.208E+11,32.1024209,-101.28805,201307,19374
2973,4.22273E+13,3450,Texas,1.208E+11,32.10249,-101.24333,201403,653226
2974,4.22274E+13,4407,Texas,1.208E+11,32.102589,-101.2835,201211,297360
2975,4.22274E+13,4349,Texas,1.208E+11,32.103056,-101.261767,201502,211416
2976,4.22274E+13,4375,Texas,1.208E+11,32.103172,-101.266303,201302,309582
2977,4.22274E+13,4322,Texas,1.208E+11,32.103847,-101.260333,201412,212358
2978,4.22274E+13,7507,Texas,1.20901E+11,32.104534,-101.312638,201710,14143668
2979,4.22274E+13,3500,Texas,1.208E+11,32.1054,-101.29663,201405,151368
2980,4.22274E+13,4354,Texas,1.208E+11,32.106128,-101.267053,201302,288456
2981,4.22274E+13,4295,Texas,1.208E+11,32.106131,-101.260828,201411,289355
2982,4.22274E+13,3363,Texas,1.208E+11,32.106185,-101.250202,201909,280518
2983,4.22273E+13,3040,Texas,1.208E+11,32.10721,-101.26218,201407,36525.5
2984,4.22274E+13,4312,Texas,1.208E+11,32.107656,-101.273831,201304,251286
2985,4.22274E+13,4300,Texas,1.208E+11,32.108022,-101.264494,201509,194980
2986,4.22274E+13,3850,Texas,1.208E+11,32.108298,-101.242526,202003,199784
2987,4.22274E+13,3750,Texas,1.208E+11,32.108582,-101.247261,202003,312591
2988,4.22274E+13,3600,Texas,1.208E+11,32.109109,-101.290663,201808,46480
2989,4.22274E+13,4303,Texas,1.208E+11,32.109464,-101.26095,201412,308636
2990,4.22274E+13,7591,Texas,1.208E+11,32.1110235,-101.281334,201709,24394524
2991,4.22274E+13,7451,Texas,1.208E+11,32.1110312,-101.2813002,201709,24436482
2992,4.22274E+13,7324,Texas,1.208E+11,32.1110388,-101.2812665,201709,24466092
2993,4.22273E+13,2427,Texas,1.208E+11,32.111456,-101.283953,201801,135280
2994,4.22273E+13,2150,Texas,1.208E+11,32.1114759,-101.2650833,201410,117558
2995,4.23354E+13,8313,Texas,1.208E+11,32.11291944,-101.1747167,201311,4596556
2996,4.22274E+13,4302,Texas,1.208E+11,32.113553,-101.265517,201402,163602
2997,4.22273E+13,2433,Texas,1.208E+11,32.114892,-101.277217,201801,179469
2998,4.22273E+13,2172,Texas,1.208E+11,32.116549,-101.271971,201412,181986
2999,4.22274E+13,4500,Texas,1.208E+11,32.117167,-101.263061,201901,263451
3000,4.22274E+13,4299,Texas,1.208E+11,32.117497,-101.2736,201412,234824
3001,4.22274E+13,3580,Texas,1.208E+11,32.1177518,-101.2551987,201409,52374
3002,4.22273E+13,2877,Texas,1.208E+11,32.118374,-101.252168,201907,133005
3003,4.22274E+13,4247,Texas,1.208E+11,32.118456,-101.25425,201402,488040
3004,4.22274E+13,4216,Texas,1.208E+11,32.119092,-101.273342,201212,318570
3005,4.21734E+13,10300,Texas,1.20901E+11,31.975119,-101.38317,201403,376240
3006,4.21734E+13,9226,Texas,1.20901E+11,31.977,-101.404,201304,3067050
3007,4.21734E+13,9076,Texas,1.20901E+11,31.977467,-101.40658,201311,6820716
3008,4.21734E+13,9194,Texas,1.20901E+11,31.977592,-101.41027,201311,6279988
3009,4.21734E+13,9233,Texas,1.20901E+11,31.977844,-101.41767,201311,7059696
3010,4.21734E+13,10050,Texas,1.20901E+11,31.978,-101.408,201304,24318
3011,4.21734E+13,10040,Texas,1.20901E+11,31.98,-101.392,201303,977928
3012,4.21734E+13,9243,Texas,1.20901E+11,31.982368,-101.432884,201412,67555501
3013,4.21734E+13,10000,Texas,1.20901E+11,32.002758,-101.3611539,201408,350822
3014,4.21734E+13,9927,Texas,1.20901E+11,32.00785,-101.403124,201410,2234190
3015,4.21734E+13,9974,Texas,1.20901E+11,32.008732,-101.375985,201311,1172405.5
3016,4.21734E+13,10054,Texas,1.20901E+11,32.009182,-101.389161,201508,1611288
3017,4.21734E+13,9455,Texas,1.20901E+11,32.009844,-101.338728,201407,984438
3018,4.21734E+13,9324,Texas,1.20901E+11,32.013244,-101.43308,201308,6471486
3019,4.21734E+13,9980,Texas,1.20901E+11,32.0135361,-101.3707861,201302,1083676.5
3020,4.21734E+13,9399,Texas,1.20901E+11,32.016203,-101.338414,201403,972972
3021,4.21733E+13,10304,Texas,1.20901E+11,32.019311,-101.406828,201410,1184484
3022,4.21734E+13,8968,Texas,1.20901E+11,32.019682,-101.362904,201506,13594325
3023,4.21734E+13,10653,Texas,1.20901E+11,32.021168,-101.3821768,201308,1501752
3024,4.21734E+13,9130,Texas,1.20901E+11,32.025219,-101.396853,201503,9401393
3025,4.21734E+13,14334,Texas,1.20901E+11,32.02701416,-101.371331,201312,9565206
3026,4.21733E+13,9814,Texas,1.20901E+11,32.031748,-101.368582,201507,1659714
3027,4.21734E+13,9917,Texas,1.20901E+11,32.032673,-101.415189,201503,1431612
3028,4.21734E+13,10035,Texas,1.20901E+11,32.033058,-101.394283,201410,1557150
3029,4.21734E+13,9681,Texas,1.20901E+11,32.033826,-101.326974,201407,2203152
3030,4.21734E+13,9510,Texas,1.20901E+11,32.034139,-101.346664,201411,41501628
3031,4.21734E+13,10578,Texas,1.20901E+11,32.0353333,-101.3836223,201308,1451646
3032,4.21734E+13,9859,Texas,1.20901E+11,32.036678,-101.359957,201511,1615530
3033,4.21733E+13,9737,Texas,1.20901E+11,32.0430825,-101.4015864,201409,674898
3034,4.21734E+13,9705,Texas,1.20901E+11,32.043881,-101.354916,201411,1786806
3035,4.21734E+13,9973,Texas,1.20901E+11,32.045612,-101.367581,201408,526428
3036,4.21734E+13,9973,Texas,1.20901E+11,32.045612,-101.367581,201508,1351980
3037,4.21734E+13,10075,Texas,1.208E+11,32.047086,-101.418878,201805,892421
3038,4.21734E+13,9440,Texas,1.208E+11,32.053497,-101.417864,201404,1035678
3039,4.21734E+13,9572,Texas,1.208E+11,32.057095,-101.422201,201902,606470
3040,4.21734E+13,10171,Texas,1.208E+11,32.059797,-101.413622,201803,1197199
3041,4.21734E+13,9543,Texas,1.20901E+11,32.060042,-101.357569,201410,1201788
3042,4.21734E+13,10170,Texas,1.208E+11,32.064435,-101.419341,201806,1060564
3043,4.21734E+13,9614,Texas,1.208E+11,32.067698,-101.425903,201809,1137146
3044,4.23174E+13,10760,Texas,1.208E+11,32.0704,-101.423,201211,887376
3045,4.22274E+13,10350,Texas,1.20901E+11,32.0712,-101.3702,201301,988398
3046,4.23174E+13,10735,Texas,1.208E+11,32.0714,-101.4252,201208,1143638
3047,4.23174E+13,10785,Texas,1.208E+11,32.075,-101.4329,201212,780444
3048,4.22274E+13,10345,Texas,1.20901E+11,32.0811179,-101.394232,201304,1108338
3049,4.21734E+13,3000,Texas,1.20901E+11,32.081247,-101.423589,201303,133602
3050,4.22274E+13,10449,Texas,1.20901E+11,32.0828,-101.4124,201302,1046556
3051,4.22273E+13,0,Texas,1.20901E+11,32.08754,-101.37848,201310,47407
3052,4.2227E+13,2313,Texas,1.20901E+11,32.089042,-101.37413,201510,137561
3053,4.22273E+13,0,Texas,1.20901E+11,32.08973,-101.38919,201310,40293
3054,4.22274E+13,3400,Texas,1.20901E+11,32.0920277,-101.3468334,201307,42462
3055,4.22274E+13,3140,Texas,1.20901E+11,32.09323611,-101.3544278,201402,177268
3056,4.22274E+13,3700,Texas,1.20901E+11,32.093433,-101.352707,201412,148890
3057,4.22274E+13,3300,Texas,1.20901E+11,32.0935933,-101.350573,201309,33936
3058,4.22274E+13,3040,Texas,1.20901E+11,32.093698,-101.367401,201509,89815
3059,4.22274E+13,2700,Texas,1.20901E+11,32.093699,-101.415918,201902,18504
3060,4.22274E+13,3153,Texas,1.20901E+11,32.093975,-101.370739,201501,33056
3061,4.22274E+13,3337,Texas,1.20901E+11,32.09491111,-101.3543417,201402,210126
3062,4.22274E+13,4500,Texas,1.20901E+11,32.095061,-101.359969,201812,118410
3063,4.22274E+13,0,Texas,1.20901E+11,32.095498,-101.370637,201509,94470
3064,4.22274E+13,2700,Texas,1.20901E+11,32.095776,-101.415573,201902,16767
3065,4.22274E+13,4018,Texas,1.20901E+11,32.096019,-101.412019,201303,114198
3066,4.22273E+13,3200,Texas,1.20901E+11,32.0966551,-101.3422008,201304,25032
3067,4.22274E+13,2739,Texas,1.20901E+11,32.096892,-101.409478,201501,57834
3068,4.22274E+13,3400,Texas,1.20901E+11,32.0969211,-101.3409159,201401,55986
3069,4.22274E+13,3159,Texas,1.20901E+11,32.097114,-101.361992,201501,96187
3070,4.22274E+13,3400,Texas,1.20901E+11,32.09727,-101.32588,201405,182728
3071,4.22274E+13,2669,Texas,1.20901E+11,32.097314,-101.347746,201505,150261
3072,4.22274E+13,3159,Texas,1.20901E+11,32.097439,-101.370281,201501,79316
3073,4.22274E+13,3400,Texas,1.20901E+11,32.0974407,-101.3397302,201308,88872
3074,4.22274E+13,3600,Texas,1.20901E+11,32.0977305,-101.3442528,201301,41179
3075,4.21734E+13,9404,Texas,1.20901E+11,31.926615,-101.462083,201407,7526022
3076,4.21734E+13,10058,Texas,1.20901E+11,31.927574,-101.45762,201306,1084944
3077,4.21734E+13,10752,Texas,1.20901E+11,31.928,-101.472,201303,1069656
3078,4.21734E+13,10352,Texas,1.20901E+11,31.928488,-101.44716,201308,863856
3079,4.21734E+13,10666,Texas,1.20901E+11,31.93,-101.482,201304,1071420
3080,4.21734E+13,10558,Texas,1.208E+11,31.93,-101.525,201305,1127364
3081,4.21734E+13,10250,Texas,1.20901E+11,31.930052,-101.46323,201305,1146180
3082,4.21734E+13,10380,Texas,1.20901E+11,31.933,-101.465,201309,722694
3083,4.21734E+13,9220,Texas,1.20901E+11,31.933552,-101.487205,201505,13461042
3084,4.21734E+13,10558,Texas,1.20901E+11,31.935,-101.461,201304,1122576
3085,4.21733E+13,10250,Texas,1.20901E+11,31.937,-101.511,201301,1219722
3086,4.21734E+13,10093,Texas,1.20901E+11,31.93769,-101.46761,201303,865200
3087,4.21734E+13,10250,Texas,1.208E+11,31.938,-101.446,201305,1141014
3088,4.21734E+13,10350,Texas,1.20901E+11,31.940768,-101.51048,201305,1205190
3089,4.21734E+13,9325,Texas,1.20901E+11,31.942707,-101.476312,201401,10987620
3090,4.21734E+13,9467,Texas,1.208E+11,31.943453,-101.472172,201408,7416528
3091,4.21734E+13,11000,Texas,1.208E+11,31.944408,-101.5213128,201409,366227
3092,4.21734E+13,10715,Texas,1.208E+11,31.944437,-101.51611,201403,740124
3093,4.21734E+13,9427,Texas,1.208E+11,31.944488,-101.468122,201408,7052514
3094,4.21734E+13,9325,Texas,1.208E+11,31.945379,-101.46402,201407,12047532
3095,4.21734E+13,9408,Texas,1.208E+11,31.946287,-101.459905,201312,4794972
3096,4.21734E+13,9385,Texas,1.208E+11,31.94702,-101.45572,201404,7451136
3097,4.21734E+13,9313,Texas,1.208E+11,31.947346,-101.460253,201406,6333600
3098,4.21734E+13,9308,Texas,1.208E+11,31.947911,-101.451733,201404,8637048
3099,4.21734E+13,9309,Texas,1.208E+11,31.94876,-101.44792,201404,10685850
3100,4.21734E+13,10090,Texas,1.208E+11,31.953578,-101.492649,201810,1176134
3101,4.21734E+13,10302,Texas,1.208E+11,31.9588,-101.46832,201307,962052
3102,4.21734E+13,10257,Texas,1.208E+11,31.959,-101.441,201301,1028286
3103,4.21734E+13,10457,Texas,1.208E+11,31.961,-101.46,201305,1022910
3104,4.21734E+13,9293,Texas,1.208E+11,31.96123,-101.459698,201406,6491504
3105,4.21734E+13,9336,Texas,1.208E+11,31.961556,-101.464903,201308,2855370
3106,4.21734E+13,9313,Texas,1.208E+11,31.96182,-101.456505,201406,4347924
3107,4.21734E+13,9323,Texas,1.208E+11,31.962107,-101.46228,201308,2824548
3108,4.21734E+13,9323,Texas,1.208E+11,31.96279,-101.459042,201309,4863558
3109,4.21734E+13,9325,Texas,1.208E+11,31.963413,-101.45608,201309,5223372
3110,4.21734E+13,9278,Texas,1.208E+11,31.971547,-101.490276,201408,8160054
3111,4.21734E+13,10022,Texas,1.208E+11,31.97471,-101.44337,201211,947730
3112,4.21734E+13,9600,Texas,1.208E+11,31.977687,-101.45692,201309,8094240
3113,4.21734E+13,10475,Texas,1.208E+11,31.980746,-101.50343,201311,671916
3114,4.21734E+13,9821,Texas,1.208E+11,31.9811,-101.4481,201310,962960
3115,4.21733E+13,9316,Texas,1.20901E+11,31.981525,-101.436921,201412,5106612
3116,4.21734E+13,10517,Texas,1.208E+11,31.984814,-101.51631,201310,768768
3117,4.21734E+13,9248,Texas,1.208E+11,31.985998,-101.48578,201312,6562878
3118,4.21734E+13,9355,Texas,1.208E+11,31.989,-101.509,201212,5727540
3119,4.21734E+13,7900,Texas,1.208E+11,31.989533,-101.469903,201311,6399330
3120,4.21734E+13,9325,Texas,1.208E+11,31.993294,-101.45791,201402,7764708
3121,4.21734E+13,9325,Texas,1.208E+11,31.994133,-101.45377,201402,5989872
3122,4.21734E+13,9266,Texas,1.208E+11,31.996,-101.476,201301,4834326
3123,4.23294E+13,10820,Texas,1.208E+11,32.0054,-101.4745,201302,888846
3124,4.21734E+13,10187,Texas,1.208E+11,32.008514,-101.479272,201411,1843422
3125,4.21734E+13,10340,Texas,1.208E+11,32.010536,-101.468833,201312,1557066
3126,4.21734E+13,9315,Texas,1.208E+11,32.011283,-101.44286,201308,2797326
3127,4.21734E+13,9341,Texas,1.208E+11,32.011937,-101.43959,201308,2852556
3128,4.21734E+13,9338,Texas,1.208E+11,32.012546,-101.436567,201308,5427114
3129,4.21734E+13,10376,Texas,1.208E+11,32.013246,-101.4804105,201405,1626660
3130,4.21734E+13,10315,Texas,1.208E+11,32.0174027,-101.476005,201403,1665678
3131,4.21734E+13,10257,Texas,1.208E+11,32.021,-101.436,201211,570341
3132,4.23294E+13,11310,Texas,1.208E+11,32.021783,-101.444598,201710,1534318
3133,4.21734E+13,9324,Texas,1.208E+11,32.023163,-101.45018,201210,5311685
3134,4.21734E+13,10925,Texas,1.208E+11,32.0237551,-101.4421496,201308,1372896
3135,4.21734E+13,9807,Texas,1.208E+11,32.026131,-101.468072,201501,475314
3136,4.21734E+13,10600,Texas,1.208E+11,32.027996,-101.45562,201403,465137
3137,4.21734E+13,8548,Texas,1.208E+11,32.031367,-101.478528,201308,501312
3138,4.21734E+13,10457,Texas,1.208E+11,32.032,-101.463,201303,999138
3139,4.23294E+13,10895,Texas,1.208E+11,32.0325,-101.5111,201208,979838
3140,4.21734E+13,11000,Texas,1.208E+11,32.037113,-101.446382,201806,250066
3141,4.21734E+13,9820,Texas,1.208E+11,32.040091,-101.476119,201808,1178156
3142,4.21734E+13,10136,Texas,1.208E+11,32.043736,-101.478003,201803,579248
3143,4.21734E+13,10250,Texas,1.208E+11,32.04715,-101.48762,201311,2295510
3144,4.21733E+13,10220,Texas,1.208E+11,32.049337,-101.479616,201710,96181
3145,4.21734E+13,10711,Texas,1.20901E+11,31.889,-101.521,201212,892962
3146,4.21734E+13,9321,Texas,1.20901E+11,31.891167,-101.443317,201307,2939720
3147,4.21733E+13,10740,Texas,1.20901E+11,31.892637,-101.50895,201104,165606
3148,4.21734E+13,10674,Texas,1.20901E+11,31.893,-101.503,201303,919170
3149,4.21734E+13,10340,Texas,1.20901E+11,31.893025,-101.4690461,201502,1454502
3150,4.21734E+13,10267,Texas,1.20901E+11,31.89331,-101.4397,201301,534870
3151,4.21734E+13,10223,Texas,1.20901E+11,31.89436,-101.48358,201302,910308
3152,4.21734E+13,10218,Texas,1.20901E+11,31.895933,-101.479689,201310,1833762
3153,4.21734E+13,10700,Texas,1.20901E+11,31.8965991,-101.4579303,201408,645229
3154,4.21734E+13,10748,Texas,1.208E+11,31.8971202,-101.5199459,201407,67783.5
3155,4.21734E+13,10251,Texas,1.20901E+11,31.8974,-101.51389,201307,986622
3156,4.21734E+13,10210,Texas,1.20901E+11,31.8979,-101.4361,201309,784728
3157,4.21734E+13,10480,Texas,1.20901E+11,31.898225,-101.469404,201511,1589658
3158,4.21733E+13,10235,Texas,1.20901E+11,31.8991,-101.51477,201404,474014
3159,4.21734E+13,9248,Texas,1.20901E+11,31.900549,-101.46384,201402,8139642
3160,4.21734E+13,10079,Texas,1.20901E+11,31.90171,-101.47086,201302,934055
