,APINumber,TotalVerticalDepth,State,County,Latitude,Longitude,Year,TotalBaseWaterVolume
130,4.21073E+13,4484,Texas,1.205E+11,33.513036,-101.468264,201511,28550
131,4.21073E+13,4478,Texas,1.205E+11,33.520424,-101.47695,201208,86405
132,4.21073E+13,4510,Texas,1.205E+11,33.5207805,-101.4876723,201403,25225
133,4.21073E+13,4496,Texas,1.205E+11,33.523889,-101.489722,201511,31980
134,4.21073E+13,4536,Texas,1.205E+11,33.524051,-101.492117,201403,20521
135,4.21073E+13,4567,Texas,1.205E+11,33.525862,-101.496778,201209,76120
136,4.21073E+13,4540,Texas,1.205E+11,33.525863,-101.500781,201210,74085
137,4.21073E+13,5000,Texas,1.205E+11,33.5259158,-101.5202512,201311,29140
138,4.21073E+13,4630,Texas,1.205E+11,33.539602,-101.508503,201912,43035
139,4.21073E+13,4400,Texas,1.205E+11,33.480415,-101.479887,201405,24782
140,4.21073E+13,4377,Texas,1.205E+11,33.480529,-101.494258,201212,38225
141,4.21073E+13,4345,Texas,1.205E+11,33.480537,-101.489929,201212,37180
142,4.21073E+13,4250,Texas,1.205E+11,33.480539,-101.472622,201501,55398
143,4.21073E+13,4272,Texas,1.205E+11,33.480539,-101.468297,201502,49854
144,4.21073E+13,4445,Texas,1.205E+11,33.4805416,-101.47695,201403,77658
145,4.21073E+13,4310,Texas,1.205E+11,33.480544,-101.481904,201301,37235
146,4.21073E+13,5000,Texas,1.205E+11,33.4805472,-101.4920778,201403,25939
147,4.21073E+13,4407,Texas,1.205E+11,33.480548,-101.497606,201302,37675
148,4.21073E+13,5000,Texas,1.205E+11,33.480638,-101.496048,201410,26633
149,4.21073E+13,4500,Texas,1.205E+11,33.481008,-101.506358,201501,14065
150,4.21073E+13,4400,Texas,1.205E+11,33.481047,-101.516094,201508,15315
151,4.21073E+13,4500,Texas,1.205E+11,33.481158,-101.501864,201501,14063
152,4.21073E+13,4400,Texas,1.205E+11,33.481232,-101.517338,201508,13519
153,4.21073E+13,4437,Texas,1.205E+11,33.481265,-101.464099,201602,50274
154,4.21073E+13,4400,Texas,1.205E+11,33.481283,-101.51105,201508,13341
155,4.21073E+13,4500,Texas,1.205E+11,33.4814527,-101.493175,201410,9369
156,4.21073E+13,4500,Texas,1.205E+11,33.481469,-101.482208,201502,13331
157,4.21073E+13,4400,Texas,1.205E+11,33.4820105,-101.4987761,201404,25015
158,4.21073E+13,4400,Texas,1.205E+11,33.482025,-101.5026917,201406,24856
159,4.21073E+13,4435,Texas,1.205E+11,33.482214,-101.468722,201704,49116
160,4.21073E+13,4448,Texas,1.205E+11,33.4823555,-101.4747862,201403,59304
161,4.21073E+13,5000,Texas,1.205E+11,33.4823555,-101.4856112,201406,26603
162,4.21073E+13,4346,Texas,1.205E+11,33.482361,-101.483447,201302,42295
163,4.21073E+13,4500,Texas,1.205E+11,33.482381,-101.499828,201501,14483
164,4.21073E+13,4400,Texas,1.205E+11,33.4825666,-101.5066306,201406,25686
165,4.21073E+13,4235,Texas,1.205E+11,33.482747,-101.470333,201501,56448
166,4.21073E+13,4500,Texas,1.205E+11,33.483242,-101.482447,201412,13833
167,4.21073E+13,4400,Texas,1.205E+11,33.483784,-101.499772,201404,25519
168,4.21073E+13,4486,Texas,1.205E+11,33.48385,-101.4769528,201403,59178
169,4.21073E+13,4400,Texas,1.205E+11,33.4839805,-101.5040362,201403,25561
170,4.21073E+13,4370,Texas,1.205E+11,33.483995,-101.464424,201607,53214
171,4.21073E+13,4425,Texas,1.205E+11,33.484046,-101.506174,201301,37510
172,4.21073E+13,5000,Texas,1.205E+11,33.484047,-101.510274,201304,26305
173,4.21073E+13,4280,Texas,1.205E+11,33.484122,-101.472625,201501,55356
174,4.21073E+13,5000,Texas,1.205E+11,33.4841333,-101.481825,201402,24763
175,4.21073E+13,4378,Texas,1.205E+11,33.4841333,-101.492093,201305,25952
176,4.21073E+13,5000,Texas,1.205E+11,33.4841416,-101.4877973,201408,26693
177,4.21073E+13,4400,Texas,1.205E+11,33.484152,-101.494258,201211,37840
178,4.21073E+13,4348,Texas,1.205E+11,33.484154,-101.489929,201211,37675
179,4.21073E+13,4400,Texas,1.205E+11,33.4841611,-101.4834667,201408,24048
180,4.21077E+13,4500,Texas,1.205E+11,33.484198,-101.512552,201501,26938
181,4.21073E+13,4400,Texas,1.205E+11,33.4842646,-101.4964386,201401,24511
182,4.21073E+13,4400,Texas,1.205E+11,33.4843889,-101.5082223,201406,25822
183,4.21073E+13,4138,Texas,1.205E+11,33.484411,-101.468608,201412,43932
184,4.21073E+13,4500,Texas,1.205E+11,33.484481,-101.509331,201501,14063
185,4.21073E+13,4500,Texas,1.205E+11,33.4848389,-101.4931917,201410,7857
186,4.21073E+13,4500,Texas,1.205E+11,33.4849472,-101.501275,201410,9660
187,4.21073E+13,4408,Texas,1.205E+11,33.485082,-101.498522,201301,37620
188,4.21073E+13,4500,Texas,1.205E+11,33.485439,-101.480236,201412,10339
189,4.21073E+13,4500,Texas,1.205E+11,33.4854583,-101.5061806,201410,10535
190,4.21073E+13,4346,Texas,1.205E+11,33.48561,-101.48561,201212,36575
191,4.21073E+13,4400,Texas,1.205E+11,33.4857305,-101.5123028,201407,19054
192,4.21073E+13,4400,Texas,1.205E+11,33.4857777,-101.5074834,201404,26065
193,4.21073E+13,4405,Texas,1.205E+11,33.4858194,-101.5029167,201303,26369
194,4.21073E+13,5000,Texas,1.205E+11,33.4859472,-101.4812862,201409,26274
195,4.21073E+13,4500,Texas,1.205E+11,33.4866222,-101.4912445,201410,9527
196,4.21073E+13,4278,Texas,1.205E+11,33.486623,-101.470746,201501,58758
197,4.21073E+13,4500,Texas,1.205E+11,33.4866444,-101.4955862,201409,10409
198,4.21073E+13,4500,Texas,1.205E+11,33.486786,-101.482483,201412,11599
199,4.21073E+13,4457,Texas,1.205E+11,33.48717,-101.47737,201305,76272
200,4.21073E+13,4628,Texas,1.205E+11,33.48739,-101.504996,201912,16369
201,4.21073E+13,4383,Texas,1.205E+11,33.487749,-101.485618,201210,37675
202,4.21073E+13,4378,Texas,1.205E+11,33.487758,-101.481829,201210,40040
203,4.21073E+13,5000,Texas,1.205E+11,33.4877666,-101.4942584,201401,20435
204,4.21073E+13,4400,Texas,1.205E+11,33.487775,-101.4834695,201408,25686
205,4.21073E+13,4401,Texas,1.205E+11,33.487799,-101.500458,201301,37785
206,4.21073E+13,4374,Texas,1.205E+11,33.4878069,-101.4879941,201306,26244
207,4.21073E+13,5000,Texas,1.205E+11,33.4878499,-101.4922565,201311,24847
208,4.21073E+13,5000,Texas,1.205E+11,33.4879333,-101.4964084,201311,24973
209,4.21073E+13,4500,Texas,1.205E+11,33.473878,-101.489906,201502,13734
210,4.21073E+13,4269,Texas,1.205E+11,33.473878,-101.489906,201510,22264
211,4.21073E+13,4340,Texas,1.205E+11,33.473932,-101.4947789,201306,25968
212,4.21073E+13,4500,Texas,1.205E+11,33.4739583,-101.5150445,201408,7890
213,4.21073E+13,4500,Texas,1.205E+11,33.4739611,-101.4978112,201410,10083
214,4.21073E+13,4462,Texas,1.205E+11,33.474025,-101.521906,201701,15315
215,4.21073E+13,4500,Texas,1.205E+11,33.474025,-101.519742,201610,10943
216,4.21073E+13,4500,Texas,1.205E+11,33.4740472,-101.5022556,201410,8641
217,4.21073E+13,4405,Texas,1.205E+11,33.474361,-101.482922,201612,36345
218,4.21073E+13,4400,Texas,1.205E+11,33.474492,-101.4923524,201402,25141
219,4.21073E+13,4400,Texas,1.205E+11,33.474657,-101.516384,201401,25141
220,4.21073E+13,4400,Texas,1.205E+11,33.4749472,-101.5034834,201403,25519
221,4.21073E+13,4400,Texas,1.205E+11,33.47495,-101.5078112,201310,26527
222,4.21073E+13,4400,Texas,1.205E+11,33.4750998,-101.486181,201311,25771
223,4.21073E+13,4400,Texas,1.205E+11,33.4752555,-101.5121791,201401,25687
224,4.21073E+13,4400,Texas,1.205E+11,33.475609,-101.500274,201503,13600
225,4.21073E+13,5000,Texas,1.205E+11,33.475666,-101.524076,201812,13832
226,4.21073E+13,4500,Texas,1.205E+11,33.4756777,-101.517275,201408,9663
227,4.21073E+13,4500,Texas,1.205E+11,33.4757361,-101.5047612,201409,9443
228,4.21073E+13,4400,Texas,1.205E+11,33.47576,-101.496535,201508,13890
229,4.21073E+13,4462,Texas,1.205E+11,33.475839,-101.519747,201702,13957
230,4.21073E+13,4500,Texas,1.205E+11,33.4759305,-101.5093612,201409,11585
231,4.21073E+13,4500,Texas,1.205E+11,33.4760333,-101.5135,201411,12304
232,4.21073E+13,4400,Texas,1.205E+11,33.476748,-101.516378,201307,25898
233,4.21073E+13,4400,Texas,1.205E+11,33.47675,-101.5121473,201306,26971
234,4.21073E+13,4400,Texas,1.205E+11,33.47675,-101.509999,201310,25855
235,4.21073E+13,4400,Texas,1.205E+11,33.4767588,-101.4855777,201307,26150
236,4.21073E+13,4400,Texas,1.205E+11,33.4767666,-101.5013389,201304,25724
237,4.21073E+13,4400,Texas,1.205E+11,33.476775,-101.5058394,201405,24824
238,4.21073E+13,4330,Texas,1.205E+11,33.476809,-101.4991444,201306,26412
239,4.21073E+13,4358,Texas,1.205E+11,33.476874,-101.495744,201304,24877
240,4.21073E+13,4171,Texas,1.205E+11,33.4769176,-101.4975826,201309,25813
241,4.21073E+13,4376,Texas,1.205E+11,33.4769222,-101.4899306,201304,26060
242,4.21073E+13,4400,Texas,1.205E+11,33.4769338,-101.4918991,201312,25309
243,4.21073E+13,4400,Texas,1.205E+11,33.4769389,-101.48775,201311,24595
244,4.21073E+13,4400,Texas,1.205E+11,33.4769527,-101.5143278,201312,25855
245,4.21073E+13,4362,Texas,1.205E+11,33.477183,-101.462558,201612,46184
246,4.21073E+13,4500,Texas,1.205E+11,33.477289,-101.517619,201702,12784
247,4.21073E+13,4400,Texas,1.205E+11,33.47743,-101.513131,201508,13382
248,4.21073E+13,4500,Texas,1.205E+11,33.477536,-101.493472,201411,5177
249,4.21073E+13,4500,Texas,1.205E+11,33.4775555,-101.5106417,201409,9107
250,4.21073E+13,4306,Texas,1.205E+11,33.477556,-101.488947,201704,11940
251,4.21073E+13,4395,Texas,1.205E+11,33.477633,-101.520081,201611,10624
252,4.21073E+13,4582,Texas,1.205E+11,33.477653,-101.521917,201701,9273
253,4.21073E+13,4500,Texas,1.205E+11,33.4776833,-101.5018112,201409,9527
254,4.21073E+13,4609,Texas,1.205E+11,33.477764,-101.524507,201711,13811
255,4.21073E+13,4265,Texas,1.205E+11,33.477822,-101.478358,201501,44310
256,4.21073E+13,4500,Texas,1.205E+11,33.477936,-101.497825,201410,8949
257,4.21073E+13,4271,Texas,1.205E+11,33.478114,-101.458456,201501,55104
258,4.21073E+13,4500,Texas,1.205E+11,33.4783389,-101.5150778,201411,11175
259,4.21073E+13,4400,Texas,1.205E+11,33.4785639,-101.5121556,201310,26275
260,4.21073E+13,4400,Texas,1.205E+11,33.4785777,-101.5074834,201402,25141
261,4.21073E+13,4267,Texas,1.205E+11,33.478731,-101.46982,201502,49980
262,4.21073E+13,4400,Texas,1.205E+11,33.4788652,-101.5163724,201401,20435
263,4.21073E+13,4446,Texas,1.205E+11,33.47895,-101.4744778,201403,46536
264,4.21073E+13,4405,Texas,1.205E+11,33.478956,-101.503578,201703,14909
265,4.21073E+13,5000,Texas,1.205E+11,33.4791532,-101.4986362,201312,25351
266,4.21073E+13,4382,Texas,1.205E+11,33.479394,-101.508642,201705,10884
267,4.21073E+13,4500,Texas,1.205E+11,33.479542,-101.517397,201608,16051
268,4.21073E+13,4444,Texas,1.205E+11,33.479711,-101.464906,201609,44817
269,4.21073E+13,4500,Texas,1.205E+11,33.4797166,-101.4956362,201410,10177
270,4.21073E+13,4500,Texas,1.205E+11,33.479717,-101.4823,201502,14066
271,4.21073E+13,4390,Texas,1.205E+11,33.480025,-101.501331,201811,13560
272,4.21073E+13,4500,Texas,1.205E+11,33.48017,-101.514635,201608,17798
273,4.21073E+13,4400,Texas,1.205E+11,33.4801702,-101.5045893,201405,25113
274,4.21073E+13,4350,Texas,1.205E+11,33.4802535,-101.4995731,201303,20577
275,4.21073E+13,4400,Texas,1.205E+11,33.48028,-101.4798663,201405,25644
276,4.21073E+13,4400,Texas,1.205E+11,33.480309,-101.509721,201404,26737
277,4.21073E+13,4414,Texas,1.205E+11,33.4803328,-101.5165971,201308,25934
278,4.21073E+13,4464,Texas,1.205E+11,33.480378,-101.512162,201302,25747
279,4.21073E+13,4154,Texas,1.205E+11,33.465879,-101.4953748,201309,25771
280,4.21073E+13,4400,Texas,1.205E+11,33.4658889,-101.4883167,201403,25015
281,4.21073E+13,4306,Texas,1.205E+11,33.46589,-101.486565,201511,22979
282,4.21073E+13,4400,Texas,1.205E+11,33.4658901,-101.4865645,201310,25561
283,4.21073E+13,4348,Texas,1.205E+11,33.465933,-101.490216,201305,26060
284,4.21073E+13,4400,Texas,1.205E+11,33.4662072,-101.4923575,201408,24384
285,4.21073E+13,4400,Texas,1.205E+11,33.467143,-101.4862156,201403,25813
286,4.21073E+13,4400,Texas,1.205E+11,33.4677277,-101.4903195,201407,24216
287,4.21073E+13,4400,Texas,1.205E+11,33.467742,-101.4990495,201407,23508
288,4.21073E+13,4400,Texas,1.205E+11,33.4678527,-101.4951195,201408,29298
289,4.21073E+13,4259,Texas,1.205E+11,33.468398,-101.500225,201702,14762
290,4.21073E+13,5000,Texas,1.205E+11,33.468581,-101.519846,201902,14269
291,4.21073E+13,4500,Texas,1.205E+11,33.468583,-101.517525,201412,13245
292,4.21073E+13,4438,Texas,1.205E+11,33.468585,-101.513458,201811,11863
293,4.21073E+13,4500,Texas,1.205E+11,33.468591,-101.504493,201702,12933
294,4.21073E+13,4500,Texas,1.205E+11,33.468667,-101.496164,201411,19951
295,4.21073E+13,4400,Texas,1.205E+11,33.4694777,-101.4969695,201407,24552
296,4.21073E+13,4400,Texas,1.205E+11,33.4694861,-101.4990167,201307,27326
297,4.21073E+13,4400,Texas,1.205E+11,33.4694916,-101.5161195,201309,25039
298,4.21073E+13,4400,Texas,1.205E+11,33.4694937,-101.5142837,201310,25435
299,4.21073E+13,4400,Texas,1.205E+11,33.4694944,-101.5082167,201307,25346
300,4.21073E+13,4400,Texas,1.205E+11,33.469495,-101.511626,201308,26355
301,4.21073E+13,4400,Texas,1.205E+11,33.469498,-101.5056433,201312,25729
302,4.21073E+13,4400,Texas,1.205E+11,33.4694995,-101.501379,201407,25476
303,4.21073E+13,4400,Texas,1.205E+11,33.4695166,-101.4926389,201407,25167
304,4.21073E+13,4400,Texas,1.205E+11,33.4695166,-101.4883112,201407,25742
305,4.21073E+13,4400,Texas,1.205E+11,33.4695185,-101.4944899,201312,25846
306,4.21073E+13,4400,Texas,1.205E+11,33.4696826,-101.4852121,201308,26748
307,4.21073E+13,4500,Texas,1.205E+11,33.470038,-101.48905,201502,13306
308,4.21073E+13,4294,Texas,1.205E+11,33.470038,-101.48905,201605,10326
309,4.21073E+13,4500,Texas,1.205E+11,33.470289,-101.511972,201411,11590
310,4.21073E+13,4064,Texas,1.205E+11,33.470289,-101.511972,201510,24673
311,4.21073E+13,4500,Texas,1.205E+11,33.47029,-101.506588,201412,10666
312,4.21073E+13,4500,Texas,1.205E+11,33.4703639,-101.5023473,201409,9695
313,4.21073E+13,4500,Texas,1.205E+11,33.4703805,-101.4976917,201411,11731
314,4.21073E+13,4500,Texas,1.205E+11,33.470397,-101.524061,201612,15422
315,4.21073E+13,4446,Texas,1.205E+11,33.470397,-101.519731,201612,10010
316,4.21073E+13,5000,Texas,1.205E+11,33.470398,-101.521896,201902,16205
317,4.21073E+13,4500,Texas,1.205E+11,33.4704166,-101.4937556,201411,11380
318,4.21073E+13,4500,Texas,1.205E+11,33.470513,-101.516735,201710,16299
319,4.21073E+13,4400,Texas,1.205E+11,33.4711277,-101.5034778,201406,24152
320,4.21073E+13,4347,Texas,1.205E+11,33.471241,-101.507804,201310,25099
321,4.21073E+13,4400,Texas,1.205E+11,33.4713083,-101.512125,201309,24889
322,4.21073E+13,4400,Texas,1.205E+11,33.4713361,-101.4850917,201407,24846
323,4.21073E+13,4400,Texas,1.205E+11,33.4713361,-101.4900139,201408,27198
324,4.21073E+13,4400,Texas,1.205E+11,33.4713472,-101.4945112,201406,25370
325,4.21073E+13,4400,Texas,1.205E+11,33.471375,-101.516225,201402,24931
326,4.21073E+13,4500,Texas,1.205E+11,33.471742,-101.508964,201411,11296
327,4.21073E+13,5000,Texas,1.205E+11,33.472012,-101.523666,201901,13382
328,4.21073E+13,4500,Texas,1.205E+11,33.4720361,-101.5132584,201408,10891
329,4.21073E+13,4500,Texas,1.205E+11,33.4722055,-101.4960028,201410,10486
330,4.21073E+13,4500,Texas,1.205E+11,33.4722722,-101.5043334,201409,9569
331,4.21073E+13,4469,Texas,1.205E+11,33.472323,-101.520162,201704,14783
