State,County,Use,Year,Volume
Texas,Borden,Indirect,1989,53.5021
Texas,Borden,Indirect,1991,52.4245
Texas,Borden,Indirect,1992,48.4443
Texas,Borden,Indirect,1993,53.2937
Texas,Borden,Indirect,1994,60.088194
Texas,Borden,Indirect,1995,52.064853
Texas,Borden,Indirect,1996,34.911103
Texas,Borden,Indirect,1997,29.077444
Texas,Borden,Indirect,1998,25.328158
Texas,Borden,Indirect,1999,24.949008
Texas,Borden,Indirect,2000,24.949008
Texas,Borden,Indirect,2001,24.960187
Texas,Borden,Indirect,2002,24.960187
Texas,Borden,Indirect,2003,24.960187
Texas,Borden,Indirect,2004,24.960187
Texas,Borden,Indirect,2005,24.960187
Texas,Borden,Indirect,2006,24.960187
Texas,Borden,Indirect,2007,24.960187
Texas,Borden,Indirect,2008,24.960187
Texas,Borden,Indirect,2009,24.960187
Texas,Borden,Indirect,2010,24.960187
Texas,Borden,Indirect,2011,24.960187
Texas,Borden,Indirect,2012,24.960187
Texas,Borden,Indirect,2013,24.960187
Texas,Borden,Indirect,2014,24.960187
Texas,Borden,Indirect,2015,24.960187
Texas,Borden,Indirect,2016,24.960187
Texas,Borden,Indirect,2017,24.960187
Texas,Borden,Indirect,2018,24.960187
Texas,Cochran,Indirect,1981,66.093537
Texas,Cochran,Indirect,1982,66.093537
Texas,Cochran,Indirect,1983,66.093537
Texas,Cochran,Indirect,1984,66.093537
Texas,Cochran,Indirect,1985,66.193537
Texas,Cochran,Indirect,1986,66.193537
Texas,Cochran,Indirect,1987,66.193537
Texas,Cochran,Indirect,1988,66.193537
Texas,Cochran,Indirect,1989,66.1937
Texas,Cochran,Indirect,1990,1.0344
Texas,Cochran,Indirect,1991,1.0344
Texas,Cochran,Indirect,1992,1.0344
Texas,Cochran,Indirect,1993,1.0344
Texas,Cochran,Indirect,1994,0.0438
Texas,Cochran,Indirect,1995,0.0438
Texas,Crane,Indirect,1981,246.37633400000001
Texas,Crane,Indirect,1981,97.40138
Texas,Crane,Indirect,1981,72.98802
Texas,Crane,Indirect,1981,36.249887
Texas,Crane,Indirect,1981,30
Texas,Crane,Indirect,1981,26.024
Texas,Crane,Indirect,1982,214.504122
Texas,Crane,Indirect,1982,105.790339
Texas,Crane,Indirect,1982,78.121848
Texas,Crane,Indirect,1982,49.577328
Texas,Crane,Indirect,1982,38
Texas,Crane,Indirect,1982,26.024
Texas,Crane,Indirect,1982,0.252
Texas,Crane,Indirect,1983,185.880006
Texas,Crane,Indirect,1983,119.381219
Texas,Crane,Indirect,1983,68.36085
Texas,Crane,Indirect,1983,35.051643
Texas,Crane,Indirect,1983,34
Texas,Crane,Indirect,1983,26.024
Texas,Crane,Indirect,1983,0.252
Texas,Crane,Indirect,1984,200.055064
Texas,Crane,Indirect,1984,109.518889
Texas,Crane,Indirect,1984,78.199147
Texas,Crane,Indirect,1984,26.024
Texas,Crane,Indirect,1984,20.168063
Texas,Crane,Indirect,1984,6.6255
Texas,Crane,Indirect,1984,0.252
Texas,Crane,Indirect,1985,121.769931
Texas,Crane,Indirect,1985,65.155902
Texas,Crane,Indirect,1985,26.024
Texas,Crane,Indirect,1985,14.898239
Texas,Crane,Indirect,1985,8.0942
Texas,Crane,Indirect,1985,0.252
Texas,Crane,Indirect,1986,126.972911
Texas,Crane,Indirect,1986,59.171868
Texas,Crane,Indirect,1986,26.024
Texas,Crane,Indirect,1986,20.064283
Texas,Crane,Indirect,1986,8.4096
Texas,Crane,Indirect,1986,0.15335
Texas,Crane,Indirect,1987,118.949841
Texas,Crane,Indirect,1987,56.666652
Texas,Crane,Indirect,1987,26.024
Texas,Crane,Indirect,1987,9.193432
Texas,Crane,Indirect,1987,4.68
Texas,Crane,Indirect,1987,0.15335
Texas,Crane,Indirect,1988,122.80834
Texas,Crane,Indirect,1988,90.312642
Texas,Crane,Indirect,1988,53.266649
Texas,Crane,Indirect,1988,26.024
Texas,Crane,Indirect,1988,3.646832
Texas,Crane,Indirect,1988,0.12
Texas,Crane,Indirect,1988,0.1008
Texas,Crane,Indirect,1989,139.2402
Texas,Crane,Indirect,1989,70.6965
Texas,Crane,Indirect,1989,32.692
Texas,Crane,Indirect,1989,26.024
Texas,Crane,Indirect,1989,3.9059
Texas,Crane,Indirect,1989,0.12
Texas,Crane,Indirect,1989,0.1008
Texas,Crane,Indirect,1990,108.2207
Texas,Crane,Indirect,1990,69.657
Texas,Crane,Indirect,1990,53.2309
Texas,Crane,Indirect,1990,3.7127
Texas,Crane,Indirect,1990,1.0324
Texas,Crane,Indirect,1990,0.1008
Texas,Crane,Indirect,1990,0.0295
Texas,Crane,Indirect,1991,81.1779
Texas,Crane,Indirect,1991,59.0649
Texas,Crane,Indirect,1991,44.6846
Texas,Crane,Indirect,1991,26.024
Texas,Crane,Indirect,1991,2.5953
Texas,Crane,Indirect,1991,0.1008
Texas,Crane,Indirect,1992,67.6015
Texas,Crane,Indirect,1992,62.6506
Texas,Crane,Indirect,1992,2.4
Texas,Crane,Indirect,1992,0.7484
Texas,Crane,Indirect,1992,0.1008
Texas,Crane,Indirect,1993,142.0689
Texas,Crane,Indirect,1993,56.1823
Texas,Crane,Indirect,1993,3.9785
Texas,Crane,Indirect,1993,0.1008
Texas,Crane,Indirect,1993,0.0898
Texas,Crane,Indirect,1994,140.67355
Texas,Crane,Indirect,1994,72.810898
Texas,Crane,Indirect,1994,6.31344
Texas,Crane,Indirect,1994,0.057666
Texas,Crane,Indirect,1994,0.0504
Texas,Crane,Indirect,1994,0.01
Texas,Crane,Indirect,1995,132.71643
Texas,Crane,Indirect,1995,83.090236
Texas,Crane,Indirect,1995,3.19158
Texas,Crane,Indirect,1995,0.10943
Texas,Crane,Indirect,1996,77.7385
Texas,Crane,Indirect,1996,29.044626
Texas,Crane,Indirect,1996,2.20848
Texas,Crane,Indirect,1996,1
Texas,Crane,Indirect,1996,0.05271
Texas,Crane,Indirect,1996,0.0026
Texas,Crane,Indirect,1997,56.22931
Texas,Crane,Indirect,1997,5.0022
Texas,Crane,Indirect,1997,2.646
Texas,Crane,Indirect,1997,1
Texas,Crane,Indirect,1998,118.400352
Texas,Crane,Indirect,1998,52.989426
Texas,Crane,Indirect,1998,5.0022
Texas,Crane,Indirect,1998,0.08064
Texas,Crane,Indirect,1999,118.400352
Texas,Crane,Indirect,1999,1.233517
Texas,Crane,Indirect,1999,0.08064
Texas,Crockett,Indirect,1981,14.1
Texas,Crockett,Indirect,1981,0.19521
Texas,Crockett,Indirect,1982,13.8
Texas,Crockett,Indirect,1982,0.19521
Texas,Crockett,Indirect,1983,2.296868
Texas,Crockett,Indirect,1983,0.19464
Texas,Crockett,Indirect,1984,3.464076
Texas,Crockett,Indirect,1985,15.89049
Texas,Crockett,Indirect,1985,0.041
Texas,Crockett,Indirect,1986,8.456
Texas,Crockett,Indirect,1986,0.249577
Texas,Crockett,Indirect,1986,0.0093
Texas,Crockett,Indirect,1987,12.095496
Texas,Crockett,Indirect,1987,0.383078
Texas,Crockett,Indirect,1988,2.896866
Texas,Crockett,Indirect,1988,0.35232
Texas,Crockett,Indirect,1989,3.272
Texas,Crockett,Indirect,1989,0.3721
Texas,Crockett,Indirect,1990,2.036
Texas,Crockett,Indirect,1991,5.7536
Texas,Crockett,Indirect,1991,0.3
Texas,Crockett,Indirect,1992,6.2291
Texas,Crockett,Indirect,1993,2.8982
Texas,Crockett,Indirect,1993,1.3715
Texas,Crockett,Indirect,1993,0.36
Texas,Crockett,Indirect,1994,4.533185
Texas,Crockett,Indirect,1994,1.469389
Texas,Crockett,Indirect,1995,7.436616
Texas,Crockett,Indirect,1995,1.3392
Texas,Crockett,Indirect,1995,1.116
Texas,Crockett,Indirect,1996,9.189852
Texas,Crockett,Indirect,1996,1.116
Texas,Crockett,Indirect,1996,0.6696
Texas,Crockett,Indirect,1997,12.96015
Texas,Crockett,Indirect,1997,0.38
Texas,Crockett,Indirect,1997,0.241
Texas,Crockett,Indirect,1998,10.591896
Texas,Crockett,Indirect,1998,0.241
Texas,Crockett,Indirect,1998,0.162
Texas,Crockett,Indirect,1999,7.901628
Texas,Crockett,Indirect,1999,0.241
Texas,Crockett,Indirect,1999,0.162
Texas,Crockett,Indirect,2000,10.000914
Texas,Crockett,Indirect,2001,7.026642
Texas,Crockett,Indirect,2002,13.715726
Texas,Crockett,Indirect,2003,16.346866
Texas,Crockett,Indirect,2004,16.346866
Texas,Crockett,Indirect,2005,11.03151
Texas,Crockett,Indirect,2005,5.078934
Texas,Crockett,Indirect,2006,7.082376
Texas,Crockett,Indirect,2006,6.084215
Texas,Crockett,Indirect,2007,4.327512
Texas,Crockett,Indirect,2007,3.832668
Texas,Crockett,Indirect,2008,6.10932
Texas,Crockett,Indirect,2008,3.80121
Texas,Crockett,Indirect,2009,4.6767
Texas,Crockett,Indirect,2009,1.693272
Texas,Crockett,Indirect,2010,5.507964
Texas,Crockett,Indirect,2010,0.8946
Texas,Crockett,Indirect,2011,16.207212
Texas,Crockett,Indirect,2011,3.195696
Texas,Crockett,Indirect,2012,33.549642
Texas,Crockett,Indirect,2012,5.414724
Texas,Crockett,Indirect,2013,33.332902
Texas,Crockett,Indirect,2013,5.025132
Texas,Crockett,Indirect,2014,25.889512
Texas,Crockett,Indirect,2014,5.716368
Texas,Crockett,Indirect,2015,6.95919
Texas,Crockett,Indirect,2015,1.678614
Texas,Crockett,Indirect,2016,8.31642
Texas,Crockett,Indirect,2016,1.8396
Texas,Crockett,Indirect,2017,6.16686
Texas,Crockett,Indirect,2017,3.654
Texas,Culberson,Indirect,1981,0.2016
Texas,Culberson,Indirect,1982,0.1
Texas,Culberson,Indirect,1983,0.1
Texas,Culberson,Indirect,1984,0.012
Texas,Dawson,Indirect,1981,2.4808
Texas,Dawson,Indirect,1981,0.12
Texas,Dawson,Indirect,1982,2.5149
Texas,Dawson,Indirect,1982,0.12
Texas,Dawson,Indirect,1983,2.5171
Texas,Dawson,Indirect,1983,0.12
Texas,Dawson,Indirect,1984,3.6792
Texas,Dawson,Indirect,1985,11.072796
Texas,Dawson,Indirect,1985,3.6792
Texas,Dawson,Indirect,1986,6.72
Texas,Dawson,Indirect,1987,12.01179
Texas,Dawson,Indirect,1988,8.310624
Texas,Dawson,Indirect,1989,6.5306
Texas,Dawson,Indirect,1990,14.4716
Texas,Dawson,Indirect,1991,7.5601
Texas,Dawson,Indirect,1992,7.5438
Texas,Dawson,Indirect,1993,9.7611
Texas,Dawson,Indirect,1994,12.725898
Texas,Dawson,Indirect,1995,8.76303
Texas,Dawson,Indirect,1996,8.713728
Texas,Dawson,Indirect,1997,9.777006
Texas,Dawson,Indirect,1998,6.777498
Texas,Dawson,Indirect,1999,4.078338
Texas,Dawson,Indirect,2000,10.523736
Texas,Dawson,Indirect,2001,8.232978
Texas,Dawson,Indirect,2002,6.997062
Texas,Dawson,Indirect,2003,11.195322
Texas,Dawson,Indirect,2004,10.026352
Texas,Dawson,Indirect,2005,11.805444
Texas,Dawson,Indirect,2006,14.510622
Texas,Dawson,Indirect,2007,14.93436
Texas,Dawson,Indirect,2007,12.781944
Texas,Dawson,Indirect,2008,9.028614
Texas,Dawson,Indirect,2009,9.028614
Texas,Dawson,Indirect,2010,9.028614
Texas,Dawson,Indirect,2011,9.028614
Texas,Dawson,Indirect,2012,14.431494
Texas,Dawson,Indirect,2013,14.431494
Texas,Dawson,Indirect,2014,14.431494
Texas,Dawson,Indirect,2015,14.431494
Texas,Dawson,Indirect,2016,1.61427
Texas,Dawson,Indirect,2017,1.14156
Texas,Dawson,Indirect,2018,1.9782
Texas,Ector,Indirect,1981,509.594215
Texas,Ector,Indirect,1981,98.865572
Texas,Ector,Indirect,1981,1.31
Texas,Ector,Indirect,1981,1.1
Texas,Ector,Indirect,1982,205.351
Texas,Ector,Indirect,1982,96.758706
Texas,Ector,Indirect,1982,1.025
Texas,Ector,Indirect,1982,0.305
Texas,Ector,Indirect,1983,414.699985
Texas,Ector,Indirect,1983,101.96386
Texas,Ector,Indirect,1983,8.66949
Texas,Ector,Indirect,1983,0.152
Texas,Ector,Indirect,1984,380.348424
Texas,Ector,Indirect,1984,122.17072
Texas,Ector,Indirect,1984,29.851238
Texas,Ector,Indirect,1984,12.497014
Texas,Ector,Indirect,1984,0.008148
Texas,Ector,Indirect,1985,409.998862
Texas,Ector,Indirect,1985,109.257169
Texas,Ector,Indirect,1985,32.11541
Texas,Ector,Indirect,1985,22.534974
Texas,Ector,Indirect,1985,14.895194
Texas,Ector,Indirect,1985,0.007685
Texas,Ector,Indirect,1986,400.440972
Texas,Ector,Indirect,1986,104.161669
Texas,Ector,Indirect,1986,25.433562
Texas,Ector,Indirect,1986,13.485302
Texas,Ector,Indirect,1986,0.1344
Texas,Ector,Indirect,1986,0.0252
Texas,Ector,Indirect,1986,0.001566
Texas,Ector,Indirect,1987,358.405976
Texas,Ector,Indirect,1987,81.535376
Texas,Ector,Indirect,1987,11.335526
Texas,Ector,Indirect,1987,6.666
Texas,Ector,Indirect,1987,0.0336
Texas,Ector,Indirect,1988,369.202314
Texas,Ector,Indirect,1988,170.2944
Texas,Ector,Indirect,1988,26.160036
Texas,Ector,Indirect,1988,2.982718
Texas,Ector,Indirect,1988,0.01575
Texas,Ector,Indirect,1989,141.912
Texas,Ector,Indirect,1989,27.9387
Texas,Ector,Indirect,1989,5.662
Texas,Ector,Indirect,1989,0.021
Texas,Ector,Indirect,1990,130.086
Texas,Ector,Indirect,1990,27.8195
Texas,Ector,Indirect,1990,14.745
Texas,Ector,Indirect,1990,0.0192
Texas,Ector,Indirect,1991,141.912
Texas,Ector,Indirect,1991,29.3408
Texas,Ector,Indirect,1991,12.9864
Texas,Ector,Indirect,1991,0.0323
Texas,Ector,Indirect,1992,97.9489
Texas,Ector,Indirect,1992,42.9566
Texas,Ector,Indirect,1992,3.7197
Texas,Ector,Indirect,1992,0.5928
Texas,Ector,Indirect,1992,0.0378
Texas,Ector,Indirect,1993,97.9489
Texas,Ector,Indirect,1993,38.5356
Texas,Ector,Indirect,1993,6.7811
Texas,Ector,Indirect,1993,0.75
Texas,Ector,Indirect,1993,0.021
Texas,Ector,Indirect,1994,97.9489
Texas,Ector,Indirect,1994,60.3736
Texas,Ector,Indirect,1994,6.19374
Texas,Ector,Indirect,1994,0.456
Texas,Ector,Indirect,1995,97.9489
Texas,Ector,Indirect,1995,35.034538
Texas,Ector,Indirect,1995,3.816246
Texas,Ector,Indirect,1995,0.525699
Texas,Ector,Indirect,1996,91.379
Texas,Ector,Indirect,1996,11.197391
Texas,Ector,Indirect,1996,3.197376
Texas,Ector,Indirect,1996,0.5108
Texas,Ector,Indirect,1997,163.556111
Texas,Ector,Indirect,1997,44.870474
Texas,Ector,Indirect,1997,10.95655
Texas,Ector,Indirect,1997,3.53577
Texas,Ector,Indirect,1997,0.5
Texas,Ector,Indirect,1998,300.387273
Texas,Ector,Indirect,1998,3.184146
Texas,Ector,Indirect,1998,1.14951
Texas,Ector,Indirect,1998,0.468052
Texas,Ector,Indirect,1999,300.387273
Texas,Ector,Indirect,1999,31.610554
Texas,Ector,Indirect,1999,4.339902
Texas,Ector,Indirect,1999,0.504391
Texas,Ector,Indirect,2000,31.610554
Texas,Ector,Indirect,2000,7.85986
Texas,Ector,Indirect,2000,0.511965
Texas,Ector,Indirect,2001,31.607547
Texas,Ector,Indirect,2001,7.85986
Texas,Ector,Indirect,2001,0.455657
Texas,Ector,Indirect,2002,31.607547
Texas,Ector,Indirect,2002,4.356156
Texas,Ector,Indirect,2002,0.27616
Texas,Ector,Indirect,2003,31.607547
Texas,Ector,Indirect,2003,4.356156
Texas,Ector,Indirect,2003,0.58017
Texas,Ector,Indirect,2004,31.607547
Texas,Ector,Indirect,2004,4.356156
Texas,Ector,Indirect,2004,0.402
Texas,Ector,Indirect,2005,31.607547
Texas,Ector,Indirect,2005,4.356156
Texas,Ector,Indirect,2005,0.402
Texas,Ector,Indirect,2006,31.607547
Texas,Ector,Indirect,2006,4.356156
Texas,Ector,Indirect,2006,0.402
Texas,Ector,Indirect,2007,4.356156
Texas,Ector,Indirect,2007,3.800052
Texas,Ector,Indirect,2007,0.402
Texas,Ector,Indirect,2008,4.356156
Texas,Ector,Indirect,2008,3.800052
Texas,Ector,Indirect,2008,0.402
Texas,Ector,Indirect,2009,4.356156
Texas,Ector,Indirect,2009,3.800052
Texas,Ector,Indirect,2009,0.402
Texas,Ector,Indirect,2009,0.02
Texas,Ector,Indirect,2010,4.356156
Texas,Ector,Indirect,2010,3.7985
Texas,Ector,Indirect,2011,4.356156
Texas,Ector,Indirect,2011,3.7986
Texas,Ector,Indirect,2012,4.356156
Texas,Ector,Indirect,2012,3.8197
Texas,Ector,Indirect,2013,4.356156
Texas,Ector,Indirect,2013,3.8328
Texas,Ector,Indirect,2014,4.356156
Texas,Ector,Indirect,2014,3.785
Texas,Ector,Indirect,2015,4.356156
Texas,Ector,Indirect,2015,3.7945
Texas,Ector,Indirect,2016,3.7945
Texas,Edwards,Indirect,1981,3.5
Texas,Edwards,Indirect,1982,3.5
Texas,Edwards,Indirect,1983,3.5
Texas,Edwards,Indirect,1984,3.5
Texas,Edwards,Indirect,1985,3.5
Texas,Edwards,Indirect,1986,1.75
Texas,Edwards,Indirect,1989,0.0012
Texas,Edwards,Indirect,1990,0.022
Texas,Gaines,Indirect,1981,326.258646
Texas,Gaines,Indirect,1981,322.593222
Texas,Gaines,Indirect,1981,31.602
Texas,Gaines,Indirect,1981,6.66
Texas,Gaines,Indirect,1982,359.478217
Texas,Gaines,Indirect,1982,311.72434
Texas,Gaines,Indirect,1982,31.612
Texas,Gaines,Indirect,1982,17.5
Texas,Gaines,Indirect,1982,6.5
Texas,Gaines,Indirect,1983,342.619536
Texas,Gaines,Indirect,1983,313.86642
Texas,Gaines,Indirect,1983,31.612
Texas,Gaines,Indirect,1983,24.983
Texas,Gaines,Indirect,1983,18.395988
Texas,Gaines,Indirect,1983,10
Texas,Gaines,Indirect,1984,260.10075
Texas,Gaines,Indirect,1984,31.612
Texas,Gaines,Indirect,1984,25.5
Texas,Gaines,Indirect,1984,18.350893
Texas,Gaines,Indirect,1984,10
Texas,Gaines,Indirect,1984,0.073478
Texas,Gaines,Indirect,1985,279.2
Texas,Gaines,Indirect,1985,51.84
Texas,Gaines,Indirect,1985,34.884
Texas,Gaines,Indirect,1985,31.612
Texas,Gaines,Indirect,1985,0.5
Texas,Gaines,Indirect,1985,0.075
Texas,Gaines,Indirect,1986,389.6
Texas,Gaines,Indirect,1986,35.004
Texas,Gaines,Indirect,1986,31.612
Texas,Gaines,Indirect,1986,1.728
Texas,Gaines,Indirect,1986,0.5
Texas,Gaines,Indirect,1986,0.075
Texas,Gaines,Indirect,1987,481.391106
Texas,Gaines,Indirect,1987,31.612
Texas,Gaines,Indirect,1987,2.459028
Texas,Gaines,Indirect,1987,0.5
Texas,Gaines,Indirect,1987,0.075
Texas,Gaines,Indirect,1987,0.0576
Texas,Gaines,Indirect,1988,358.78248
Texas,Gaines,Indirect,1988,31.612
Texas,Gaines,Indirect,1988,7.44
Texas,Gaines,Indirect,1988,2.459028
Texas,Gaines,Indirect,1988,0.5
Texas,Gaines,Indirect,1989,203.6016
Texas,Gaines,Indirect,1989,31.612
Texas,Gaines,Indirect,1989,15.768
Texas,Gaines,Indirect,1989,2.4588
Texas,Gaines,Indirect,1989,0.5004
Texas,Gaines,Indirect,1990,172.0005
Texas,Gaines,Indirect,1990,103.2
Texas,Gaines,Indirect,1990,7.98
Texas,Gaines,Indirect,1990,2.4588
Texas,Gaines,Indirect,1990,0.5004
Texas,Gaines,Indirect,1991,130.5839
Texas,Gaines,Indirect,1991,31.612
Texas,Gaines,Indirect,1991,2.4588
Texas,Gaines,Indirect,1991,1.825
Texas,Gaines,Indirect,1991,0.4
Texas,Gaines,Indirect,1992,95.9384
Texas,Gaines,Indirect,1992,31.612
Texas,Gaines,Indirect,1992,9.9996
Texas,Gaines,Indirect,1992,2.4588
Texas,Gaines,Indirect,1992,1.032
Texas,Gaines,Indirect,1993,103.2
Texas,Gaines,Indirect,1993,31.612
Texas,Gaines,Indirect,1993,2.4588
Texas,Gaines,Indirect,1993,0.36
Texas,Gaines,Indirect,1994,35.8
Texas,Gaines,Indirect,1994,31.612
Texas,Gaines,Indirect,1994,2.459028
Texas,Gaines,Indirect,1995,31.612
Texas,Gaines,Indirect,1995,2.459028
Texas,Gaines,Indirect,1995,0.0798
Texas,Gaines,Indirect,1996,31.612
Texas,Gaines,Indirect,1996,2.459028
Texas,Gaines,Indirect,1996,0.0462
Texas,Gaines,Indirect,1997,31.612
Texas,Gaines,Indirect,1997,2.459028
Texas,Gaines,Indirect,1998,31.612
Texas,Gaines,Indirect,1998,2.459028
Texas,Gaines,Indirect,1999,18
Texas,Gaines,Indirect,2010,367.92
Texas,Gaines,Indirect,2011,328.8327
Texas,Gaines,Indirect,2012,271.819884
Texas,Gaines,Indirect,2013,234.569336
Texas,Gaines,Indirect,2014,248.128902
Texas,Gaines,Indirect,2015,279.7179
Texas,Gaines,Indirect,2016,289.5165
Texas,Gaines,Indirect,2017,227.112144
Texas,Gaines,Indirect,2018,607.611614
Texas,Gaines,Indirect,2018,227.118115
Texas,Garza,Indirect,1986,0.144
Texas,Garza,Indirect,1986,0.144
Texas,Garza,Indirect,1987,0.144
Texas,Garza,Indirect,1987,0.144
Texas,Garza,Indirect,1988,0.144
Texas,Garza,Indirect,1988,0.144
Texas,Garza,Indirect,1989,0.1008
Texas,Garza,Indirect,1990,0.1008
Texas,Garza,Indirect,1991,1.1008
Texas,Garza,Indirect,1992,6
Texas,Garza,Indirect,1993,0.006
Texas,Glasscock,Indirect,1984,0.4
Texas,Glasscock,Indirect,1985,0.58
Texas,Glasscock,Indirect,1986,0.58
Texas,Glasscock,Indirect,1987,0.24
Texas,Glasscock,Indirect,1988,2.17
Texas,Glasscock,Indirect,1988,0.24
Texas,Glasscock,Indirect,1989,2.17
Texas,Glasscock,Indirect,1989,0.24
Texas,Glasscock,Indirect,1990,2.076
Texas,Glasscock,Indirect,1990,0.9928
Texas,Glasscock,Indirect,1991,1.689
