State,County,Year,TotalPpt,AverageTmp
Texas,Fort Bend,2008,930.0545538,21.00222405
Texas,Fort Bend,2009,1087.848643,21.19220768
Texas,Fort Bend,2010,1169.610073,20.40352167
Texas,Fort Bend,2011,523.3023866,21.71553
Texas,Fort Bend,2012,1280.376209,21.77503408
Texas,Fort Bend,2013,1010.964568,20.61648862
Texas,Fort Bend,2014,1178.923707,20.18802577
Texas,Fort Bend,2015,1729.609715,21.16796799
Texas,Fort Bend,2016,1432.92163,21.77584405
Texas,Fort Bend,2017,1959.293381,22.0908357
Texas,Fort Bend,2018,1345.343609,21.09439774
Texas,Fort Bend,2019,1324.301295,21.18643069
Texas,Franklin,1981,1132.19596,17.48914036
Texas,Franklin,1982,1125.336477,17.33132655
Texas,Franklin,1983,818.7677626,16.31158208
Texas,Franklin,1984,1179.711869,17.45346593
Texas,Franklin,1985,1206.197243,17.45981469
Texas,Franklin,1986,1093.965209,18.25532643
Texas,Franklin,1987,1140.504224,17.79155909
Texas,Franklin,1988,954.8466016,17.40465209
Texas,Franklin,1989,1103.772482,16.78837302
Texas,Franklin,1990,1563.127581,18.16737286
Texas,Franklin,1991,1361.214321,17.72381485
Texas,Franklin,1992,1510.504556,17.15176844
Texas,Franklin,1993,1181.83826,16.92802398
Texas,Franklin,1994,1131.363914,17.45904727
Texas,Franklin,1995,869.263713,17.63639623
Texas,Franklin,1996,1136.412214,17.24404739
Texas,Franklin,1997,1284.170799,16.86948927
Texas,Franklin,1998,1144.213802,18.94986148
Texas,Franklin,1999,776.4389407,18.76704731
Texas,Franklin,2000,1495.871298,18.00565187
Texas,Franklin,2001,1542.612288,17.754745
Texas,Franklin,2002,1267.262275,17.65469853
Texas,Franklin,2003,809.0999685,17.90865202
Texas,Franklin,2004,1088.198114,18.0974428
Texas,Franklin,2005,634.0504732,18.88783805
Texas,Franklin,2006,890.5993681,19.40741956
Texas,Franklin,2007,1416.082281,18.13174487
Texas,Franklin,2008,1326.286178,17.33627985
Texas,Franklin,2009,1786.165766,17.30653563
Texas,Franklin,2010,1003.56558,17.73941945
Texas,Franklin,2011,837.0346893,18.86876829
Texas,Franklin,2012,1119.766003,19.154931
Texas,Franklin,2013,1124.075089,17.63160555
Texas,Franklin,2014,924.312737,17.11316339
Texas,Franklin,2015,1859.761196,18.38383812
Texas,Franklin,2016,1187.720902,19.20637299
Texas,Franklin,2017,1179.228632,18.93923334
Texas,Franklin,2018,1467.476324,18.13844273
Texas,Franklin,2019,1375.517243,17.94139623
Texas,Freestone,1981,1027.929845,18.78443842
Texas,Freestone,1982,901.3705416,18.91771963
Texas,Freestone,1983,978.5857811,17.72066483
Texas,Freestone,1984,918.6409812,19.28482896
Texas,Freestone,1985,1022.012354,18.84844629
Texas,Freestone,1986,1079.228251,19.21779005
Texas,Freestone,1987,944.864974,18.66143063
Texas,Freestone,1988,727.3070025,18.75844616
Texas,Freestone,1989,963.8073177,18.27207112
Texas,Freestone,1990,1220.700868,19.63150872
Texas,Freestone,1991,1309.231008,18.78927432
Texas,Freestone,1992,1070.314856,18.61092284
Texas,Freestone,1993,1001.703127,18.21656339
Texas,Freestone,1994,1145.991567,18.99640712
Texas,Freestone,1995,936.2352638,18.97944614
Texas,Freestone,1996,764.7280831,19.2125009
Texas,Freestone,1997,1236.211988,18.40899305
Texas,Freestone,1998,1166.796525,20.27564156
Texas,Freestone,1999,746.2732406,20.08925095
Texas,Freestone,2000,1160.950461,19.66584468
Texas,Freestone,2001,1215.059257,19.01435247
Texas,Freestone,2002,1069.143777,18.7997041
Texas,Freestone,2003,908.0859017,18.98688363
Texas,Freestone,2004,1343.420752,19.16545397
Texas,Freestone,2005,635.3340549,19.58650875
Texas,Freestone,2006,913.7700114,20.10900882
Texas,Freestone,2007,1369.488332,18.79250874
Texas,Freestone,2008,864.448329,19.01735245
Texas,Freestone,2009,1131.338674,18.98175092
Texas,Freestone,2010,828.1227365,18.8214853
Texas,Freestone,2011,710.1083694,20.02580558
Texas,Freestone,2012,880.8269744,20.10047747
Texas,Freestone,2013,1151.303416,18.61329786
Texas,Freestone,2014,855.3106103,18.04771966
Texas,Freestone,2015,1678.438654,19.20042269
Texas,Freestone,2016,1260.248145,19.8375401
Texas,Freestone,2017,1128.723449,19.92581345
Texas,Freestone,2018,1181.991922,19.00518055
Texas,Freestone,2019,1101.176168,18.78774306
Texas,Frio,1981,802.3898696,21.2420075
Texas,Frio,1982,510.2991991,21.41402694
Texas,Frio,1983,504.123206,20.55012433
Texas,Frio,1984,491.8121072,21.53615044
Texas,Frio,1985,711.1229137,20.87270233
Texas,Frio,1986,746.3518272,21.43645558
Texas,Frio,1987,723.8398005,20.41400099
Texas,Frio,1988,282.3088643,21.30191661
Texas,Frio,1989,438.203625,21.23368936
Texas,Frio,1990,674.3831637,21.7672738
Texas,Frio,1991,706.6028779,21.3330075
Texas,Frio,1992,845.9403104,20.61992959
Texas,Frio,1993,558.9752292,20.40672173
Texas,Frio,1994,605.7533018,21.53520883
Texas,Frio,1995,540.3160949,21.47632575
Texas,Frio,1996,320.0726069,21.70831267
Texas,Frio,1997,760.9177183,20.42533218
Texas,Frio,1998,782.1893485,22.17305296
Texas,Frio,1999,450.5219947,21.81601403
Texas,Frio,2000,569.8286178,21.90939721
Texas,Frio,2001,513.4405954,21.5978517
Texas,Frio,2002,1176.788963,21.19718929
Texas,Frio,2003,748.6521008,20.87871528
Texas,Frio,2004,1004.199617,21.10819592
Texas,Frio,2005,469.5732222,21.6723388
Texas,Frio,2006,327.0045032,22.58269584
Texas,Frio,2007,1135.439595,20.61914392
Texas,Frio,2008,399.6272971,21.54453352
Texas,Frio,2009,587.5527928,21.76224133
Texas,Frio,2010,661.8653243,20.74907247
Texas,Frio,2011,292.5895539,22.42523486
Texas,Frio,2012,585.2137362,22.22222837
Texas,Frio,2013,508.3312614,21.27253994
Texas,Frio,2014,524.5569678,21.08343606
Texas,Frio,2015,885.1256532,21.23589069
Texas,Frio,2016,893.1315732,22.18555952
Texas,Frio,2017,641.4010041,22.48054002
Texas,Frio,2018,836.9312998,21.41541012
Texas,Frio,2019,436.5634496,21.53653338
Texas,Gaines,1981,494.8444153,16.66830516
Texas,Gaines,1982,424.0201206,16.19235296
Texas,Gaines,1983,340.8506772,15.94425729
Texas,Gaines,1984,529.0608551,15.93495726
Texas,Gaines,1985,505.8803456,16.14183552
Texas,Gaines,1986,705.0263544,16.66398773
Texas,Gaines,1987,507.2071026,15.61453118
Texas,Gaines,1988,495.2484936,15.69164855
Texas,Gaines,1989,259.2215043,16.29858771
Texas,Gaines,1990,346.5387904,16.5523225
Texas,Gaines,1991,520.194929,16.00283988
Texas,Gaines,1992,535.3930163,15.99495728
Texas,Gaines,1993,336.1218246,15.8138529
Texas,Gaines,1994,275.6644747,16.80751818
Texas,Gaines,1995,406.2256537,16.56240511
Texas,Gaines,1996,348.9640893,16.74227036
Texas,Gaines,1997,425.8669066,15.77854422
Texas,Gaines,1998,199.732962,17.57542689
Texas,Gaines,1999,377.5207838,17.14568342
Texas,Gaines,2000,362.3655263,17.17634869
Texas,Gaines,2001,251.2925294,16.99090516
Texas,Gaines,2002,494.6022923,16.42307038
Texas,Gaines,2003,280.244752,16.94985733
Texas,Gaines,2004,840.3011976,16.2105399
Texas,Gaines,2005,412.5363846,16.43258335
Texas,Gaines,2006,415.5060325,17.23150078
Texas,Gaines,2007,628.1740075,15.87562681
Texas,Gaines,2008,439.7354069,16.20658779
Texas,Gaines,2009,356.4972562,16.33069202
Texas,Gaines,2010,510.2089898,16.16804424
Texas,Gaines,2011,105.153257,17.20953999
Texas,Gaines,2012,338.6110107,17.41564428
Texas,Gaines,2013,350.0559032,15.90485727
Texas,Gaines,2014,464.7014571,16.0028529
Texas,Gaines,2015,718.7971865,16.19787033
Texas,Gaines,2016,516.3633644,16.96612687
Texas,Gaines,2017,385.5356607,17.17334868
Texas,Gaines,2018,509.3849194,16.60026603
Texas,Gaines,2019,454.7675171,16.5511617
Texas,Galveston,1981,1394.234996,20.7347175
Texas,Galveston,1982,1019.88286,20.73570102
Texas,Galveston,1983,1521.977802,19.72841775
Texas,Galveston,1984,1094.745128,20.50545101
Texas,Galveston,1985,1304.646061,20.33656766
Texas,Galveston,1986,1223.374303,21.15433448
Texas,Galveston,1987,1154.350117,20.50826763
Texas,Galveston,1988,877.1549255,20.43356768
Texas,Galveston,1989,1186.851318,20.13968439
Texas,Galveston,1990,1046.956799,21.43933436
Texas,Galveston,1991,1638.995481,20.84351765
Texas,Galveston,1992,1531.806606,20.5198343
Texas,Galveston,1993,1356.12476,20.38038413
Texas,Galveston,1994,1162.223232,20.98091771
Texas,Galveston,1995,1444.584991,21.20491762
Texas,Galveston,1996,1097.28805,20.95125093
Texas,Galveston,1997,1588.655027,20.47755105
Texas,Galveston,1998,1610.446362,21.73955091
Texas,Galveston,1999,874.4502594,21.73510106
Texas,Galveston,2000,1135.353101,21.40620098
Texas,Galveston,2001,1765.159717,20.82526763
Texas,Galveston,2002,1879.051052,20.79300102
Texas,Galveston,2003,1425.169008,20.80243438
Texas,Galveston,2004,1697.290326,21.24481777
Texas,Galveston,2005,1125.001398,21.42160101
Texas,Galveston,2006,1460.548354,21.55766764
Texas,Galveston,2007,1570.515047,21.07583427
Texas,Galveston,2008,1089.34939,21.12265097
Texas,Galveston,2009,1211.777222,21.16418422
Texas,Galveston,2010,1130.082253,20.48920097
Texas,Galveston,2011,633.2290283,21.48393434
Texas,Galveston,2012,1249.512252,22.28788439
Texas,Galveston,2013,1089.436733,20.89445114
Texas,Galveston,2014,1124.201175,20.49676768
Texas,Galveston,2015,1998.831779,21.48513432
Texas,Galveston,2016,1617.426674,22.29073435
Texas,Galveston,2017,2145.382159,22.41006781
Texas,Galveston,2018,1884.466071,21.67543437
Texas,Galveston,2019,1740.71626,21.79335117
Texas,Garza,1981,603.5632667,17.04497006
Texas,Garza,1982,506.6343722,16.28740069
Texas,Garza,1983,456.6055072,15.74959308
Texas,Garza,1984,438.8657457,16.21221616
Texas,Garza,1985,634.0302983,16.38233169
Texas,Garza,1986,768.3448815,17.02047766
Texas,Garza,1987,576.7814571,15.87923916
Texas,Garza,1988,414.8146963,16.01953928
Texas,Garza,1989,354.1997941,16.31504688
Texas,Garza,1990,528.5638242,16.80364694
Texas,Garza,1991,713.1682467,16.35131615
Texas,Garza,1992,643.1155536,16.30833156
Texas,Garza,1993,382.7119173,16.03783159
Texas,Garza,1994,355.9511486,17.03265462
Texas,Garza,1995,492.8985316,16.71945466
Texas,Garza,1996,379.3606645,16.99977005
Texas,Garza,1997,650.9158433,15.89346996
Texas,Garza,1998,240.664035,18.02491615
Texas,Garza,1999,493.6776377,17.57683929
Texas,Garza,2000,525.1542769,17.50095463
Texas,Garza,2001,391.3620181,17.30423157
Texas,Garza,2002,595.3236842,16.56415471
Texas,Garza,2003,373.7639705,17.19477771
Texas,Garza,2004,989.4966496,16.70174691
Texas,Garza,2005,456.7116979,16.93610084
Texas,Garza,2006,625.6899433,17.84302393
Texas,Garza,2007,699.3209238,16.12897769
Texas,Garza,2008,645.5843299,16.77895467
Texas,Garza,2009,409.1348811,16.84701619
Texas,Garza,2010,813.7278447,16.66300848
Texas,Garza,2011,162.2424762,18.13467777
Texas,Garza,2012,383.8091668,18.42249319
Texas,Garza,2013,455.3012439,16.74900082
Texas,Garza,2014,547.3114558,16.45588539
Texas,Garza,2015,817.9278245,16.81065468
Texas,Garza,2016,580.5879892,17.79790086
Texas,Garza,2017,510.0425697,17.69270846
Texas,Garza,2018,540.2729647,17.25147002
Texas,Garza,2019,584.5766771,17.03830841
Texas,Gillespie,1981,907.7458267,18.06954496
Texas,Gillespie,1982,576.0003667,18.30386107
Texas,Gillespie,1983,625.9611359,17.29427294
Texas,Gillespie,1984,644.8420796,18.59932444
Texas,Gillespie,1985,763.9630221,17.95339063
Texas,Gillespie,1986,940.9027786,17.95169208
Texas,Gillespie,1987,875.3320941,17.16013317
Texas,Gillespie,1988,570.5932406,17.66826557
Texas,Gillespie,1989,582.1126648,17.76778026
Texas,Gillespie,1990,786.2570128,18.52047877
Texas,Gillespie,1991,986.2114208,18.15536852
Texas,Gillespie,1992,945.1992071,18.07428033
Texas,Gillespie,1993,590.004837,17.839567
Texas,Gillespie,1994,813.8690069,18.72647152
Texas,Gillespie,1995,711.3017484,18.40508906
Texas,Gillespie,1996,613.0374002,18.81211854
Texas,Gillespie,1997,985.5982033,17.77877283
Texas,Gillespie,1998,856.2896895,19.34165537
Texas,Gillespie,1999,459.4213165,19.27819945
Texas,Gillespie,2000,779.0971482,19.2671039
Texas,Gillespie,2001,799.8869189,18.59270675
Texas,Gillespie,2002,1037.996978,18.22101551
Texas,Gillespie,2003,719.3696868,18.27092729
Texas,Gillespie,2004,1054.64319,18.05428767
Texas,Gillespie,2005,629.6260156,18.66697885
Texas,Gillespie,2006,667.7323339,19.44333179
Texas,Gillespie,2007,1364.876556,18.08947873
Texas,Gillespie,2008,349.6953179,18.55094207
Texas,Gillespie,2009,852.2770085,18.49989062
Texas,Gillespie,2010,756.0922075,17.78031701
Texas,Gillespie,2011,319.0701249,19.12290531
Texas,Gillespie,2012,632.8711409,19.2294862
Texas,Gillespie,2013,660.973758,17.9650009
Texas,Gillespie,2014,614.4898819,17.65109637
Texas,Gillespie,2015,894.5168076,17.91742727
Texas,Gillespie,2016,931.0381012,18.56951562
Texas,Gillespie,2017,675.5487734,18.9974715
Texas,Gillespie,2018,875.45797459999994,18.41509645
Texas,Gillespie,2019,628.4175206,18.45410378
Texas,Glasscock,1981,465.0856055,17.55448574
Texas,Glasscock,1982,373.2876938,17.53000093
Texas,Glasscock,1983,260.6718001,17.18567493
Texas,Glasscock,1984,346.2973214,17.32902359
Texas,Glasscock,1985,489.7640607,17.22492494
Texas,Glasscock,1986,706.0882074,17.66427345
Texas,Glasscock,1987,439.4729603,16.33892494
Texas,Glasscock,1988,452.4782722,16.73255387
Texas,Glasscock,1989,317.3939308,17.10518268
Texas,Glasscock,1990,463.3299914,17.46073564
Texas,Glasscock,1991,595.5723086,17.10580382
Texas,Glasscock,1992,529.8705336,17.02960696
Texas,Glasscock,1993,334.8468186,16.99840999
Texas,Glasscock,1994,361.4604032,17.89684931
Texas,Glasscock,1995,357.4923903,17.54115238
Texas,Glasscock,1996,354.772813,17.72247804
Texas,Glasscock,1997,458.0094457,16.64178871
Texas,Glasscock,1998,201.0050853,18.71765239
Texas,Glasscock,1999,204.7062675,18.36066752
Texas,Glasscock,2000,380.4411473,18.42849328
Texas,Glasscock,2001,335.6808494,18.04072812
Texas,Glasscock,2002,504.8246155,17.29599326
Texas,Glasscock,2003,389.5968965,17.88756147
Texas,Glasscock,2004,726.798289,17.53344777
Texas,Glasscock,2005,531.3222982,17.50922044
Texas,Glasscock,2006,418.6709366,18.28056913
Texas,Glasscock,2007,700.0234509,16.84067508
Texas,Glasscock,2008,354.1005989,17.57047819
Texas,Glasscock,2009,555.8434041,17.60047059
Texas,Glasscock,2010,556.6442779,17.34594783
Texas,Glasscock,2011,165.610561,18.70262971
Texas,Glasscock,2012,462.3710577,18.68384176
Texas,Glasscock,2013,434.0068616,17.37232658
Texas,Glasscock,2014,377.533435,17.5153796
Texas,Glasscock,2015,770.9724449,17.57696295
Texas,Glasscock,2016,627.5576334,18.36028122
Texas,Glasscock,2017,458.065749,18.40846296
Texas,Glasscock,2018,586.5454832,17.87504633
Texas,Glasscock,2019,432.0237098,17.91024337
Texas,Goliad,1981,1277.17206,21.42671281
Texas,Goliad,1982,645.206904,21.55834857
Texas,Goliad,1983,900.23865,20.39971281
Texas,Goliad,1984,697.2724382,21.68176367
Texas,Goliad,1985,892.3964145,21.24148409
Texas,Goliad,1986,766.9634777,21.73793318
Texas,Goliad,1987,733.0193642,20.98386533
Texas,Goliad,1988,414.7247992,21.70817055
Texas,Goliad,1989,530.0322136,21.40483156
Texas,Goliad,1990,794.0236144,22.23893326
Texas,Goliad,1991,1062.605412,21.46130612
Texas,Goliad,1992,1045.998677,21.18056876
Texas,Goliad,1993,879.175024,20.96827219
Texas,Goliad,1994,954.198071,21.76381462
Texas,Goliad,1995,713.8979684,21.67996715
Texas,Goliad,1996,509.6164641,21.99907733
Texas,Goliad,1997,1220.988285,20.99861971
Texas,Goliad,1998,1097.832824,22.38329773
Texas,Goliad,1999,535.9900766,22.13001809
Texas,Goliad,2000,870.3386696,22.19483149
Texas,Goliad,2001,996.6989234,21.37287395
Texas,Goliad,2002,1129.143839,21.30861121
Texas,Goliad,2003,910.5133558,21.11512815
Texas,Goliad,2004,1261.12864,21.3669586
Texas,Goliad,2005,655.6949059,21.66856884
Texas,Goliad,2006,736.9017132,22.11212814
Texas,Goliad,2007,1270.204034,20.80222131
Texas,Goliad,2008,558.9851286,21.49448413
Texas,Goliad,2009,851.1153792,21.7950689
Texas,Goliad,2010,1044.514072,20.51607724
Texas,Goliad,2011,446.3682,21.9184163
Texas,Goliad,2012,719.3496632,22.23063656
Texas,Goliad,2013,746.3713317,21.00708582
Texas,Goliad,2014,663.4205234,20.85066205
Texas,Goliad,2015,1307.87228,21.08514511
Texas,Goliad,2016,1012.670393,21.97094169
Texas,Goliad,2017,1000.365037,22.26718744
Texas,Goliad,2018,1147.259989,21.3057722
Texas,Goliad,2019,657.5630749,21.56387391
Texas,Gonzales,1981,1131.767454,20.58718641
Texas,Gonzales,1982,666.657847,20.64190822
Texas,Gonzales,1983,861.1341431,19.45717308
Texas,Gonzales,1984,658.7040987,20.88702759
Texas,Gonzales,1985,921.4984406,20.39530566
Texas,Gonzales,1986,865.9463711,20.89617977
Texas,Gonzales,1987,1046.821941,19.97174935
Texas,Gonzales,1988,409.218901,20.53629232
Texas,Gonzales,1989,662.4527798,20.08133874
Texas,Gonzales,1990,656.0180046,21.23508714
Texas,Gonzales,1991,1165.160167,20.26139832
Texas,Gonzales,1992,1229.473477,20.11168301
Texas,Gonzales,1993,892.918067,19.72506716
Texas,Gonzales,1994,975.0086035,20.5077692
Texas,Gonzales,1995,718.4927105,20.47246449
Texas,Gonzales,1996,637.072009,20.83890832
Texas,Gonzales,1997,1099.669096,19.76004076
Texas,Gonzales,1998,1215.717267,21.39945124
Texas,Gonzales,1999,510.5159791,21.35708051
Texas,Gonzales,2000,1008.596847,21.16898116
Texas,Gonzales,2001,950.5791501,20.35861686
Texas,Gonzales,2002,1308.337198,20.30546454
Texas,Gonzales,2003,787.0955871,20.32019963
Texas,Gonzales,2004,1245.447505,20.48641156
Texas,Gonzales,2005,681.3159349,21.06700765
Texas,Gonzales,2006,601.04344390000006,21.70023279
Texas,Gonzales,2007,1216.488073,20.15449097
Texas,Gonzales,2008,486.9208768,20.92464336
Texas,Gonzales,2009,985.9521994,21.12131892
Texas,Gonzales,2010,911.1449908,19.93673609
Texas,Gonzales,2011,470.4561165,21.5007361
Texas,Gonzales,2012,831.4358209,21.41766989
Texas,Gonzales,2013,822.2603768,20.276888370000002
Texas,Gonzales,2014,816.7262048,20.07587516
Texas,Gonzales,2015,1313.301383,20.52270308
Texas,Gonzales,2016,1129.897405,21.30304732
Texas,Gonzales,2017,1111.044076,21.61790167
Texas,Gonzales,2018,973.6634574,20.76163676
Texas,Gonzales,2019,738.9436043,20.90298118
Texas,Gray,1981,620.7730586,15.11295068
Texas,Gray,1982,626.4618596,13.8604292
Texas,Gray,1983,435.5267635,13.50980778
Texas,Gray,1984,454.198579,14.08550065
Texas,Gray,1985,688.0158975,13.97316496
Texas,Gray,1986,655.8063995,14.98911502
Texas,Gray,1987,676.7916748,13.89123635
Texas,Gray,1988,522.9103967,13.85421495
Texas,Gray,1989,600.3339717,13.76502212
Texas,Gray,1990,504.7598443,14.59694354
Texas,Gray,1991,604.8047886,14.31355781
Texas,Gray,1992,549.4082132,14.08789353
Texas,Gray,1993,528.4199241,13.21014345
Texas,Gray,1994,479.5644509,14.54560784
Texas,Gray,1995,704.6338266,13.97855065
Texas,Gray,1996,628.6378453,13.99760066
Texas,Gray,1997,846.8349012,13.34826491
Texas,Gray,1998,529.2786107,15.12342218
Texas,Gray,1999,604.1106079,14.82585788
Texas,Gray,2000,704.763058,14.56684354
Texas,Gray,2001,506.7750828,14.8700293
Texas,Gray,2002,654.7910457,13.82579349
Texas,Gray,2003,439.6243925,14.49940782
Texas,Gray,2004,690.3752271,14.47352215
Texas,Gray,2005,510.2656823,14.45047212
Texas,Gray,2006,590.6040652,15.35466505
Texas,Gray,2007,706.3526973,13.89177927
Texas,Gray,2008,554.4649203,14.34859353
Texas,Gray,2009,587.1059402,13.9896864
Texas,Gray,2010,650.9453247,14.18257925
Texas,Gray,2011,321.5027299,15.10092216
Texas,Gray,2012,465.3525552,15.89840074
Texas,Gray,2013,550.4684468,13.86753635
Texas,Gray,2014,439.67367839999997,13.95175071
Texas,Gray,2015,1047.947816,14.7019221
Texas,Gray,2016,572.3218366,15.4163936
Texas,Gray,2017,628.5323338,15.11287928
Texas,Gray,2018,510.5176847,14.72732926
Texas,Gray,2019,713.9977844,14.36272214
Texas,Grayson,1981,1351.155336,17.36825987
Texas,Grayson,1982,1229.915752,16.95759079
Texas,Grayson,1983,805.3041395,16.09658348
Texas,Grayson,1984,923.9401992,17.37294332
Texas,Grayson,1985,1060.663255,17.30551168
Texas,Grayson,1986,1082.953663,18.07750454
Texas,Grayson,1987,1121.992543,17.53428861
Texas,Grayson,1988,720.0926527,17.23527428
Texas,Grayson,1989,1126.403533,16.48548286
Texas,Grayson,1990,1357.121359,18.12973464
Texas,Grayson,1991,1270.551362,17.58181378
Texas,Grayson,1992,1021.398936,17.26482815
Texas,Grayson,1993,1095.628385,16.50388564
Texas,Grayson,1994,1297.506651,17.04015905
Texas,Grayson,1995,977.5938549,17.25781379
Texas,Grayson,1996,1049.125932,17.0693174
Texas,Grayson,1997,1066.399968,16.68767704
Texas,Grayson,1998,867.3597368,18.64193608
Texas,Grayson,1999,735.438798,18.27928877
Texas,Grayson,2000,1007.545281,17.39712313
Texas,Grayson,2001,1045.44696,17.07883534
Texas,Grayson,2002,1287.910029,16.77590011
Texas,Grayson,2003,739.5822644,17.18176345
Texas,Grayson,2004,1167.555699,17.25525984
Texas,Grayson,2005,575.2330432,17.75173456
Texas,Grayson,2006,879.9079484,18.55516635
Texas,Grayson,2007,1284.387478,17.16185695
Texas,Grayson,2008,887.2017691,17.130267
Texas,Grayson,2009,1392.203686,17.0689001
Texas,Grayson,2010,970.976296,17.44553316
Texas,Grayson,2011,728.9674081,18.26412322
Texas,Grayson,2012,878.3104094,18.76583549
Texas,Grayson,2013,949.7004965,16.92858349
Texas,Grayson,2014,768.465145,16.65918782
Texas,Grayson,2015,1987.177251,17.76218785
Texas,Grayson,2016,1082.043749,18.39956201
Texas,Grayson,2017,1062.872037,18.28200808
Texas,Grayson,2018,1341.766317,17.37204393
Texas,Grayson,2019,1142.171358,17.28374182
Texas,Gregg,1981,1078.706351,18.01523337
Texas,Gregg,1982,1109.450448,18.0033265
Texas,Gregg,1983,1021.986358,16.85527997
Texas,Gregg,1984,1037.327719,18.09809379
Texas,Gregg,1985,1166.777957,18.22309388
Texas,Gregg,1986,1155.202637,18.71637287
Texas,Gregg,1987,1329.565836,18.14123353
Texas,Gregg,1988,888.2868808,17.85183813
Texas,Gregg,1989,1359.968296,17.41153571
Texas,Gregg,1990,1623.401708,18.90211709
Texas,Gregg,1991,1540.701887,18.27581485
Texas,Gregg,1992,1262.605321,17.92997773
Texas,Gregg,1993,1137.769707,17.60646581
Texas,Gregg,1994,1408.759919,18.27097751
Texas,Gregg,1995,964.94393,18.46888458
Texas,Gregg,1996,1076.013192,18.16334968
Texas,Gregg,1997,1441.335262,17.59007072
Texas,Gregg,1998,1250.232851,19.62353587
Texas,Gregg,1999,994.0987748,19.11644279
Texas,Gregg,2000,1251.59222,18.74558223
Texas,Gregg,2001,1585.859489,18.27695434
Texas,Gregg,2002,1164.849558,18.20639624
Texas,Gregg,2003,888.4767186,18.448652
Texas,Gregg,2004,1339.597213,18.55602406
Texas,Gregg,2005,774.4981292,18.97911719
Texas,Gregg,2006,946.6319467,19.221628719999998
Texas,Gregg,2007,1338.349621,18.64388466
Texas,Gregg,2008,1382.943041,18.23760547
Texas,Gregg,2009,1495.668545,18.19627988
Texas,Gregg,2010,869.0301116,18.49707058
Texas,Gregg,2011,828.8901069,19.59683822
Texas,Gregg,2012,1121.515262,19.58697758
Texas,Gregg,2013,1185.631174,18.20227991
Texas,Gregg,2014,1091.952948,17.54867527
Texas,Gregg,2015,2036.357944,18.71876832
Texas,Gregg,2016,1420.866742,19.33907079
Texas,Gregg,2017,1307.848216,19.48351248
Texas,Gregg,2018,1593.855702,18.77060562
Texas,Gregg,2019,1358.227812,18.58176835
Texas,Grimes,1981,1230.672573,19.9564406
Texas,Grimes,1982,1030.249365,20.07369068
Texas,Grimes,1983,1235.224062,18.68522504
Texas,Grimes,1984,1101.032889,20.07840614
Texas,Grimes,1985,1038.411489,19.89283716
Texas,Grimes,1986,1074.150457,20.2809579
Texas,Grimes,1987,1000.233066,19.50513884
Texas,Grimes,1988,576.0097546,19.73737166
Texas,Grimes,1989,963.0921631,19.20337159
Texas,Grimes,1990,950.6418383,20.71340614
Texas,Grimes,1991,1321.597131,19.91408728
Texas,Grimes,1992,1210.25961,19.70477685
Texas,Grimes,1993,1194.40883,19.35331126
Texas,Grimes,1994,1360.925522,20.01503542
Texas,Grimes,1995,1068.469096,20.16660442
Texas,Grimes,1996,764.2760115,20.22289755
Texas,Grimes,1997,1197.883832,19.33484579
Texas,Grimes,1998,1287.807497,20.92074235
Texas,Grimes,1999,680.0833351,20.74379405
Texas,Grimes,2000,1066.325778,20.46513035
Texas,Grimes,2001,1284.775612,19.76843203
Texas,Grimes,2002,1421.378689,19.74404404
Texas,Grimes,2003,1144.293524,19.6791992
Texas,Grimes,2004,1598.595706,20.10400093
Texas,Grimes,2005,918.3928049,20.43706139
Texas,Grimes,2006,1212.851428,20.60043192
Texas,Grimes,2007,1321.319384,19.80441468
Texas,Grimes,2008,995.6195131,19.8826044
Texas,Grimes,2009,1170.781542,20.08347515
Texas,Grimes,2010,802.3249591,19.45257858
Texas,Grimes,2011,572.3729401,20.9020095
Texas,Grimes,2012,1031.834346,20.94762174
Texas,Grimes,2013,1025.555074,19.73446647
Texas,Grimes,2014,1135.632046,19.07768197
Texas,Grimes,2015,1770.758037,20.08105262
Texas,Grimes,2016,1594.4107,20.91696647
Texas,Grimes,2017,1488.408846,21.09483719
Texas,Grimes,2018,1624.713266,20.02951818
Texas,Grimes,2019,1076.728111,20.25195793
Texas,Guadalupe,1981,973.9408162,20.20674842
Texas,Guadalupe,1982,624.2151477,20.26981905
Texas,Guadalupe,1983,816.1574941,19.02577865
Texas,Guadalupe,1984,574.4125342,20.43176873
Texas,Guadalupe,1985,1020.664583,19.95370803
Texas,Guadalupe,1986,910.6974087,20.62403132
Texas,Guadalupe,1987,977.639543,19.82625349
Texas,Guadalupe,1988,442.5518506,20.34832421
Texas,Guadalupe,1989,611.1155158,19.9691727
Texas,Guadalupe,1990,729.7132988,20.92931414
Texas,Guadalupe,1991,1213.886672,20.16914241
Texas,Guadalupe,1992,1197.100318,19.9879202
Texas,Guadalupe,1993,789.6810574,19.60009178
Texas,Guadalupe,1994,974.7914706,20.40649589
Texas,Guadalupe,1995,673.7978386,20.27226358
Texas,Guadalupe,1996,555.907369,20.68082927
Texas,Guadalupe,1997,954.7647033,19.54767772
Texas,Guadalupe,1998,1174.913246,21.16502118
Texas,Guadalupe,1999,408.1273332,21.10063734
Texas,Guadalupe,2000,990.661925,20.83547579
Texas,Guadalupe,2001,928.053267,20.0156676
Texas,Guadalupe,2002,1426.807451,19.98751615
