State,County,Use,Year,Volume
Texas,Hockley,Domestic,2004,273.385
Texas,Hockley,Domestic,2005,281.05
Texas,Hockley,Domestic,2006,269.37
Texas,Hockley,Domestic,2007,257.69
Texas,Hockley,Domestic,2008,246.01000000000002
Texas,Hockley,Domestic,2009,234.33
Texas,Hockley,Domestic,2010,222.65
Texas,Hockley,Domestic,2011,206.58999999999997
Texas,Hockley,Domestic,2012,190.53
Texas,Hockley,Domestic,2013,174.47
Texas,Hockley,Domestic,2014,158.41
Texas,Hockley,Domestic,2015,142.35
Texas,Hockley,Domestic,2016,142.35
Texas,Hockley,Domestic,2017,142.35
Texas,Hockley,Domestic,2018,142.35
Texas,Hockley,Domestic,2019,142.35
Texas,Hood,Domestic,1981,98.55000000000001
Texas,Hood,Domestic,1982,98.55000000000001
Texas,Hood,Domestic,1983,98.55000000000001
Texas,Hood,Domestic,1984,98.55000000000001
Texas,Hood,Domestic,1985,98.55000000000001
Texas,Hood,Domestic,1986,105.12000000000002
Texas,Hood,Domestic,1987,111.69
Texas,Hood,Domestic,1988,118.26
Texas,Hood,Domestic,1989,124.82999999999998
Texas,Hood,Domestic,1990,131.4
Texas,Hood,Domestic,1991,129.94
Texas,Hood,Domestic,1992,128.48
Texas,Hood,Domestic,1993,127.02000000000001
Texas,Hood,Domestic,1994,125.56000000000002
Texas,Hood,Domestic,1995,124.10000000000001
Texas,Hood,Domestic,1996,274.11500000000007
Texas,Hood,Domestic,1997,424.13000000000005
Texas,Hood,Domestic,1998,574.1450000000001
Texas,Hood,Domestic,1999,724.1600000000001
Texas,Hood,Domestic,2000,874.175
Texas,Hood,Domestic,2001,1024.19
Texas,Hood,Domestic,2002,1174.205
Texas,Hood,Domestic,2003,1324.22
Texas,Hood,Domestic,2004,1474.2350000000001
Texas,Hood,Domestic,2005,1624.25
Texas,Hood,Domestic,2006,1424.23
Texas,Hood,Domestic,2007,1224.21
Texas,Hood,Domestic,2008,1024.19
Texas,Hood,Domestic,2009,824.17
Texas,Hood,Domestic,2010,624.15
Texas,Hood,Domestic,2011,582.54
Texas,Hood,Domestic,2012,540.93
Texas,Hood,Domestic,2013,499.31999999999994
Texas,Hood,Domestic,2014,457.71
Texas,Hood,Domestic,2015,416.09999999999997
Texas,Hood,Domestic,2016,416.09999999999997
Texas,Hood,Domestic,2017,416.09999999999997
Texas,Hood,Domestic,2018,416.09999999999997
Texas,Hood,Domestic,2019,416.09999999999997
Texas,Hopkins,Domestic,1981,127.74999999999999
Texas,Hopkins,Domestic,1982,127.74999999999999
Texas,Hopkins,Domestic,1983,127.74999999999999
Texas,Hopkins,Domestic,1984,127.74999999999999
Texas,Hopkins,Domestic,1985,127.74999999999999
Texas,Hopkins,Domestic,1986,130.67
Texas,Hopkins,Domestic,1987,133.59
Texas,Hopkins,Domestic,1988,136.51
Texas,Hopkins,Domestic,1989,139.43
Texas,Hopkins,Domestic,1990,142.35
Texas,Hopkins,Domestic,1991,143.08
Texas,Hopkins,Domestic,1992,143.81
Texas,Hopkins,Domestic,1993,144.54000000000002
Texas,Hopkins,Domestic,1994,145.27
Texas,Hopkins,Domestic,1995,146
Texas,Hopkins,Domestic,1996,196.735
Texas,Hopkins,Domestic,1997,247.47000000000003
Texas,Hopkins,Domestic,1998,298.20500000000004
Texas,Hopkins,Domestic,1999,348.94000000000005
Texas,Hopkins,Domestic,2000,399.67500000000007
Texas,Hopkins,Domestic,2001,450.40999999999997
Texas,Hopkins,Domestic,2002,501.145
Texas,Hopkins,Domestic,2003,551.88
Texas,Hopkins,Domestic,2004,602.6150000000001
Texas,Hopkins,Domestic,2005,653.35
Texas,Hopkins,Domestic,2006,567.21
Texas,Hopkins,Domestic,2007,481.07000000000005
Texas,Hopkins,Domestic,2008,394.92999999999995
Texas,Hopkins,Domestic,2009,308.78999999999996
Texas,Hopkins,Domestic,2010,222.65
Texas,Hopkins,Domestic,2011,192.72
Texas,Hopkins,Domestic,2012,162.79
Texas,Hopkins,Domestic,2013,132.85999999999999
Texas,Hopkins,Domestic,2014,102.92999999999999
Texas,Hopkins,Domestic,2015,73
Texas,Hopkins,Domestic,2016,73
Texas,Hopkins,Domestic,2017,73
Texas,Hopkins,Domestic,2018,73
Texas,Hopkins,Domestic,2019,73
Texas,Houston,Domestic,1981,91.25
Texas,Houston,Domestic,1982,91.25
Texas,Houston,Domestic,1983,91.25
Texas,Houston,Domestic,1984,91.25
Texas,Houston,Domestic,1985,91.25
Texas,Houston,Domestic,1986,89.06
Texas,Houston,Domestic,1987,86.86999999999999
Texas,Houston,Domestic,1988,84.68
Texas,Houston,Domestic,1989,82.49000000000001
Texas,Houston,Domestic,1990,80.3
Texas,Houston,Domestic,1991,78.84
Texas,Houston,Domestic,1992,77.38
Texas,Houston,Domestic,1993,75.92
Texas,Houston,Domestic,1994,74.46000000000001
Texas,Houston,Domestic,1995,73
Texas,Houston,Domestic,1996,119.72
Texas,Houston,Domestic,1997,166.44
Texas,Houston,Domestic,1998,213.16000000000003
Texas,Houston,Domestic,1999,259.88
Texas,Houston,Domestic,2000,306.6
Texas,Houston,Domestic,2001,353.32
Texas,Houston,Domestic,2002,400.03999999999996
Texas,Houston,Domestic,2003,446.76
Texas,Houston,Domestic,2004,493.48
Texas,Houston,Domestic,2005,540.2
Texas,Houston,Domestic,2006,486.91
Texas,Houston,Domestic,2007,433.62
Texas,Houston,Domestic,2008,380.33000000000004
Texas,Houston,Domestic,2009,327.04
Texas,Houston,Domestic,2010,273.75
Texas,Houston,Domestic,2011,246.00999999999996
Texas,Houston,Domestic,2012,218.26999999999998
Texas,Houston,Domestic,2013,190.53
Texas,Houston,Domestic,2014,162.79
Texas,Houston,Domestic,2015,135.05
Texas,Houston,Domestic,2016,135.05
Texas,Houston,Domestic,2017,135.05
Texas,Houston,Domestic,2018,135.05
Texas,Houston,Domestic,2019,135.05
Texas,Howard,Domestic,1981,266.45
Texas,Howard,Domestic,1982,266.45
Texas,Howard,Domestic,1983,266.45
Texas,Howard,Domestic,1984,266.45
Texas,Howard,Domestic,1985,266.45
Texas,Howard,Domestic,1986,255.49999999999997
Texas,Howard,Domestic,1987,244.54999999999998
Texas,Howard,Domestic,1988,233.6
Texas,Howard,Domestic,1989,222.65
Texas,Howard,Domestic,1990,211.7
Texas,Howard,Domestic,1991,216.81
Texas,Howard,Domestic,1992,221.92
Texas,Howard,Domestic,1993,227.03
Texas,Howard,Domestic,1994,232.14000000000001
Texas,Howard,Domestic,1995,237.25
Texas,Howard,Domestic,1996,243.455
Texas,Howard,Domestic,1997,249.66000000000003
Texas,Howard,Domestic,1998,255.86499999999998
Texas,Howard,Domestic,1999,262.07
Texas,Howard,Domestic,2000,268.275
Texas,Howard,Domestic,2001,274.48
Texas,Howard,Domestic,2002,280.68499999999995
Texas,Howard,Domestic,2003,286.89
Texas,Howard,Domestic,2004,293.09499999999997
Texas,Howard,Domestic,2005,299.29999999999995
Texas,Howard,Domestic,2006,290.53999999999996
Texas,Howard,Domestic,2007,281.78
Texas,Howard,Domestic,2008,273.02
Texas,Howard,Domestic,2009,264.26
Texas,Howard,Domestic,2010,255.49999999999997
Texas,Howard,Domestic,2011,246.00999999999996
Texas,Howard,Domestic,2012,236.51999999999995
Texas,Howard,Domestic,2013,227.03
Texas,Howard,Domestic,2014,217.54
Texas,Howard,Domestic,2015,208.04999999999998
Texas,Howard,Domestic,2016,208.04999999999998
Texas,Howard,Domestic,2017,208.04999999999998
Texas,Howard,Domestic,2018,208.04999999999998
Texas,Howard,Domestic,2019,208.04999999999998
Texas,Hudspeth,Domestic,1981,21.899999999999995
Texas,Hudspeth,Domestic,1982,21.899999999999995
Texas,Hudspeth,Domestic,1983,21.899999999999995
Texas,Hudspeth,Domestic,1984,21.899999999999995
Texas,Hudspeth,Domestic,1985,21.899999999999995
Texas,Hudspeth,Domestic,1986,21.899999999999995
Texas,Hudspeth,Domestic,1987,21.899999999999995
Texas,Hudspeth,Domestic,1988,21.9
Texas,Hudspeth,Domestic,1989,21.9
Texas,Hudspeth,Domestic,1990,21.9
Texas,Hudspeth,Domestic,1991,22.63
Texas,Hudspeth,Domestic,1992,23.36
Texas,Hudspeth,Domestic,1993,24.09
Texas,Hudspeth,Domestic,1994,24.82
Texas,Hudspeth,Domestic,1995,25.55
Texas,Hudspeth,Domestic,1996,35.77
Texas,Hudspeth,Domestic,1997,45.99
Texas,Hudspeth,Domestic,1998,56.21
Texas,Hudspeth,Domestic,1999,66.42999999999999
Texas,Hudspeth,Domestic,2000,76.64999999999999
Texas,Hudspeth,Domestic,2001,86.86999999999999
Texas,Hudspeth,Domestic,2002,97.09
Texas,Hudspeth,Domestic,2003,107.30999999999999
Texas,Hudspeth,Domestic,2004,117.53
Texas,Hudspeth,Domestic,2005,127.74999999999999
Texas,Hudspeth,Domestic,2006,107.30999999999999
Texas,Hudspeth,Domestic,2007,86.86999999999999
Texas,Hudspeth,Domestic,2008,66.42999999999999
Texas,Hudspeth,Domestic,2009,45.99
Texas,Hudspeth,Domestic,2010,25.55
Texas,Hudspeth,Domestic,2011,21.900000000000002
Texas,Hudspeth,Domestic,2012,18.25
Texas,Hudspeth,Domestic,2013,14.600000000000003
Texas,Hudspeth,Domestic,2014,10.95
Texas,Hudspeth,Domestic,2015,7.3
Texas,Hudspeth,Domestic,2016,7.3
Texas,Hudspeth,Domestic,2017,7.3
Texas,Hudspeth,Domestic,2018,7.3
Texas,Hudspeth,Domestic,2019,7.3
Texas,Hunt,Domestic,1981,0
Texas,Hunt,Domestic,1982,0
Texas,Hunt,Domestic,1983,0
Texas,Hunt,Domestic,1984,0
Texas,Hunt,Domestic,1985,0
Texas,Hunt,Domestic,1986,0.73
Texas,Hunt,Domestic,1987,1.46
Texas,Hunt,Domestic,1988,2.19
Texas,Hunt,Domestic,1989,2.92
Texas,Hunt,Domestic,1990,3.65
Texas,Hunt,Domestic,1991,3.65
Texas,Hunt,Domestic,1992,3.65
Texas,Hunt,Domestic,1993,3.65
Texas,Hunt,Domestic,1994,3.65
Texas,Hunt,Domestic,1995,3.65
Texas,Hunt,Domestic,1996,163.88500000000002
Texas,Hunt,Domestic,1997,324.12000000000006
Texas,Hunt,Domestic,1998,484.3550000000001
Texas,Hunt,Domestic,1999,644.59
Texas,Hunt,Domestic,2000,804.825
Texas,Hunt,Domestic,2001,965.0600000000001
Texas,Hunt,Domestic,2002,1125.295
Texas,Hunt,Domestic,2003,1285.5300000000002
Texas,Hunt,Domestic,2004,1445.765
Texas,Hunt,Domestic,2005,1606.0000000000002
Texas,Hunt,Domestic,2006,1324.22
Texas,Hunt,Domestic,2007,1042.44
Texas,Hunt,Domestic,2008,760.6600000000001
Texas,Hunt,Domestic,2009,478.87999999999994
Texas,Hunt,Domestic,2010,197.10000000000002
Texas,Hunt,Domestic,2011,162.06
Texas,Hunt,Domestic,2012,127.02
Texas,Hunt,Domestic,2013,91.98
Texas,Hunt,Domestic,2014,56.93999999999999
Texas,Hunt,Domestic,2015,21.9
Texas,Hunt,Domestic,2016,21.9
Texas,Hunt,Domestic,2017,21.9
Texas,Hunt,Domestic,2018,21.9
Texas,Hunt,Domestic,2019,21.9
Texas,Hutchinson,Domestic,1981,0
Texas,Hutchinson,Domestic,1982,0
Texas,Hutchinson,Domestic,1983,0
Texas,Hutchinson,Domestic,1984,0
Texas,Hutchinson,Domestic,1985,0
Texas,Hutchinson,Domestic,1986,0
Texas,Hutchinson,Domestic,1987,0
Texas,Hutchinson,Domestic,1988,0
Texas,Hutchinson,Domestic,1989,0
Texas,Hutchinson,Domestic,1990,0
Texas,Hutchinson,Domestic,1991,0
Texas,Hutchinson,Domestic,1992,0
Texas,Hutchinson,Domestic,1993,0
Texas,Hutchinson,Domestic,1994,0
Texas,Hutchinson,Domestic,1995,0
Texas,Hutchinson,Domestic,1996,21.9
Texas,Hutchinson,Domestic,1997,43.8
Texas,Hutchinson,Domestic,1998,65.7
Texas,Hutchinson,Domestic,1999,87.6
Texas,Hutchinson,Domestic,2000,109.5
Texas,Hutchinson,Domestic,2001,131.4
Texas,Hutchinson,Domestic,2002,153.29999999999998
Texas,Hutchinson,Domestic,2003,175.2
Texas,Hutchinson,Domestic,2004,197.10000000000002
Texas,Hutchinson,Domestic,2005,219
Texas,Hutchinson,Domestic,2006,206.58999999999997
Texas,Hutchinson,Domestic,2007,194.18
Texas,Hutchinson,Domestic,2008,181.77
Texas,Hutchinson,Domestic,2009,169.35999999999999
Texas,Hutchinson,Domestic,2010,156.95
Texas,Hutchinson,Domestic,2011,136.51
Texas,Hutchinson,Domestic,2012,116.06999999999998
Texas,Hutchinson,Domestic,2013,95.63000000000001
Texas,Hutchinson,Domestic,2014,75.18999999999998
Texas,Hutchinson,Domestic,2015,54.75
Texas,Hutchinson,Domestic,2016,54.75
Texas,Hutchinson,Domestic,2017,54.75
Texas,Hutchinson,Domestic,2018,54.75
Texas,Hutchinson,Domestic,2019,54.75
Texas,Irion,Domestic,1981,25.55
Texas,Irion,Domestic,1982,25.55
Texas,Irion,Domestic,1983,25.55
Texas,Irion,Domestic,1984,25.55
Texas,Irion,Domestic,1985,25.55
Texas,Irion,Domestic,1986,27.740000000000006
Texas,Irion,Domestic,1987,29.93
Texas,Irion,Domestic,1988,32.120000000000005
Texas,Irion,Domestic,1989,34.31
Texas,Irion,Domestic,1990,36.5
Texas,Irion,Domestic,1991,35.04
Texas,Irion,Domestic,1992,33.58
Texas,Irion,Domestic,1993,32.120000000000005
Texas,Irion,Domestic,1994,30.66
Texas,Irion,Domestic,1995,29.2
Texas,Irion,Domestic,1996,30.295
Texas,Irion,Domestic,1997,31.390000000000004
Texas,Irion,Domestic,1998,32.485
Texas,Irion,Domestic,1999,33.58
Texas,Irion,Domestic,2000,34.675
Texas,Irion,Domestic,2001,35.77
Texas,Irion,Domestic,2002,36.865
Texas,Irion,Domestic,2003,37.96
Texas,Irion,Domestic,2004,39.055
Texas,Irion,Domestic,2005,40.15
Texas,Irion,Domestic,2006,37.96
Texas,Irion,Domestic,2007,35.77
Texas,Irion,Domestic,2008,33.58
Texas,Irion,Domestic,2009,31.389999999999997
Texas,Irion,Domestic,2010,29.2
Texas,Irion,Domestic,2011,27.74
Texas,Irion,Domestic,2012,26.279999999999998
Texas,Irion,Domestic,2013,24.82
Texas,Irion,Domestic,2014,23.36
Texas,Irion,Domestic,2015,21.9
Texas,Irion,Domestic,2016,21.9
Texas,Irion,Domestic,2017,21.9
Texas,Irion,Domestic,2018,21.9
Texas,Irion,Domestic,2019,21.9
Texas,Jack,Domestic,1981,98.55000000000001
Texas,Jack,Domestic,1982,98.55000000000001
Texas,Jack,Domestic,1983,98.55000000000001
Texas,Jack,Domestic,1984,98.55000000000001
Texas,Jack,Domestic,1985,98.55000000000001
Texas,Jack,Domestic,1986,97.82000000000001
Texas,Jack,Domestic,1987,97.09
Texas,Jack,Domestic,1988,96.36
Texas,Jack,Domestic,1989,95.63000000000001
Texas,Jack,Domestic,1990,94.9
Texas,Jack,Domestic,1991,99.28
Texas,Jack,Domestic,1992,103.66000000000001
Texas,Jack,Domestic,1993,108.03999999999999
Texas,Jack,Domestic,1994,112.42
Texas,Jack,Domestic,1995,116.8
Texas,Jack,Domestic,1996,120.81500000000001
Texas,Jack,Domestic,1997,124.83000000000001
Texas,Jack,Domestic,1998,128.845
Texas,Jack,Domestic,1999,132.85999999999999
Texas,Jack,Domestic,2000,136.875
Texas,Jack,Domestic,2001,140.89000000000001
Texas,Jack,Domestic,2002,144.905
Texas,Jack,Domestic,2003,148.92000000000002
Texas,Jack,Domestic,2004,152.935
Texas,Jack,Domestic,2005,156.95
Texas,Jack,Domestic,2006,154.03
Texas,Jack,Domestic,2007,151.10999999999999
Texas,Jack,Domestic,2008,148.19
Texas,Jack,Domestic,2009,145.27
Texas,Jack,Domestic,2010,142.35
Texas,Jack,Domestic,2011,133.59
Texas,Jack,Domestic,2012,124.83000000000001
Texas,Jack,Domestic,2013,116.07000000000001
Texas,Jack,Domestic,2014,107.31000000000002
Texas,Jack,Domestic,2015,98.55000000000001
Texas,Jack,Domestic,2016,98.55000000000001
Texas,Jack,Domestic,2017,98.55000000000001
Texas,Jack,Domestic,2018,98.55000000000001
Texas,Jack,Domestic,2019,98.55000000000001
Texas,Jackson,Domestic,1981,197.10000000000002
Texas,Jackson,Domestic,1982,197.10000000000002
Texas,Jackson,Domestic,1983,197.10000000000002
Texas,Jackson,Domestic,1984,197.10000000000002
Texas,Jackson,Domestic,1985,197.10000000000002
Texas,Jackson,Domestic,1986,194.18
Texas,Jackson,Domestic,1987,191.26000000000002
Texas,Jackson,Domestic,1988,188.34
Texas,Jackson,Domestic,1989,185.42000000000002
Texas,Jackson,Domestic,1990,182.5
Texas,Jackson,Domestic,1991,186.15
Texas,Jackson,Domestic,1992,189.8
Texas,Jackson,Domestic,1993,193.45000000000002
Texas,Jackson,Domestic,1994,197.10000000000002
Texas,Jackson,Domestic,1995,200.75000000000003
Texas,Jackson,Domestic,1996,208.05
Texas,Jackson,Domestic,1997,215.35000000000002
Texas,Jackson,Domestic,1998,222.65
Texas,Jackson,Domestic,1999,229.95
Texas,Jackson,Domestic,2000,237.25
Texas,Jackson,Domestic,2001,244.55
Texas,Jackson,Domestic,2002,251.85
Texas,Jackson,Domestic,2003,259.15
Texas,Jackson,Domestic,2004,266.45
Texas,Jackson,Domestic,2005,273.75
Texas,Jackson,Domestic,2006,262.07
Texas,Jackson,Domestic,2007,250.39
Texas,Jackson,Domestic,2008,238.71
Texas,Jackson,Domestic,2009,227.03
Texas,Jackson,Domestic,2010,215.35
Texas,Jackson,Domestic,2011,196.37
Texas,Jackson,Domestic,2012,177.39
Texas,Jackson,Domestic,2013,158.41
Texas,Jackson,Domestic,2014,139.43
Texas,Jackson,Domestic,2015,120.45
Texas,Jackson,Domestic,2016,120.45
Texas,Jackson,Domestic,2017,120.45
Texas,Jackson,Domestic,2018,120.45
Texas,Jackson,Domestic,2019,120.45
Texas,Jasper,Domestic,1981,616.85
Texas,Jasper,Domestic,1982,616.85
Texas,Jasper,Domestic,1983,616.85
Texas,Jasper,Domestic,1984,616.85
Texas,Jasper,Domestic,1985,616.85
Texas,Jasper,Domestic,1986,584
Texas,Jasper,Domestic,1987,551.15
Texas,Jasper,Domestic,1988,518.3
Texas,Jasper,Domestic,1989,485.45000000000005
Texas,Jasper,Domestic,1990,452.6
Texas,Jasper,Domestic,1991,447.49
Texas,Jasper,Domestic,1992,442.38
Texas,Jasper,Domestic,1993,437.27
Texas,Jasper,Domestic,1994,432.15999999999997
Texas,Jasper,Domestic,1995,427.04999999999995
Texas,Jasper,Domestic,1996,493.47999999999996
Texas,Jasper,Domestic,1997,559.91
Texas,Jasper,Domestic,1998,626.34
Texas,Jasper,Domestic,1999,692.7700000000001
Texas,Jasper,Domestic,2000,759.2
Texas,Jasper,Domestic,2001,825.63
Texas,Jasper,Domestic,2002,892.06
Texas,Jasper,Domestic,2003,958.4900000000001
Texas,Jasper,Domestic,2004,1024.92
Texas,Jasper,Domestic,2005,1091.3500000000001
Texas,Jasper,Domestic,2006,971.63
Texas,Jasper,Domestic,2007,851.9100000000001
Texas,Jasper,Domestic,2008,732.19
Texas,Jasper,Domestic,2009,612.47
Texas,Jasper,Domestic,2010,492.75000000000006
Texas,Jasper,Domestic,2011,437.27
Texas,Jasper,Domestic,2012,381.79
Texas,Jasper,Domestic,2013,326.31
Texas,Jasper,Domestic,2014,270.83
Texas,Jasper,Domestic,2015,215.35
Texas,Jasper,Domestic,2016,215.35
Texas,Jasper,Domestic,2017,215.35
Texas,Jasper,Domestic,2018,215.35
Texas,Jasper,Domestic,2019,215.35
Texas,Jeff Davis,Domestic,1981,14.6
Texas,Jeff Davis,Domestic,1982,14.6
Texas,Jeff Davis,Domestic,1983,14.6
Texas,Jeff Davis,Domestic,1984,14.6
Texas,Jeff Davis,Domestic,1985,14.6
Texas,Jeff Davis,Domestic,1986,16.06
Texas,Jeff Davis,Domestic,1987,17.52
Texas,Jeff Davis,Domestic,1988,18.98
Texas,Jeff Davis,Domestic,1989,20.439999999999998
Texas,Jeff Davis,Domestic,1990,21.9
Texas,Jeff Davis,Domestic,1991,17.52
Texas,Jeff Davis,Domestic,1992,13.139999999999999
Texas,Jeff Davis,Domestic,1993,8.76
Texas,Jeff Davis,Domestic,1994,4.379999999999999
Texas,Jeff Davis,Domestic,1995,0
Texas,Jeff Davis,Domestic,1996,5.11
Texas,Jeff Davis,Domestic,1997,10.22
Texas,Jeff Davis,Domestic,1998,15.33
Texas,Jeff Davis,Domestic,1999,20.44
Texas,Jeff Davis,Domestic,2000,25.55
Texas,Jeff Davis,Domestic,2001,30.66
Texas,Jeff Davis,Domestic,2002,35.77
Texas,Jeff Davis,Domestic,2003,40.88
Texas,Jeff Davis,Domestic,2004,45.99000000000001
Texas,Jeff Davis,Domestic,2005,51.1
Texas,Jeff Davis,Domestic,2006,55.48000000000001
Texas,Jeff Davis,Domestic,2007,59.86
Texas,Jeff Davis,Domestic,2008,64.24000000000001
Texas,Jeff Davis,Domestic,2009,68.62
Texas,Jeff Davis,Domestic,2010,73
Texas,Jeff Davis,Domestic,2011,67.16
Texas,Jeff Davis,Domestic,2012,61.32
Texas,Jeff Davis,Domestic,2013,55.48
Texas,Jeff Davis,Domestic,2014,49.64
Texas,Jeff Davis,Domestic,2015,43.8
Texas,Jeff Davis,Domestic,2016,43.8
Texas,Jeff Davis,Domestic,2017,43.8
Texas,Jeff Davis,Domestic,2018,43.8
Texas,Jeff Davis,Domestic,2019,43.8
Texas,Jefferson,Domestic,1981,324.85
Texas,Jefferson,Domestic,1982,324.85
Texas,Jefferson,Domestic,1983,324.85
Texas,Jefferson,Domestic,1984,324.85
Texas,Jefferson,Domestic,1985,324.85
Texas,Jefferson,Domestic,1986,295.65000000000003
Texas,Jefferson,Domestic,1987,266.45
Texas,Jefferson,Domestic,1988,237.25
Texas,Jefferson,Domestic,1989,208.04999999999998
Texas,Jefferson,Domestic,1990,178.85
Texas,Jefferson,Domestic,1991,177.39
Texas,Jefferson,Domestic,1992,175.93
Texas,Jefferson,Domestic,1993,174.47
Texas,Jefferson,Domestic,1994,173.01
Texas,Jefferson,Domestic,1995,171.54999999999998
Texas,Jefferson,Domestic,1996,154.39499999999998
Texas,Jefferson,Domestic,1997,137.24
Texas,Jefferson,Domestic,1998,120.08499999999998
Texas,Jefferson,Domestic,1999,102.92999999999999
Texas,Jefferson,Domestic,2000,85.77499999999999
Texas,Jefferson,Domestic,2001,68.62
Texas,Jefferson,Domestic,2002,51.465
Texas,Jefferson,Domestic,2003,34.30999999999999
Texas,Jefferson,Domestic,2004,17.154999999999994
Texas,Jefferson,Domestic,2005,0
Texas,Jefferson,Domestic,2006,109.50000000000001
Texas,Jefferson,Domestic,2007,219.00000000000003
Texas,Jefferson,Domestic,2008,328.49999999999994
Texas,Jefferson,Domestic,2009,438.00000000000006
Texas,Jefferson,Domestic,2010,547.5
Texas,Jefferson,Domestic,2011,472.31
Texas,Jefferson,Domestic,2012,397.12
Texas,Jefferson,Domestic,2013,321.93
Texas,Jefferson,Domestic,2014,246.73999999999998
Texas,Jefferson,Domestic,2015,171.54999999999998
Texas,Jefferson,Domestic,2016,171.54999999999998
Texas,Jefferson,Domestic,2017,171.54999999999998
Texas,Jefferson,Domestic,2018,171.54999999999998
Texas,Jefferson,Domestic,2019,171.54999999999998
Texas,Jim Hogg,Domestic,1981,21.899999999999995
Texas,Jim Hogg,Domestic,1982,21.899999999999995
Texas,Jim Hogg,Domestic,1983,21.899999999999995
Texas,Jim Hogg,Domestic,1984,21.899999999999995
Texas,Jim Hogg,Domestic,1985,21.899999999999995
Texas,Jim Hogg,Domestic,1986,18.979999999999997
Texas,Jim Hogg,Domestic,1987,16.06
Texas,Jim Hogg,Domestic,1988,13.139999999999997
Texas,Jim Hogg,Domestic,1989,10.219999999999999
Texas,Jim Hogg,Domestic,1990,7.3
Texas,Jim Hogg,Domestic,1991,8.03
Texas,Jim Hogg,Domestic,1992,8.76
Texas,Jim Hogg,Domestic,1993,9.489999999999997
Texas,Jim Hogg,Domestic,1994,10.219999999999997
Texas,Jim Hogg,Domestic,1995,10.949999999999996
Texas,Jim Hogg,Domestic,1996,13.139999999999997
Texas,Jim Hogg,Domestic,1997,15.329999999999998
Texas,Jim Hogg,Domestic,1998,17.519999999999996
Texas,Jim Hogg,Domestic,1999,19.709999999999997
Texas,Jim Hogg,Domestic,2000,21.9
Texas,Jim Hogg,Domestic,2001,24.089999999999996
Texas,Jim Hogg,Domestic,2002,26.279999999999998
Texas,Jim Hogg,Domestic,2003,28.47
Texas,Jim Hogg,Domestic,2004,30.66
Texas,Jim Hogg,Domestic,2005,32.85
Texas,Jim Hogg,Domestic,2006,36.5
Texas,Jim Hogg,Domestic,2007,40.15
Texas,Jim Hogg,Domestic,2008,43.800000000000004
Texas,Jim Hogg,Domestic,2009,47.45
Texas,Jim Hogg,Domestic,2010,51.1
Texas,Jim Hogg,Domestic,2011,44.53
Texas,Jim Hogg,Domestic,2012,37.96
Texas,Jim Hogg,Domestic,2013,31.390000000000004
Texas,Jim Hogg,Domestic,2014,24.82
Texas,Jim Hogg,Domestic,2015,18.25
Texas,Jim Hogg,Domestic,2016,18.25
Texas,Jim Hogg,Domestic,2017,18.25
Texas,Jim Hogg,Domestic,2018,18.25
Texas,Jim Hogg,Domestic,2019,18.25
Texas,Jim Wells,Domestic,1981,365
Texas,Jim Wells,Domestic,1982,365
Texas,Jim Wells,Domestic,1983,365
Texas,Jim Wells,Domestic,1984,365
Texas,Jim Wells,Domestic,1985,365
Texas,Jim Wells,Domestic,1986,356.24
Texas,Jim Wells,Domestic,1987,347.47999999999996
Texas,Jim Wells,Domestic,1988,338.72
Texas,Jim Wells,Domestic,1989,329.96000000000004
Texas,Jim Wells,Domestic,1990,321.2
Texas,Jim Wells,Domestic,1991,344.56
Texas,Jim Wells,Domestic,1992,367.92
Texas,Jim Wells,Domestic,1993,391.28000000000003
Texas,Jim Wells,Domestic,1994,414.64
Texas,Jim Wells,Domestic,1995,438
Texas,Jim Wells,Domestic,1996,444.57
Texas,Jim Wells,Domestic,1997,451.14
Texas,Jim Wells,Domestic,1998,457.71
Texas,Jim Wells,Domestic,1999,464.28000000000003
Texas,Jim Wells,Domestic,2000,470.85
Texas,Jim Wells,Domestic,2001,477.41999999999996
Texas,Jim Wells,Domestic,2002,483.98999999999995
Texas,Jim Wells,Domestic,2003,490.55999999999995
Texas,Jim Wells,Domestic,2004,497.12999999999994
Texas,Jim Wells,Domestic,2005,503.7
Texas,Jim Wells,Domestic,2006,492.74999999999994
Texas,Jim Wells,Domestic,2007,481.79999999999995
Texas,Jim Wells,Domestic,2008,470.85
Texas,Jim Wells,Domestic,2009,459.9
Texas,Jim Wells,Domestic,2010,448.95
Texas,Jim Wells,Domestic,2011,402.96000000000004
Texas,Jim Wells,Domestic,2012,356.96999999999997
Texas,Jim Wells,Domestic,2013,310.98
Texas,Jim Wells,Domestic,2014,264.99
Texas,Jim Wells,Domestic,2015,219
Texas,Jim Wells,Domestic,2016,219
Texas,Jim Wells,Domestic,2017,219
Texas,Jim Wells,Domestic,2018,219
Texas,Jim Wells,Domestic,2019,219
Texas,Johnson,Domestic,1981,160.6
Texas,Johnson,Domestic,1982,160.6
Texas,Johnson,Domestic,1983,160.6
Texas,Johnson,Domestic,1984,160.6
Texas,Johnson,Domestic,1985,160.6
Texas,Johnson,Domestic,1986,156.22
Texas,Johnson,Domestic,1987,151.84
Texas,Johnson,Domestic,1988,147.46
Texas,Johnson,Domestic,1989,143.08
Texas,Johnson,Domestic,1990,138.7
Texas,Johnson,Domestic,1991,168.63
Texas,Johnson,Domestic,1992,198.56
