State,County,Use,Year,Volume,Count
New Mexico,120800060104,Hydraulic fracturing,201805,2.443578,1
New Mexico,120800060202,Hydraulic fracturing,201602,4.642867,1
New Mexico,120800060202,Hydraulic fracturing,201901,0.026878,1
New Mexico,120800060203,Hydraulic fracturing,201607,4.088789,1
New Mexico,120800060205,Hydraulic fracturing,201510,2.212504,1
New Mexico,120800060205,Hydraulic fracturing,201610,1.74699,1
New Mexico,120800060205,Hydraulic fracturing,201703,0.185932,1
New Mexico,130500042205,Hydraulic fracturing,201303,0.068306,1
New Mexico,130600070201,Hydraulic fracturing,201908,8.351532,1
New Mexico,130600070703,Hydraulic fracturing,201811,1.323756,1
New Mexico,130600070905,Hydraulic fracturing,201703,3.175951,1
New Mexico,130600070905,Hydraulic fracturing,201809,3.33312,1
New Mexico,130600070905,Hydraulic fracturing,201811,8.781637,2
New Mexico,130600070906,Hydraulic fracturing,201511,0.352392,1
New Mexico,130600070906,Hydraulic fracturing,201609,3.084144,3
New Mexico,130600070906,Hydraulic fracturing,201610,0.95937,1
New Mexico,130600070906,Hydraulic fracturing,201706,0.321468,1
New Mexico,130600070906,Hydraulic fracturing,201710,4.193237,1
New Mexico,130600070906,Hydraulic fracturing,201711,5.42556,1
New Mexico,130600070906,Hydraulic fracturing,201712,3.631221,1
New Mexico,130600070906,Hydraulic fracturing,201803,4.571774,3
New Mexico,130600070906,Hydraulic fracturing,201804,0.321468,1
New Mexico,130600070906,Hydraulic fracturing,201808,4.216151,1
New Mexico,130600070906,Hydraulic fracturing,201810,4.666368,1
New Mexico,130600070906,Hydraulic fracturing,201903,4.461203,1
New Mexico,130600070906,Hydraulic fracturing,201906,4.173288,1
New Mexico,130600070906,Hydraulic fracturing,201909,4.490514,1
New Mexico,130600070906,Hydraulic fracturing,201911,8.348382,2
New Mexico,130600070906,Hydraulic fracturing,202103,7.85652,2
New Mexico,130600070906,Hydraulic fracturing,202106,44.251512,3
New Mexico,130600070906,Hydraulic fracturing,202107,6.700685,1
New Mexico,130600070906,Hydraulic fracturing,202108,7.422287,1
New Mexico,130600070906,Hydraulic fracturing,202109,8.285618,1
New Mexico,130600071003,Hydraulic fracturing,201812,1.161426,1
New Mexico,130600071005,Hydraulic fracturing,201812,1.250954,1
New Mexico,130600071401,Hydraulic fracturing,201801,4.561936,1
New Mexico,130600071402,Hydraulic fracturing,201210,1.875303,4
New Mexico,130600071402,Hydraulic fracturing,201211,1.363082,3
New Mexico,130600071402,Hydraulic fracturing,201212,1.02186,2
New Mexico,130600071402,Hydraulic fracturing,201301,2.0560419999999997,4
New Mexico,130600071402,Hydraulic fracturing,201302,3.0447115,7
New Mexico,130600071402,Hydraulic fracturing,201303,2.277313,4
New Mexico,130600071402,Hydraulic fracturing,201304,3.556805,7
New Mexico,130600071402,Hydraulic fracturing,201305,7.137039,13
New Mexico,130600071402,Hydraulic fracturing,201306,3.565118,6
New Mexico,130600071402,Hydraulic fracturing,201307,3.673632,7
New Mexico,130600071402,Hydraulic fracturing,201308,5.057116,9
New Mexico,130600071402,Hydraulic fracturing,201309,1.612217,3
New Mexico,130600071402,Hydraulic fracturing,201310,0.473161,1
New Mexico,130600071402,Hydraulic fracturing,201311,1.6395545,3
New Mexico,130600071402,Hydraulic fracturing,201312,1.659057,3
New Mexico,130600071402,Hydraulic fracturing,201401,2.2176299999999998,5
New Mexico,130600071402,Hydraulic fracturing,201403,1.298147,2
New Mexico,130600071402,Hydraulic fracturing,201404,2.1751430000000003,2
New Mexico,130600071402,Hydraulic fracturing,201405,2.214492,2
New Mexico,130600071402,Hydraulic fracturing,201406,1.1747619999999999,2
New Mexico,130600071402,Hydraulic fracturing,201407,1.1613010000000001,2
New Mexico,130600071402,Hydraulic fracturing,201503,1.128315,2
New Mexico,130600071402,Hydraulic fracturing,201505,2.460354,3
New Mexico,130600071402,Hydraulic fracturing,201507,0.808802,1
New Mexico,130600071402,Hydraulic fracturing,201508,0.184149,2
New Mexico,130600071402,Hydraulic fracturing,201604,0.173223,1
New Mexico,130600071402,Hydraulic fracturing,201712,2.0007599999999996,2
New Mexico,130600071402,Hydraulic fracturing,201806,2.1712439999999997,2
New Mexico,130600071402,Hydraulic fracturing,201808,1.956345,2
New Mexico,130600071402,Hydraulic fracturing,201812,0.901426,1
New Mexico,130600071402,Hydraulic fracturing,201903,0.884536,1
New Mexico,130600071403,Hydraulic fracturing,201311,0.518388,1
New Mexico,130600071403,Hydraulic fracturing,201312,0.624773,1
New Mexico,130600071403,Hydraulic fracturing,201504,1.848229,1
New Mexico,130600071403,Hydraulic fracturing,201505,0.5136465,1
New Mexico,130600071403,Hydraulic fracturing,201508,1.419667,1
New Mexico,130600071403,Hydraulic fracturing,201608,0.757965,1
New Mexico,130600071403,Hydraulic fracturing,201609,1.952341,2
New Mexico,130600071403,Hydraulic fracturing,201611,1.557667,1
New Mexico,130600071403,Hydraulic fracturing,201612,2.8469740000000003,2
New Mexico,130600071403,Hydraulic fracturing,201703,2.62742,2
New Mexico,130600071403,Hydraulic fracturing,201707,1.246346,1
New Mexico,130600071403,Hydraulic fracturing,201804,1.028825,1
New Mexico,130600071403,Hydraulic fracturing,201807,1.371387,1
New Mexico,130600071403,Hydraulic fracturing,201808,1.184299,1
New Mexico,130600071403,Hydraulic fracturing,201908,1.8362189999999998,2
New Mexico,130600071403,Hydraulic fracturing,202101,1.351248,4
New Mexico,130600071405,Hydraulic fracturing,201409,0.225498,1
New Mexico,130600071405,Hydraulic fracturing,201507,0.801888,2
New Mexico,130600071405,Hydraulic fracturing,201509,0.741383,1
New Mexico,130600071405,Hydraulic fracturing,201510,2.033378,1
New Mexico,130600071405,Hydraulic fracturing,201605,1.07067,2
New Mexico,130600071405,Hydraulic fracturing,201608,0.553988,1
New Mexico,130600071405,Hydraulic fracturing,201609,1.482917,1
New Mexico,130600071405,Hydraulic fracturing,201611,1.39525,1
New Mexico,130600071405,Hydraulic fracturing,201703,0.317544,1
New Mexico,130600071405,Hydraulic fracturing,201706,1.453323,1
New Mexico,130600071405,Hydraulic fracturing,201707,1.216405,1
New Mexico,130600071405,Hydraulic fracturing,201710,1.137248,1
New Mexico,130600071405,Hydraulic fracturing,201711,1.335185,1
New Mexico,130600071405,Hydraulic fracturing,201712,7.304252,6
New Mexico,130600071405,Hydraulic fracturing,201801,4.8679355,4
New Mexico,130600071405,Hydraulic fracturing,201802,4.654392,4
New Mexico,130600071405,Hydraulic fracturing,201803,3.397463,3
New Mexico,130600071405,Hydraulic fracturing,201909,22.14606,2
New Mexico,130600071405,Hydraulic fracturing,202105,33.731325,3
New Mexico,130600071405,Hydraulic fracturing,202107,19.519567000000002,2
New Mexico,130600100605,Hydraulic fracturing,201611,1.436696,1
New Mexico,130600100605,Hydraulic fracturing,201708,0.770015,1
New Mexico,130600100605,Hydraulic fracturing,201711,1.314364,1
New Mexico,130600110101,Hydraulic fracturing,201211,0.7738944999999999,3
New Mexico,130600110101,Hydraulic fracturing,201212,0.336567,2
New Mexico,130600110101,Hydraulic fracturing,201302,0.39375,1
New Mexico,130600110101,Hydraulic fracturing,201305,1.061046,3
New Mexico,130600110101,Hydraulic fracturing,201308,13.191276,7
New Mexico,130600110101,Hydraulic fracturing,201309,6.246996,3
New Mexico,130600110101,Hydraulic fracturing,201310,1.696495,2
New Mexico,130600110101,Hydraulic fracturing,201312,14.905002,5
New Mexico,130600110101,Hydraulic fracturing,201401,3.581718,2
New Mexico,130600110101,Hydraulic fracturing,201405,11.195184000000001,4
New Mexico,130600110101,Hydraulic fracturing,201406,0.496104,1
New Mexico,130600110101,Hydraulic fracturing,201409,0.518322,1
New Mexico,130600110101,Hydraulic fracturing,201410,13.688388,4
New Mexico,130600110101,Hydraulic fracturing,201411,7.762902,3
New Mexico,130600110101,Hydraulic fracturing,201412,0.468342,1
New Mexico,130600110101,Hydraulic fracturing,201501,1.2976320000000001,4
New Mexico,130600110101,Hydraulic fracturing,201502,0.522816,1
New Mexico,130600110101,Hydraulic fracturing,201504,5.625564000000001,2
New Mexico,130600110101,Hydraulic fracturing,201505,9.983736,3
New Mexico,130600110101,Hydraulic fracturing,201506,2.93223,1
New Mexico,130600110101,Hydraulic fracturing,201507,8.001378,4
New Mexico,130600110101,Hydraulic fracturing,201508,11.14512,4
New Mexico,130600110101,Hydraulic fracturing,201509,10.922898,4
New Mexico,130600110101,Hydraulic fracturing,201510,11.370744,4
New Mexico,130600110101,Hydraulic fracturing,201511,9.356214,3
New Mexico,130600110101,Hydraulic fracturing,201512,11.417514,4
New Mexico,130600110101,Hydraulic fracturing,201601,0.41853,1
New Mexico,130600110101,Hydraulic fracturing,201604,5.764125,2
New Mexico,130600110101,Hydraulic fracturing,201605,6.820157999999999,3
New Mexico,130600110101,Hydraulic fracturing,201607,6.7464889999999995,3
New Mexico,130600110101,Hydraulic fracturing,201608,33.404995,5
New Mexico,130600110101,Hydraulic fracturing,201705,3.811164,1
New Mexico,130600110101,Hydraulic fracturing,201706,7.382676,2
New Mexico,130600110101,Hydraulic fracturing,201709,13.205897,5
New Mexico,130600110101,Hydraulic fracturing,201710,12.593791,5
New Mexico,130600110101,Hydraulic fracturing,201711,5.480558,3
New Mexico,130600110101,Hydraulic fracturing,201801,0.287536,1
New Mexico,130600110101,Hydraulic fracturing,201808,15.918924,2
New Mexico,130600110101,Hydraulic fracturing,201907,11.082064,1
New Mexico,130600110101,Hydraulic fracturing,202103,2.262228,1
New Mexico,130600110102,Hydraulic fracturing,201210,0.822642,3
New Mexico,130600110102,Hydraulic fracturing,201211,0.616689,2
New Mexico,130600110102,Hydraulic fracturing,201301,0.812112,2
New Mexico,130600110102,Hydraulic fracturing,201302,0.401814,1
New Mexico,130600110102,Hydraulic fracturing,201304,0.406602,1
New Mexico,130600110102,Hydraulic fracturing,201307,0.21189000000000002,2
New Mexico,130600110102,Hydraulic fracturing,201308,0.226128,2
New Mexico,130600110102,Hydraulic fracturing,201310,0.351658,1
New Mexico,130600110102,Hydraulic fracturing,201311,3.307014,6
New Mexico,130600110102,Hydraulic fracturing,201312,0.413742,1
New Mexico,130600110102,Hydraulic fracturing,201401,1.97799,5
New Mexico,130600110102,Hydraulic fracturing,201402,1.197924,3
New Mexico,130600110102,Hydraulic fracturing,201403,0.811608,2
New Mexico,130600110102,Hydraulic fracturing,201404,0.412314,1
New Mexico,130600110102,Hydraulic fracturing,201405,1.974504,4
New Mexico,130600110102,Hydraulic fracturing,201406,1.054368,2
New Mexico,130600110102,Hydraulic fracturing,201410,0.974988,2
New Mexico,130600110102,Hydraulic fracturing,201411,1.026018,2
New Mexico,130600110102,Hydraulic fracturing,201412,12.335824,4
New Mexico,130600110102,Hydraulic fracturing,201501,1.919778,4
New Mexico,130600110102,Hydraulic fracturing,201502,0.527688,1
New Mexico,130600110102,Hydraulic fracturing,201504,5.46952,1
New Mexico,130600110102,Hydraulic fracturing,201506,5.117602,1
New Mexico,130600110102,Hydraulic fracturing,201508,0.316344,1
New Mexico,130600110102,Hydraulic fracturing,201601,0.503328,1
New Mexico,130600110102,Hydraulic fracturing,201603,10.231119,2
New Mexico,130600110102,Hydraulic fracturing,201607,0.579894,1
New Mexico,130600110102,Hydraulic fracturing,201608,0.478296,1
New Mexico,130600110102,Hydraulic fracturing,201705,1.588556,2
New Mexico,130600110102,Hydraulic fracturing,201710,0.597266,1
New Mexico,130600110102,Hydraulic fracturing,201711,0.5911500000000001,2
New Mexico,130600110102,Hydraulic fracturing,201712,0.86552,2
New Mexico,130600110102,Hydraulic fracturing,201801,0.9219310000000001,3
New Mexico,130600110102,Hydraulic fracturing,201802,20.691768,4
New Mexico,130600110102,Hydraulic fracturing,201803,2.287146,3
New Mexico,130600110102,Hydraulic fracturing,201804,1.1811159999999998,2
New Mexico,130600110102,Hydraulic fracturing,201805,2.065468,3
New Mexico,130600110102,Hydraulic fracturing,201806,5.016567,7
New Mexico,130600110102,Hydraulic fracturing,201807,4.088364,1
New Mexico,130600110102,Hydraulic fracturing,201808,0.568386,1
New Mexico,130600110102,Hydraulic fracturing,201811,0.556758,1
New Mexico,130600110102,Hydraulic fracturing,201812,2.169179,1
New Mexico,130600110102,Hydraulic fracturing,201902,1.107532,1
New Mexico,130600110102,Hydraulic fracturing,201903,1.3926815,1
New Mexico,130600110102,Hydraulic fracturing,202002,2.318673,1
New Mexico,130600110102,Hydraulic fracturing,202003,2.570382,1
New Mexico,130600110102,Hydraulic fracturing,202011,4.54603,2
New Mexico,130600110102,Hydraulic fracturing,202012,6.642424999999999,3
New Mexico,130600110102,Hydraulic fracturing,202101,7.9017925,4
New Mexico,130600110102,Hydraulic fracturing,202102,4.522026,2
New Mexico,130600110102,Hydraulic fracturing,202103,5.067285,2
New Mexico,130600110102,Hydraulic fracturing,202104,7.252485,3
New Mexico,130600110102,Hydraulic fracturing,202105,6.688302,3
New Mexico,130600110102,Hydraulic fracturing,202106,55.772697,7
New Mexico,130600110102,Hydraulic fracturing,202107,5.010167,2
New Mexico,130600110102,Hydraulic fracturing,202109,1.599497,1
New Mexico,130600110103,Hydraulic fracturing,201203,1.57839,1
New Mexico,130600110103,Hydraulic fracturing,201206,3.137589,2
New Mexico,130600110103,Hydraulic fracturing,201211,3.361315,1
New Mexico,130600110103,Hydraulic fracturing,201302,1.754802,1
New Mexico,130600110103,Hydraulic fracturing,201304,3.332154,2
New Mexico,130600110103,Hydraulic fracturing,201306,1.74426,1
New Mexico,130600110103,Hydraulic fracturing,201308,3.347358,2
New Mexico,130600110103,Hydraulic fracturing,201310,3.96984,2
New Mexico,130600110103,Hydraulic fracturing,201312,1.955898,1
New Mexico,130600110103,Hydraulic fracturing,201401,2.72349,1
New Mexico,130600110103,Hydraulic fracturing,201402,2.358384,1
New Mexico,130600110103,Hydraulic fracturing,201403,2.624664,1
New Mexico,130600110103,Hydraulic fracturing,201411,0.767766,1
New Mexico,130600110103,Hydraulic fracturing,201503,4.398408,1
New Mexico,130600110103,Hydraulic fracturing,201504,3.89865,1
New Mexico,130600110103,Hydraulic fracturing,201509,2.817738,1
New Mexico,130600110103,Hydraulic fracturing,201705,9.120426,1
New Mexico,130600110103,Hydraulic fracturing,201710,38.651538,3
New Mexico,130600110103,Hydraulic fracturing,201711,29.359585,3
New Mexico,130600110103,Hydraulic fracturing,201712,41.585770000000004,4
New Mexico,130600110103,Hydraulic fracturing,201802,4.366646,1
New Mexico,130600110103,Hydraulic fracturing,201807,24.368064,2
New Mexico,130600110103,Hydraulic fracturing,201808,37.72586,1
New Mexico,130600110103,Hydraulic fracturing,201812,37.537341,3
New Mexico,130600110103,Hydraulic fracturing,201906,14.773154,1
New Mexico,130600110103,Hydraulic fracturing,201908,18.14212,2
New Mexico,130600110103,Hydraulic fracturing,202002,29.884386,2
New Mexico,130600110103,Hydraulic fracturing,202003,38.906952000000004,2
New Mexico,130600110103,Hydraulic fracturing,202106,33.437020000000004,2
New Mexico,130600110104,Hydraulic fracturing,201205,0.13797,1
New Mexico,130600110104,Hydraulic fracturing,201206,1.230181,1
New Mexico,130600110104,Hydraulic fracturing,201208,4.909484,4
New Mexico,130600110104,Hydraulic fracturing,201209,1.29549,1
New Mexico,130600110104,Hydraulic fracturing,201210,3.88403,3
New Mexico,130600110104,Hydraulic fracturing,201211,0.020118,1
New Mexico,130600110104,Hydraulic fracturing,201212,0.038546,1
New Mexico,130600110104,Hydraulic fracturing,201301,4.5430980000000005,3
New Mexico,130600110104,Hydraulic fracturing,201302,3.398808,2
New Mexico,130600110104,Hydraulic fracturing,201303,1.802346,1
New Mexico,130600110104,Hydraulic fracturing,201304,1.77702,1
New Mexico,130600110104,Hydraulic fracturing,201305,1.782858,1
New Mexico,130600110104,Hydraulic fracturing,201306,5.088384,2
New Mexico,130600110104,Hydraulic fracturing,201308,2.975244,3
New Mexico,130600110104,Hydraulic fracturing,201310,3.44912,3
New Mexico,130600110104,Hydraulic fracturing,201311,4.96314,3
New Mexico,130600110104,Hydraulic fracturing,201312,3.937959,3
New Mexico,130600110104,Hydraulic fracturing,201401,2.286858,1
New Mexico,130600110104,Hydraulic fracturing,201404,4.16556,2
New Mexico,130600110104,Hydraulic fracturing,201410,2.615886,1
New Mexico,130600110104,Hydraulic fracturing,201503,1.470285,1
New Mexico,130600110104,Hydraulic fracturing,201511,5.205858,2
New Mexico,130600110104,Hydraulic fracturing,201601,2.702154,1
New Mexico,130600110104,Hydraulic fracturing,201612,3.960474,1
New Mexico,130600110104,Hydraulic fracturing,201701,3.9627,1
New Mexico,130600110104,Hydraulic fracturing,201708,0.060046,1
New Mexico,130600110104,Hydraulic fracturing,201804,28.864122000000002,5
New Mexico,130600110104,Hydraulic fracturing,201811,16.08264,4
New Mexico,130600110104,Hydraulic fracturing,201908,40.990194,2
New Mexico,130600110104,Hydraulic fracturing,201909,9.490087,1
New Mexico,130600110201,Hydraulic fracturing,201205,4.6042565,2
New Mexico,130600110201,Hydraulic fracturing,201206,1.28182,1
New Mexico,130600110201,Hydraulic fracturing,201207,0.793347,2
New Mexico,130600110201,Hydraulic fracturing,201208,0.398011,1
New Mexico,130600110201,Hydraulic fracturing,201211,3.256547,1
New Mexico,130600110201,Hydraulic fracturing,201302,1.456289,3
New Mexico,130600110201,Hydraulic fracturing,201304,0.20882,1
New Mexico,130600110201,Hydraulic fracturing,201305,0.804774,2
New Mexico,130600110201,Hydraulic fracturing,201306,1.8189555,5
New Mexico,130600110201,Hydraulic fracturing,201307,0.372566,1
New Mexico,130600110201,Hydraulic fracturing,201308,1.373936,4
New Mexico,130600110201,Hydraulic fracturing,201309,1.025653,3
New Mexico,130600110201,Hydraulic fracturing,201310,3.4179910000000002,4
New Mexico,130600110201,Hydraulic fracturing,201311,0.236382,1
New Mexico,130600110201,Hydraulic fracturing,201401,0.773884,2
New Mexico,130600110201,Hydraulic fracturing,201402,1.522328,4
New Mexico,130600110201,Hydraulic fracturing,201403,6.752259,5
New Mexico,130600110201,Hydraulic fracturing,201404,1.163448,3
New Mexico,130600110201,Hydraulic fracturing,201405,0.380491,1
New Mexico,130600110201,Hydraulic fracturing,201408,0.12908,1
New Mexico,130600110201,Hydraulic fracturing,201409,0.165102,1
New Mexico,130600110201,Hydraulic fracturing,201506,0.523152,1
New Mexico,130600110201,Hydraulic fracturing,201709,7.195104,1
New Mexico,130600110201,Hydraulic fracturing,201710,13.399229,2
New Mexico,130600110201,Hydraulic fracturing,201802,3.735354,1
New Mexico,130600110201,Hydraulic fracturing,201804,12.312090000000001,2
New Mexico,130600110201,Hydraulic fracturing,201808,11.097996,2
New Mexico,130600110201,Hydraulic fracturing,201809,18.891185,1
New Mexico,130600110201,Hydraulic fracturing,201902,6.549285,1
New Mexico,130600110201,Hydraulic fracturing,201904,16.667776,2
New Mexico,130600110201,Hydraulic fracturing,201905,11.068302,1
New Mexico,130600110201,Hydraulic fracturing,202002,0.193369,1
New Mexico,130600110201,Hydraulic fracturing,202102,41.080032,2
New Mexico,130600110201,Hydraulic fracturing,202106,7.568972,1
New Mexico,130600110202,Hydraulic fracturing,201202,0.838191,1
New Mexico,130600110202,Hydraulic fracturing,201206,0.211554,1
New Mexico,130600110202,Hydraulic fracturing,201301,2.070539,1
New Mexico,130600110202,Hydraulic fracturing,201302,1.899391,2
New Mexico,130600110202,Hydraulic fracturing,201306,2.040485,1
New Mexico,130600110202,Hydraulic fracturing,201307,3.5449680000000003,4
New Mexico,130600110202,Hydraulic fracturing,201308,0.5531739999999999,4
New Mexico,130600110202,Hydraulic fracturing,201310,2.184234,1
New Mexico,130600110202,Hydraulic fracturing,201312,4.118156,2
New Mexico,130600110202,Hydraulic fracturing,201401,3.210942,2
New Mexico,130600110202,Hydraulic fracturing,201408,4.133349,2
New Mexico,130600110202,Hydraulic fracturing,201412,5.267178,1
New Mexico,130600110202,Hydraulic fracturing,201501,8.893752,2
New Mexico,130600110202,Hydraulic fracturing,201502,2.824584,1
New Mexico,130600110202,Hydraulic fracturing,201503,5.830224,1
New Mexico,130600110202,Hydraulic fracturing,201506,3.018792,1
New Mexico,130600110202,Hydraulic fracturing,201507,2.899974,1
New Mexico,130600110202,Hydraulic fracturing,201508,0.158297,1
New Mexico,130600110202,Hydraulic fracturing,201509,0.171955,1
New Mexico,130600110202,Hydraulic fracturing,201511,6.199866,2
New Mexico,130600110202,Hydraulic fracturing,201610,0.344487,1
New Mexico,130600110202,Hydraulic fracturing,201704,7.235913,1
New Mexico,130600110202,Hydraulic fracturing,201707,0.190716,1
New Mexico,130600110202,Hydraulic fracturing,201710,18.229385999999998,2
New Mexico,130600110202,Hydraulic fracturing,201903,20.933405,1
New Mexico,130600110202,Hydraulic fracturing,201905,29.732052,2
New Mexico,130600110202,Hydraulic fracturing,202101,31.70013,2
New Mexico,130600110203,Hydraulic fracturing,201201,0.961124,1
New Mexico,130600110203,Hydraulic fracturing,201202,1.259076,1
New Mexico,130600110203,Hydraulic fracturing,201203,1.094226,1
New Mexico,130600110203,Hydraulic fracturing,201204,3.0619680000000002,2
New Mexico,130600110203,Hydraulic fracturing,201205,3.365502,2
New Mexico,130600110203,Hydraulic fracturing,201209,3.3770100000000003,2
New Mexico,130600110203,Hydraulic fracturing,201211,2.065535,1
New Mexico,130600110203,Hydraulic fracturing,201212,1.751805,1
New Mexico,130600110203,Hydraulic fracturing,201301,1.800084,3
New Mexico,130600110203,Hydraulic fracturing,201302,1.728186,2
New Mexico,130600110203,Hydraulic fracturing,201304,3.3940200000000003,2
New Mexico,130600110203,Hydraulic fracturing,201305,1.719102,1
New Mexico,130600110203,Hydraulic fracturing,201308,0.033706,1
New Mexico,130600110203,Hydraulic fracturing,201310,0.165201,3
New Mexico,130600110203,Hydraulic fracturing,201311,2.554226,3
New Mexico,130600110203,Hydraulic fracturing,201402,2.605954,1
New Mexico,130600110203,Hydraulic fracturing,201403,2.85546,1
New Mexico,130600110203,Hydraulic fracturing,201405,1.973832,1
New Mexico,130600110203,Hydraulic fracturing,201407,6.713574,1
New Mexico,130600110203,Hydraulic fracturing,201408,6.148884,1
New Mexico,130600110203,Hydraulic fracturing,201409,8.645154,2
New Mexico,130600110203,Hydraulic fracturing,201410,5.628367,1
New Mexico,130600110203,Hydraulic fracturing,201411,16.099183,2
New Mexico,130600110203,Hydraulic fracturing,201501,2.647747,1
New Mexico,130600110203,Hydraulic fracturing,201502,5.412792,1
New Mexico,130600110203,Hydraulic fracturing,201506,6.6441479999999995,2
New Mexico,130600110203,Hydraulic fracturing,201507,6.484005,2
New Mexico,130600110203,Hydraulic fracturing,201508,6.187183,1
New Mexico,130600110203,Hydraulic fracturing,201512,10.061394,4
New Mexico,130600110203,Hydraulic fracturing,201610,4.583208,2
New Mexico,130600110203,Hydraulic fracturing,201707,0.142913,1
New Mexico,130600110203,Hydraulic fracturing,201811,0.052687,1
