State,County,Year,Persons
Texas,Refugio,1994,7819
Texas,Refugio,1995,7844
Texas,Refugio,1996,7955
Texas,Refugio,1997,7981
Texas,Refugio,1998,8001
Texas,Refugio,1999,7834
Texas,Refugio,2000,7827
Texas,Refugio,2001,7765
Texas,Refugio,2002,7665
Texas,Refugio,2003,7563
Texas,Refugio,2004,7630
Texas,Refugio,2005,7601
Texas,Refugio,2006,7548
Texas,Refugio,2007,7414
Texas,Refugio,2008,7430
Texas,Refugio,2009,7410
Texas,Refugio,2010,7375
Texas,Refugio,2011,7321
Texas,Refugio,2012,7256
Texas,Refugio,2013,7279
Texas,Refugio,2014,7362
Texas,Refugio,2015,7326
Texas,Refugio,2016,7272
Texas,Refugio,2017,7180
Texas,Refugio,2018,7000
Texas,Refugio,2019,6948
Texas,Roberts,1981,1170
Texas,Roberts,1982,1224
Texas,Roberts,1983,1191
Texas,Roberts,1984,1112
Texas,Roberts,1985,1123
Texas,Roberts,1986,1105
Texas,Roberts,1987,1078
Texas,Roberts,1988,1004
Texas,Roberts,1989,977
Texas,Roberts,1990,1039
Texas,Roberts,1991,1002
Texas,Roberts,1992,1017
Texas,Roberts,1993,990
Texas,Roberts,1994,980
Texas,Roberts,1995,944
Texas,Roberts,1996,953
Texas,Roberts,1997,964
Texas,Roberts,1998,909
Texas,Roberts,1999,905
Texas,Roberts,2000,884
Texas,Roberts,2001,880
Texas,Roberts,2002,862
Texas,Roberts,2003,825
Texas,Roberts,2004,841
Texas,Roberts,2005,855
Texas,Roberts,2006,849
Texas,Roberts,2007,887
Texas,Roberts,2008,904
Texas,Roberts,2009,929
Texas,Roberts,2010,924
Texas,Roberts,2011,926
Texas,Roberts,2012,942
Texas,Roberts,2013,919
Texas,Roberts,2014,914
Texas,Roberts,2015,910
Texas,Roberts,2016,910
Texas,Roberts,2017,941
Texas,Roberts,2018,898
Texas,Roberts,2019,854
Texas,Robertson,1981,15178
Texas,Robertson,1982,15452
Texas,Robertson,1983,15850
Texas,Robertson,1984,16075
Texas,Robertson,1985,16228
Texas,Robertson,1986,16044
Texas,Robertson,1987,15735
Texas,Robertson,1988,15511
Texas,Robertson,1989,15558
Texas,Robertson,1990,15510
Texas,Robertson,1991,15485
Texas,Robertson,1992,15427
Texas,Robertson,1993,15452
Texas,Robertson,1994,15613
Texas,Robertson,1995,15738
Texas,Robertson,1996,15680
Texas,Robertson,1997,15693
Texas,Robertson,1998,15896
Texas,Robertson,1999,15956
Texas,Robertson,2000,16062
Texas,Robertson,2001,16132
Texas,Robertson,2002,16053
Texas,Robertson,2003,16074
Texas,Robertson,2004,16260
Texas,Robertson,2005,16509
Texas,Robertson,2006,16581
Texas,Robertson,2007,16546
Texas,Robertson,2008,16535
Texas,Robertson,2009,16604
Texas,Robertson,2010,16555
Texas,Robertson,2011,16657
Texas,Robertson,2012,16455
Texas,Robertson,2013,16431
Texas,Robertson,2014,16468
Texas,Robertson,2015,16698
Texas,Robertson,2016,16804
Texas,Robertson,2017,17153
Texas,Robertson,2018,17219
Texas,Robertson,2019,17074
Texas,Rockwall,1981,15576
Texas,Rockwall,1982,16644
Texas,Rockwall,1983,17371
Texas,Rockwall,1984,18803
Texas,Rockwall,1985,20721
Texas,Rockwall,1986,22476
Texas,Rockwall,1987,24079
Texas,Rockwall,1988,24059
Texas,Rockwall,1989,24744
Texas,Rockwall,1990,25918
Texas,Rockwall,1991,27320
Texas,Rockwall,1992,29206
Texas,Rockwall,1993,30520
Texas,Rockwall,1994,32043
Texas,Rockwall,1995,33428
Texas,Rockwall,1996,34993
Texas,Rockwall,1997,36652
Texas,Rockwall,1998,38465
Texas,Rockwall,1999,40864
Texas,Rockwall,2000,43755
Texas,Rockwall,2001,46697
Texas,Rockwall,2002,50078
Texas,Rockwall,2003,53397
Texas,Rockwall,2004,56477
Texas,Rockwall,2005,60349
Texas,Rockwall,2006,66117
Texas,Rockwall,2007,70851
Texas,Rockwall,2008,73929
Texas,Rockwall,2009,76654
Texas,Rockwall,2010,78919
Texas,Rockwall,2011,81045
Texas,Rockwall,2012,82710
Texas,Rockwall,2013,84670
Texas,Rockwall,2014,87064
Texas,Rockwall,2015,90170
Texas,Rockwall,2016,93421
Texas,Rockwall,2017,96824
Texas,Rockwall,2018,100546
Texas,Rockwall,2019,104915
Texas,Runnels,1981,11931
Texas,Runnels,1982,12206
Texas,Runnels,1983,12416
Texas,Runnels,1984,12749
Texas,Runnels,1985,12550
Texas,Runnels,1986,12423
Texas,Runnels,1987,12199
Texas,Runnels,1988,11872
Texas,Runnels,1989,11585
Texas,Runnels,1990,11231
Texas,Runnels,1991,11103
Texas,Runnels,1992,11025
Texas,Runnels,1993,11096
Texas,Runnels,1994,11258
Texas,Runnels,1995,11402
Texas,Runnels,1996,11454
Texas,Runnels,1997,11621
Texas,Runnels,1998,11703
Texas,Runnels,1999,11495
Texas,Runnels,2000,11458
Texas,Runnels,2001,11148
Texas,Runnels,2002,11002
Texas,Runnels,2003,10815
Texas,Runnels,2004,10774
Texas,Runnels,2005,10842
Texas,Runnels,2006,10587
Texas,Runnels,2007,10506
Texas,Runnels,2008,10444
Texas,Runnels,2009,10392
Texas,Runnels,2010,10508
Texas,Runnels,2011,10500
Texas,Runnels,2012,10335
Texas,Runnels,2013,10196
Texas,Runnels,2014,10294
Texas,Runnels,2015,10387
Texas,Runnels,2016,10276
Texas,Runnels,2017,10282
Texas,Runnels,2018,10178
Texas,Runnels,2019,10264
Texas,Rusk,1981,41994
Texas,Rusk,1982,43274
Texas,Rusk,1983,44168
Texas,Rusk,1984,43998
Texas,Rusk,1985,43926
Texas,Rusk,1986,43681
Texas,Rusk,1987,43924
Texas,Rusk,1988,43968
Texas,Rusk,1989,43618
Texas,Rusk,1990,43773
Texas,Rusk,1991,44000
Texas,Rusk,1992,44183
Texas,Rusk,1993,44385
Texas,Rusk,1994,44722
Texas,Rusk,1995,45844
Texas,Rusk,1996,46165
Texas,Rusk,1997,46449
Texas,Rusk,1998,46882
Texas,Rusk,1999,47251
Texas,Rusk,2000,47456
Texas,Rusk,2001,47837
Texas,Rusk,2002,48244
Texas,Rusk,2003,48540
Texas,Rusk,2004,49160
Texas,Rusk,2005,49703
Texas,Rusk,2006,50415
Texas,Rusk,2007,51278
Texas,Rusk,2008,52195
Texas,Rusk,2009,52799
Texas,Rusk,2010,53361
Texas,Rusk,2011,53702
Texas,Rusk,2012,53793
Texas,Rusk,2013,53332
Texas,Rusk,2014,53212
Texas,Rusk,2015,52965
Texas,Rusk,2016,52892
Texas,Rusk,2017,54213
Texas,Rusk,2018,54301
Texas,Rusk,2019,54406
Texas,Sabine,1981,8817
Texas,Sabine,1982,8955
Texas,Sabine,1983,9275
Texas,Sabine,1984,9468
Texas,Sabine,1985,9513
Texas,Sabine,1986,9507
Texas,Sabine,1987,9470
Texas,Sabine,1988,9564
Texas,Sabine,1989,9613
Texas,Sabine,1990,9572
Texas,Sabine,1991,9670
Texas,Sabine,1992,9630
Texas,Sabine,1993,9898
Texas,Sabine,1994,10116
Texas,Sabine,1995,10388
Texas,Sabine,1996,10509
Texas,Sabine,1997,10606
Texas,Sabine,1998,10523
Texas,Sabine,1999,10510
Texas,Sabine,2000,10388
Texas,Sabine,2001,10435
Texas,Sabine,2002,10477
Texas,Sabine,2003,10482
Texas,Sabine,2004,10498
Texas,Sabine,2005,10445
Texas,Sabine,2006,10583
Texas,Sabine,2007,10541
Texas,Sabine,2008,10565
Texas,Sabine,2009,10721
Texas,Sabine,2010,10871
Texas,Sabine,2011,10727
Texas,Sabine,2012,10524
Texas,Sabine,2013,10424
Texas,Sabine,2014,10428
Texas,Sabine,2015,10440
Texas,Sabine,2016,10381
Texas,Sabine,2017,10417
Texas,Sabine,2018,10576
Texas,Sabine,2019,10542
Texas,San Augustine,1981,8961
Texas,San Augustine,1982,8929
Texas,San Augustine,1983,8840
Texas,San Augustine,1984,8580
Texas,San Augustine,1985,8487
Texas,San Augustine,1986,8427
Texas,San Augustine,1987,8405
Texas,San Augustine,1988,8364
Texas,San Augustine,1989,8150
Texas,San Augustine,1990,7983
Texas,San Augustine,1991,8068
Texas,San Augustine,1992,8219
Texas,San Augustine,1993,8240
Texas,San Augustine,1994,8280
Texas,San Augustine,1995,8459
Texas,San Augustine,1996,8504
Texas,San Augustine,1997,8748
Texas,San Augustine,1998,8815
Texas,San Augustine,1999,8872
Texas,San Augustine,2000,8959
Texas,San Augustine,2001,8860
Texas,San Augustine,2002,8985
Texas,San Augustine,2003,9034
Texas,San Augustine,2004,9085
Texas,San Augustine,2005,9060
Texas,San Augustine,2006,9128
Texas,San Augustine,2007,9048
Texas,San Augustine,2008,9039
Texas,San Augustine,2009,8938
Texas,San Augustine,2010,8854
Texas,San Augustine,2011,8799
Texas,San Augustine,2012,8789
Texas,San Augustine,2013,8663
Texas,San Augustine,2014,8481
Texas,San Augustine,2015,8349
Texas,San Augustine,2016,8288
Texas,San Augustine,2017,8302
Texas,San Augustine,2018,8254
Texas,San Augustine,2019,8237
Texas,San Jacinto,1981,11724
Texas,San Jacinto,1982,12297
Texas,San Jacinto,1983,13641
Texas,San Jacinto,1984,14188
Texas,San Jacinto,1985,14660
Texas,San Jacinto,1986,15026
Texas,San Jacinto,1987,15252
Texas,San Jacinto,1988,15713
Texas,San Jacinto,1989,16139
Texas,San Jacinto,1990,16387
Texas,San Jacinto,1991,16637
Texas,San Jacinto,1992,17096
Texas,San Jacinto,1993,17754
Texas,San Jacinto,1994,18249
Texas,San Jacinto,1995,18824
Texas,San Jacinto,1996,19431
Texas,San Jacinto,1997,20191
Texas,San Jacinto,1998,21066
Texas,San Jacinto,1999,21669
Texas,San Jacinto,2000,22549
Texas,San Jacinto,2001,22897
Texas,San Jacinto,2002,23415
Texas,San Jacinto,2003,24100
Texas,San Jacinto,2004,24756
Texas,San Jacinto,2005,25014
Texas,San Jacinto,2006,25151
Texas,San Jacinto,2007,25719
Texas,San Jacinto,2008,25889
Texas,San Jacinto,2009,26086
Texas,San Jacinto,2010,26474
Texas,San Jacinto,2011,26780
Texas,San Jacinto,2012,26942
Texas,San Jacinto,2013,26731
Texas,San Jacinto,2014,27049
Texas,San Jacinto,2015,27361
Texas,San Jacinto,2016,27732
Texas,San Jacinto,2017,28231
Texas,San Jacinto,2018,28717
Texas,San Jacinto,2019,28859
Texas,San Patricio,1981,59389
Texas,San Patricio,1982,61470
Texas,San Patricio,1983,62344
Texas,San Patricio,1984,61891
Texas,San Patricio,1985,61135
Texas,San Patricio,1986,61664
Texas,San Patricio,1987,60681
Texas,San Patricio,1988,59371
Texas,San Patricio,1989,58629
Texas,San Patricio,1990,58723
Texas,San Patricio,1991,59060
Texas,San Patricio,1992,59731
Texas,San Patricio,1993,62324
Texas,San Patricio,1994,62912
Texas,San Patricio,1995,63602
Texas,San Patricio,1996,64528
Texas,San Patricio,1997,65949
Texas,San Patricio,1998,66873
Texas,San Patricio,1999,67185
Texas,San Patricio,2000,67333
Texas,San Patricio,2001,66690
Texas,San Patricio,2002,66820
Texas,San Patricio,2003,66440
Texas,San Patricio,2004,66990
Texas,San Patricio,2005,67232
Texas,San Patricio,2006,67022
Texas,San Patricio,2007,66723
Texas,San Patricio,2008,66417
Texas,San Patricio,2009,65751
Texas,San Patricio,2010,64431
Texas,San Patricio,2011,64458
Texas,San Patricio,2012,65260
Texas,San Patricio,2013,66134
Texas,San Patricio,2014,66656
Texas,San Patricio,2015,67117
Texas,San Patricio,2016,67311
Texas,San Patricio,2017,67210
Texas,San Patricio,2018,66671
Texas,San Patricio,2019,66730
Texas,San Saba,1981,5765
Texas,San Saba,1982,5847
Texas,San Saba,1983,5984
Texas,San Saba,1984,5942
Texas,San Saba,1985,5815
Texas,San Saba,1986,5669
Texas,San Saba,1987,5761
Texas,San Saba,1988,5816
Texas,San Saba,1989,5538
Texas,San Saba,1990,5378
Texas,San Saba,1991,5266
Texas,San Saba,1992,5749
Texas,San Saba,1993,5974
Texas,San Saba,1994,6152
Texas,San Saba,1995,6263
Texas,San Saba,1996,5867
Texas,San Saba,1997,6203
Texas,San Saba,1998,6122
Texas,San Saba,1999,6151
Texas,San Saba,2000,6268
Texas,San Saba,2001,6181
Texas,San Saba,2002,6042
Texas,San Saba,2003,5981
Texas,San Saba,2004,6045
Texas,San Saba,2005,5982
Texas,San Saba,2006,5985
Texas,San Saba,2007,5985
Texas,San Saba,2008,5965
Texas,San Saba,2009,6026
Texas,San Saba,2010,6134
Texas,San Saba,2011,6047
Texas,San Saba,2012,5990
Texas,San Saba,2013,5960
Texas,San Saba,2014,5858
Texas,San Saba,2015,5922
Texas,San Saba,2016,5922
Texas,San Saba,2017,5996
Texas,San Saba,2018,6060
Texas,San Saba,2019,6055
Texas,Schleicher,1981,2939
Texas,Schleicher,1982,3219
Texas,Schleicher,1983,3459
Texas,Schleicher,1984,3412
Texas,Schleicher,1985,3261
Texas,Schleicher,1986,3244
Texas,Schleicher,1987,2981
Texas,Schleicher,1988,2976
Texas,Schleicher,1989,2832
Texas,Schleicher,1990,3033
Texas,Schleicher,1991,3042
Texas,Schleicher,1992,3048
Texas,Schleicher,1993,2984
Texas,Schleicher,1994,3011
Texas,Schleicher,1995,3065
Texas,Schleicher,1996,3085
Texas,Schleicher,1997,3039
Texas,Schleicher,1998,2988
Texas,Schleicher,1999,2984
Texas,Schleicher,2000,2929
Texas,Schleicher,2001,3016
Texas,Schleicher,2002,3036
Texas,Schleicher,2003,2958
Texas,Schleicher,2004,2991
Texas,Schleicher,2005,3071
Texas,Schleicher,2006,3085
Texas,Schleicher,2007,3198
Texas,Schleicher,2008,3255
Texas,Schleicher,2009,3311
Texas,Schleicher,2010,3503
Texas,Schleicher,2011,3310
Texas,Schleicher,2012,3259
Texas,Schleicher,2013,3191
Texas,Schleicher,2014,3164
Texas,Schleicher,2015,3195
Texas,Schleicher,2016,3057
Texas,Schleicher,2017,2989
Texas,Schleicher,2018,2880
Texas,Schleicher,2019,2793
Texas,Scurry,1981,18899
Texas,Scurry,1982,20018
Texas,Scurry,1983,20665
Texas,Scurry,1984,20688
Texas,Scurry,1985,20823
Texas,Scurry,1986,20493
Texas,Scurry,1987,19602
Texas,Scurry,1988,18741
Texas,Scurry,1989,18545
Texas,Scurry,1990,18584
Texas,Scurry,1991,18303
Texas,Scurry,1992,18475
Texas,Scurry,1993,17894
Texas,Scurry,1994,17715
Texas,Scurry,1995,17703
Texas,Scurry,1996,17642
Texas,Scurry,1997,17415
Texas,Scurry,1998,17229
Texas,Scurry,1999,16766
Texas,Scurry,2000,16251
Texas,Scurry,2001,15838
Texas,Scurry,2002,15982
Texas,Scurry,2003,15931
Texas,Scurry,2004,16118
Texas,Scurry,2005,16085
Texas,Scurry,2006,16232
Texas,Scurry,2007,16431
Texas,Scurry,2008,16478
Texas,Scurry,2009,16806
Texas,Scurry,2010,16928
Texas,Scurry,2011,16868
Texas,Scurry,2012,17125
Texas,Scurry,2013,17272
Texas,Scurry,2014,17377
Texas,Scurry,2015,17570
Texas,Scurry,2016,17394
Texas,Scurry,2017,17003
Texas,Scurry,2018,16812
Texas,Scurry,2019,16703
Texas,Shackelford,1981,4026
Texas,Shackelford,1982,4235
Texas,Shackelford,1983,4290
Texas,Shackelford,1984,4305
Texas,Shackelford,1985,4198
Texas,Shackelford,1986,4121
Texas,Shackelford,1987,3824
Texas,Shackelford,1988,3573
Texas,Shackelford,1989,3436
Texas,Shackelford,1990,3284
Texas,Shackelford,1991,3319
Texas,Shackelford,1992,3323
Texas,Shackelford,1993,3402
Texas,Shackelford,1994,3345
Texas,Shackelford,1995,3280
Texas,Shackelford,1996,3306
Texas,Shackelford,1997,3341
Texas,Shackelford,1998,3348
Texas,Shackelford,1999,3318
Texas,Shackelford,2000,3297
Texas,Shackelford,2001,3334
Texas,Shackelford,2002,3388
Texas,Shackelford,2003,3349
Texas,Shackelford,2004,3290
Texas,Shackelford,2005,3286
Texas,Shackelford,2006,3287
Texas,Shackelford,2007,3357
Texas,Shackelford,2008,3314
Texas,Shackelford,2009,3362
Texas,Shackelford,2010,3383
Texas,Shackelford,2011,3334
Texas,Shackelford,2012,3361
Texas,Shackelford,2013,3375
Texas,Shackelford,2014,3316
Texas,Shackelford,2015,3333
Texas,Shackelford,2016,3337
Texas,Shackelford,2017,3289
Texas,Shackelford,2018,3256
Texas,Shackelford,2019,3265
Texas,Shelby,1981,23318
Texas,Shelby,1982,23263
Texas,Shelby,1983,23117
Texas,Shelby,1984,23082
Texas,Shelby,1985,22812
Texas,Shelby,1986,22384
Texas,Shelby,1987,22415
Texas,Shelby,1988,22447
Texas,Shelby,1989,22290
Texas,Shelby,1990,22063
Texas,Shelby,1991,22363
Texas,Shelby,1992,22400
Texas,Shelby,1993,22917
Texas,Shelby,1994,23345
Texas,Shelby,1995,23749
Texas,Shelby,1996,24142
Texas,Shelby,1997,24381
Texas,Shelby,1998,24922
Texas,Shelby,1999,24953
Texas,Shelby,2000,25212
Texas,Shelby,2001,25171
Texas,Shelby,2002,25155
Texas,Shelby,2003,25407
Texas,Shelby,2004,25212
Texas,Shelby,2005,25299
Texas,Shelby,2006,25324
Texas,Shelby,2007,25433
Texas,Shelby,2008,25381
Texas,Shelby,2009,25520
Texas,Shelby,2010,25458
Texas,Shelby,2011,25733
Texas,Shelby,2012,26062
Texas,Shelby,2013,25977
Texas,Shelby,2014,25607
Texas,Shelby,2015,25373
Texas,Shelby,2016,25566
Texas,Shelby,2017,25225
Texas,Shelby,2018,25307
Texas,Shelby,2019,25274
Texas,Sherman,1981,3218
Texas,Sherman,1982,3234
Texas,Sherman,1983,3247
Texas,Sherman,1984,3077
Texas,Sherman,1985,3112
Texas,Sherman,1986,3053
Texas,Sherman,1987,2979
Texas,Sherman,1988,2935
Texas,Sherman,1989,3000
Texas,Sherman,1990,2844
Texas,Sherman,1991,2895
Texas,Sherman,1992,2868
Texas,Sherman,1993,2840
Texas,Sherman,1994,2990
Texas,Sherman,1995,2995
Texas,Sherman,1996,2997
Texas,Sherman,1997,3123
Texas,Sherman,1998,3121
Texas,Sherman,1999,3171
Texas,Sherman,2000,3181
Texas,Sherman,2001,3131
Texas,Sherman,2002,3164
Texas,Sherman,2003,3113
Texas,Sherman,2004,3045
Texas,Sherman,2005,2970
Texas,Sherman,2006,2946
Texas,Sherman,2007,2969
Texas,Sherman,2008,3035
Texas,Sherman,2009,3018
Texas,Sherman,2010,3025
Texas,Sherman,2011,3014
Texas,Sherman,2012,3039
Texas,Sherman,2013,3070
Texas,Sherman,2014,3065
Texas,Sherman,2015,3058
Texas,Sherman,2016,3070
Texas,Sherman,2017,3046
Texas,Sherman,2018,3101
Texas,Sherman,2019,3022
Texas,Smith,1981,132734
Texas,Smith,1982,137348
Texas,Smith,1983,141243
Texas,Smith,1984,145030
Texas,Smith,1985,148975
Texas,Smith,1986,151554
Texas,Smith,1987,152388
Texas,Smith,1988,152164
Texas,Smith,1989,150876
Texas,Smith,1990,151550
Texas,Smith,1991,153705
Texas,Smith,1992,155336
Texas,Smith,1993,158717
Texas,Smith,1994,160898
Texas,Smith,1995,163440
Texas,Smith,1996,166087
Texas,Smith,1997,168531
Texas,Smith,1998,171033
Texas,Smith,1999,172758
Texas,Smith,2000,175658
Texas,Smith,2001,177836
Texas,Smith,2002,181107
Texas,Smith,2003,184254
Texas,Smith,2004,187300
Texas,Smith,2005,191362
Texas,Smith,2006,196124
Texas,Smith,2007,199953
Texas,Smith,2008,203263
Texas,Smith,2009,207111
Texas,Smith,2010,210408
Texas,Smith,2011,212764
Texas,Smith,2012,214811
Texas,Smith,2013,216475
Texas,Smith,2014,219642
Texas,Smith,2015,222390
Texas,Smith,2016,225161
Texas,Smith,2017,227195
Texas,Smith,2018,229749
Texas,Smith,2019,232751
Texas,Somervell,1981,3988
Texas,Somervell,1982,4373
Texas,Somervell,1983,4763
Texas,Somervell,1984,4840
Texas,Somervell,1985,4829
Texas,Somervell,1986,5017
Texas,Somervell,1987,5281
Texas,Somervell,1988,5729
Texas,Somervell,1989,5766
Texas,Somervell,1990,5272
Texas,Somervell,1991,5282
Texas,Somervell,1992,5542
Texas,Somervell,1993,5648
Texas,Somervell,1994,5731
Texas,Somervell,1995,5934
Texas,Somervell,1996,6047
Texas,Somervell,1997,6226
Texas,Somervell,1998,6482
Texas,Somervell,1999,6731
Texas,Somervell,2000,6940
Texas,Somervell,2001,7017
Texas,Somervell,2002,7229
Texas,Somervell,2003,7400
Texas,Somervell,2004,7502
Texas,Somervell,2005,7629
Texas,Somervell,2006,7853
Texas,Somervell,2007,7996
Texas,Somervell,2008,8233
Texas,Somervell,2009,8415
Texas,Somervell,2010,8500
Texas,Somervell,2011,8426
Texas,Somervell,2012,8554
Texas,Somervell,2013,8566
Texas,Somervell,2014,8559
Texas,Somervell,2015,8618
Texas,Somervell,2016,8671
Texas,Somervell,2017,8855
Texas,Somervell,2018,9030
Texas,Somervell,2019,9128
Texas,Starr,1981,29188
Texas,Starr,1982,30442
Texas,Starr,1983,32344
Texas,Starr,1984,33376
Texas,Starr,1985,34274
Texas,Starr,1986,36330
Texas,Starr,1987,37493
Texas,Starr,1988,38591
Texas,Starr,1989,39811
Texas,Starr,1990,40805
Texas,Starr,1991,42529
Texas,Starr,1992,44197
Texas,Starr,1993,46340
Texas,Starr,1994,48412
Texas,Starr,1995,49598
Texas,Starr,1996,51008
Texas,Starr,1997,51888
Texas,Starr,1998,52520
Texas,Starr,1999,53226
Texas,Starr,2000,53733
Texas,Starr,2001,54294
Texas,Starr,2002,55412
Texas,Starr,2003,56704
Texas,Starr,2004,57857
Texas,Starr,2005,58284
Texas,Starr,2006,59050
Texas,Starr,2007,59529
Texas,Starr,2008,59763
Texas,Starr,2009,60384
Texas,Starr,2010,61134
Texas,Starr,2011,61642
Texas,Starr,2012,61970
Texas,Starr,2013,62381
Texas,Starr,2014,62965
Texas,Starr,2015,63484
Texas,Starr,2016,63894
Texas,Starr,2017,64130
Texas,Starr,2018,64249
Texas,Starr,2019,64633
Texas,Stephens,1981,10231
Texas,Stephens,1982,10895
Texas,Stephens,1983,10810
Texas,Stephens,1984,10591
Texas,Stephens,1985,10494
Texas,Stephens,1986,10702
Texas,Stephens,1987,10378
Texas,Stephens,1988,9730
Texas,Stephens,1989,9236
Texas,Stephens,1990,8951
Texas,Stephens,1991,8643
Texas,Stephens,1992,8604
Texas,Stephens,1993,8733
Texas,Stephens,1994,8897
Texas,Stephens,1995,9595
Texas,Stephens,1996,9751
Texas,Stephens,1997,9941
Texas,Stephens,1998,9711
Texas,Stephens,1999,9735
Texas,Stephens,2000,9636
Texas,Stephens,2001,9455
Texas,Stephens,2002,9374
Texas,Stephens,2003,9407
Texas,Stephens,2004,9327
Texas,Stephens,2005,9409
Texas,Stephens,2006,9450
Texas,Stephens,2007,9513
Texas,Stephens,2008,9556
Texas,Stephens,2009,9675
Texas,Stephens,2010,9620
Texas,Stephens,2011,9536
Texas,Stephens,2012,9614
Texas,Stephens,2013,9371
Texas,Stephens,2014,9342
Texas,Stephens,2015,9385
Texas,Stephens,2016,9377
Texas,Stephens,2017,9287
Texas,Stephens,2018,9405
Texas,Stephens,2019,9366
Texas,Sterling,1981,1278
Texas,Sterling,1982,1401
Texas,Sterling,1983,1508
Texas,Sterling,1984,1581
Texas,Sterling,1985,1632
Texas,Sterling,1986,1641
Texas,Sterling,1987,1525
Texas,Sterling,1988,1514
Texas,Sterling,1989,1495
Texas,Sterling,1990,1431
Texas,Sterling,1991,1469
Texas,Sterling,1992,1535
Texas,Sterling,1993,1565
Texas,Sterling,1994,1574
Texas,Sterling,1995,1535
Texas,Sterling,1996,1489
Texas,Sterling,1997,1449
Texas,Sterling,1998,1480
Texas,Sterling,1999,1432
Texas,Sterling,2000,1358
Texas,Sterling,2001,1341
Texas,Sterling,2002,1326
Texas,Sterling,2003,1285
Texas,Sterling,2004,1261
Texas,Sterling,2005,1198
Texas,Sterling,2006,1124
Texas,Sterling,2007,1152
Texas,Sterling,2008,1169
Texas,Sterling,2009,1160
Texas,Sterling,2010,1137
Texas,Sterling,2011,1170
Texas,Sterling,2012,1191
Texas,Sterling,2013,1229
Texas,Sterling,2014,1340
Texas,Sterling,2015,1333
Texas,Sterling,2016,1339
Texas,Sterling,2017,1287
Texas,Sterling,2018,1304
Texas,Sterling,2019,1291
Texas,Stonewall,1981,2401
Texas,Stonewall,1982,2424
Texas,Stonewall,1983,2501
Texas,Stonewall,1984,2464
Texas,Stonewall,1985,2329
Texas,Stonewall,1986,2268
Texas,Stonewall,1987,2205
Texas,Stonewall,1988,2176
Texas,Stonewall,1989,2083
Texas,Stonewall,1990,1995
Texas,Stonewall,1991,1995
Texas,Stonewall,1992,1999
Texas,Stonewall,1993,1989
Texas,Stonewall,1994,1973
Texas,Stonewall,1995,1909
Texas,Stonewall,1996,1794
Texas,Stonewall,1997,1822
Texas,Stonewall,1998,1805
Texas,Stonewall,1999,1720
Texas,Stonewall,2000,1664
Texas,Stonewall,2001,1568
Texas,Stonewall,2002,1487
Texas,Stonewall,2003,1452
Texas,Stonewall,2004,1427
Texas,Stonewall,2005,1393
Texas,Stonewall,2006,1425
Texas,Stonewall,2007,1439
Texas,Stonewall,2008,1443
Texas,Stonewall,2009,1433
Texas,Stonewall,2010,1496
Texas,Stonewall,2011,1463
Texas,Stonewall,2012,1452
Texas,Stonewall,2013,1418
Texas,Stonewall,2014,1388
Texas,Stonewall,2015,1398
Texas,Stonewall,2016,1401
Texas,Stonewall,2017,1376
Texas,Stonewall,2018,1352
Texas,Stonewall,2019,1350
Texas,Sutton,1981,5545
Texas,Sutton,1982,5878
Texas,Sutton,1983,5936
Texas,Sutton,1984,5674
Texas,Sutton,1985,5495
Texas,Sutton,1986,5262
Texas,Sutton,1987,4667
Texas,Sutton,1988,4456
Texas,Sutton,1989,4146
Texas,Sutton,1990,4122
Texas,Sutton,1991,4291
Texas,Sutton,1992,4171
Texas,Sutton,1993,4164
Texas,Sutton,1994,4201
Texas,Sutton,1995,4360
Texas,Sutton,1996,4338
Texas,Sutton,1997,4353
Texas,Sutton,1998,4389
Texas,Sutton,1999,4208
Texas,Sutton,2000,4024
Texas,Sutton,2001,4032
Texas,Sutton,2002,4072
Texas,Sutton,2003,4029
Texas,Sutton,2004,4124
Texas,Sutton,2005,4203
Texas,Sutton,2006,4299
Texas,Sutton,2007,4314
Texas,Sutton,2008,4321
Texas,Sutton,2009,4272
Texas,Sutton,2010,4062
Texas,Sutton,2011,3987
Texas,Sutton,2012,3916
Texas,Sutton,2013,3982
Texas,Sutton,2014,3969
Texas,Sutton,2015,3915
Texas,Sutton,2016,3886
Texas,Sutton,2017,3792
Texas,Sutton,2018,3752
Texas,Sutton,2019,3776
Texas,Swisher,1981,9539
Texas,Swisher,1982,9261
Texas,Swisher,1983,9107
Texas,Swisher,1984,8970
Texas,Swisher,1985,8937
Texas,Swisher,1986,8875
Texas,Swisher,1987,8691
Texas,Swisher,1988,8640
Texas,Swisher,1989,8424
Texas,Swisher,1990,8079
Texas,Swisher,1991,7988
Texas,Swisher,1992,8336
Texas,Swisher,1993,8550
Texas,Swisher,1994,8625
Texas,Swisher,1995,8661
Texas,Swisher,1996,8538
Texas,Swisher,1997,8443
Texas,Swisher,1998,8419
Texas,Swisher,1999,8378
Texas,Swisher,2000,8341
Texas,Swisher,2001,8248
Texas,Swisher,2002,8071
Texas,Swisher,2003,8062
Texas,Swisher,2004,8004
Texas,Swisher,2005,7910
Texas,Swisher,2006,7901
Texas,Swisher,2007,7855
Texas,Swisher,2008,7802
Texas,Swisher,2009,7680
Texas,Swisher,2010,7918
Texas,Swisher,2011,7804
Texas,Swisher,2012,7845
Texas,Swisher,2013,7720
Texas,Swisher,2014,7554
