State,County,Use,Year,Volume,Count
New Mexico,Eddy,Drilling,2012,0.10998,1
New Mexico,Eddy,Drilling,2012,0.1305,1
New Mexico,Eddy,Drilling,2012,0.125625,1
New Mexico,Eddy,Drilling,2012,0.13506,1
New Mexico,Eddy,Drilling,2012,0.135195,1
New Mexico,Eddy,Drilling,2012,0.12825,1
New Mexico,Eddy,Drilling,2012,0.20175,1
New Mexico,Eddy,Drilling,2012,0.096,1
New Mexico,Eddy,Drilling,2012,0.096,1
New Mexico,Eddy,Drilling,2012,0.07287,1
New Mexico,Eddy,Drilling,2012,0.07881,1
New Mexico,Eddy,Drilling,2012,0.0897,1
New Mexico,Eddy,Drilling,2012,0.0822,1
New Mexico,Eddy,Drilling,2012,0.096,1
New Mexico,Eddy,Drilling,2012,0.072075,1
New Mexico,Eddy,Drilling,2012,0.09435,1
New Mexico,Eddy,Drilling,2012,0.078975,1
New Mexico,Eddy,Drilling,2012,0.07989,1
New Mexico,Eddy,Drilling,2012,0.080925,1
New Mexico,Eddy,Drilling,2012,0.08142,1
New Mexico,Eddy,Drilling,2012,0.0807,1
New Mexico,Eddy,Drilling,2012,0.08025,1
New Mexico,Eddy,Drilling,2012,0.072975,1
New Mexico,Eddy,Drilling,2012,0.06387,1
New Mexico,Eddy,Drilling,2012,0.063675,1
New Mexico,Eddy,Drilling,2012,0.078345,1
New Mexico,Eddy,Drilling,2012,0.075375,1
New Mexico,Eddy,Drilling,2012,0.06825,1
New Mexico,Eddy,Drilling,2012,0.066975,1
New Mexico,Eddy,Drilling,2012,0.06927,1
New Mexico,Eddy,Drilling,2012,0.093675,1
New Mexico,Eddy,Drilling,2012,0.119955,1
New Mexico,Eddy,Drilling,2012,0.120615,1
New Mexico,Eddy,Drilling,2012,0.076185,1
New Mexico,Eddy,Drilling,2012,0.0663,1
New Mexico,Eddy,Drilling,2012,0.06726,1
New Mexico,Eddy,Drilling,2012,0.066,1
New Mexico,Eddy,Drilling,2012,0.08076,1
New Mexico,Eddy,Drilling,2012,0.079575,1
New Mexico,Eddy,Drilling,2012,0.04608,1
New Mexico,Eddy,Drilling,2012,0.133485,1
New Mexico,Eddy,Drilling,2012,0.13338,1
New Mexico,Eddy,Drilling,2012,0.13299,1
New Mexico,Eddy,Drilling,2012,0.13227,1
New Mexico,Eddy,Drilling,2012,0.130725,1
New Mexico,Eddy,Drilling,2012,0.182895,1
New Mexico,Eddy,Drilling,2012,0.15429,1
New Mexico,Eddy,Drilling,2012,0.139575,1
New Mexico,Eddy,Drilling,2012,0.138705,1
New Mexico,Eddy,Drilling,2012,0.140025,1
New Mexico,Eddy,Drilling,2012,0.137325,1
New Mexico,Eddy,Drilling,2012,0.1356,1
New Mexico,Eddy,Drilling,2012,0.13587,1
New Mexico,Eddy,Drilling,2012,0.13899,1
New Mexico,Eddy,Drilling,2012,0.13626,1
New Mexico,Eddy,Drilling,2012,0.13554,1
New Mexico,Eddy,Drilling,2012,0.13734,1
New Mexico,Eddy,Drilling,2012,0.17025,1
New Mexico,Eddy,Drilling,2012,0.183195,1
New Mexico,Eddy,Drilling,2012,0.12051,1
New Mexico,Eddy,Drilling,2012,0.09939,1
New Mexico,Eddy,Drilling,2012,0.118725,1
New Mexico,Eddy,Drilling,2012,0.11883,1
New Mexico,Eddy,Drilling,2012,0.1215,1
New Mexico,Eddy,Drilling,2012,0.108705,1
New Mexico,Eddy,Drilling,2012,0.102555,1
New Mexico,Eddy,Drilling,2012,0.119745,1
New Mexico,Eddy,Drilling,2012,0.1185,1
New Mexico,Eddy,Drilling,2012,0.06045,1
New Mexico,Eddy,Drilling,2012,0.05973,1
New Mexico,Eddy,Drilling,2012,0.1203,1
New Mexico,Eddy,Drilling,2012,0.133335,1
New Mexico,Eddy,Drilling,2012,0.13431,1
New Mexico,Eddy,Drilling,2012,0.12,1
New Mexico,Eddy,Drilling,2012,0.09615,1
New Mexico,Eddy,Drilling,2012,0.183675,1
New Mexico,Eddy,Drilling,2012,0.1239,1
New Mexico,Eddy,Drilling,2012,0.119115,1
New Mexico,Eddy,Drilling,2012,0.119265,1
New Mexico,Eddy,Drilling,2012,0.18387,1
New Mexico,Eddy,Drilling,2012,0.11877,1
New Mexico,Eddy,Drilling,2012,0.07302,1
New Mexico,Eddy,Drilling,2012,0.074385,1
New Mexico,Eddy,Drilling,2012,0.105855,1
New Mexico,Eddy,Drilling,2012,0.122325,1
New Mexico,Eddy,Drilling,2012,0.067455,1
New Mexico,Eddy,Drilling,2012,0.06705,1
New Mexico,Eddy,Drilling,2013,0.127725,1
New Mexico,Eddy,Drilling,2013,0.175425,1
New Mexico,Eddy,Drilling,2013,0.13803,1
New Mexico,Eddy,Drilling,2013,0.11655,1
New Mexico,Eddy,Drilling,2013,0.14844,1
New Mexico,Eddy,Drilling,2013,0.144075,1
New Mexico,Eddy,Drilling,2013,0.19479,1
New Mexico,Eddy,Drilling,2013,0.131415,1
New Mexico,Eddy,Drilling,2013,0.193935,1
New Mexico,Eddy,Drilling,2013,0.16827,1
New Mexico,Eddy,Drilling,2013,0.11379,1
New Mexico,Eddy,Drilling,2013,0.114825,1
New Mexico,Eddy,Drilling,2013,0.09561,1
New Mexico,Eddy,Drilling,2013,0.11856,1
New Mexico,Eddy,Drilling,2013,0.106065,1
New Mexico,Eddy,Drilling,2013,0.09525,1
New Mexico,Eddy,Drilling,2013,0.130485,1
New Mexico,Eddy,Drilling,2013,0.131835,1
New Mexico,Eddy,Drilling,2013,0.075,1
New Mexico,Eddy,Drilling,2013,0.12975,1
New Mexico,Eddy,Drilling,2013,0.11148,1
New Mexico,Eddy,Drilling,2013,0.15036,1
New Mexico,Eddy,Drilling,2013,0.17952,1
New Mexico,Eddy,Drilling,2013,0.1425,1
New Mexico,Eddy,Drilling,2013,0.1944,1
New Mexico,Eddy,Drilling,2013,0.1986,1
New Mexico,Eddy,Drilling,2013,0.123405,1
New Mexico,Eddy,Drilling,2013,0.078885,1
New Mexico,Eddy,Drilling,2013,0.16017,1
New Mexico,Eddy,Drilling,2013,0.178275,1
New Mexico,Eddy,Drilling,2013,0.112425,1
New Mexico,Eddy,Drilling,2013,0.12255,1
New Mexico,Eddy,Drilling,2013,0.12225,1
New Mexico,Eddy,Drilling,2013,0.113175,1
New Mexico,Eddy,Drilling,2013,0.124515,1
New Mexico,Eddy,Drilling,2013,0.1557,1
New Mexico,Eddy,Drilling,2013,0.12282,1
New Mexico,Eddy,Drilling,2013,0.2193,1
New Mexico,Eddy,Drilling,2013,0.155955,1
New Mexico,Eddy,Drilling,2013,0.156375,1
New Mexico,Eddy,Drilling,2013,0.15618,1
New Mexico,Eddy,Drilling,2013,0.1548,1
New Mexico,Eddy,Drilling,2013,0.16377,1
New Mexico,Eddy,Drilling,2013,0.10914,1
New Mexico,Eddy,Drilling,2013,0.109305,1
New Mexico,Eddy,Drilling,2013,0.11916,1
New Mexico,Eddy,Drilling,2013,0.11292,1
New Mexico,Eddy,Drilling,2013,0.111375,1
New Mexico,Eddy,Drilling,2013,0.18993,1
New Mexico,Eddy,Drilling,2013,0.1107,1
New Mexico,Eddy,Drilling,2013,0.116505,1
New Mexico,Eddy,Drilling,2013,0.114405,1
New Mexico,Eddy,Drilling,2013,0.151155,1
New Mexico,Eddy,Drilling,2013,0.140505,1
New Mexico,Eddy,Drilling,2013,0.0882,1
New Mexico,Eddy,Drilling,2013,0.0798,1
New Mexico,Eddy,Drilling,2013,0.083625,1
New Mexico,Eddy,Drilling,2013,0.0882,1
New Mexico,Eddy,Drilling,2013,0.0924,1
New Mexico,Eddy,Drilling,2013,0.094455,1
New Mexico,Eddy,Drilling,2013,0.07755,1
New Mexico,Eddy,Drilling,2013,0.08625,1
New Mexico,Eddy,Drilling,2013,0.059805,1
New Mexico,Eddy,Drilling,2013,0.078,1
New Mexico,Eddy,Drilling,2013,0.086475,1
New Mexico,Eddy,Drilling,2013,0.09276,1
New Mexico,Eddy,Drilling,2013,0.06801,1
New Mexico,Eddy,Drilling,2013,0.073995,1
New Mexico,Eddy,Drilling,2013,0.0747,1
New Mexico,Eddy,Drilling,2013,0.07293,1
New Mexico,Eddy,Drilling,2013,0.074205,1
New Mexico,Eddy,Drilling,2013,0.07272,1
New Mexico,Eddy,Drilling,2013,0.07212,1
New Mexico,Eddy,Drilling,2013,0.072525,1
New Mexico,Eddy,Drilling,2013,0.072885,1
New Mexico,Eddy,Drilling,2013,0.07305,1
New Mexico,Eddy,Drilling,2013,0.06468,1
New Mexico,Eddy,Drilling,2013,0.072765,1
New Mexico,Eddy,Drilling,2013,0.072,1
New Mexico,Eddy,Drilling,2013,0.07353,1
New Mexico,Eddy,Drilling,2013,0.073125,1
New Mexico,Eddy,Drilling,2013,0.074205,1
New Mexico,Eddy,Drilling,2013,0.064785,1
New Mexico,Eddy,Drilling,2013,0.07353,1
New Mexico,Eddy,Drilling,2013,0.072405,1
New Mexico,Eddy,Drilling,2013,0.0732,1
New Mexico,Eddy,Drilling,2013,0.0729,1
New Mexico,Eddy,Drilling,2013,0.07269,1
New Mexico,Eddy,Drilling,2013,0.0813,1
New Mexico,Eddy,Drilling,2013,0.0819,1
New Mexico,Eddy,Drilling,2013,0.078945,1
New Mexico,Eddy,Drilling,2013,0.08118,1
New Mexico,Eddy,Drilling,2013,0.08145,1
New Mexico,Eddy,Drilling,2013,0.07875,1
New Mexico,Eddy,Drilling,2013,0.078525,1
New Mexico,Eddy,Drilling,2013,0.078675,1
New Mexico,Eddy,Drilling,2013,0.078975,1
New Mexico,Eddy,Drilling,2013,0.07383,1
New Mexico,Eddy,Drilling,2013,0.074505,1
New Mexico,Eddy,Drilling,2013,0.074235,1
New Mexico,Eddy,Drilling,2013,0.074235,1
New Mexico,Eddy,Drilling,2013,0.091035,1
New Mexico,Eddy,Drilling,2013,0.09183,1
New Mexico,Eddy,Drilling,2013,0.04557,1
New Mexico,Eddy,Drilling,2013,0.089205,1
New Mexico,Eddy,Drilling,2013,0.08676,1
New Mexico,Eddy,Drilling,2013,0.086655,1
New Mexico,Eddy,Drilling,2013,0.091155,1
New Mexico,Eddy,Drilling,2013,0.086025,1
New Mexico,Eddy,Drilling,2013,0.09456,1
New Mexico,Eddy,Drilling,2013,0.09438,1
New Mexico,Eddy,Drilling,2013,0.083925,1
New Mexico,Eddy,Drilling,2013,0.09501,1
New Mexico,Eddy,Drilling,2013,0.09408,1
New Mexico,Eddy,Drilling,2013,0.094095,1
New Mexico,Eddy,Drilling,2013,0.09225,1
New Mexico,Eddy,Drilling,2013,0.074325,1
New Mexico,Eddy,Drilling,2013,0.08901,1
New Mexico,Eddy,Drilling,2013,0.07824,1
New Mexico,Eddy,Drilling,2013,0.09288,1
New Mexico,Eddy,Drilling,2013,0.079905,1
New Mexico,Eddy,Drilling,2013,0.0786,1
New Mexico,Eddy,Drilling,2013,0.079905,1
New Mexico,Eddy,Drilling,2013,0.07887,1
New Mexico,Eddy,Drilling,2013,0.06309,1
New Mexico,Eddy,Drilling,2013,0.08625,1
New Mexico,Eddy,Drilling,2013,0.13725,1
New Mexico,Eddy,Drilling,2013,0.08265,1
New Mexico,Eddy,Drilling,2013,0.085275,1
New Mexico,Eddy,Drilling,2013,0.084915,1
New Mexico,Eddy,Drilling,2013,0.08388,1
New Mexico,Eddy,Drilling,2013,0.084825,1
New Mexico,Eddy,Drilling,2013,0.08652,1
New Mexico,Eddy,Drilling,2013,0.08568,1
New Mexico,Eddy,Drilling,2013,0.082515,1
New Mexico,Eddy,Drilling,2013,0.085935,1
New Mexico,Eddy,Drilling,2013,0.082485,1
New Mexico,Eddy,Drilling,2013,0.08226,1
New Mexico,Eddy,Drilling,2013,0.08775,1
New Mexico,Eddy,Drilling,2013,0.085425,1
New Mexico,Eddy,Drilling,2013,0.084375,1
New Mexico,Eddy,Drilling,2013,0.08583,1
New Mexico,Eddy,Drilling,2013,0.0807,1
New Mexico,Eddy,Drilling,2013,0.08679,1
New Mexico,Eddy,Drilling,2013,0.08625,1
New Mexico,Eddy,Drilling,2013,0.083475,1
New Mexico,Eddy,Drilling,2013,0.08829,1
New Mexico,Eddy,Drilling,2013,0.08535,1
New Mexico,Eddy,Drilling,2013,0.08355,1
New Mexico,Eddy,Drilling,2013,0.075,1
New Mexico,Eddy,Drilling,2013,0.08196,1
New Mexico,Eddy,Drilling,2013,0.08007,1
New Mexico,Eddy,Drilling,2013,0.08337,1
New Mexico,Eddy,Drilling,2013,0.08148,1
New Mexico,Eddy,Drilling,2013,0.084495,1
New Mexico,Eddy,Drilling,2013,0.08223,1
New Mexico,Eddy,Drilling,2013,0.074295,1
New Mexico,Eddy,Drilling,2013,0.081225,1
New Mexico,Eddy,Drilling,2013,0.07395,1
New Mexico,Eddy,Drilling,2013,0.07266,1
New Mexico,Eddy,Drilling,2013,0.07251,1
New Mexico,Eddy,Drilling,2013,0.0723,1
New Mexico,Eddy,Drilling,2013,0.07248,1
New Mexico,Eddy,Drilling,2013,0.067875,1
New Mexico,Eddy,Drilling,2013,0.07245,1
New Mexico,Eddy,Drilling,2013,0.072705,1
New Mexico,Eddy,Drilling,2013,0.074595,1
New Mexico,Eddy,Drilling,2013,0.0675,1
New Mexico,Eddy,Drilling,2013,0.07425,1
New Mexico,Eddy,Drilling,2013,0.073065,1
New Mexico,Eddy,Drilling,2013,0.074355,1
New Mexico,Eddy,Drilling,2013,0.072825,1
New Mexico,Eddy,Drilling,2013,0.06822,1
New Mexico,Eddy,Drilling,2013,0.07245,1
New Mexico,Eddy,Drilling,2013,0.067605,1
New Mexico,Eddy,Drilling,2013,0.067575,1
New Mexico,Eddy,Drilling,2013,0.06741,1
New Mexico,Eddy,Drilling,2013,0.06726,1
New Mexico,Eddy,Drilling,2013,0.06738,1
New Mexico,Eddy,Drilling,2013,0.07275,1
New Mexico,Eddy,Drilling,2013,0.06714,1
New Mexico,Eddy,Drilling,2013,0.067215,1
New Mexico,Eddy,Drilling,2013,0.06741,1
New Mexico,Eddy,Drilling,2013,0.067305,1
New Mexico,Eddy,Drilling,2013,0.059325,1
New Mexico,Eddy,Drilling,2013,0.07287,1
New Mexico,Eddy,Drilling,2013,0.0672,1
New Mexico,Eddy,Drilling,2013,0.0759,1
New Mexico,Eddy,Drilling,2013,0.06741,1
New Mexico,Eddy,Drilling,2013,0.0672,1
New Mexico,Eddy,Drilling,2013,0.06747,1
New Mexico,Eddy,Drilling,2013,0.06747,1
New Mexico,Eddy,Drilling,2013,0.067275,1
New Mexico,Eddy,Drilling,2013,0.06741,1
New Mexico,Eddy,Drilling,2013,0.0756,1
New Mexico,Eddy,Drilling,2013,0.06255,1
New Mexico,Eddy,Drilling,2013,0.062805,1
New Mexico,Eddy,Drilling,2013,0.062055,1
New Mexico,Eddy,Drilling,2013,0.067275,1
New Mexico,Eddy,Drilling,2013,0.083475,1
New Mexico,Eddy,Drilling,2013,0.093975,1
New Mexico,Eddy,Drilling,2013,0.084,1
New Mexico,Eddy,Drilling,2013,0.0825,1
New Mexico,Eddy,Drilling,2013,0.075,1
New Mexico,Eddy,Drilling,2013,0.07425,1
New Mexico,Eddy,Drilling,2013,0.0747,1
New Mexico,Eddy,Drilling,2013,0.06015,1
New Mexico,Eddy,Drilling,2013,0.07329,1
New Mexico,Eddy,Drilling,2013,0.061365,1
New Mexico,Eddy,Drilling,2013,0.18504,1
New Mexico,Eddy,Drilling,2013,0.0735,1
New Mexico,Eddy,Drilling,2013,0.073575,1
New Mexico,Eddy,Drilling,2013,0.07275,1
New Mexico,Eddy,Drilling,2013,0.07335,1
New Mexico,Eddy,Drilling,2013,0.076725,1
New Mexico,Eddy,Drilling,2013,0.059325,1
New Mexico,Eddy,Drilling,2013,0.0735,1
New Mexico,Eddy,Drilling,2013,0.063555,1
New Mexico,Eddy,Drilling,2013,0.07395,1
New Mexico,Eddy,Drilling,2013,0.06687,1
New Mexico,Eddy,Drilling,2013,0.0738,1
New Mexico,Eddy,Drilling,2013,0.0615,1
New Mexico,Eddy,Drilling,2013,0.06147,1
New Mexico,Eddy,Drilling,2013,0.073785,1
New Mexico,Eddy,Drilling,2013,0.072825,1
New Mexico,Eddy,Drilling,2013,0.06714,1
New Mexico,Eddy,Drilling,2013,0.06735,1
New Mexico,Eddy,Drilling,2013,0.0756,1
New Mexico,Eddy,Drilling,2013,0.06738,1
New Mexico,Eddy,Drilling,2013,0.067365,1
New Mexico,Eddy,Drilling,2013,0.07407,1
New Mexico,Eddy,Drilling,2013,0.0765,1
New Mexico,Eddy,Drilling,2013,0.0825,1
New Mexico,Eddy,Drilling,2013,0.0825,1
New Mexico,Eddy,Drilling,2013,0.07947,1
New Mexico,Eddy,Drilling,2013,0.0825,1
New Mexico,Eddy,Drilling,2013,0.091305,1
New Mexico,Eddy,Drilling,2013,0.07527,1
New Mexico,Eddy,Drilling,2013,0.09279,1
New Mexico,Eddy,Drilling,2013,0.093,1
New Mexico,Eddy,Drilling,2013,0.0768,1
New Mexico,Eddy,Drilling,2013,0.08934,1
New Mexico,Eddy,Drilling,2013,0.0768,1
New Mexico,Eddy,Drilling,2013,0.12822,1
New Mexico,Eddy,Drilling,2013,0.12861,1
New Mexico,Eddy,Drilling,2013,0.12879,1
New Mexico,Eddy,Drilling,2013,0.106365,1
New Mexico,Eddy,Drilling,2013,0.123015,1
New Mexico,Eddy,Drilling,2013,0.11034,1
New Mexico,Eddy,Drilling,2013,0.11028,1
New Mexico,Eddy,Drilling,2013,0.12813,1
New Mexico,Eddy,Drilling,2013,0.121575,1
New Mexico,Eddy,Drilling,2013,0.14346,1
New Mexico,Eddy,Drilling,2013,0.11037,1
New Mexico,Eddy,Drilling,2013,0.128235,1
New Mexico,Eddy,Drilling,2013,0.12297,1
New Mexico,Eddy,Drilling,2013,0.131205,1
New Mexico,Eddy,Drilling,2013,0.130485,1
New Mexico,Eddy,Drilling,2013,0.128775,1
New Mexico,Eddy,Drilling,2013,0.12954,1
New Mexico,Eddy,Drilling,2013,0.132465,1
New Mexico,Eddy,Drilling,2013,0.1026,1
New Mexico,Eddy,Drilling,2013,0.102525,1
New Mexico,Eddy,Drilling,2013,0.118725,1
New Mexico,Eddy,Drilling,2013,0.136575,1
New Mexico,Eddy,Drilling,2013,0.136665,1
New Mexico,Eddy,Drilling,2013,0.13806,1
New Mexico,Eddy,Drilling,2013,0.13773,1
New Mexico,Eddy,Drilling,2013,0.13821,1
New Mexico,Eddy,Drilling,2013,0.13947,1
New Mexico,Eddy,Drilling,2013,0.13914,1
New Mexico,Eddy,Drilling,2013,0.13641,1
New Mexico,Eddy,Drilling,2013,0.13863,1
New Mexico,Eddy,Drilling,2013,0.13917,1
New Mexico,Eddy,Drilling,2013,0.137385,1
New Mexico,Eddy,Drilling,2013,0.13827,1
New Mexico,Eddy,Drilling,2013,0.13908,1
New Mexico,Eddy,Drilling,2013,0.13671,1
New Mexico,Eddy,Drilling,2013,0.1377,1
New Mexico,Eddy,Drilling,2013,0.13725,1
New Mexico,Eddy,Drilling,2013,0.137745,1
New Mexico,Eddy,Drilling,2013,0.104895,1
New Mexico,Eddy,Drilling,2013,0.10065,1
New Mexico,Eddy,Drilling,2013,0.1005,1
New Mexico,Eddy,Drilling,2013,0.10173,1
New Mexico,Eddy,Drilling,2013,0.10449,1
New Mexico,Eddy,Drilling,2013,0.1179,1
New Mexico,Eddy,Drilling,2013,0.167385,1
New Mexico,Eddy,Drilling,2013,0.119625,1
New Mexico,Eddy,Drilling,2013,0.10533,1
New Mexico,Eddy,Drilling,2013,0.1053,1
New Mexico,Eddy,Drilling,2013,0.10575,1
New Mexico,Eddy,Drilling,2013,0.10545,1
New Mexico,Eddy,Drilling,2013,0.105825,1
New Mexico,Eddy,Drilling,2013,0.10599,1
New Mexico,Eddy,Drilling,2013,0.10578,1
New Mexico,Eddy,Drilling,2013,0.1032,1
New Mexico,Eddy,Drilling,2013,0.098295,1
New Mexico,Eddy,Drilling,2013,0.09801,1
New Mexico,Eddy,Drilling,2013,0.112425,1
New Mexico,Eddy,Drilling,2013,0.099855,1
New Mexico,Eddy,Drilling,2013,0.09999,1
New Mexico,Eddy,Drilling,2013,0.097005,1
New Mexico,Eddy,Drilling,2013,0.099915,1
New Mexico,Eddy,Drilling,2013,0.09966,1
New Mexico,Eddy,Drilling,2013,0.100635,1
New Mexico,Eddy,Drilling,2013,0.0972,1
New Mexico,Eddy,Drilling,2013,0.100215,1
New Mexico,Eddy,Drilling,2013,0.097755,1
New Mexico,Eddy,Drilling,2013,0.09777,1
New Mexico,Eddy,Drilling,2013,0.03915,1
New Mexico,Eddy,Drilling,2013,0.11562,1
New Mexico,Eddy,Drilling,2013,0.0951,1
New Mexico,Eddy,Drilling,2013,0.095775,1
New Mexico,Eddy,Drilling,2013,0.096,1
New Mexico,Eddy,Drilling,2013,0.123165,1
New Mexico,Eddy,Drilling,2013,0.123615,1
New Mexico,Eddy,Drilling,2013,0.105,1
New Mexico,Eddy,Drilling,2013,0.105,1
New Mexico,Eddy,Drilling,2013,0.105,1
New Mexico,Eddy,Drilling,2013,0.111675,1
New Mexico,Eddy,Drilling,2013,0.117,1
New Mexico,Eddy,Drilling,2013,0.111675,1
New Mexico,Eddy,Drilling,2013,0.1245,1
New Mexico,Eddy,Drilling,2013,0.11973,1
New Mexico,Eddy,Drilling,2013,0.10794,1
New Mexico,Eddy,Drilling,2013,0.12162,1
New Mexico,Eddy,Drilling,2013,0.12075,1
New Mexico,Eddy,Drilling,2013,0.105345,1
New Mexico,Eddy,Drilling,2013,0.11529,1
New Mexico,Eddy,Drilling,2013,0.164115,1
New Mexico,Eddy,Drilling,2013,0.164565,1
New Mexico,Eddy,Drilling,2013,0.09387,1
New Mexico,Eddy,Drilling,2013,0.074685,1
New Mexico,Eddy,Drilling,2013,0.074835,1
New Mexico,Eddy,Drilling,2013,0.075,1
New Mexico,Eddy,Drilling,2013,0.15252,1
New Mexico,Eddy,Drilling,2013,0.1248,1
New Mexico,Eddy,Drilling,2013,0.156705,1
New Mexico,Eddy,Drilling,2013,0.12297,1
New Mexico,Eddy,Drilling,2013,0.09585,1
New Mexico,Eddy,Drilling,2014,0.09636,1
New Mexico,Eddy,Drilling,2014,0.0945,1
New Mexico,Eddy,Drilling,2014,0.198195,1
New Mexico,Eddy,Drilling,2014,0.11637,1
New Mexico,Eddy,Drilling,2014,0.11646,1
New Mexico,Eddy,Drilling,2014,0.10125,1
New Mexico,Eddy,Drilling,2014,0.0945,1
New Mexico,Eddy,Drilling,2014,0.1746,1
New Mexico,Eddy,Drilling,2014,0.0858,1
New Mexico,Eddy,Drilling,2014,0.180165,1
New Mexico,Eddy,Drilling,2014,0.148545,1
New Mexico,Eddy,Drilling,2014,0.16821,1
New Mexico,Eddy,Drilling,2014,0.148545,1
New Mexico,Eddy,Drilling,2014,0.131175,1
New Mexico,Eddy,Drilling,2014,0.110175,1
New Mexico,Eddy,Drilling,2014,0.131265,1
New Mexico,Eddy,Drilling,2014,0.135,1
New Mexico,Eddy,Drilling,2014,0.153525,1
New Mexico,Eddy,Drilling,2014,0.118905,1
New Mexico,Eddy,Drilling,2014,0.11907,1
New Mexico,Eddy,Drilling,2014,0.117315,1
New Mexico,Eddy,Drilling,2014,0.11649,1
New Mexico,Eddy,Drilling,2014,0.17415,1
New Mexico,Eddy,Drilling,2014,0.156675,1
New Mexico,Eddy,Drilling,2014,0.13215,1
New Mexico,Eddy,Drilling,2014,0.13215,1
New Mexico,Eddy,Drilling,2014,0.12951,1
New Mexico,Eddy,Drilling,2014,0.17994,1
New Mexico,Eddy,Drilling,2014,0.150945,1
New Mexico,Eddy,Drilling,2014,0.120975,1
New Mexico,Eddy,Drilling,2014,0.129465,1
New Mexico,Eddy,Drilling,2014,0.129375,1
New Mexico,Eddy,Drilling,2014,0.155925,1
New Mexico,Eddy,Drilling,2014,0.16152,1
New Mexico,Eddy,Drilling,2014,0.157005,1
New Mexico,Eddy,Drilling,2014,0.1119,1
New Mexico,Eddy,Drilling,2014,0.117435,1
New Mexico,Eddy,Drilling,2014,0.13371,1
New Mexico,Eddy,Drilling,2014,0.120405,1
New Mexico,Eddy,Drilling,2014,0.110715,1
New Mexico,Eddy,Drilling,2014,0.10992,1
New Mexico,Eddy,Drilling,2014,0.121665,1
New Mexico,Eddy,Drilling,2014,0.11427,1
New Mexico,Eddy,Drilling,2014,0.11058,1
New Mexico,Eddy,Drilling,2014,0.12375,1
New Mexico,Eddy,Drilling,2014,0.110205,1
New Mexico,Eddy,Drilling,2014,0.0795,1
New Mexico,Eddy,Drilling,2014,0.156465,1
New Mexico,Eddy,Drilling,2014,0.15609,1
New Mexico,Eddy,Drilling,2014,0.15636,1
New Mexico,Eddy,Drilling,2014,0.15609,1
New Mexico,Eddy,Drilling,2014,0.156105,1
New Mexico,Eddy,Drilling,2014,0.15621,1
New Mexico,Eddy,Drilling,2014,0.157005,1
New Mexico,Eddy,Drilling,2014,0.1554,1
New Mexico,Eddy,Drilling,2014,0.154335,1
