APINumber,State,County,Latitude,Longitude,Year,TotalBaseWaterVolume,TotalVerticalDepth
42105414500000,Texas,Crockett,30.990022,-101.322467,2012,63,2125
42105375020000,Texas,Crockett,30.983068,-101.322477,2017,72609,1774
42105419270000,Texas,Crockett,31.026725,-101.324233,2014,8172696,6740
42105419260000,Texas,Crockett,31.026725,-101.324297,2014,8269128,7138
42105414510000,Texas,Crockett,30.98801,-101.325971,2012,16855,2150
42105419240000,Texas,Crockett,31.00505,-101.32789,2014,9868194,7161
42105420260000,Texas,Crockett,31.07336,-101.33057,2015,7495815,7248
42105420250000,Texas,Crockett,31.07336,-101.33069,2015,7119334,6666
42105417350000,Texas,Crockett,31.05266,-101.33112,2013,9023406,6850
42105414190000,Texas,Crockett,30.998291,-101.3353262,2012,84399.22581,2348
42105338970000,Texas,Crockett,30.9884232,-101.3358665,2013,88376.84848,2083
42105420240000,Texas,Crockett,31.07315833,-101.33655,2014,7075333,6947
42105420230000,Texas,Crockett,31.0731493,-101.3366763,2014,7323610,6962
42105416010000,Texas,Crockett,30.83643,-101.33773,2014,9520308,9750
42105414020000,Texas,Crockett,30.990274,-101.339344,2012,96390,2275
42105423830000,Texas,Crockett,30.984379,-101.341475,2017,118466,2500
42105415990000,Texas,Crockett,30.9881944,-101.341675,2013,94301,2200
42105414360000,Texas,Crockett,31.05215,-101.34209,2013,8499498,6875
42105419070000,Texas,Crockett,31.05185,-101.342331,2014,13376202,7725
42105419060000,Texas,Crockett,31.051847,-101.342439,2014,12464508,6925
42105420210000,Texas,Crockett,31.0727,-101.3428,2014,5841024,6854
42105419050000,Texas,Crockett,31.052008,-101.342947,2014,13166496,7275
42105415800000,Texas,Crockett,31.028,-101.344,2012,210739,6815
42105424430000,Texas,Crockett,30.986405,-101.344015,2018,120270,2350
42105424420000,Texas,Crockett,30.989761,-101.344053,2018,120259,2500
42105418620000,Texas,Crockett,30.9876862,-101.3461663,2014,87488,2500
42105419710000,Texas,Crockett,30.99753,-101.34733,2014,4977588,6642
42105414200000,Texas,Crockett,30.993141,-101.348669,2012,103152,2300
42105419250000,Texas,Crockett,31.02149,-101.34899,2014,9648156,6736
42105419700000,Texas,Crockett,30.9969357,-101.3502386,2014,3610143,6644
42105419660000,Texas,Crockett,30.99692361,-101.3503664,2014,3905596,6761
42105411870000,Texas,Crockett,30.9983859,-101.3505827,2013,94955,2500
42105418630000,Texas,Crockett,30.9909805,-101.3508167,2014,89804,2500
42105414800000,Texas,Crockett,30.96038168,-101.351893,2013,4810106,10614
42105414790000,Texas,Crockett,30.960382,-101.351957,2014,6279798,6635
42105416090000,Texas,Crockett,30.9981729,-101.3528945,2013,84264.82979,2300
42105416050000,Texas,Crockett,30.9925889,-101.3529749,2013,97819.75676,2200
42105418660000,Texas,Crockett,31.0038309,-101.3530084,2014,175709,2500
42105414550000,Texas,Crockett,30.958878,-101.353653,2014,6822942,6627
42105414560000,Texas,Crockett,30.9588777,-101.3539855,2013,8310145,10614
42105419230000,Texas,Crockett,31.0221,-101.35471,2014,9102996,6790
42105423840000,Texas,Crockett,31.001439,-101.355292,2017,127054,2500
42105422540000,Texas,Crockett,30.996083,-101.355367,2015,40079,2500
42105422450000,Texas,Crockett,31.003425,-101.357483,2015,91478,2500
42105424440000,Texas,Crockett,30.999627,-101.357585,2018,118820,2500
42105424450000,Texas,Crockett,31.023314,-101.357963,2018,808626,2478
42105416740000,Texas,Crockett,30.9976583,-101.3596473,2013,94756,2400
42105422550000,Texas,Crockett,30.990211,-101.359808,2016,46222,2343
42105414210000,Texas,Crockett,31.0014,-101.359919,2012,93954,2377
42105418650000,Texas,Crockett,30.9992311,-101.361967,2014,181410,2500
42105415580000,Texas,Crockett,31.012,-101.362,2012,199567,6857
42105422670000,Texas,Crockett,31.061841,-101.363822,2015,11044477,0
42105416220000,Texas,Crockett,31.004725,-101.3643112,2013,85963,2400
42105418640000,Texas,Crockett,31.0063044,-101.366314,2014,178689,2500
42105414220000,Texas,Crockett,31.004302,-101.368748,2012,92745.13043,2485
42105414490000,Texas,Crockett,30.002447,-101.368806,2012,38010,2600
42105421800000,Texas,Crockett,31.064408,-101.369325,2015,11432294,7016
42105421810000,Texas,Crockett,31.061605,-101.369677,2015,10003088,7033
42105338160000,Texas,Crockett,31.060391,-101.369836,2017,52084.4,2750
42105419640000,Texas,Crockett,31.0399369,-101.37323,2014,4414169,0
42105421050000,Texas,Crockett,30.81372,-101.375894,2015,14472192,7393
42105419670000,Texas,Crockett,31.02589,-101.37622,2014,4533913,6500
42105422740000,Texas,Crockett,30.81575606,-101.3767346,2016,14363832,5636
42105416860000,Texas,Crockett,31.076583,-101.390833,2013,3051455,7060
42105416660000,Texas,Crockett,31.07657778,-101.3908583,2013,4581465,0
42105416850000,Texas,Crockett,31.07658056,-101.3909861,2013,3705078.15,7089
42105419630000,Texas,Crockett,30.9962,-101.3914,2014,5162349,0
42105419620000,Texas,Crockett,30.996364,-101.391931,2014,4349186.65,0
42105419330000,Texas,Crockett,31.01058248,-101.3959504,2014,4473000,6872
42105416870000,Texas,Crockett,31.074875,-101.396259,2013,8277908,7139
42105416880000,Texas,Crockett,31.074875,-101.39639,2013,8353962,7142
42105417040000,Texas,Crockett,30.9100316,-101.39712,2013,10603488,5597
42105416890000,Texas,Crockett,31.07668333,-101.4023139,2013,7625424,0
42105416900000,Texas,Crockett,31.0766833,-101.4024417,2013,7632262,0
42105422320000,Texas,Crockett,31.009864,-101.406575,2015,89868,2700
42105419740000,Texas,Crockett,30.99662,-101.4087,2014,4562771,6655
42105419730000,Texas,Crockett,30.99662,-101.40883,2014,4589170.22,7363
42105419720000,Texas,Crockett,30.996675,-101.412303,2014,4653778,0
42105414530000,Texas,Crockett,30.990873,-101.419602,2012,61326.85003,2700
42105414520000,Texas,Crockett,30.985748,-101.419694,2012,71988,2674
42105419910000,Texas,Crockett,31.01166,-101.42536,2014,4494973.009,6924
42105419900000,Texas,Crockett,31.01166,-101.42549,2014,4846247.005,6951
42105419890000,Texas,Crockett,31.02616,-101.42756,2015,4761498,6725
42105420850000,Texas,Crockett,31.06432,-101.4288,2014,4516596,6905
42105372020000,Texas,Crockett,30.59763,-101.43063,2012,158802,7310
42105423550000,Texas,Crockett,31.0461,-101.4321,2017,13440480,6000
42105414130000,Texas,Crockett,30.96095861,-101.4325856,2012,10438030,6913
42105414070000,Texas,Crockett,30.87023,-101.43264,2012,1619135,6831
42105420840000,Texas,Crockett,31.02337,-101.4353,2014,52710,6940
42105423360000,Texas,Crockett,31.006088,-101.441634,2017,197269,2700
42105422140000,Texas,Crockett,30.9664315,-101.4547509,2016,10277988,7045
42105421610000,Texas,Crockett,30.9664304,-101.4548466,2015,4323390.842,6202.861
42105422620000,Texas,Crockett,31.0181,-101.4567,2016,8187816,6000
42105423220000,Texas,Crockett,30.94329722,-101.4581722,2016,20575716,6217
42105419140000,Texas,Crockett,31.0182,-101.4668,2014,3415398,7317
42105419150000,Texas,Crockett,31.0182,-101.4669,2014,6773046,6705
42105424390000,Texas,Crockett,30.9431,-101.4711,2018,9924642,6000
42105418080000,Texas,Crockett,30.72250833,-101.4712917,2013,152154.85,0
42105414610000,Texas,Crockett,31.0157,-101.4764,2012,10498152,6640
42105414470000,Texas,Crockett,31.0174,-101.4766,2012,10538682,6707
42105386490000,Texas,Crockett,30.41889,-101.48055,2014,27780,6998
42105420480000,Texas,Crockett,31.0176,-101.481,2014,9855972,6768
42105423610000,Texas,Crockett,31.0186,-101.4822,2018,12922476,6594
42105421230000,Texas,Crockett,31.0166,-101.4832,2014,10114380,6930
42105420550000,Texas,Crockett,31.0167,-101.4832,2014,4405380,7341
42105420540000,Texas,Crockett,31.0166,-101.4833,2014,10346910,6747
42105408070000,Texas,Crockett,30.42367,-101.48391,2014,36162,7200
42105419090000,Texas,Crockett,31.0188,-101.4897,2014,9721698,7350
42105419080000,Texas,Crockett,31.0188,-101.4898,2014,10148166,6708
42105416150000,Texas,Crockett,30.45363289,-101.493755,2014,268884,6076
42105417380000,Texas,Crockett,31.0187,-101.5002,2013,9705654,7042
42105417390000,Texas,Crockett,31.0187,-101.5004,2013,9224941.865,6785
42105417930000,Texas,Crockett,31.063275,-101.503222,2013,9656617,0
42105414740000,Texas,Crockett,31.0388,-101.5062,2012,10325364,7162
42105421200000,Texas,Crockett,31.0161,-101.5086,2014,10668294,14737
42105416930000,Texas,Crockett,31.0163006,-101.5169226,2013,9236724,7112
42105416920000,Texas,Crockett,31.0162999,-101.5169983,2013,9280152,6882
42105417880000,Texas,Crockett,30.71976389,-101.544056,2013,140884.8283,0
42105420300000,Texas,Crockett,30.71591,-101.54482,2014,6530201,6066
42105420320000,Texas,Crockett,30.7161111,-101.545,2014,6120447,6336
42105419690000,Texas,Crockett,30.94868,-101.55138,2014,259890.96,9089.834
42105423370000,Texas,Crockett,30.9437472,-101.55641,2017,21659946,6800
42105423380000,Texas,Crockett,30.94355,-101.5564389,2017,17374014,6484
42105423230000,Texas,Crockett,30.959673,-101.556937,2016,21558825,7036
42105422810000,Texas,Crockett,30.959722,-101.556937,2016,8715359,7502
42105357980000,Texas,Crockett,30.445295,-101.55909,2015,209162,7580
42105422160000,Texas,Crockett,31.060012,-101.613588,2015,13001142,14151
42105420610000,Texas,Crockett,30.997856,-101.618256,2015,14022414,6958
42105416430000,Texas,Crockett,30.61897,-101.61897,2013,8258670,7201
42105420620000,Texas,Crockett,30.997877,-101.62033,2015,13629042,6743
42105422410000,Texas,Crockett,31.061111,-101.62699,2015,14489832,6609
42105419970000,Texas,Crockett,30.95014,-101.63252,2014,5560832,6835
42105415490000,Texas,Crockett,30.7356,-101.65179,2012,352947.0215,5206
42105420000000,Texas,Crockett,30.88757778,-101.6640472,2014,8355975,6430
42105419980000,Texas,Crockett,30.887575,-101.6641722,2014,8437280,5864
42105415260000,Texas,Crockett,31.071236,-101.672169,2012,866263,7430
42105422460000,Texas,Crockett,31.06154,-101.701815,2016,19845714,7178
42105420600000,Texas,Crockett,31.02536,-101.71215,2014,5461302,7403
42105420590000,Texas,Crockett,31.02434,-101.71369,2014,5970048,6889
42105419460000,Texas,Crockett,30.9671,-101.71444,2014,143253.5169,7310
42105415430000,Texas,Crockett,31.069058,-101.714608,2012,6394701,6538
42105417500000,Texas,Crockett,30.7790809,-101.7311522,2013,84676,2420
42105388590000,Texas,Crockett,30.7642997,-101.7403236,2013,59757,6232
42105417360000,Texas,Crockett,30.7722457,-101.7418149,2013,86851,2530
42105421780000,Texas,Crockett,30.759011,-101.753166,2015,75768,2600
42105423240000,Texas,Crockett,31.041009,-101.763911,2016,25222386,7254
42105423350000,Texas,Crockett,30.831515,-101.78008,2016,54936,1603
42105423290000,Texas,Crockett,30.828679,-101.781404,2016,52170,1546.5
42105423120000,Texas,Crockett,30.830611,-101.781423,2015,53017,1577
42105417770000,Texas,Crockett,30.8331347,-101.7820517,2014,97146,2150
42105417760000,Texas,Crockett,30.83135,-101.78212,2013,13295.64706,2150
42105417790000,Texas,Crockett,30.8379267,-101.7826687,2014,45990,2400
42105418290000,Texas,Crockett,30.8351423,-101.7827073,2014,43218,2250
42105414150000,Texas,Crockett,31.067784,-101.782975,2012,6106552,5294
42105423210000,Texas,Crockett,30.827621,-101.783309,2016,67944,1611
42105418430000,Texas,Crockett,30.8307809,-101.7836881,2014,50316,2150
42105417800000,Texas,Crockett,30.841377,-101.7836881,2014,45108,2440
42105422590000,Texas,Crockett,30.830334,-101.783699,2015,51673,1566
42105417830000,Texas,Crockett,30.8468335,-101.7840156,2015,88392.3871,2900
42105417810000,Texas,Crockett,30.8438019,-101.7840925,2014,50232,2490
42105417840000,Texas,Crockett,30.8461253,-101.7859893,2014,50232,2400
42105416070000,Texas,Crockett,30.833158,-101.7860049,2014,50694,2500
42105417850000,Texas,Crockett,30.8313423,-101.7860083,2015,68680.74419,2500
42105418330000,Texas,Crockett,30.8355238,-101.786096,2014,45906,2200
42105418280000,Texas,Crockett,30.8409209,-101.7872439,2014,45990,2250
42105416000000,Texas,Crockett,30.8385001,-101.7872699,2013,36682,2000
42105418300000,Texas,Crockett,30.8434026,-101.7877548,2014,394,2250
42105418320000,Texas,Crockett,30.8451474,-101.7878894,2014,45990,2300
42105422680000,Texas,Crockett,31.07823,-101.790316,2016,18590124,7425
42105421440000,Texas,Crockett,31.03658,-101.79047,2014,7194222,7708
42105423940000,Texas,Crockett,31.070628,-101.805458,2017,27037332,7695
42105419420000,Texas,Crockett,31.01652,-101.80878,2014,8401315,7817
42105421700000,Texas,Crockett,31.04022,-101.83184,2015,7741776,7705
42105423330000,Texas,Crockett,30.84366,-101.833213,2017,363468,4000
42105415380000,Texas,Crockett,31.0601894,-102.03415,2013,34994,2500
42105418580000,Texas,Crockett,31.05250833,-102.2563333,2014,35406,5525
42105396200000,Texas,Crockett,31.048763,-102.257352,2018,20596,5595
42105025780000,Texas,Crockett,31.043652,-102.260268,2017,50267,5593
42105356470000,Texas,Crockett,31.05865,-102.26234,2013,125109,5014
42105375150000,Texas,Crockett,31.04456,-102.270974,2015,22870,5373
42105418520000,Texas,Crockett,31.03968889,-102.2711972,2014,23898,5515
42105423790000,Texas,Crockett,31.072203,-102.271303,2019,45890,5716
42105402270000,Texas,Crockett,31.07388,-102.27267,2013,29666,5531
42105423780000,Texas,Crockett,31.066817,-102.273289,2018,36675,5800
42105422190000,Texas,Crockett,31.068781,-102.273472,2018,38552,5599
42105420510000,Texas,Crockett,31.06525278,-102.27525,2014,56816,5670
42105418560000,Texas,Crockett,31.07980833,-102.2806222,2014,25155,5600
42105424290000,Texas,Crockett,31.085811,-102.282364,2018,36183,5800
42105030840000,Texas,Crockett,31.081982,-102.28268,2015,26870,5315
42105025660000,Texas,Crockett,31.078908,-102.283814,2016,34718,6500
42105424370000,Texas,Crockett,31.083456,-102.284028,2018,39939,5544
42105420470000,Texas,Crockett,31.06686111,-102.2841556,2014,48039,5490
42105420530000,Texas,Crockett,31.0693777,-102.2983056,2014,42834,5285
42107318280000,Texas,Crosby,33.4090194,-101.3802667,2014,48469,3900
42107309280000,Texas,Crosby,33.4040194,-101.3978742,2013,41076,3660
42107307070000,Texas,Crosby,33.4071871,-101.4040269,2013,35196,3811
42107319190000,Texas,Crosby,33.445136,-101.40602,2014,37212,4110
42107318600000,Texas,Crosby,33.42125,-101.406675,2015,47525.14286,4107
42107321460000,Texas,Crosby,33.463482,-101.4071903,2017,24680,4100
42107321490000,Texas,Crosby,33.466642,-101.408158,2018,28428,4112
42107319060000,Texas,Crosby,33.43964,-101.410953,2014,53718,4102
42107318780000,Texas,Crosby,33.4289,-101.4111,2014,41496,4317
42107318590000,Texas,Crosby,33.421672,-101.411403,2015,49629.34884,4230
42107318640000,Texas,Crosby,33.425164,-101.41177,2015,41309.1,4230
42107318620000,Texas,Crosby,33.419869,-101.411853,2015,52622.18182,4102
42107320000000,Texas,Crosby,33.436183,-101.412961,2016,34017,4050
42107307350000,Texas,Crosby,33.3988023,-101.4136481,2014,125916,3814
42107318260000,Texas,Crosby,33.44929,-101.41457,2014,26015,4100
42107319050000,Texas,Crosby,33.439794,-101.415044,2016,50064,4141
42107319930000,Texas,Crosby,33.438111,-101.415108,2016,29502,4054
42107318630000,Texas,Crosby,33.429044,-101.41545,2015,47137.31707,4210
42107318570000,Texas,Crosby,33.4254,-101.4156,2014,47544,4230
42107319840000,Texas,Crosby,33.423597,-101.415656,2016,35157,4119
42107318580000,Texas,Crosby,33.421786,-101.415725,2015,56924.82353,4230
42107321470000,Texas,Crosby,33.4560838,-101.4157398,2017,24342,4142
42107318610000,Texas,Crosby,33.419972,-101.415792,2015,38341.8,4227
42107319480000,Texas,Crosby,33.4587,-101.4158,2015,22552,4200
42107319140000,Texas,Crosby,33.442189,-101.418953,2016,30277.65957,5700
42107318740000,Texas,Crosby,33.42894,-101.41925,2014,86982,4940
42107318210000,Texas,Crosby,33.428264,-101.419645,2015,45506,4108
42107318130000,Texas,Crosby,33.4241361,-101.4199639,2014,52924.34483,4108
42107320030000,Texas,Crosby,33.436197,-101.421672,2016,33678,4140
42107320560000,Texas,Crosby,33.424192,-101.422042,2016,42697.9,4109
42107321270000,Texas,Crosby,33.425186,-101.422547,2017,37082,4138
42107318140000,Texas,Crosby,33.426436,-101.423086,2015,41962.74194,4102
42107319960000,Texas,Crosby,33.438342,-101.423756,2016,31563.92683,4107
42107316970000,Texas,Crosby,33.428953,-101.423914,2015,41693.93617,4110
42107316980000,Texas,Crosby,33.424247,-101.424133,2017,34835.40541,4107
42107321010000,Texas,Crosby,33.427658,-101.424567,2016,28591,4111
42107321000000,Texas,Crosby,33.423272,-101.425086,2016,34790,4110
42107321190000,Texas,Crosby,33.425253,-101.425088,2017,75346,4107
42107371000000,Texas,Crosby,33.423386,-101.425509,2017,50704,4110
42107321370000,Texas,Crosby,33.445099,-101.425595,2017,31288,4107
42107321040000,Texas,Crosby,33.434689,-101.42564,2016,32197,4125
42107319040000,Texas,Crosby,33.424275,-101.426036,2015,48049.7027,4106
42107318240000,Texas,Crosby,33.4302722,-101.4261306,2014,39648,4110
42107317010000,Texas,Crosby,33.426283,-101.426133,2017,42852,4109
42107319080000,Texas,Crosby,33.436016,-101.42677,2015,40299,4105
42107320920000,Texas,Crosby,33.423326,-101.427059,2016,33098,4102
42107319180000,Texas,Crosby,33.439724,-101.42721,2016,30618,4107
42107321350000,Texas,Crosby,33.433964,-101.427211,2017,38407.56757,4131
42107320430000,Texas,Crosby,33.431672,-101.427617,2016,37380,4108
42107321180000,Texas,Crosby,33.425331,-101.427967,2017,41718.10112,4106
42107316990000,Texas,Crosby,33.424353,-101.428108,2015,45796.39024,4115
42107316960000,Texas,Crosby,33.42883,-101.42814,2013,48846,4102
42107321760000,Texas,Crosby,33.457927,-101.428599,2019,37173,4250
42107318650000,Texas,Crosby,33.426336,-101.428717,2015,44890.36364,4104
42107319900000,Texas,Crosby,33.423389,-101.429378,2016,31584,4090
42107320990000,Texas,Crosby,33.425467,-101.429458,2016,37140.93814,4105
42107318150000,Texas,Crosby,33.43033,-101.429639,2016,40008,4109
42107321210000,Texas,Crosby,33.431461,-101.429856,2017,34737,4141
42107316670000,Texas,Crosby,33.426639,-101.430675,2016,61017.80488,4105
42107320950000,Texas,Crosby,33.429372,-101.43095,2016,38423.27273,4106
42107321240000,Texas,Crosby,33.43245,-101.431472,2017,39000.92135,4105
42107321250000,Texas,Crosby,33.425247,-101.431528,2017,32397.2716,4109
42107320910000,Texas,Crosby,33.423447,-101.431539,2016,33248,4107
42107321160000,Texas,Crosby,33.427544,-101.431719,2017,20636.14286,4113
42107321120000,Texas,Crosby,33.431327,-101.431895,2016,43017.65882,4111
42107317270000,Texas,Crosby,33.4513919,-101.4321655,2013,29286,4100
42107316550000,Texas,Crosby,33.428544,-101.432303,2017,37526.18919,4106
42107318160000,Texas,Crosby,33.432094,-101.432578,2015,48867,4109
42107316570000,Texas,Crosby,33.424475,-101.432619,2017,43029.90361,4102
42107320400000,Texas,Crosby,33.430433,-101.432634,2016,34850.12658,4142
42107318760000,Texas,Crosby,33.42912,-101.43268,2014,61110,4908
42107320420000,Texas,Crosby,33.426544,-101.432714,2016,49337.84615,4135
42107321260000,Texas,Crosby,33.427547,-101.433556,2017,37810.7191,4130
42107320960000,Texas,Crosby,33.431217,-101.433589,2016,32962.57143,4113
42107321130000,Texas,Crosby,33.432453,-101.433683,2017,53663,4120
42107321170000,Texas,Crosby,33.423506,-101.433703,2017,35650,4145
42107320970000,Texas,Crosby,33.428781,-101.433722,2016,34275.4965,4129
42107321550000,Texas,Crosby,33.458776,-101.434592,2018,35995,4212
42107316660000,Texas,Crosby,33.42651,-101.43478,2013,34818,4101
42107318170000,Texas,Crosby,33.430325,-101.434783,2018,44645.88,4113
42107321150000,Texas,Crosby,33.429264,-101.436017,2017,36372.33684,4112
42107320930000,Texas,Crosby,33.431218,-101.436051,2016,23572.28235,4109
42107317000000,Texas,Crosby,33.41649,-101.43653,2013,44562,4107
42107319910000,Texas,Crosby,33.432456,-101.436717,2016,35941.71429,4140
42107318250000,Texas,Crosby,33.44959,-101.43699,2014,25888,4080
42107316560000,Texas,Crosby,33.424997,-101.4371,2015,44770.09375,4106
42107321480000,Texas,Crosby,33.45161,-101.43717,2018,26777,4125
42107316680000,Texas,Crosby,33.42854,-101.43729,2013,42714,4107
42107320410000,Texas,Crosby,33.426672,-101.437529,2016,43165.81967,4104
42107318200000,Texas,Crosby,33.4197527,-101.4376584,2014,43974,4110
42107320390000,Texas,Crosby,33.430328,-101.437917,2016,34860,4144
42107321140000,Texas,Crosby,33.429377,-101.438732,2017,26991,4120
42107318190000,Texas,Crosby,33.426572,-101.439131,2015,43352.87324,4110
42107318180000,Texas,Crosby,33.430344,-101.43972,2015,50481,4108
42107319030000,Texas,Crosby,33.44959,-101.44131,2014,22017,4100
42107320380000,Texas,Crosby,33.430428,-101.441653,2016,46788,4138
42107321450000,Texas,Crosby,33.45441,-101.44168,2018,27835,4057
42107321220000,Texas,Crosby,33.45194,-101.44202,2017,25408,4100
42107304590000,Texas,Crosby,33.4496959,-101.4432723,2013,25149,4000
42107321770000,Texas,Crosby,33.45017,-101.44382,2019,37384,4121
42107319760000,Texas,Crosby,33.478114,-101.458456,2015,55104,4271
42107320620000,Texas,Crosby,33.436003,-101.459078,2016,9561,4500
42107318730000,Texas,Crosby,33.5022,-101.4592,2014,49518,4605
42107318790000,Texas,Crosby,33.4986,-101.4596,2014,49140,4520
42107320120000,Texas,Crosby,33.492036,-101.459603,2016,452663,4445
42107319720000,Texas,Crosby,33.499971,-101.460554,2014,59220,5025
42107318710000,Texas,Crosby,33.5004,-101.4615,2014,49308,4395
42107318720000,Texas,Crosby,33.50406,-101.46156,2014,50820,4390
42107321060000,Texas,Crosby,33.477183,-101.462558,2016,46184,4362
42107318670000,Texas,Crosby,33.50228,-101.46396,2014,51030,4400
42107318690000,Texas,Crosby,33.49868,-101.46397,2014,53886,4395
42107320140000,Texas,Crosby,33.481265,-101.464099,2016,50274,4437
42107320130000,Texas,Crosby,33.483995,-101.464424,2016,53214,4370
42107320190000,Texas,Crosby,33.479711,-101.464906,2016,44817,4444
42107319670000,Texas,Crosby,33.502283,-101.466108,2015,50022,4482
42107318680000,Texas,Crosby,33.50046,-101.46612,2014,43764,4350
42107318660000,Texas,Crosby,33.50409,-101.46613,2014,51870,4440
42107318000000,Texas,Crosby,33.49868,-101.46756,2014,92862,4447
42107315300000,Texas,Crosby,33.513036,-101.468264,2015,28550,4484
42107319630000,Texas,Crosby,33.504097,-101.468272,2016,37002,4441
42107317950000,Texas,Crosby,33.50228,-101.46829,2014,56028,4650
42107319170000,Texas,Crosby,33.480539,-101.468297,2015,49854,4272
42107318540000,Texas,Crosby,33.495,-101.46832,2014,67032,4435
42107318530000,Texas,Crosby,33.491165,-101.468431,2015,105378,4265
42107319150000,Texas,Crosby,33.484411,-101.468608,2014,43932,4138
42107321440000,Texas,Crosby,33.482214,-101.468722,2017,49116,4435
42107319290000,Texas,Crosby,33.478731,-101.46982,2015,49980,4267
42107319160000,Texas,Crosby,33.482747,-101.470333,2015,56448,4235
42107319660000,Texas,Crosby,33.502283,-101.47045,2016,52164,4436
42107319710000,Texas,Crosby,33.498683,-101.470456,2016,42798,4163
42107318020000,Texas,Crosby,33.50411,-101.47047,2014,59682,4650
42107318520000,Texas,Crosby,33.489417,-101.470474,2015,107352,4260
42107317960000,Texas,Crosby,33.50047,-101.47048,2014,63000,4450
42107317990000,Texas,Crosby,33.49684,-101.47053,2014,54852,4445
42107318850000,Texas,Crosby,33.486623,-101.470746,2015,58758,4278
42107317980000,Texas,Crosby,33.49289,-101.47078,2014,45528,4448
42107316510000,Texas,Crosby,33.4985021,-101.4725633,2013,23772,4433
42107317970000,Texas,Crosby,33.4882,-101.4726112,2014,46872,4450
42107318550000,Texas,Crosby,33.480539,-101.472622,2015,55398,4250
42107318560000,Texas,Crosby,33.484122,-101.472625,2015,55356,4280
42107316450000,Texas,Crosby,33.4950139,-101.472625,2013,45582,4550
42107316460000,Texas,Crosby,33.50227,-101.47265,2013,94878,4809
42107318050000,Texas,Crosby,33.47895,-101.4744778,2014,46536,4446
42107316530000,Texas,Crosby,33.50045,-101.47475,2013,70056,4445
42107319650000,Texas,Crosby,33.502283,-101.474781,2016,36768,4446
42107319700000,Texas,Crosby,33.498683,-101.474783,2016,33072,4443
42107317930000,Texas,Crosby,33.4823555,-101.4747862,2014,59304,4448
42107316490000,Texas,Crosby,33.4968277,-101.4747862,2013,90468,4545
42107316500000,Texas,Crosby,33.4931,-101.47479,2013,76776,4550
42107316540000,Texas,Crosby,33.50409,-101.47481,2013,27216,4440
42107317940000,Texas,Crosby,33.48957,-101.47482,2014,38682,4440
42107318750000,Texas,Crosby,33.4950722,-101.4751417,2014,77028,4945
42107316520000,Texas,Crosby,33.49878,-101.47691,2013,45258,4550
42107316430000,Texas,Crosby,33.49531,-101.47693,2013,80682,4510
42107318030000,Texas,Crosby,33.4805416,-101.47695,2014,77658,4445
42107315330000,Texas,Crosby,33.520424,-101.47695,2012,86405,4478
42107318010000,Texas,Crosby,33.48385,-101.4769528,2014,59178,4486
42107316440000,Texas,Crosby,33.50228,-101.47698,2013,99204,4553
42107316890000,Texas,Crosby,33.48717,-101.47737,2013,76272,4457
42107318770000,Texas,Crosby,33.489,-101.478,2014,49686,4400
42107321050000,Texas,Crosby,33.503189,-101.478025,2016,49372,4400
42107320530000,Texas,Crosby,33.501369,-101.478028,2016,40782,4160
42107319300000,Texas,Crosby,33.477822,-101.478358,2015,44310,4265
42107318270000,Texas,Crosby,33.4882389,-101.4795334,2014,24572,4400
42107315780000,Texas,Crosby,33.48028,-101.4798663,2014,25644,4400
42107316760000,Texas,Crosby,33.480415,-101.479887,2014,24782,4400
42107316030000,Texas,Crosby,33.490916,-101.480212,2012,40095,4373
42107319380000,Texas,Crosby,33.485439,-101.480236,2014,10339,4500
42107316050000,Texas,Crosby,33.4859472,-101.4812862,2014,26274,5000
42107315850000,Texas,Crosby,33.4841333,-101.481825,2014,24763,5000
42107315870000,Texas,Crosby,33.487758,-101.481829,2012,40040,4378
42107316330000,Texas,Crosby,33.480544,-101.481904,2013,37235,4310
42107319400000,Texas,Crosby,33.481469,-101.482208,2015,13331,4500
42107319410000,Texas,Crosby,33.479717,-101.4823,2015,14066,4500
42107319390000,Texas,Crosby,33.483242,-101.482447,2014,13833,4500
42107319370000,Texas,Crosby,33.486786,-101.482483,2014,11599,4500
42107320980000,Texas,Crosby,33.474361,-101.482922,2016,36345,4405
42107315940000,Texas,Crosby,33.482361,-101.483447,2013,42295,4346
42107316740000,Texas,Crosby,33.4841611,-101.4834667,2014,24048,4400
42107317580000,Texas,Crosby,33.487775,-101.4834695,2014,25686,4400
42107319360000,Texas,Crosby,33.488481,-101.485042,2014,11800,4500
42107318380000,Texas,Crosby,33.4713361,-101.4850917,2014,24846,4400
42107317610000,Texas,Crosby,33.4730097,-101.4851013,2013,25730,4400
42107317690000,Texas,Crosby,33.4696826,-101.4852121,2013,26748,4400
42107317590000,Texas,Crosby,33.4767588,-101.4855777,2013,26150,4400
42107316020000,Texas,Crosby,33.4891427,-101.4855881,2013,25183,5000
42107316010000,Texas,Crosby,33.48561,-101.48561,2012,36575,4346
42107316160000,Texas,Crosby,33.4823555,-101.4856112,2014,26603,5000
42107315820000,Texas,Crosby,33.487749,-101.485618,2012,37675,4383
42107315980000,Texas,Crosby,33.490484,-101.485619,2012,37070,4430
42107317780000,Texas,Crosby,33.4622645,-101.4861476,2013,24847,4400
42107318400000,Texas,Crosby,33.464077,-101.48615,2014,29462,4400
42107317840000,Texas,Crosby,33.4750998,-101.486181,2013,25771,4400
