State,County,Year,Precipitation_mm,Temperature_C
New Mexico,Chaves,1984,462.998283,14.15494687
New Mexico,Otero,2013,379.3156244,14.15586037
Texas,Hale,2014,556.8231365,14.15881475
New Mexico,Grant,2012,213.6559902,14.16000068
Texas,Armstrong,1985,687.0961405,14.16023805
Texas,Hemphill,2003,498.6190398,14.16897795
Texas,Hockley,1983,388.527729,14.17128973
Texas,Parmer,1999,574.1605044,14.17140836
Texas,Swisher,2019,532.4730741,14.17275904
New Mexico,Curry,2019,571.3647451,14.17310173
New Mexico,Quay,1986,557.7340009,14.17362018
Texas,Hutchinson,1982,544.5118845,14.1754929
New Mexico,Curry,2010,502.8645352,14.17570812
Texas,Hemphill,1985,681.8548408,14.17940218
Texas,Sherman,2015,922.1659648,14.18047894
Texas,Randall,1996,439.2052394,14.18122517
New Mexico,Quay,2005,502.6186029,14.18193339
Texas,Gray,2010,650.9453247,14.18257925
Texas,Oldham,1986,497.5077204,14.18344367
New Mexico,Sierra,1998,283.6741199,14.18435714
Texas,Potter,2009,418.3084323,14.18436705
Texas,Hutchinson,1992,577.22892,14.1862038
New Mexico,De Baca,2007,286.3985941,14.1863921
New Mexico,Otero,2004,471.5549883,14.18703339
Texas,Hutchinson,1985,587.8586593,14.1875241
Texas,Potter,2013,329.9227796,14.18898543
Texas,Roberts,2008,647.7384782,14.18932537
Texas,Armstrong,1989,525.6260339,14.18979206
Texas,Cochran,1982,380.0636899,14.19155522
Texas,Hale,1993,365.7117241,14.19484678
New Mexico,Sierra,2010,323.96015,14.19577969
Texas,Parmer,1994,398.7227786,14.1960699
Texas,Potter,2019,684.9532988,14.19629073
Texas,Armstrong,2002,682.0255724,14.20053304
Texas,Hartley,1981,485.3825664,14.20340793
Texas,Deaf Smith,2003,418.69454,14.20808293
Texas,Lamb,1991,521.0584268,14.20866035
Texas,Floyd,1983,449.4040081,14.20926693
Texas,Wheeler,1989,634.2582163,14.21085904
Texas,Armstrong,1992,578.1398258,14.21510859
Texas,Sherman,2017,688.8523741,14.21594271
New Mexico,Roosevelt,2014,450.8764582,14.21667102
Texas,Carson,2003,399.0103912,14.21712973
Texas,Deaf Smith,2000,392.109759,14.21811323
Texas,Castro,2003,380.1578641,14.22556992
New Mexico,Otero,2008,429.9617462,14.22614624
Texas,Moore,2018,420.3694464,14.22856712
New Mexico,Roosevelt,2008,408.4822372,14.22888989
Texas,Floyd,1997,751.4243029,14.23019547
Texas,Randall,2015,845.4638497,14.23440885
Texas,Oldham,2001,387.5041062,14.23626825
Texas,Hartley,2016,433.3234818,14.23782421
Texas,Roberts,2019,717.4021908,14.23907861
Texas,Hemphill,2019,701.6332213,14.23995525
Texas,Potter,2008,452.1350592,14.24043578
Texas,Castro,2000,380.9039879,14.2414853
Texas,Hemphill,1992,531.1299878,14.24157648
Texas,Lamb,2008,437.7180341,14.24197986
Texas,Swisher,1995,517.7719254,14.24220068
Texas,Hansford,2015,878.5233322,14.24231731
Texas,Oldham,1994,398.395566,14.24264541
Texas,Hale,1984,437.6866359,14.24442377
New Mexico,Roosevelt,1989,329.2041289,14.24474306
Texas,Hale,2007,595.6518486,14.24560963
Texas,Bailey,2002,548.7283836,14.24598553
Texas,Hutchinson,2007,562.0010657,14.24731316
Texas,Swisher,1990,388.7317772,14.25035898
Texas,Wheeler,2013,587.9399244,14.25077566
New Mexico,De Baca,1990,336.520579,14.26042352
Texas,Cochran,1985,610.3491117,14.26163705
Texas,Armstrong,2014,454.6793885,14.26551867
Texas,Carson,1994,453.7873604,14.26705716
Texas,Castro,2001,438.4065054,14.26850069
Texas,Roberts,2010,659.1301285,14.27188382
New Mexico,Quay,2002,368.3730661,14.27188931
Texas,Hemphill,1984,445.7726431,14.27298555
Texas,Bailey,2018,471.3210225,14.27459156
Texas,Potter,2005,515.2600494,14.27733659
Texas,Carson,1999,609.3743641,14.27893614
Texas,Wheeler,2002,701.632016,14.28033402
New Mexico,De Baca,2008,319.760601,14.28136067
New Mexico,De Baca,1986,550.3055716,14.28176641
New Mexico,Valencia,2017,286.0270871,14.28227587
New Mexico,Hidalgo,1987,353.3906507,14.28648097
New Mexico,Curry,2018,463.5311976,14.2883943
Texas,Armstrong,1982,496.9869016,14.28942509
Texas,Carson,2019,765.8141155,14.28956512
Texas,Deaf Smith,2011,246.7722581,14.29497038
Texas,Oldham,2018,467.4405531,14.29994366
New Mexico,Roosevelt,2004,757.9027492,14.30214195
Texas,Hemphill,2000,729.9869121,14.30525067
Texas,Hutchinson,2002,643.598644,14.3053288
Texas,Swisher,2015,902.4899419,14.30934235
Texas,Hansford,2003,468.6245206,14.30953403
New Mexico,Grant,2018,427.4782354,14.31337616
Texas,Gray,1991,604.8047886,14.31355781
New Mexico,Quay,2010,468.7181476,14.31538583
Texas,Lamb,2009,456.006251,14.318584
Texas,Cochran,2007,606.2617143,14.31941891
Texas,Cochran,2014,502.7704604,14.32110069
Texas,Randall,1999,594.1668996,14.32115714
Texas,Lipscomb,1998,574.6414593,14.32295452
Texas,Armstrong,2013,508.4677877,14.32380644
Texas,Oldham,2015,943.8389914,14.32676384
Texas,Lamb,2004,944.2601649,14.32804233
Texas,Potter,1990,449.3227155,14.3283595
Texas,Cochran,1993,330.5056799,14.32861888
New Mexico,Chaves,1988,349.5843779,14.3291574
Texas,Carson,2000,530.884568,14.32995227
Texas,Roberts,1994,472.1645599,14.33050717
Texas,Dallam,2012,296.1743057,14.33294918
Texas,Hutchinson,1995,517.7031577,14.33509441
New Mexico,Curry,2002,390.1390274,14.33531985
New Mexico,Hidalgo,1991,476.5364284,14.33614439
New Mexico,Curry,2005,472.9960313,14.33799536
New Mexico,Quay,2019,423.3917162,14.33990092
Texas,Armstrong,1995,564.9643592,14.34088557
Texas,Moore,2015,816.0924384,14.34139926
Texas,Lipscomb,2018,716.9367033,14.34370067
Texas,Hale,2013,383.9482498,14.34393014
Texas,Swisher,2005,531.071991,14.34566736
Texas,Cochran,2013,360.0566087,14.34823705
Texas,Bailey,2005,500.9006669,14.34831885
Texas,Gray,2008,554.4649203,14.34859353
Texas,Deaf Smith,1981,556.4905543,14.34892273
Texas,Donley,1993,484.19238,14.35229936
Texas,Castro,1981,584.8000883,14.35259297
New Mexico,Sierra,2001,262.2735605,14.35499908
Texas,Hockley,1987,540.69486,14.35553193
New Mexico,De Baca,1989,244.3986544,14.35583497
Texas,Deaf Smith,2006,530.9496928,14.35614787
New Mexico,Chaves,1982,342.1267491,14.35631998
New Mexico,Sierra,1999,338.8930791,14.36020712
Texas,Gray,2019,713.9977844,14.36272214
Texas,Lamb,2010,522.7259206,14.36396597
New Mexico,Roosevelt,1990,325.0000823,14.36418629
Texas,Oldham,2003,357.4689699,14.36505769
Texas,Wheeler,2014,503.4569489,14.36542567
Texas,Armstrong,1991,572.8735305,14.36631721
Texas,Carson,1990,460.0661195,14.36806524
New Mexico,De Baca,2013,351.8594447,14.36866065
New Mexico,Chaves,1983,280.4269526,14.370389
Texas,Briscoe,1997,807.3001019,14.37163145
Texas,Wheeler,2007,795.7543793,14.37308403
New Mexico,Grant,2003,254.5605618,14.37374091
Texas,Donley,1983,402.895493,14.37733832
Texas,Roberts,1991,553.4543061,14.37763707
Texas,Deaf Smith,2017,705.9446139,14.37845519
Texas,Hutchinson,2013,446.0128407,14.3802507
Texas,Parmer,1981,558.5282278,14.38096993
Texas,Roberts,2003,481.7353795,14.38248122
New Mexico,Roosevelt,1986,555.1932359,14.38318076
Texas,Potter,2010,534.7913844,14.38368007
Texas,Hale,1982,424.8848083,14.38418018
Texas,Donley,1997,874.9193654,14.38527337
Texas,Hemphill,1994,425.8037022,14.38581881
New Mexico,Quay,1996,411.2559831,14.38759234
Texas,Floyd,1993,359.9864385,14.38859157
Texas,Randall,1994,439.5357822,14.38929999
Texas,Ochiltree,1998,597.0536818,14.39222377
Texas,Hutchinson,2014,373.3674636,14.3939147
Texas,Lipscomb,2001,434.5162675,14.39403916
Texas,Hockley,1984,471.4936073,14.39467256
New Mexico,De Baca,2014,395.5335073,14.39553494
Texas,Hansford,2011,219.2291946,14.39561737
Texas,Randall,1986,644.5046025,14.39620475
Texas,Armstrong,2009,491.7943302,14.39669134
Texas,Swisher,1996,388.9152435,14.39729237
Texas,Randall,2003,387.0476786,14.39855849
New Mexico,Guadalupe,2017,571.0494369,14.40039033
Texas,Ochiltree,2018,653.8781715,14.40100068
Texas,Roberts,2004,704.5538976,14.40266952
Texas,Parmer,2001,409.2725192,14.40395454
Texas,Hutchinson,1996,582.3550949,14.40491472
Texas,Roberts,2005,528.2092065,14.40802019
Texas,Bailey,1995,320.187577,14.40969765
Texas,Armstrong,1996,467.4436048,14.40969855
Texas,Castro,2011,198.4794786,14.41002377
New Mexico,Quay,2015,726.5688365,14.41060628
Texas,Parmer,2003,344.2258395,14.41189299
New Mexico,Chaves,1992,355.2718986,14.41235154
New Mexico,Otero,1981,385.3045679,14.41460618
Texas,Moore,2003,343.0827434,14.41868597
Texas,Parmer,2016,491.7158468,14.42115451
Texas,Cochran,2008,454.8263295,14.42132796
New Mexico,Otero,2010,416.2478253,14.42414097
Texas,Hale,1989,477.5053952,14.42471221
Texas,Moore,2001,397.2327183,14.42756016
Texas,Hansford,2000,552.4386622,14.42935069
New Mexico,Otero,1998,359.1269259,14.42967474
Texas,Lamb,2015,722.813165,14.43425763
Texas,Ochiltree,2001,383.9519733,14.43615455
Texas,Lamb,2019,529.6364276,14.43690348
Texas,Moore,1999,462.442456,14.43755314
Texas,Lamb,1990,339.1932735,14.44162568
Texas,Ochiltree,2011,277.0283452,14.44186991
Texas,Wheeler,1982,597.3844289,14.44434231
Texas,Carson,2001,450.8016569,14.44921036
Texas,Gray,2005,510.2656823,14.45047212
New Mexico,Quay,1999,473.6924737,14.4529914
Texas,Oldham,2000,414.2959446,14.45361912
Texas,Roberts,2000,657.7796425,14.45378639
Texas,Hemphill,2004,691.1009808,14.45610679
Texas,Deaf Smith,1998,397.1186459,14.45723446
New Mexico,Sierra,2009,281.3564164,14.45866037
Texas,Cochran,1989,382.3767173,14.46327346
Texas,Lamb,1986,665.2156927,14.46680628
Texas,Briscoe,1983,461.998453,14.46975452
Texas,Gray,2004,690.3752271,14.47352215
Texas,Hockley,1997,529.1517687,14.47376633
Texas,Oldham,2011,282.2480877,14.47684719
Texas,Hale,1985,718.0781121,14.47885329
New Mexico,Curry,1999,487.2927318,14.47891555
New Mexico,Roosevelt,2015,713.9372359,14.48009763
Texas,Hemphill,2010,607.6402727,14.48087189
New Mexico,Curry,1981,593.3206797,14.48202728
Texas,Potter,1999,590.4402722,14.48426023
Texas,Armstrong,2004,810.0837363,14.48654025
New Mexico,De Baca,2009,297.6673025,14.48723499
Texas,Castro,2017,752.7079961,14.48768532
Texas,Cochran,1992,544.1049169,14.48882794
Texas,Roberts,1990,465.5519835,14.49160456
New Mexico,Sierra,2019,308.3348657,14.49272489
Texas,Potter,1994,413.5457528,14.49280988
New Mexico,Quay,1995,316.9019456,14.49657144
Texas,Parmer,2011,181.82907,14.49703914
Texas,Gray,2003,439.6243925,14.49940782
Texas,Parmer,2017,724.7723177,14.5011469
Texas,Hale,2008,476.9702986,14.50178917
Texas,Wheeler,2009,610.9636058,14.50198404
Texas,Floyd,1987,550.2648454,14.50423444
Texas,Parmer,2000,399.9789408,14.50464685
New Mexico,Roosevelt,2009,384.3489953,14.50698126
Texas,Sherman,1981,436.2129775,14.50712391
Texas,Deaf Smith,2016,445.6389085,14.50924743
Texas,Armstrong,2010,690.966558,14.50945391
Texas,Castro,2006,551.0599731,14.51228533
Texas,Swisher,1994,426.9970853,14.51361732
New Mexico,Roosevelt,2010,478.3264903,14.51518351
New Mexico,Chaves,1991,525.4443227,14.51614689
Texas,Hockley,1988,471.128773,14.51641475
Texas,Wheeler,1988,582.8279612,14.51686737
Texas,Hale,2009,430.0188157,14.51794937
Texas,Ochiltree,2015,933.3455421,14.51836218
Texas,Oldham,1998,396.3593212,14.52075507
New Mexico,Sierra,1981,293.4563431,14.5258765
Texas,Parmer,2006,448.211123,14.52633913
New Mexico,Curry,1995,366.8912889,14.52656451
Texas,Moore,1986,487.2011768,14.52745522
New Mexico,Chaves,1985,389.9696154,14.52823461
Texas,Wheeler,1985,686.3096649,14.528409
New Mexico,Sierra,1995,211.0655696,14.52928938
Texas,Swisher,1986,744.1053034,14.52950068
Texas,Hale,1992,574.1620448,14.53057122
New Mexico,Otero,2007,403.2866938,14.53089626
Texas,Lipscomb,2015,862.4911457,14.5316699
Texas,Cochran,1991,515.4218989,14.5323007
New Mexico,De Baca,1999,434.3897289,14.53263783
New Mexico,Sierra,2011,248.947423,14.53461356
New Mexico,Otero,1989,289.0332243,14.53581715
New Mexico,Hidalgo,1992,398.292826,14.53626054
Texas,Lamb,2002,440.6451255,14.53664654
Texas,Yoakum,1987,500.4659418,14.53785526
Texas,Wheeler,1995,771.782046,14.5391257
New Mexico,Sierra,2007,310.63251,14.54406844
Texas,Gray,1994,479.5644509,14.54560784
Texas,Armstrong,2008,466.4323114,14.54656184
New Mexico,Quay,2001,327.122203,14.54690092
New Mexico,Sierra,1994,310.8510423,14.55102811
Texas,Floyd,2014,575.3580792,14.55443575
New Mexico,De Baca,2010,402.3806646,14.55446926
Texas,Hemphill,2005,589.9416865,14.55570527
Texas,Hutchinson,2009,460.0462101,14.55619602
Texas,Randall,2018,408.7874054,14.55620475
Texas,Hale,2010,630.4840495,14.56066093
Texas,Hansford,2001,414.1250707,14.56262566
Texas,Castro,2016,440.4615497,14.5651007
Texas,Potter,2003,362.5571459,14.56514574
Texas,Wheeler,1987,595.918542,14.56627568
Texas,Gray,2000,704.763058,14.56684354
Texas,Hansford,1999,547.2287175,14.5671757
Texas,Wheeler,1996,585.129626,14.56742571
Texas,Hutchinson,1991,565.4556985,14.56764131
Texas,Sherman,2016,515.2306629,14.57166733
New Mexico,Guadalupe,2012,192.2786598,14.5722552
Texas,Swisher,2018,443.4316277,14.57376736
Texas,Floyd,1988,506.5960955,14.57668252
Texas,Lubbock,1983,433.3185532,14.57721383
Texas,Oldham,2006,485.4170396,14.5791805
Texas,Moore,2011,204.7773246,14.58196571
New Mexico,Sierra,1989,235.0123948,14.5831023
Texas,Floyd,2007,734.809126,14.5837215
Texas,Cochran,2010,468.510594,14.58520069
New Mexico,De Baca,2002,388.3041493,14.58677785
Texas,Randall,2001,418.7214351,14.58819118
Texas,Bailey,1996,363.8460779,14.58879616
Texas,Carson,2018,441.3233426,14.59123452
Texas,Floyd,1984,427.8474872,14.5933903
New Mexico,Curry,2001,340.9340682,14.59486771
Texas,Lipscomb,2011,302.3395826,14.59495456
Texas,Moore,2017,688.4283336,14.59602169
Texas,Gray,1990,504.7598443,14.59694354
Texas,Yoakum,1988,489.6816781,14.59810065
Texas,Swisher,1999,562.3692764,14.60400072
New Mexico,Curry,2016,390.1537004,14.60979326
New Mexico,De Baca,2015,614.2746021,14.61119211
Texas,Randall,2006,557.3657013,14.61138169
Texas,Hutchinson,2004,792.5036716,14.61296162
Texas,Carson,2015,994.7294184,14.61675874
New Mexico,Curry,1996,381.044443,14.62218156
New Mexico,Chaves,1993,316.4142488,14.62255509
Texas,Yoakum,1984,540.1258781,14.62542797
New Mexico,Otero,1999,337.409977,14.62694691
Texas,Wheeler,2019,754.0294881,14.62895073
Texas,Bailey,1994,334.02625,14.63088701
New Mexico,Sierra,2002,257.0924024,14.63192167
Texas,Armstrong,2019,683.9969597,14.63484959
Texas,Hale,1991,568.0519734,14.63807121
Texas,Hockley,1982,417.9795661,14.64039916
Texas,Moore,1998,445.4143504,14.64182588
Texas,Moore,2000,430.8946079,14.64217547
Texas,Hansford,2017,672.576475,14.64412566
Texas,Randall,2000,367.3529144,14.64598714
Texas,Hansford,2006,565.3242116,14.64765902
Texas,Potter,2015,883.0397893,14.64945877
Texas,Castro,1998,391.2199566,14.65042381
New Mexico,Curry,1994,355.7282939,14.65476664
Texas,Lamb,1995,346.0817454,14.65519516
New Mexico,Sierra,2006,414.4291049,14.65555554
New Mexico,Quay,2018,475.3807895,14.65642296
Texas,Floyd,1985,753.3914046,14.6578773
New Mexico,Grant,2017,363.1486988,14.65841706
New Mexico,Otero,1995,308.9029978,14.65891105
Texas,Potter,1986,571.5653027,14.65932895
Texas,Hutchinson,2019,657.4977098,14.65992259
Texas,Bailey,1999,517.1058865,14.66187946
Texas,Hale,2004,884.5253988,14.663943
Texas,Hemphill,1991,597.7537786,14.66737952
New Mexico,Roosevelt,2005,437.7880204,14.67109488
Texas,Cochran,1990,335.076072,14.67159165
Texas,Cochran,2015,689.4321777,14.67798257
Texas,Armstrong,2005,527.0468592,14.68052589
Texas,Hartley,2012,316.7593635,14.68059346
Texas,Moore,2006,475.5953015,14.68095171
New Mexico,Sierra,2005,293.0992266,14.68226197
New Mexico,Quay,1994,383.2972733,14.68389859
New Mexico,Otero,2001,269.2927318,14.68819481
New Mexico,Quay,1998,386.807267,14.68968284
New Mexico,Hidalgo,1983,475.0652963,14.68976841
Texas,Cochran,2004,882.1708785,14.69240978
Texas,Parmer,1998,366.153171,14.69490838
Texas,Briscoe,1993,396.3682042,14.69762385
New Mexico,Otero,2009,332.3950001,14.69860831
Texas,Bailey,2016,557.2564265,14.69869012
Texas,Swisher,2003,321.5958071,14.69892571
Texas,Lamb,2005,458.968348,14.70001459
Texas,Potter,2018,413.8923251,14.70019153
New Mexico,Roosevelt,2002,495.4357006,14.70163226
Texas,Gray,2015,1047.947816,14.7019221
Texas,Bailey,1981,532.1171711,14.70221279
New Mexico,De Baca,2005,396.0177413,14.70594072
Texas,Hockley,2014,535.6897526,14.7074382
New Mexico,Hidalgo,1988,411.8076987,14.70828807
Texas,Ochiltree,1981,493.3447235,14.70861608
Texas,Yoakum,1983,326.1213986,14.7101553
Texas,Bailey,2003,355.7699106,14.71310677
New Mexico,Curry,2006,393.6297094,14.71480389
Texas,Carson,1998,441.2445452,14.71516202
Texas,Hockley,2007,609.9673471,14.71724287
Texas,Carson,1986,620.1493442,14.71760557
Texas,Hale,2002,460.0174576,14.71935967
New Mexico,De Baca,2001,237.5404453,14.721355
Texas,Roberts,2018,605.1350494,14.7215916
Texas,Oldham,2017,701.1093113,14.72173314
Texas,Hutchinson,2008,538.6216819,14.72218819
Texas,Cochran,2009,434.4481745,14.72366433
New Mexico,Sierra,2015,356.2571828,14.72379268
Texas,Lamb,2018,425.6016583,14.72477155
Texas,Gray,2018,510.5176847,14.72732926
New Mexico,De Baca,1981,358.7913536,14.73012927
Texas,Hansford,1998,582.1994705,14.73129238
Texas,Hemphill,2018,615.1660498,14.7313492
Texas,Armstrong,1990,427.5621349,14.73226688
Texas,Bailey,2001,364.1159492,14.73427343
New Mexico,Roosevelt,2019,447.1931906,14.73635247
Texas,Swisher,2000,462.3819552,14.73645074
Texas,Ochiltree,2006,586.4122685,14.73666223
Texas,Potter,2001,408.3253255,14.73685567
Texas,Hutchinson,1990,440.1851065,14.74258666
Texas,Oldham,1981,552.0112437,14.7443691
Texas,Randall,2011,212.1639289,14.74834768
Texas,Donley,1989,581.112789,14.75005259
Texas,Cochran,1986,643.5307562,14.75090069
Texas,Hockley,1985,607.0608664,14.75114913
Texas,Roberts,2015,987.9405672,14.75192925
New Mexico,Otero,2019,346.6806484,14.75200704
Texas,Floyd,1982,491.8620821,14.75346823
Texas,Floyd,1989,535.0995091,14.75564354
Texas,Donley,1985,721.7711832,14.76004614
Texas,Donley,2002,697.5393815,14.76005918
Texas,Roberts,1999,562.0670584,14.76134485
Texas,Wheeler,1992,561.291894,14.76220905
Texas,Lubbock,1997,583.1343219,14.76313183
Texas,Hale,2015,829.4206625,14.76325711
Texas,Donley,2013,485.3372379,14.76381238
Texas,Hutchinson,2010,626.5817583,14.76393043
Texas,Hutchinson,1994,440.3589032,14.76414135
Texas,Potter,2000,448.5758919,14.76521446
Texas,Jeff Davis,1987,473.769081,14.7663476
New Mexico,Quay,2011,242.3519403,14.76702161
Texas,Armstrong,1994,437.1322597,14.76842513
Texas,Lipscomb,1986,615.4378627,14.77334682
Texas,Donley,2014,428.2529883,14.77385787
New Mexico,Quay,2006,430.7035106,14.77599144
Texas,Crosby,1983,491.8197287,14.77740981
New Mexico,Otero,2014,423.7694151,14.77776654
New Mexico,Otero,1996,345.969222,14.77826227
New Mexico,De Baca,1996,296.5053857,14.78021784
New Mexico,Chaves,1986,548.8806344,14.78561941
New Mexico,De Baca,1998,326.2023179,14.78599212
Texas,Hemphill,1999,590.2611204,14.78640978
New Mexico,Chaves,2007,436.3726547,14.78757145
Texas,Ochiltree,1986,518.0909248,14.78967763
New Mexico,Curry,2003,390.3246843,14.79075603
New Mexico,Curry,2011,211.5774839,14.79075604
Texas,Hale,2019,503.1607236,14.79630841
Texas,Floyd,2013,388.634727,14.79702016
Texas,Lamb,1996,373.9079764,14.79830627
Texas,Briscoe,1987,562.2991657,14.79876993
Texas,Roberts,2001,497.2137439,14.7988903
Texas,Hutchinson,2005,491.2420382,14.80138353
Texas,Yoakum,1997,455.6343312,14.80155524
New Mexico,Chaves,2004,573.1464523,14.80189543
Texas,Donley,1982,566.7940704,14.80250068
Texas,Hemphill,1990,523.9959354,14.80419769
New Mexico,De Baca,1994,282.6435188,14.80425497
New Mexico,Sierra,2000,325.782641,14.80934585
New Mexico,Otero,2002,329.6872616,14.81463678
New Mexico,De Baca,2019,314.1814494,14.814915
New Mexico,De Baca,1995,225.6334936,14.81850641
Texas,Donley,1987,614.1644444,14.81908514
Texas,Donley,2007,642.129046,14.81976045
Texas,Hockley,2013,349.6737592,14.82352415
New Mexico,Hidalgo,1984,399.4376826,14.82467195
Texas,Yoakum,1993,303.5457969,14.8257825
Texas,Gray,1999,604.1106079,14.82585788
Texas,Wheeler,1984,424.7059372,14.82692577
Texas,Lipscomb,1981,502.0623859,14.82874686
Texas,Hemphill,2001,551.5891943,14.82890978
New Mexico,Quay,2003,362.5146211,14.83076406
New Mexico,Sierra,1996,326.5127198,14.83167651
Texas,Bailey,2006,445.0913234,14.83397042
Texas,Wheeler,2010,730.2174266,14.83440077
New Mexico,Roosevelt,1995,305.4978871,14.83797577
Texas,Bailey,2017,615.5755472,14.84112951
New Mexico,Curry,2017,583.8239061,14.8422454
New Mexico,Hidalgo,1985,447.9755089,14.84239638
Texas,Wheeler,2008,658.3443893,14.84397571
Texas,Armstrong,2003,379.8277019,14.8458928
Texas,Swisher,2001,435.0823041,14.84597575
Texas,Cochran,2019,466.6045233,14.84696439
New Mexico,Quay,1981,497.4914555,14.85149952
Texas,Wheeler,2003,476.1842715,14.85279237
Texas,Hockley,1993,361.1296794,14.85653195
Texas,Bailey,2011,165.7868788,14.86121278
Texas,Armstrong,2015,995.7378202,14.86510146
New Mexico,Roosevelt,2018,406.4724514,14.86511707
Texas,Randall,1981,561.099937,14.86519118
New Mexico,Chaves,2008,348.7029147,14.86660889
New Mexico,Otero,2005,363.0242314,14.86756716
Texas,Lamb,1994,324.2645086,14.8697368
Texas,Gray,2001,506.7750828,14.8700293
Texas,Lamb,1981,539.330797,14.87118818
Texas,Hockley,2008,472.033546,14.87403193
Texas,Wheeler,2004,797.8965642,14.87403401
Texas,Carson,2011,232.8077123,14.87599263
Texas,Oldham,2016,435.530047,14.87663231
Texas,Lubbock,1987,548.0860993,14.87709085
New Mexico,Hidalgo,1990,388.9341367,14.87762666
Texas,Randall,2017,688.3403142,14.87919797
Texas,Jeff Davis,1991,576.8707028,14.8797913
New Mexico,Otero,2015,467.4990022,14.88188573
Texas,Lamb,1999,561.9476437,14.88259795
Texas,Armstrong,1999,598.0801673,14.88559785
Texas,Hemphill,2015,919.3147403,14.88711433
New Mexico,Sierra,2014,311.9897194,14.89355875
Texas,Wheeler,2000,738.894634,14.89367572
Texas,Hansford,1981,474.6338732,14.89595907
New Mexico,Otero,2000,323.2412675,14.8994374
Texas,Randall,1998,406.1745967,14.90178301
Texas,Hale,1990,363.3955115,14.90227633
Texas,Floyd,1992,644.8723172,14.90234487
New Mexico,Otero,1994,346.1480605,14.9114796
Texas,Jeff Davis,1992,461.7734873,14.9153351
Texas,Hansford,2016,493.5229663,14.91757566
Texas,Crosby,1997,699.1314739,14.91768252
New Mexico,Roosevelt,1981,525.8264676,14.91957414
Texas,Yoakum,1985,560.9098833,14.92020981
Texas,Carson,2006,610.6514725,14.9203475
Texas,Briscoe,1984,412.1987342,14.92145456
New Mexico,Roosevelt,1996,366.723879,14.92170431
Texas,Cochran,2005,406.102265,14.92260065
Texas,Swisher,2017,641.1392309,14.92260071
Texas,Floyd,2002,548.8752727,14.92513058
Texas,Hansford,1986,509.1715734,14.92747575
Texas,Hockley,2010,563.9530652,14.93490691
New Mexico,Curry,1998,371.8145388,14.93551664
Texas,Floyd,2010,807.7193885,14.93620196
Texas,Sherman,2012,347.4618877,14.93636304
Texas,Yoakum,1991,526.1747972,14.93721892
Texas,Hale,1995,462.7933745,14.93761612
Texas,Briscoe,2007,623.707123,14.93983916
Texas,Collingsworth,1983,502.5593713,14.9404401
Texas,Donley,1988,499.7002314,14.94298124
Texas,Lipscomb,2006,464.5644285,14.9430853
Texas,Yoakum,2013,343.9230879,14.94439165
Texas,Cochran,2018,438.7187572,14.94757345
Texas,Yoakum,2014,471.4478041,14.95322801
Texas,Potter,2006,560.6343777,14.9536114
New Mexico,Hidalgo,1982,350.3641369,14.95477632
Texas,Floyd,2009,482.4586659,14.95526694
New Mexico,Sierra,2016,338.8541674,14.95758135
Texas,Briscoe,1985,731.5391733,14.96037763
New Mexico,Curry,2000,452.007287,14.96076134
Texas,Wheeler,1991,683.2766917,14.96103407
Texas,Lipscomb,2017,633.2472684,14.96108533
Texas,Bailey,2000,351.9971755,14.96115224
New Mexico,Otero,2011,222.29765,14.96256399
Texas,Hockley,1989,446.0127559,14.96611008
New Mexico,Otero,2006,534.0145583,14.96797748
Texas,Hale,2005,471.6834474,14.968443
Texas,Yoakum,2007,611.7467912,14.96903706
Texas,Deaf Smith,2012,370.9663817,14.96968902
Texas,Briscoe,1988,520.7024259,14.97103141
Texas,Yoakum,1992,517.5550237,14.97135526
Texas,Roberts,2011,324.5686127,14.97209814
Texas,Hemphill,1998,555.6229891,14.9728492
Texas,Lubbock,1984,428.0404716,14.97399254
Texas,Swisher,1981,575.1882848,14.97527568
Texas,Hutchinson,2003,366.4043458,14.97528196
New Mexico,Roosevelt,1999,461.7017673,14.97726941
Texas,Briscoe,1982,508.6912567,14.97778534
New Mexico,Roosevelt,1994,275.0886862,14.97813093
Texas,Moore,2016,453.9196304,14.9789028
New Mexico,De Baca,2000,304.4333541,14.97967782
Texas,Floyd,2008,613.7285073,14.98098776
New Mexico,Chaves,2014,440.9575576,14.98146271
Texas,Wheeler,2005,544.2277931,14.9847424
Texas,Armstrong,2000,509.779893,14.98816618
Texas,Gray,1986,655.8063995,14.98911502
Texas,Terry,1987,552.941556,14.99026995
New Mexico,Quay,2000,376.7407003,14.99183136
Texas,Potter,1998,408.7145854,14.99213045
Texas,Hale,2018,415.4335065,14.9951161
Texas,Donley,1984,412.8813819,14.99541629
Texas,Roberts,1986,552.7162793,14.99590332
Texas,Carson,2017,621.11643,14.9959685
Texas,Hutchinson,2015,973.5858731,14.9977194
New Mexico,Chaves,2013,336.5992538,14.9977633
Texas,Cochran,2002,515.3769334,15.00023706
Texas,Ochiltree,2017,652.941079,15.00063917
New Mexico,Luna,1987,270.7816809,15.00190214
New Mexico,Lea,1987,409.0600508,15.00553596
New Mexico,Chaves,2010,431.8025262,15.00904517
Texas,Swisher,2011,185.9851508,15.01086741
New Mexico,De Baca,2011,172.639497,15.01104644
New Mexico,Quay,2016,393.6442311,15.01263412
Texas,Potter,2017,666.5799626,15.01559619
Texas,Terry,1997,505.0183951,15.01590844
