Year,Source Type,UseType,County,Estimated,Volume,RelatedtoCOG
2014,Reuse,Mining,WARD,Yes,169442520,Yes
2005,Groundwater,Domestic,SCURRY,Yes,169116669,No
2002,Surface,Livestock,FISHER,Yes,169116669,No
2000,Groundwater,Domestic,SCURRY,Yes,168790818,No
2002,Groundwater,Domestic,HALE,Yes,168790818,No
2009,Groundwater,Domestic,PECOS,Yes,168790818,No
2012,Groundwater,Mining,ANDREWS,Yes,168790818,Yes
2018,Surface Water,Irrigation,PECOS,Yes,168139116,No
2010,Groundwater,Mining,ECTOR,Yes,167813265,Yes
2001,Groundwater,Livestock,JEFF DAVIS,Yes,167487415,No
2008,Groundwater,Domestic,SCURRY,Yes,167487414,No
2016,Reuse,Mining,IRION,Yes,167487414,Yes
2018,Surface Water,Irrigation,UVALDE,Yes,167487414,No
2012,Groundwater,Domestic,DAWSON,Yes,167161564,No
2007,Groundwater,Domestic,HOWARD,Yes,167161563,No
2010,Groundwater,Mining,GAINES,Yes,166835712,Yes
2015,Groundwater,Irrigation,MENARD,Yes,166835712,No
2001,Surface,Livestock,HALE,Yes,166835712,No
2002,Groundwater,Livestock,HUDSPETH,Yes,166509862,No
2016,Groundwater,Irrigation,COKE,Yes,166509861,No
2004,Surface,Livestock,FISHER,Yes,166509861,No
2010,Groundwater,Mining,GLASSCOCK,Yes,166184010,Yes
2003,Groundwater,Domestic,SCURRY,Yes,165858159,No
2009,Groundwater,Mining,YOAKUM,Yes,165858159,Yes
2013,Groundwater,Domestic,UVALDE,Yes,165858159,No
2017,Groundwater,Domestic,ANDREWS,Yes,165858159,No
2001,Groundwater,Domestic,SCURRY,Yes,165532308,No
2000,Surface,Livestock,HALE,Yes,165532308,No
2007,Groundwater,Livestock,SCHLEICHER,Yes,165532308,No
2008,Groundwater,Domestic,HALE,Yes,165532308,No
2002,Groundwater,Domestic,SCURRY,Yes,164880606,No
2005,Groundwater,Livestock,GAINES,Yes,164880606,No
2006,Groundwater,Livestock,SCHLEICHER,Yes,164880606,No
2008,Groundwater,Livestock,VAL VERDE,Yes,164880606,No
2010,Surface,Livestock,FISHER,Yes,164880606,No
2000,Groundwater,Domestic,DAWSON,Yes,164554755,No
2013,Groundwater,Livestock,TOM GREEN,Yes,164554755,No
2010,Groundwater,Domestic,DAWSON,Yes,163903053,No
2016,Groundwater,Livestock,TOM GREEN,Yes,163903052,No
2013,Reuse,Mining,UPTON,Yes,163577202,Yes
2001,Groundwater,Domestic,DAWSON,Yes,163251351,No
2004,Groundwater,Domestic,HALE,Yes,163251351,No
2011,Groundwater,Domestic,REEVES,Yes,163251351,No
2016,Groundwater,Mining,GAINES,Yes,163251351,Yes
2003,Surface,Livestock,FISHER,Yes,163251351,No
2007,Groundwater,Irrigation,SCHLEICHER,Yes,162925500,No
2009,Groundwater,Domestic,HALE,Yes,162925500,No
2010,Surface,Irrigation,JONES,Yes,162925500,No
2006,Groundwater,Domestic,PECOS,Yes,162599650,No
2009,Groundwater,Mining,REAGAN,Yes,162273798,Yes
2010,Groundwater,Domestic,HALE,Yes,162273798,No
2002,Groundwater,Livestock,BREWSTER,Yes,161947947,No
2005,Groundwater,Domestic,DAWSON,Yes,161947947,No
2015,Groundwater,Livestock,TOM GREEN,Yes,161947947,No
2012,Groundwater,Livestock,CROCKETT,Yes,161947946,No
2009,Groundwater,Livestock,VAL VERDE,Yes,161622096,No
2014,Groundwater,Domestic,HOCKLEY,Yes,161622096,No
2014,Surface,Irrigation,SCURRY,Yes,161622096,No
2004,Groundwater,Irrigation,STERLING,Yes,161622095,No
2007,Groundwater,Domestic,UVALDE,Yes,161622095,No
2014,Groundwater,Mining,LOVING,Yes,161296245,Yes
2017,Reuse,Irrigation,HOCKLEY,Yes,161296245,No
2010,Groundwater,Mining,TOM GREEN,Yes,160970394,Yes
2011,Groundwater,Livestock,SUTTON,Yes,160970394,No
2011,Groundwater,Irrigation,ECTOR,Yes,160644543,No
2003,Groundwater,Livestock,REEVES,Yes,160318692,No
2001,Surface,Irrigation,DICKENS,Yes,160318692,No
2007,Surface,Irrigation,CROSBY,Yes,160318692,No
2004,Groundwater,Livestock,CROCKETT,Yes,160318691,No
2011,Surface,Irrigation,UVALDE,Yes,159992841,No
2005,Groundwater,Livestock,VAL VERDE,Yes,159666990,No
2010,Surface,Mining,TOM GREEN,Yes,159666990,Yes
2002,Groundwater,Livestock,JEFF DAVIS,Yes,159341139,No
2004,Groundwater,Domestic,SCURRY,Yes,159341139,No
2015,Reuse,Mining,ANDREWS,Yes,159341139,Yes
2008,Groundwater,Mining,MARTIN,Yes,158689437,Yes
2014,Groundwater,Domestic,PECOS,Yes,158689437,No
2018,Reuse,Irrigation,HOCKLEY,Yes,158689437,No
2011,Groundwater,Domestic,BREWSTER,Yes,158689436,No
2013,Groundwater,Livestock,REEVES,Yes,158363587,No
2006,Groundwater,Irrigation,CROCKETT,Yes,158037735,No
2009,Groundwater,Domestic,DAWSON,Yes,157711885,No
2002,Groundwater,Domestic,DAWSON,Yes,157711884,No
2003,Groundwater,Domestic,DAWSON,Yes,157711884,No
2002,Surface,Livestock,LAMB,Yes,157711884,No
2006,Groundwater,Domestic,TOM GREEN,Yes,157386034,No
2000,Groundwater,Livestock,JEFF DAVIS,Yes,157060182,No
2008,Groundwater,Livestock,REEVES,Yes,157060182,No
2010,Groundwater,Domestic,ANDREWS,Yes,157060182,No
2014,Groundwater,Livestock,TOM GREEN,Yes,156408479,No
2010,Groundwater,Livestock,SUTTON,Yes,155756778,No
2013,Reuse,Mining,ANDREWS,Yes,155756778,Yes
2005,Groundwater,Livestock,SCHLEICHER,Yes,155430927,No
2007,Groundwater,Irrigation,STERLING,Yes,155430927,No
2007,Groundwater,Livestock,COCHRAN,Yes,155430927,No
2009,Groundwater,Mining,TOM GREEN,Yes,155105076,Yes
2014,Groundwater,Domestic,UVALDE,Yes,155105076,No
2016,Groundwater,Livestock,REEVES,Yes,155105075,No
2012,Groundwater,Domestic,REEVES,Yes,154127523,No
2009,Surface,Mining,TOM GREEN,Yes,154127523,Yes
2003,Groundwater,Livestock,VAL VERDE,Yes,153801672,No
2006,Groundwater,Livestock,VAL VERDE,Yes,153801672,No
2008,Groundwater,Livestock,EDWARDS,Yes,153475821,No
2008,Groundwater,Livestock,JEFF DAVIS,Yes,153149971,No
2008,Groundwater,Domestic,DAWSON,Yes,153149970,No
2009,Groundwater,Mining,MARTIN,Yes,153149970,Yes
2018,Groundwater,Livestock,BREWSTER,Yes,153149970,No
2018,Groundwater,Livestock,JEFF DAVIS,Yes,153149970,No
2008,Groundwater,Livestock,SUTTON,Yes,152824119,No
2009,Groundwater,Livestock,EDWARDS,Yes,152824119,No
2000,Groundwater,Domestic,PECOS,Yes,152824118,No
2008,Groundwater,Domestic,PECOS,Yes,152498268,No
2013,Groundwater,Livestock,CROCKETT,Yes,152498267,No
2013,Groundwater,Domestic,DAWSON,Yes,152172418,No
2015,Groundwater,Livestock,REEVES,Yes,152172418,No
2008,Groundwater,Livestock,SCHLEICHER,Yes,152172417,No
2011,Groundwater,Livestock,VAL VERDE,Yes,152172417,No
2005,Groundwater,Domestic,PECOS,Yes,151846566,No
2010,Groundwater,Domestic,BREWSTER,Yes,151846566,No
2010,Groundwater,Livestock,VAL VERDE,Yes,151846566,No
2013,Groundwater,Irrigation,MENARD,Yes,151846566,No
2003,Surface,Livestock,COTTLE,Yes,151194864,No
2008,Surface,Livestock,JONES,Yes,151194864,No
2009,Groundwater,Livestock,SCHLEICHER,Yes,150869013,No
2010,Surface,Irrigation,CROSBY,Yes,150869013,No
2013,Reuse,Irrigation,LAMB,Yes,150869013,No
2000,Groundwater,Livestock,HOCKLEY,Yes,150869012,No
2007,Groundwater,Domestic,SCURRY,Yes,150543162,No
2013,Surface,Irrigation,UVALDE,Yes,150543162,No
2001,Groundwater,Domestic,PECOS,Yes,150217311,No
2007,Groundwater,Domestic,HALE,Yes,149891460,No
2009,Groundwater,Livestock,HUDSPETH,Yes,149891458,No
2004,Groundwater,Domestic,DAWSON,Yes,149565609,No
2007,Groundwater,Irrigation,KIMBLE,Yes,149565609,No
2008,Groundwater,Mining,TOM GREEN,Yes,149565609,Yes
2012,Groundwater,Domestic,BREWSTER,Yes,149565609,No
2009,Groundwater,Livestock,SUTTON,Yes,149239758,No
2017,Reuse,Mining,CROCKETT,Yes,149239758,Yes
2002,Groundwater,Domestic,PECOS,Yes,148913907,No
2017,Groundwater,Livestock,JEFF DAVIS,Yes,148913907,No
2006,Groundwater,Livestock,HOCKLEY,Yes,148262205,No
2010,Groundwater,Domestic,REEVES,Yes,148262205,No
2015,Groundwater,Mining,WARD,Yes,148262205,Yes
2008,Surface,Mining,TOM GREEN,Yes,148262205,Yes
2005,Groundwater,Domestic,TOM GREEN,Yes,148262204,No
2011,Groundwater,Livestock,HUDSPETH,Yes,147610504,No
2003,Groundwater,Domestic,PECOS,Yes,147610503,No
2010,Groundwater,Mining,MARTIN,Yes,147610503,Yes
2002,Groundwater,Livestock,CULBERSON,Yes,147284652,No
2017,Groundwater,Livestock,BREWSTER,Yes,147284652,No
2008,Groundwater,Mining,LUBBOCK,Yes,146958801,Yes
2009,Surface,Mining,GAINES,Yes,146958801,Yes
2011,Reuse,Mining,MARTIN,Yes,146958801,Yes
2008,Groundwater,Domestic,TOM GREEN,Yes,146958800,No
2000,Groundwater,Livestock,EDWARDS,Yes,146632950,No
2005,Groundwater,Irrigation,STERLING,Yes,146632950,No
2000,Surface,Livestock,COTTLE,Yes,146307099,No
2004,Surface,Livestock,COTTLE,Yes,146307099,No
2000,Groundwater,Domestic,TOM GREEN,Yes,145981248,No
2002,Groundwater,Domestic,TOM GREEN,Yes,145981248,No
2018,Groundwater,Livestock,CROCKETT,Yes,145981248,No
2003,Groundwater,Domestic,TOM GREEN,Yes,145655397,No
2006,Groundwater,Livestock,STONEWALL,Yes,145655397,No
2001,Groundwater,Domestic,TOM GREEN,Yes,145655396,No
2016,Groundwater,Domestic,PECOS,Yes,145329547,No
2009,Groundwater,Mining,GLASSCOCK,Yes,145329546,Yes
2012,Groundwater,Livestock,COCHRAN,Yes,145329546,No
2004,Surface,Livestock,HALE,Yes,145329546,No
2008,Surface,Mining,LUBBOCK,Yes,145329546,Yes
2011,Surface,Irrigation,JONES,Yes,145329546,No
2016,Reuse,Mining,CROSBY,Yes,145329546,Yes
2011,Groundwater,Livestock,JEFF DAVIS,Yes,145329545,No
2015,Groundwater,Domestic,PECOS,Yes,145003696,No
2014,Groundwater,Livestock,REEVES,Yes,145003695,No
2014,Reuse,Irrigation,LAMB,Yes,145003695,No
2010,Groundwater,Livestock,JEFF DAVIS,Yes,144677844,No
2011,Groundwater,Mining,ANDREWS,Yes,144677844,Yes
2011,Groundwater,Livestock,COCHRAN,Yes,144677844,No
2001,Surface,Livestock,LAMB,Yes,144026142,No
2015,Groundwater,Domestic,HOCKLEY,Yes,143700291,No
2017,Surface,Irrigation,UVALDE,Yes,143700291,No
2013,Reuse,Irrigation,LYNN,Yes,143700291,No
2000,Groundwater,Livestock,SUTTON,Yes,143374440,No
2013,Groundwater,Domestic,REEVES,Yes,143374440,No
2003,Groundwater,Livestock,CROCKETT,Yes,143048589,No
2017,Groundwater,Irrigation,TERRELL,Yes,142722739,No
2000,Groundwater,Livestock,SCHLEICHER,Yes,142722738,No
2009,Groundwater,Domestic,ANDREWS,Yes,142722738,No
2011,Surface,Livestock,JONES,Yes,142071036,No
2018,Reuse,Irrigation,DAWSON,Yes,142071036,No
2013,Groundwater,Domestic,SCURRY,Yes,141745186,No
2017,Groundwater,Livestock,CROCKETT,Yes,141745186,No
2004,Groundwater,Domestic,PECOS,Yes,141745185,No
2002,Groundwater,Livestock,CONCHO,Yes,141745184,No
2001,Surface,Livestock,COTTLE,Yes,141419334,No
2010,Groundwater,Livestock,EDWARDS,Yes,141093483,No
2002,Surface,Livestock,COTTLE,Yes,141093483,No
2000,Groundwater,Livestock,CONCHO,Yes,141093482,No
2015,Groundwater,Mining,CULBERSON,Yes,140767632,Yes
2018,Groundwater,Irrigation,MENARD,Yes,140767632,No
2000,Groundwater,Irrigation,BREWSTER,Yes,140115929,No
2004,Groundwater,Domestic,TOM GREEN,Yes,139790079,No
2010,Groundwater,Mining,REEVES,Yes,139790079,Yes
2015,Groundwater,Irrigation,COKE,Yes,139790079,No
2014,Groundwater,Livestock,SUTTON,Yes,139464228,No
2016,Groundwater,Livestock,TERRY,Yes,139464228,No
2004,Surface,Livestock,FLOYD,Yes,139464228,No
2005,Groundwater,Irrigation,CROCKETT,Yes,139138377,No
2016,Groundwater,Livestock,CROCKETT,Yes,139138377,No
2004,Groundwater,Livestock,VAL VERDE,Yes,138812526,No
2007,Groundwater,Domestic,DAWSON,Yes,138812526,No
2011,Groundwater,Livestock,EDWARDS,Yes,138812526,No
2015,Groundwater,Livestock,CROCKETT,Yes,138486676,No
2001,Groundwater,Livestock,CONCHO,Yes,138486675,No
2003,Surface,Irrigation,UVALDE,Yes,138486675,No
2008,Surface,Livestock,FISHER,Yes,138486675,No
2008,Groundwater,Mining,REAGAN,Yes,137834973,Yes
2002,Surface,Livestock,FLOYD,Yes,137834973,No
2018,Groundwater,Irrigation,TERRELL,Yes,137834973,No
2000,Surface,Irrigation,CROSBY,Yes,137509122,No
2000,Surface,Livestock,STONEWALL,Yes,137509122,No
2009,Groundwater,Livestock,JEFF DAVIS,Yes,137509122,No
2001,Surface,Livestock,STONEWALL,Yes,137509122,No
2010,Groundwater,Livestock,SCHLEICHER,Yes,137183271,No
2017,Groundwater,Mining,ECTOR,Yes,137183271,Yes
2012,Reuse,Irrigation,LYNN,Yes,137183271,No
2001,Groundwater,Irrigation,MENARD,Yes,136857420,No
2002,Groundwater,Irrigation,MENARD,Yes,136857420,No
2014,Groundwater,Livestock,CROCKETT,Yes,136857420,No
2016,Surface,Livestock,HALE,Yes,136857420,No
2004,Groundwater,Livestock,GAINES,Yes,136531569,No
2016,Groundwater,Irrigation,TERRELL,Yes,136531569,No
2004,Groundwater,Irrigation,BREWSTER,Yes,136205718,No
2005,Groundwater,Livestock,EDWARDS,Yes,135879867,No
2007,Groundwater,Irrigation,IRION,Yes,135879867,No
2008,Groundwater,Livestock,COCHRAN,Yes,135554016,No
2009,Groundwater,Livestock,COCHRAN,Yes,135554016,No
2013,Groundwater,Livestock,SUTTON,Yes,135554016,No
2018,Surface Water,Livestock,BAILEY,Yes,135554016,No
2010,Groundwater,Livestock,HUDSPETH,Yes,135554015,No
2007,Groundwater,Livestock,VAL VERDE,Yes,135228165,No
2011,Groundwater,Livestock,SCHLEICHER,Yes,135228165,No
2007,Groundwater,Domestic,PECOS,Yes,134902314,No
2000,Surface,Livestock,LAMB,Yes,134902314,No
2012,Groundwater,Livestock,VAL VERDE,Yes,134902314,No
2002,Groundwater,Irrigation,KING,Yes,134576463,No
2000,Surface,Livestock,KENT,Yes,134576463,No
2015,Surface,Livestock,HALE,Yes,134576463,No
2016,Reuse,Mining,WARD,Yes,134576463,Yes
2006,Surface,Livestock,HALE,Yes,134250612,No
2003,Groundwater,Irrigation,COKE,Yes,133924761,No
2015,Groundwater,Domestic,UVALDE,Yes,133598911,No
2006,Groundwater,Domestic,ANDREWS,Yes,133598910,No
2010,Surface,Livestock,JONES,Yes,133598910,No
2008,Groundwater,Livestock,HUDSPETH,Yes,133273059,No
2001,Surface,Livestock,BAILEY,Yes,133273059,No
2012,Reuse,Mining,UPTON,Yes,133273059,Yes
2008,Groundwater,Irrigation,SUTTON,Yes,132947208,No
2011,Groundwater,Livestock,HOCKLEY,Yes,132947208,No
2014,Surface,Livestock,HALE,Yes,132621357,No
2018,Groundwater,Livestock,SCHLEICHER,Yes,132621357,No
2015,Groundwater,Livestock,TERRY,Yes,131969655,No
2008,Groundwater,Mining,CRANE,Yes,131643804,Yes
2003,Surface,Livestock,BAILEY,Yes,131643804,No
2008,Surface,Mining,UPTON,Yes,131643804,Yes
2015,Reuse,Mining,UPTON,Yes,131643804,Yes
2018,Reuse,Mining,UPTON,Yes,131643804,Yes
2007,Groundwater,Livestock,STONEWALL,Yes,131317953,No
2003,Groundwater,Livestock,HUDSPETH,Yes,130992102,No
2002,Surface,Livestock,STONEWALL,Yes,130992102,No
2017,Surface,Livestock,BAILEY,Yes,130992102,No
2013,Reuse,Mining,ECTOR,Yes,130992102,Yes
2000,Surface,Livestock,BAILEY,Yes,130666251,No
2013,Groundwater,Mining,REEVES,Yes,130666251,Yes
2014,Groundwater,Irrigation,MENARD,Yes,130666251,No
2017,Groundwater,Domestic,REEVES,Yes,130666251,No
2007,Groundwater,Domestic,TOM GREEN,Yes,130340400,No
2005,Surface,Irrigation,UVALDE,Yes,130340400,No
2018,Surface Water,Irrigation,ECTOR,Yes,130340400,No
2003,Groundwater,Irrigation,BREWSTER,Yes,130014550,No
2000,Surface,Livestock,MITCHELL,Yes,130014549,No
2012,Reuse,Mining,MARTIN,Yes,130014549,Yes
2008,Groundwater,Domestic,ANDREWS,Yes,129688698,No
2001,Surface,Livestock,KENT,Yes,129688698,No
2013,Reuse,Mining,HOWARD,Yes,129362847,Yes
2005,Groundwater,Livestock,SUTTON,Yes,129036996,No
2009,Surface,Livestock,FISHER,Yes,129036996,No
2018,Groundwater,Domestic,HOWARD,Yes,129036996,No
2007,Groundwater,Livestock,SUTTON,Yes,128711145,No
2012,Groundwater,Irrigation,KIMBLE,Yes,128385295,No
2009,Groundwater,Irrigation,COKE,Yes,128385294,No
2012,Groundwater,Livestock,JEFF DAVIS,Yes,128385294,No
2017,Groundwater,Livestock,SCHLEICHER,Yes,128385294,No
2002,Groundwater,Livestock,HOCKLEY,Yes,128059443,No
2003,Surface,Livestock,FLOYD,Yes,128059443,No
2006,Surface,Livestock,BAILEY,Yes,127733592,No
2013,Reuse,Mining,CULBERSON,Yes,127733592,Yes
2007,Groundwater,Livestock,MIDLAND,Yes,127081891,No
2012,Groundwater,Mining,WARD,Yes,127081890,Yes
2008,Surface,Mining,MIDLAND,Yes,127081890,Yes
2010,Surface,Irrigation,UVALDE,Yes,127081890,No
2014,Surface,Irrigation,JONES,Yes,127081890,No
2011,Groundwater,Domestic,YOAKUM,Yes,126756039,No
2018,Surface Water,Livestock,SCURRY,Yes,126756039,No
2018,Groundwater,Domestic,REEVES,Yes,126756039,No
2017,Surface,Irrigation,BREWSTER,Yes,126430188,No
2004,Surface,Livestock,BAILEY,Yes,126104337,No
2006,Groundwater,Livestock,HUDSPETH,Yes,125778487,No
2006,Surface,Livestock,FISHER,Yes,125778486,No
2009,Surface,Livestock,JONES,Yes,125778486,No
2011,Groundwater,Domestic,LAMB,Yes,125452635,No
2012,Reuse,Mining,IRION,Yes,125126784,Yes
2018,Surface Water,Livestock,HALE,Yes,124800933,No
2001,Groundwater,Livestock,HOCKLEY,Yes,124475083,No
2000,Surface,Irrigation,NOLAN,Yes,124475082,No
2016,Groundwater,Irrigation,MENARD,Yes,124475082,No
2007,Groundwater,Irrigation,CROCKETT,Yes,124149231,No
2007,Groundwater,Livestock,COTTLE,Yes,124149231,No
2008,Groundwater,Mining,GLASSCOCK,Yes,124149231,Yes
2001,Surface,Livestock,MOTLEY,Yes,124149231,No
2007,Groundwater,Livestock,HUDSPETH,Yes,123823380,No
2012,Surface,Irrigation,JONES,Yes,123823380,No
2013,Surface,Livestock,HALE,Yes,123823380,No
2006,Groundwater,Livestock,JONES,Yes,123497529,No
2004,Surface,Livestock,STONEWALL,Yes,123171678,No
2000,Groundwater,Livestock,KIMBLE,Yes,122845827,No
2016,Groundwater,Livestock,COCHRAN,Yes,122845827,No
2003,Surface,Livestock,STONEWALL,Yes,122845827,No
2004,Surface,Irrigation,UVALDE,Yes,122845827,No
2014,Surface,Irrigation,BREWSTER,Yes,122845827,No
2018,Groundwater,Livestock,TERRY,Yes,122845827,No
2004,Groundwater,Livestock,JEFF DAVIS,Yes,122845826,No
2003,Groundwater,Irrigation,CROCKETT,Yes,122519976,No
2005,Groundwater,Domestic,ANDREWS,Yes,122519976,No
2005,Groundwater,Livestock,STONEWALL,Yes,122519976,No
2015,Groundwater,Domestic,REEVES,Yes,122519976,No
2013,Surface,Irrigation,SCURRY,Yes,122519976,No
2005,Groundwater,Livestock,JEFF DAVIS,Yes,122194125,No
2006,Groundwater,Livestock,MOTLEY,Yes,122194125,No
2007,Groundwater,Livestock,JEFF DAVIS,Yes,122194125,No
2007,Groundwater,Livestock,MOTLEY,Yes,122194125,No
2013,Groundwater,Domestic,BREWSTER,Yes,122194125,No
2014,Groundwater,Livestock,TERRY,Yes,122194125,No
2009,Groundwater,Domestic,BREWSTER,Yes,121868274,No
2001,Surface,Livestock,MITCHELL,Yes,121868274,No
2012,Surface,Livestock,JONES,Yes,121868274,No
2002,Groundwater,Domestic,ANDREWS,Yes,121542423,No
2009,Surface,Irrigation,JONES,Yes,121542423,No
2014,Reuse,Mining,ECTOR,Yes,121542423,Yes
2000,Groundwater,Domestic,ANDREWS,Yes,121216572,No
2012,Groundwater,Livestock,EDWARDS,Yes,121216572,No
2001,Groundwater,Domestic,ANDREWS,Yes,120890721,No
2017,Surface,Livestock,HALE,Yes,120890721,No
2014,Groundwater,Domestic,DAWSON,Yes,120890720,No
2000,Groundwater,Irrigation,MENARD,Yes,120564870,No
2003,Groundwater,Domestic,ANDREWS,Yes,120564870,No
2006,Groundwater,Livestock,GAINES,Yes,120239019,No
2016,Groundwater,Domestic,REEVES,Yes,120239019,No
2018,Reuse,Mining,ECTOR,Yes,120239019,Yes
2001,Groundwater,Livestock,STERLING,Yes,119913168,No
2012,Groundwater,Mining,CRANE,Yes,119913168,Yes
2002,Surface,Livestock,BAILEY,Yes,119913168,No
2012,Surface,Irrigation,UVALDE,Yes,119913168,No
2008,Groundwater,Livestock,BREWSTER,Yes,119587318,No
2017,Groundwater,Livestock,TERRY,Yes,119587317,No
2001,Surface,Livestock,FLOYD,Yes,119587317,No
2002,Surface,Livestock,KENT,Yes,119587317,No
2000,Surface,Livestock,MOTLEY,Yes,119261466,No
2012,Groundwater,Domestic,YOAKUM,Yes,119261466,No
2015,Groundwater,Livestock,COCHRAN,Yes,119261466,No
2001,Surface,Livestock,COKE,Yes,119261466,No
2002,Surface,Livestock,MOTLEY,Yes,119261466,No
2006,Groundwater,Domestic,LAMB,Yes,118935615,No
2001,Groundwater,Livestock,KIMBLE,Yes,118609764,No
2012,Groundwater,Livestock,SCHLEICHER,Yes,118609764,No
2009,Surface,Mining,MIDLAND,Yes,118609764,Yes
2004,Groundwater,Livestock,HUDSPETH,Yes,118283914,No
2006,Groundwater,Livestock,SUTTON,Yes,118283913,No
2008,Groundwater,Irrigation,CROCKETT,Yes,118283913,No
2014,Groundwater,Domestic,REEVES,Yes,118283913,No
2014,Groundwater,Livestock,COCHRAN,Yes,118283913,No
2005,Surface,Livestock,FISHER,Yes,118283913,No
2008,Groundwater,Livestock,HOCKLEY,Yes,118283912,No
2016,Groundwater,Domestic,UVALDE,Yes,117958063,No
2003,Groundwater,Livestock,JEFF DAVIS,Yes,117632212,No
2011,Groundwater,Livestock,FISHER,Yes,117632211,No
2014,Surface,Livestock,JONES,Yes,117632211,No
2004,Groundwater,Livestock,CONCHO,Yes,117632210,No
2017,Groundwater,Domestic,HOWARD,Yes,117632210,No
2010,Groundwater,Livestock,COCHRAN,Yes,117306360,No
2012,Groundwater,Livestock,SUTTON,Yes,117306360,No
2013,Groundwater,Livestock,COCHRAN,Yes,117306360,No
2017,Groundwater,Domestic,PECOS,Yes,117306360,No
2016,Surface,Irrigation,SCURRY,Yes,117306360,No
2015,Surface Water,Irrigation,CONCHO,Yes,117306360,No
2016,Groundwater,Livestock,HUDSPETH,Yes,117306359,No
2006,Groundwater,Irrigation,EDWARDS,Yes,116980509,No
2006,Groundwater,Livestock,JEFF DAVIS,Yes,116980509,No
2009,Groundwater,Livestock,COTTLE,Yes,116654658,No
2013,Groundwater,Livestock,TERRY,Yes,116654658,No
2000,Surface,Irrigation,LOVING,Yes,116654658,No
2007,Surface,Irrigation,UVALDE,Yes,116654658,No
2010,Groundwater,Livestock,HOCKLEY,Yes,116654657,No
2013,Groundwater,Livestock,BREWSTER,Yes,116328807,No
2015,Surface,Irrigation,UVALDE,Yes,116328807,No
2000,Groundwater,Livestock,KINNEY,Yes,116002956,No
2005,Groundwater,Livestock,HUDSPETH,Yes,116002956,No
2014,Reuse,Mining,PECOS,Yes,116002956,Yes
2010,Groundwater,Livestock,BREWSTER,Yes,115677105,No
2018,Groundwater,Livestock,REAGAN,Yes,115677105,No
2004,Groundwater,Domestic,ANDREWS,Yes,115351254,No
2012,Groundwater,Domestic,LAMB,Yes,115351254,No
2009,Surface,Livestock,HALE,Yes,115351254,No
2012,Reuse,Mining,MIDLAND,Yes,115351254,Yes
2015,Reuse,Irrigation,LAMB,Yes,115351254,No
2006,Groundwater,Livestock,EDWARDS,Yes,115025403,No
2013,Groundwater,Domestic,YOAKUM,Yes,115025403,No
2008,Surface,Livestock,HALE,Yes,115025403,No
