APINumber,County,Year,Volume_gal,Latitude,Longitude,TotalVerticalDepth_ft
30-015-41191,Eddy,2013,1068262.8278245165,32.859508500000004,-103.92018890000001,6084
30-015-41191,Eddy,2013,1068262.8278245165,32.859508500000004,-103.92018890000001,6084
30-015-41191,Eddy,2013,1068262.8278245165,32.859508500000004,-103.92018890000001,6084
30-015-41191,Eddy,2013,1068262.8278245165,32.859508500000004,-103.92018890000001,6084
30-015-41191,Eddy,2013,1068262.8278245165,32.859508500000004,-103.92018890000001,6084
30-015-41191,Eddy,2013,1068262.8278245165,32.859508500000004,-103.92018890000001,6084
30-015-41191,Eddy,2013,1068262.8278245165,32.859508500000004,-103.92018890000001,6084
30-015-41191,Eddy,2013,1068262.8278245165,32.859508500000004,-103.92018890000001,6084
30-015-41246,Eddy,2013,1068262.8278245165,32.1792526,-103.87034609999999,7572
30-015-41246,Eddy,2013,1068262.8278245165,32.1792526,-103.87034609999999,7572
30-015-41246,Eddy,2013,1068262.8278245165,32.1792526,-103.87034609999999,7572
30-015-41246,Eddy,2013,1068262.8278245165,32.1792526,-103.87034609999999,7572
30-015-41271,Eddy,2013,1068262.8278245165,32.0440331,-104.048912,9
30-015-41274,Eddy,2013,1068262.8278245165,32.0784149,-104.070015,9
30-015-41274,Eddy,2013,1068262.8278245165,32.07842126498561,-104.070028786148,9
30-015-41274,Eddy,2013,1068262.8278245165,32.0784149,-104.070015,9
30-015-41274,Eddy,2013,1068262.8278245165,32.07842126498561,-104.070028786148,9
30-015-41289,Eddy,2013,1068262.8278245165,32.8004951,-104.2311707,3157
30-015-41289,Eddy,2013,1068262.8278245165,32.8004951,-104.2311707,3157
30-015-41289,Eddy,2013,1068262.8278245165,32.8004951,-104.2311707,3157
30-015-41289,Eddy,2013,1068262.8278245165,32.8004951,-104.2311707,3157
30-015-41368,Eddy,2013,1068262.8278245165,32.8532104,-103.98670959999998,5986
30-015-41433,Eddy,2014,2121953.211050188,32.788353,-104.2675095,4700
30-015-41452,Eddy,2014,2121953.211050188,32.8297462,-104.06373599999999,5463
30-015-41452,Eddy,2014,2121953.211050188,32.8297462,-104.06373599999999,5463
30-015-41452,Eddy,2014,2121953.211050188,32.8297462,-104.06373599999999,5463
30-015-41452,Eddy,2014,2121953.211050188,32.8297462,-104.06373599999999,5463
30-025-30694,Lea,2012,1505502.3860209258,32.6450081,-103.77868649999999,7240
30-025-30694,Lea,2012,1505502.3860209258,32.64500802159138,-103.77868363909141,99999
30-025-30694,Lea,2012,1505502.3860209258,32.64500802159138,-103.77868363909141,7240
30-025-30694,Lea,2012,1505502.3860209258,32.64500802159138,-103.77868363909141,7240
30-025-30694,Lea,2012,1505502.3860209258,32.64500802159138,-103.77868363909141,7240
30-025-30694,Lea,2012,1505502.3860209258,32.64500802159138,-103.77868363909141,7240
30-025-30694,Lea,2012,1505502.3860209258,32.64500802159138,-103.77868363909141,7240
30-025-30694,Lea,2012,1505502.3860209258,32.6450081,-103.77868649999999,7240
30-025-30694,Lea,2012,1505502.3860209258,32.64500802159138,-103.77868363909141,99999
30-025-30694,Lea,2012,1505502.3860209258,32.64500802159138,-103.77868363909141,7240
30-025-30694,Lea,2012,1505502.3860209258,32.64500802159138,-103.77868363909141,7240
30-025-30694,Lea,2012,1505502.3860209258,32.64500802159138,-103.77868363909141,7240
30-025-30694,Lea,2012,1505502.3860209258,32.64500802159138,-103.77868363909141,7240
30-025-30694,Lea,2012,1505502.3860209258,32.64500802159138,-103.77868363909141,7240
30-025-39628,Lea,2011,399378.0,32.826209999999996,-103.7748718,7030
30-025-39628,Lea,2011,399378.0,32.826209999999996,-103.7748718,7030
30-025-39628,Lea,2011,399378.0,32.826209999999996,-103.7748718,7030
30-025-39628,Lea,2011,399378.0,32.826209999999996,-103.7748718,7030
30-025-39807,Lea,2011,399378.0,32.4326401,-103.19647979999999,6750
30-025-39817,Lea,2011,399378.0,32.828373,-103.77735140000001,7020
30-025-39817,Lea,2011,399378.0,32.828373,-103.77735140000001,7020
30-025-39817,Lea,2011,399378.0,32.828373,-103.77735140000001,7020
30-025-39817,Lea,2011,399378.0,32.828373,-103.77735140000001,7020
30-025-39817,Lea,2011,399378.0,32.828373,-103.77735140000001,7020
30-025-39817,Lea,2011,399378.0,32.828373,-103.77735140000001,7020
30-025-39817,Lea,2011,399378.0,32.828373,-103.77735140000001,7020
30-025-39817,Lea,2011,399378.0,32.828373,-103.77735140000001,7020
30-025-39817,Lea,2011,399378.0,32.828373,-103.77735140000001,7020
30-025-39841,Lea,2011,399378.0,32.7683792,-103.813385,5465
30-025-39841,Lea,2011,399378.0,32.768385095940864,-103.81337975621099,5465
30-025-39841,Lea,2011,399378.0,32.768385095940864,-103.81337975621099,5465
30-025-39841,Lea,2011,399378.0,32.7683792,-103.813385,5465
30-025-39841,Lea,2011,399378.0,32.768385095940864,-103.81337975621099,5465
30-025-39841,Lea,2011,399378.0,32.768385095940864,-103.81337975621099,5465
30-025-39841,Lea,2011,399378.0,32.7683792,-103.813385,5465
30-025-39841,Lea,2011,399378.0,32.768385095940864,-103.81337975621099,5465
30-025-39841,Lea,2011,399378.0,32.768385095940864,-103.81337975621099,5465
30-025-39872,Lea,2012,1505502.3860209258,32.846649199999995,-103.75970459999999,7014
30-025-39872,Lea,2012,1505502.3860209258,32.846649199999995,-103.75970459999999,7014
30-025-39872,Lea,2012,1505502.3860209258,32.846649199999995,-103.75970459999999,7014
30-025-39872,Lea,2012,1505502.3860209258,32.846649199999995,-103.75970459999999,7014
30-025-39875,Lea,2011,399378.0,32.8223572,-103.7666016,7110
30-025-39875,Lea,2011,399378.0,32.8223572,-103.7666016,7110
30-025-39875,Lea,2011,399378.0,32.8223572,-103.7666016,7110
30-025-39875,Lea,2011,399378.0,32.8223572,-103.7666016,7110
30-025-39891,Lea,2011,399378.0,32.6060333,-103.30077359999999,5816
30-025-39919,Lea,2011,399378.0,32.837429,-103.6525574,13100
30-025-40124,Lea,2012,1505502.3860209258,32.0643425,-103.56320190000001,9261
30-025-40176,Lea,2011,399378.0,32.463466600000004,-103.14552309999999,5700
30-025-40176,Lea,2011,399378.0,32.463466600000004,-103.14552309999999,5700
30-025-40177,Lea,2011,399378.0,32.4613762,-103.15057370000001,5704
30-025-40177,Lea,2011,399378.0,32.4613762,-103.15057370000001,5704
30-025-40188,Lea,2012,1505502.3860209258,32.151363399999994,-103.4947968,9492
30-025-40208,Lea,2012,1505502.3860209258,32.3905029,-103.1555099,7256
30-025-40208,Lea,2012,1505502.3860209258,32.3905029,-103.1555099,7256
30-025-40208,Lea,2012,1505502.3860209258,32.3905029,-103.1555099,7256
30-025-40208,Lea,2012,1505502.3860209258,32.3905029,-103.1555099,7256
30-025-40240,Lea,2012,1505502.3860209258,32.818374600000006,-103.7782669,7105
30-025-40240,Lea,2012,1505502.3860209258,32.818374600000006,-103.7782669,7105
30-025-40240,Lea,2012,1505502.3860209258,32.818374600000006,-103.7782669,7105
30-025-40240,Lea,2012,1505502.3860209258,32.818374600000006,-103.7782669,7105
30-025-40246,Lea,2011,399378.0,32.8249016,-103.8035965,6919
30-025-40246,Lea,2011,399378.0,32.8249016,-103.8035965,6919
30-025-40246,Lea,2011,399378.0,32.8249016,-103.8035965,6919
30-025-40246,Lea,2011,399378.0,32.8249016,-103.8035965,6919
30-025-40250,Lea,2011,399378.0,32.836517300000004,-103.6542816,6375
30-025-40303,Lea,2012,1505502.3860209258,32.4443092,-103.51643370000001,10834
30-025-40303,Lea,2012,1505502.3860209258,32.4443092,-103.51643370000001,10834
30-025-40303,Lea,2012,1505502.3860209258,32.4443092,-103.51643370000001,10834
30-025-40303,Lea,2012,1505502.3860209258,32.4443092,-103.51643370000001,10834
30-025-40309,Lea,2012,1505502.3860209258,32.0533752,-103.49936679999999,9706
30-025-40359,Lea,2012,1505502.3860209258,32.8282738,-103.79832459999999,7246
30-025-40425,Lea,2012,1505502.3860209258,32.623081199999994,-103.5213776,10931
30-025-40432,Lea,2012,1505502.3860209258,32.6011734,-103.1223068,7270
30-025-40432,Lea,2012,1505502.3860209258,32.6011734,-103.1223068,7270
30-025-40432,Lea,2012,1505502.3860209258,32.6011734,-103.1223068,7270
30-015-41545,Eddy,2013,1068262.8278245165,32.839065600000005,-103.95020290000001,6030
30-015-41633,Eddy,2013,1068262.8278245165,32.0492134,-104.09013370000001,12520
30-015-41722,Eddy,2014,2121953.211050188,32.8395119,-103.82038879999999,4338
30-015-41784,Eddy,2014,2121953.211050188,32.6511192,-104.4537735,3612
30-015-41784,Eddy,2014,2121953.211050188,32.6511192,-104.4537735,3612
30-015-41784,Eddy,2014,2121953.211050188,32.6511192,-104.4537735,3612
30-015-41784,Eddy,2014,2121953.211050188,32.6511192,-104.4537735,3612
30-015-41784,Eddy,2014,2121953.211050188,32.6511192,-104.4537735,3612
30-015-41784,Eddy,2014,2121953.211050188,32.6511192,-104.4537735,3612
30-015-41784,Eddy,2014,2121953.211050188,32.6511192,-104.4537735,3612
30-015-41784,Eddy,2014,2121953.211050188,32.6511192,-104.4537735,3612
30-015-41784,Eddy,2014,2121953.211050188,32.6511192,-104.4537735,3612
30-015-41787,Eddy,2014,2121953.211050188,32.6406097,-104.49810790000001,2394
30-015-41787,Eddy,2014,2121953.211050188,32.6406097,-104.49810790000001,2394
30-015-41787,Eddy,2014,2121953.211050188,32.6406097,-104.49810790000001,2394
30-015-41787,Eddy,2014,2121953.211050188,32.6406097,-104.49810790000001,2394
30-015-41935,Eddy,2014,2121953.211050188,32.0492554,-104.09845729999999,0
30-015-42018,Eddy,2014,2121953.211050188,32.023391700000005,-103.8763275,7450
30-015-31018,Eddy,2013,1068262.8278245165,32.8322067,-103.9738083,4945
30-015-31018,Eddy,2013,1068262.8278245165,32.83220486528711,-103.9738312936701,4945
30-015-31018,Eddy,2013,1068262.8278245165,32.8322067,-103.9738083,4945
30-015-31018,Eddy,2013,1068262.8278245165,32.8322067,-103.9738083,4945
30-015-31018,Eddy,2013,1068262.8278245165,32.83220486528711,-103.9738312936701,4945
30-015-31018,Eddy,2013,1068262.8278245165,32.8322067,-103.9738083,4945
30-025-39930,Lea,2012,1505502.3860209258,32.814724,-103.7614212,7122
30-025-39930,Lea,2012,1505502.3860209258,32.814724,-103.7614212,7122
30-025-39930,Lea,2012,1505502.3860209258,32.814724,-103.7614212,7122
30-025-39930,Lea,2012,1505502.3860209258,32.814724,-103.7614212,7122
30-025-39965,Lea,2011,399378.0,32.510631599999996,-103.16696929999999,7050
30-025-39969,Lea,2011,399378.0,32.5922165,-103.12677,7291
30-025-39969,Lea,2011,399378.0,32.5922165,-103.12677,7291
30-025-39969,Lea,2011,399378.0,32.5922165,-103.12677,7291
30-025-39977,Lea,2011,399378.0,32.9009323,-103.1166382,8124
30-025-40001,Lea,2011,399378.0,32.0659866,-103.6471558,9131
30-025-40001,Lea,2011,399378.0,32.0659866,-103.6471558,9131
30-025-40001,Lea,2011,399378.0,32.0659866,-103.6471558,9131
30-025-40001,Lea,2011,399378.0,32.0659866,-103.6471558,9131
30-025-40001,Lea,2011,399378.0,32.0659866,-103.6471558,9131
30-025-40001,Lea,2011,399378.0,32.0659866,-103.6471558,9131
30-025-40001,Lea,2011,399378.0,32.0659866,-103.6471558,9131
30-025-40001,Lea,2011,399378.0,32.0659866,-103.6471558,9131
30-025-40041,Lea,2011,399378.0,32.6122017,-103.5749588,8766
30-025-40052,Lea,2012,1505502.3860209258,32.123115500000004,-103.5416794,9440
30-025-40089,Lea,2011,399378.0,32.0660324,-103.4599075,9728
30-025-40089,Lea,2011,399378.0,32.0660324,-103.4599075,9728
30-025-40089,Lea,2011,399378.0,32.0660324,-103.4599075,9728
30-025-40089,Lea,2011,399378.0,32.0660324,-103.4599075,9728
30-025-40107,Lea,2011,399378.0,32.382740000000005,-103.6188126,10980
30-025-40142,Lea,2012,1505502.3860209258,32.6227951,-103.7517014,9633
30-025-40175,Lea,2011,399378.0,32.4614639,-103.1440582,5709
30-025-40175,Lea,2011,399378.0,32.4614639,-103.1440582,5709
30-025-40151,Lea,2012,1505502.3860209258,32.819370299999996,-103.79916379999999,7031
30-025-40151,Lea,2012,1505502.3860209258,32.819370299999996,-103.79916379999999,7031
30-025-40151,Lea,2012,1505502.3860209258,32.819370299999996,-103.79916379999999,7031
30-025-40151,Lea,2012,1505502.3860209258,32.819370299999996,-103.79916379999999,7031
30-025-40169,Lea,2011,399378.0,32.006076799999995,-103.2625732,999
30-025-40169,Lea,2011,399378.0,32.00608513009036,-103.2625760398942,999
30-025-40169,Lea,2011,399378.0,32.006076799999995,-103.2625732,999
30-025-40169,Lea,2011,399378.0,32.00608513009036,-103.2625760398942,999
30-025-40180,Lea,2013,1458204.536370805,32.7809601,-103.72522740000001,9365
30-025-40180,Lea,2013,1458204.536370805,32.7809601,-103.72522740000001,9365
30-025-40203,Lea,2012,1505502.3860209258,32.8481903,-103.7618561,7027
30-025-40203,Lea,2012,1505502.3860209258,32.8481903,-103.7618561,7027
30-025-40203,Lea,2012,1505502.3860209258,32.8481903,-103.7618561,7027
30-025-40203,Lea,2012,1505502.3860209258,32.8481903,-103.7618561,7027
30-025-40243,Lea,2012,1505502.3860209258,32.7542076,-103.4916,10500
30-025-40326,Lea,2012,1505502.3860209258,32.711525,-103.0764542,4700
30-025-40326,Lea,2012,1505502.3860209258,32.711525,-103.0764542,4700
30-025-40326,Lea,2012,1505502.3860209258,32.711525,-103.0764542,4700
30-025-40326,Lea,2012,1505502.3860209258,32.711525,-103.0764542,4700
30-025-40326,Lea,2012,1505502.3860209258,32.711525,-103.0764542,4700
30-025-40326,Lea,2012,1505502.3860209258,32.711525,-103.0764542,4700
30-025-40326,Lea,2012,1505502.3860209258,32.711525,-103.0764542,4700
30-025-40326,Lea,2012,1505502.3860209258,32.711525,-103.0764542,4700
30-025-40326,Lea,2012,1505502.3860209258,32.711525,-103.0764542,4700
30-025-40329,Lea,2012,1505502.3860209258,32.0199966,-103.67836,9289
30-025-40345,Lea,2012,1505502.3860209258,32.480701399999994,-103.1102448,7495
30-025-40345,Lea,2012,1505502.3860209258,32.480701399999994,-103.1102448,7495
30-025-40365,Lea,2012,1505502.3860209258,32.4987946,-103.6551056,10589
30-025-40383,Lea,2012,1505502.3860209258,32.022563899999994,-103.4993515,9487
30-025-40390,Lea,2013,1458204.536370805,32.1801491,-103.7198105,10467
30-025-40461,Lea,2013,1458204.536370805,32.796001399999994,-103.5009155,5070
30-025-40505,Lea,2012,1505502.3860209258,32.82827,-103.7876053,6882
30-025-40508,Lea,2012,1505502.3860209258,32.8282776,-103.8004761,6820
30-025-40511,Lea,2012,1505502.3860209258,32.8463898,-103.7704468,0
30-025-40511,Lea,2012,1505502.3860209258,32.8463898,-103.7704468,0
30-025-40511,Lea,2012,1505502.3860209258,32.8463898,-103.7704468,0
30-025-40511,Lea,2012,1505502.3860209258,32.8463898,-103.7704468,0
30-025-40491,Lea,2012,1505502.3860209258,32.5143929,-103.1368103,7150
30-025-40497,Lea,2012,1505502.3860209258,32.5149384,-103.15299990000001,7024
30-025-40531,Lea,2013,1458204.536370805,32.5664368,-103.5685272,10943
30-025-40545,Lea,2012,1505502.3860209258,32.8461342,-103.76615140000001,7143
30-025-40545,Lea,2012,1505502.3860209258,32.8461342,-103.76615140000001,7143
30-025-40545,Lea,2012,1505502.3860209258,32.8461342,-103.76615140000001,7143
30-025-40545,Lea,2012,1505502.3860209258,32.8461342,-103.76615140000001,7143
30-025-40563,Lea,2012,1505502.3860209258,32.7055435,-103.317543,8573
30-025-40607,Lea,2013,1458204.536370805,32.0352135,-103.66394040000002,9006
30-025-40617,Lea,2013,1458204.536370805,32.5286751,-103.4868546,99
30-025-40790,Lea,2013,1458204.536370805,32.0194511,-103.69139100000001,9227
30-025-40794,Lea,2013,1458204.536370805,32.501426699999996,-103.5410385,11465
30-025-40814,Lea,2013,1458204.536370805,32.740406,-103.4872055,9789
30-025-40874,Lea,2013,1458204.536370805,32.311004600000004,-103.47713470000001,10452
30-025-40874,Lea,2013,1458204.536370805,32.3110037087757,-103.47710645181499,10452
30-025-40874,Lea,2013,1458204.536370805,32.311004600000004,-103.47713470000001,10452
30-025-40874,Lea,2013,1458204.536370805,32.3110037087757,-103.47710645181499,10452
30-025-40882,Lea,2013,1458204.536370805,32.741333000000004,-103.298233,5630
30-025-40884,Lea,2013,1458204.536370805,32.693424199999995,-103.5049362,10647
30-025-40968,Lea,2015,5051542.035985098,32.4710732,-103.485527,10927
30-025-41004,Lea,2014,2365159.2132217395,33.1268158,-103.0631561,5353
30-025-41004,Lea,2014,2365159.2132217395,33.1268158,-103.0631561,5353
30-025-41004,Lea,2014,2365159.2132217395,33.1268158,-103.0631561,5353
30-025-41004,Lea,2014,2365159.2132217395,33.1268158,-103.0631561,5353
30-015-42057,Eddy,2014,2121953.211050188,32.049526199999995,-104.0740814,0
30-015-42089,Eddy,2014,2121953.211050188,32.2240982,-104.25299840000001,0
30-015-42132,Eddy,2014,2121953.211050188,32.092861199999994,-104.2368927,0
30-015-42135,Eddy,2014,2121953.211050188,32.0930672,-104.2223282,7513
30-015-42156,Eddy,2014,2121953.211050188,32.796814000000005,-104.2034988,4250
30-015-42156,Eddy,2014,2121953.211050188,32.796814000000005,-104.2034988,4250
30-015-42156,Eddy,2014,2121953.211050188,32.796814000000005,-104.2034988,4250
30-015-42156,Eddy,2014,2121953.211050188,32.796814000000005,-104.2034988,4250
30-015-42162,Eddy,2014,2121953.211050188,32.784832,-104.1903763,5100
30-015-42162,Eddy,2014,2121953.211050188,32.784832,-104.1903763,5100
30-015-42162,Eddy,2014,2121953.211050188,32.784832,-104.1903763,5100
30-015-42162,Eddy,2014,2121953.211050188,32.784832,-104.1903763,5100
30-015-42193,Eddy,2014,2121953.211050188,32.1868973,-104.0312119,8493
30-015-42207,Eddy,2014,2121953.211050188,32.677394899999996,-104.0288315,8211
30-025-28576,Lea,2012,1505502.3860209258,33.1252899,-103.161377,14000
30-025-28576,Lea,2012,1505502.3860209258,33.12528374050264,-103.1613728878958,99999
30-025-28576,Lea,2012,1505502.3860209258,33.12528374050264,-103.1613728878958,14000
30-025-28576,Lea,2012,1505502.3860209258,33.1252899,-103.161377,14000
30-025-28576,Lea,2012,1505502.3860209258,33.12528374050264,-103.1613728878958,14000
30-025-28576,Lea,2012,1505502.3860209258,33.1252899,-103.161377,14000
30-025-28576,Lea,2012,1505502.3860209258,33.12528374050264,-103.1613728878958,99999
30-025-28576,Lea,2012,1505502.3860209258,33.12528374050264,-103.1613728878958,14000
30-025-28576,Lea,2012,1505502.3860209258,33.1252899,-103.161377,14000
30-025-28576,Lea,2012,1505502.3860209258,33.12528374050264,-103.1613728878958,14000
30-025-30519,Lea,2011,399378.0,32.5967369,-103.5589066,6247
30-025-30519,Lea,2011,399378.0,32.596742198942124,-103.5589144973439,6247
30-025-30519,Lea,2011,399378.0,32.5967369,-103.5589066,6247
30-025-30519,Lea,2011,399378.0,32.596742198942124,-103.5589144973439,6247
30-025-30548,Lea,2014,2365159.2132217395,32.7902336,-103.6359406,4803
30-025-30548,Lea,2014,2365159.2132217395,32.7902382365723,-103.635913544744,99999
30-025-30548,Lea,2014,2365159.2132217395,32.7902382365723,-103.635913544744,99999
30-025-30548,Lea,2014,2365159.2132217395,32.7902382365723,-103.635913544744,4803
30-025-30548,Lea,2014,2365159.2132217395,32.7902382365723,-103.635913544744,4803
30-025-30548,Lea,2014,2365159.2132217395,32.7902382365723,-103.635913544744,4803
30-025-30548,Lea,2014,2365159.2132217395,32.7902336,-103.6359406,4803
30-025-30548,Lea,2014,2365159.2132217395,32.7902382365723,-103.635913544744,99999
30-025-30548,Lea,2014,2365159.2132217395,32.7902382365723,-103.635913544744,99999
30-025-30548,Lea,2014,2365159.2132217395,32.7902382365723,-103.635913544744,4803
30-025-30548,Lea,2014,2365159.2132217395,32.7902382365723,-103.635913544744,4803
30-025-30548,Lea,2014,2365159.2132217395,32.7902382365723,-103.635913544744,4803
30-025-30606,Lea,2012,1505502.3860209258,32.75634,-103.79104609999999,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634581706241,-103.7910155188287,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634581706241,-103.7910155188287,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634581706241,-103.7910155188287,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634581706241,-103.7910155188287,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634581706241,-103.7910155188287,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634,-103.79104609999999,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634581706241,-103.7910155188287,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634581706241,-103.7910155188287,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634581706241,-103.7910155188287,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634581706241,-103.7910155188287,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634581706241,-103.7910155188287,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634,-103.79104609999999,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634581706241,-103.7910155188287,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634581706241,-103.7910155188287,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634581706241,-103.7910155188287,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634581706241,-103.7910155188287,10800
30-025-30606,Lea,2012,1505502.3860209258,32.75634581706241,-103.7910155188287,10800
30-025-40218,Lea,2011,399378.0,32.3166924,-103.7116547,8900
30-025-40218,Lea,2011,399378.0,32.3166924,-103.7116547,8900
30-025-40218,Lea,2011,399378.0,32.3166924,-103.7116547,8900
30-025-40218,Lea,2011,399378.0,32.3166924,-103.7116547,8900
30-025-40238,Lea,2012,1505502.3860209258,32.8175201,-103.8083572,7013
30-025-40238,Lea,2012,1505502.3860209258,32.8175201,-103.8083572,7013
30-025-40238,Lea,2012,1505502.3860209258,32.8175201,-103.8083572,7013
30-025-40238,Lea,2012,1505502.3860209258,32.8175201,-103.8083572,7013
30-025-40264,Lea,2012,1505502.3860209258,32.50793839999999,-103.11717990000001,7260
30-025-40267,Lea,2012,1505502.3860209258,32.4725418,-103.1177216,7200
30-025-40320,Lea,2012,1505502.3860209258,32.2531204,-103.61759190000001,11141
30-025-40320,Lea,2012,1505502.3860209258,32.25312379928466,-103.61758382245769,15421
30-025-40320,Lea,2012,1505502.3860209258,32.2531204,-103.61759190000001,11141
30-025-40320,Lea,2012,1505502.3860209258,32.25312379928466,-103.61758382245769,15421
30-025-40360,Lea,2012,1505502.3860209258,32.8286934,-103.8026276,6935
30-025-40397,Lea,2014,2365159.2132217395,32.688488,-103.50315859999999,10775
30-025-40397,Lea,2014,2365159.2132217395,32.6884905400715,-103.50314943882,0
30-025-40483,Lea,2012,1505502.3860209258,32.034988399999996,-103.69427490000001,9228
30-025-40499,Lea,2012,1505502.3860209258,32.5112228,-103.1573334,7050
30-025-40562,Lea,2012,1505502.3860209258,32.651363399999994,-103.4042892,5200
30-025-40575,Lea,2012,1505502.3860209258,32.9208183,-103.68249509999998,11639
30-025-40575,Lea,2012,1505502.3860209258,32.9208183,-103.68249509999998,11639
30-025-40575,Lea,2012,1505502.3860209258,32.9208183,-103.68249509999998,11639
30-025-40575,Lea,2012,1505502.3860209258,32.9208183,-103.68249509999998,11639
30-025-40575,Lea,2012,1505502.3860209258,32.9208183,-103.68249509999998,11639
30-025-40575,Lea,2012,1505502.3860209258,32.9208183,-103.68249509999998,11639
30-025-40532,Lea,2012,1505502.3860209258,32.2530899,-103.600708,11126
30-025-40558,Lea,2013,1458204.536370805,32.1240692,-103.4300308,9808
30-025-40558,Lea,2013,1458204.536370805,32.1240692,-103.4300308,9808
30-025-40558,Lea,2013,1458204.536370805,32.1240692,-103.4300308,9808
30-025-40558,Lea,2013,1458204.536370805,32.1240692,-103.4300308,9808
30-025-40590,Lea,2013,1458204.536370805,32.254921,-103.6092453,11094
30-025-40652,Lea,2013,1458204.536370805,32.746769,-103.309021,9320
30-025-40652,Lea,2013,1458204.536370805,32.746769,-103.309021,9320
30-025-40652,Lea,2013,1458204.536370805,32.746769,-103.309021,9320
30-025-40655,Lea,2013,1458204.536370805,32.7542343,-103.5108032,9825
30-025-40655,Lea,2013,1458204.536370805,32.7542343,-103.5108032,9825
30-025-40725,Lea,2012,1505502.3860209258,32.564064,-103.6489716,11196
30-025-40725,Lea,2012,1505502.3860209258,32.564063433594,-103.64899809863199,0
30-025-40755,Lea,2012,1505502.3860209258,32.064415000000004,-103.5698853,9931
30-025-40822,Lea,2012,1505502.3860209258,32.746047999999995,-103.19747159999999,4625
30-025-40854,Lea,2014,2365159.2132217395,32.2985611,-103.5845795,11068
30-025-40857,Lea,2013,1458204.536370805,32.298549699999995,-103.5699921,11202
30-025-40871,Lea,2013,1458204.536370805,32.846405,-103.7790375,7019
30-025-40871,Lea,2013,1458204.536370805,32.846405,-103.7790375,7019
30-025-40871,Lea,2013,1458204.536370805,32.846405,-103.7790375,7019
30-025-40871,Lea,2013,1458204.536370805,32.846405,-103.7790375,7019
30-025-40876,Lea,2013,1458204.536370805,32.824954999999996,-103.4397812,8640
30-025-40876,Lea,2013,1458204.536370805,32.824952530710966,-103.4397914437483,8640
30-025-40876,Lea,2013,1458204.536370805,32.824954999999996,-103.4397812,8640
30-025-40876,Lea,2013,1458204.536370805,32.824952530710966,-103.4397914437483,8640
30-025-40876,Lea,2013,1458204.536370805,32.824954999999996,-103.4397812,8640
30-025-40876,Lea,2013,1458204.536370805,32.824952530710966,-103.4397914437483,8640
30-025-40876,Lea,2013,1458204.536370805,32.824954999999996,-103.4397812,8640
30-025-40876,Lea,2013,1458204.536370805,32.824952530710966,-103.4397914437483,8640
30-025-40935,Lea,2013,1458204.536370805,32.369850199999995,-103.4309311,11300
30-025-40935,Lea,2013,1458204.536370805,32.369850199999995,-103.4309311,11300
30-025-40935,Lea,2013,1458204.536370805,32.369850199999995,-103.4309311,11300
30-025-40935,Lea,2013,1458204.536370805,32.369850199999995,-103.4309311,11300
30-025-40981,Lea,2014,2365159.2132217395,32.267971,-103.43931579999999,11350
30-015-42393,Eddy,2014,2121953.211050188,32.209034,-103.8463745,9858
30-015-42393,Eddy,2014,2121953.211050188,32.209029213303,-103.846386589675,0
30-015-42393,Eddy,2014,2121953.211050188,32.209034,-103.8463745,9858
30-015-42393,Eddy,2014,2121953.211050188,32.209034,-103.8463745,9858
30-015-42393,Eddy,2014,2121953.211050188,32.209034,-103.8463745,9858
30-015-42393,Eddy,2014,2121953.211050188,32.209029213303,-103.846386589675,0
30-015-42393,Eddy,2014,2121953.211050188,32.209034,-103.8463745,9858
30-015-42393,Eddy,2014,2121953.211050188,32.209034,-103.8463745,9858
30-015-42393,Eddy,2014,2121953.211050188,32.209034,-103.8463745,9858
30-015-42393,Eddy,2014,2121953.211050188,32.209029213303,-103.846386589675,0
30-015-42393,Eddy,2014,2121953.211050188,32.209034,-103.8463745,9858
30-015-42393,Eddy,2014,2121953.211050188,32.209034,-103.8463745,9858
30-015-42472,Eddy,2014,2121953.211050188,32.0336952,-104.2253418,0
30-015-42478,Eddy,2014,2121953.211050188,32.6077843,-103.8901443,8072
30-015-42478,Eddy,2014,2121953.211050188,32.6077843,-103.8901443,8072
30-015-42478,Eddy,2014,2121953.211050188,32.6077843,-103.8901443,8072
30-015-42478,Eddy,2014,2121953.211050188,32.6077843,-103.8901443,8072
30-015-42506,Eddy,2015,3907482.9845540165,32.8592453,-104.0196991,4481
30-015-42506,Eddy,2015,3907482.9845540165,32.8592453,-104.0196991,4481
30-015-42506,Eddy,2015,3907482.9845540165,32.8592453,-104.0196991,4481
