APINumber,County,Year,Volume_gal,Latitude,Longitude,TotalVerticalDepth_ft
30-015-39734,Eddy,2012,1150836.0063557946,32.0375519,-104.0406952,7031
30-015-39761,Eddy,2012,1150836.0063557946,32.761501300000006,-104.3792953,2570
30-015-39761,Eddy,2012,1150836.0063557946,32.761501300000006,-104.3792953,6975
30-015-39761,Eddy,2012,1150836.0063557946,32.76150324240762,-104.37930335238079,6975
30-015-39761,Eddy,2012,1150836.0063557946,32.761501300000006,-104.3792953,2570
30-015-39761,Eddy,2012,1150836.0063557946,32.761501300000006,-104.3792953,2570
30-015-39761,Eddy,2012,1150836.0063557946,32.761501300000006,-104.3792953,6975
30-015-39761,Eddy,2012,1150836.0063557946,32.76150324240762,-104.37930335238079,6975
30-015-39761,Eddy,2012,1150836.0063557946,32.761501300000006,-104.3792953,2570
30-015-39761,Eddy,2012,1150836.0063557946,32.761501300000006,-104.3792953,2570
30-015-39761,Eddy,2012,1150836.0063557946,32.761501300000006,-104.3792953,6975
30-015-39761,Eddy,2012,1150836.0063557946,32.76150324240762,-104.37930335238079,6975
30-015-39761,Eddy,2012,1150836.0063557946,32.761501300000006,-104.3792953,2570
30-015-39761,Eddy,2012,1150836.0063557946,32.761501300000006,-104.3792953,2570
30-015-39761,Eddy,2012,1150836.0063557946,32.761501300000006,-104.3792953,6975
30-015-39761,Eddy,2012,1150836.0063557946,32.76150324240762,-104.37930335238079,6975
30-015-39761,Eddy,2012,1150836.0063557946,32.761501300000006,-104.3792953,2570
30-015-39801,Eddy,2014,2121953.211050188,32.611480699999994,-104.0192947,8429
30-015-39801,Eddy,2014,2121953.211050188,32.611480699999994,-104.0192947,8429
30-015-39801,Eddy,2014,2121953.211050188,32.611480699999994,-104.0192947,8429
30-015-39801,Eddy,2014,2121953.211050188,32.611480699999994,-104.0192947,8429
30-015-39807,Eddy,2012,1150836.0063557946,32.759513899999995,-104.30682370000001,4243
30-015-39832,Eddy,2012,1150836.0063557946,32.8372841,-103.869194,6425
30-015-39832,Eddy,2012,1150836.0063557946,32.8372841,-103.869194,6425
30-015-39832,Eddy,2012,1150836.0063557946,32.8372841,-103.869194,6425
30-015-39832,Eddy,2012,1150836.0063557946,32.8372841,-103.869194,6425
30-015-39836,Eddy,2012,1150836.0063557946,32.8209152,-103.9095535,6225
30-025-28016,Lea,2012,1505502.3860209258,32.6881142,-103.4645615,10800
30-025-28016,Lea,2012,1505502.3860209258,32.68810662740313,-103.4645325371977,99999
30-025-28016,Lea,2012,1505502.3860209258,32.6881142,-103.4645615,10800
30-025-28016,Lea,2012,1505502.3860209258,32.6881142,-103.4645615,10800
30-025-28016,Lea,2012,1505502.3860209258,32.68810662740313,-103.4645325371977,99999
30-025-28016,Lea,2012,1505502.3860209258,32.6881142,-103.4645615,10800
30-015-39895,Eddy,2012,1150836.0063557946,32.7965431,-104.1800537,5000
30-015-39897,Eddy,2012,1150836.0063557946,32.8158989,-103.8994217,6308
30-015-39903,Eddy,2012,1150836.0063557946,32.8332138,-104.05847929999999,4593
30-015-39903,Eddy,2012,1150836.0063557946,32.8332138,-104.05847929999999,4593
30-015-39903,Eddy,2012,1150836.0063557946,32.8332138,-104.05847929999999,4593
30-015-39903,Eddy,2012,1150836.0063557946,32.8332138,-104.05847929999999,4593
30-015-39936,Eddy,2012,1150836.0063557946,32.0454102,-103.86370090000001,7657
30-015-39936,Eddy,2012,1150836.0063557946,32.0454102,-103.86370090000001,7657
30-015-39956,Eddy,2012,1150836.0063557946,32.7917938,-104.2296448,4890
30-015-39956,Eddy,2012,1150836.0063557946,32.7917938,-104.2296448,4890
30-015-39956,Eddy,2012,1150836.0063557946,32.7917938,-104.2296448,4890
30-015-39956,Eddy,2012,1150836.0063557946,32.7917938,-104.2296448,4890
30-015-39975,Eddy,2013,1068262.8278245165,32.637725800000005,-103.89896390000001,8942
30-015-40020,Eddy,2012,1150836.0063557946,32.7936325,-104.1840439,5100
30-015-40023,Eddy,2012,1150836.0063557946,32.7869034,-104.17776490000001,5158
30-015-40042,Eddy,2012,1150836.0063557946,32.8620987,-104.1218338,3974
30-015-40051,Eddy,2014,2121953.211050188,32.408496899999996,-103.7406998,7966
30-015-40051,Eddy,2014,2121953.211050188,32.408496899999996,-103.7406998,7966
30-015-40051,Eddy,2014,2121953.211050188,32.408496899999996,-103.7406998,7966
30-015-40051,Eddy,2014,2121953.211050188,32.408496899999996,-103.7406998,7966
30-015-40057,Eddy,2014,2121953.211050188,32.6975555,-104.3924866,2400
30-015-40057,Eddy,2014,2121953.211050188,32.6975555,-104.3924866,2400
30-015-40057,Eddy,2014,2121953.211050188,32.6975555,-104.3924866,2400
30-015-40057,Eddy,2014,2121953.211050188,32.6975555,-104.3924866,2400
30-015-40078,Eddy,2012,1150836.0063557946,32.7903175,-104.17566679999999,5115
30-015-40084,Eddy,2015,3907482.9845540165,32.8111801,-104.1882172,3650
30-015-40084,Eddy,2015,3907482.9845540165,32.8111801,-104.1882172,0
30-015-40084,Eddy,2015,3907482.9845540165,32.8111801,-104.1882172,3650
30-015-40084,Eddy,2015,3907482.9845540165,32.8111801,-104.1882172,0
30-015-40194,Eddy,2015,3907482.9845540165,32.5798798,-104.4971695,0
30-015-40194,Eddy,2015,3907482.9845540165,32.5798811070254,-104.497161177596,0
30-015-40194,Eddy,2015,3907482.9845540165,32.5798798,-104.4971695,0
30-015-40194,Eddy,2015,3907482.9845540165,32.5798798,-104.4971695,0
30-015-40194,Eddy,2015,3907482.9845540165,32.5798811070254,-104.497161177596,0
30-015-40194,Eddy,2015,3907482.9845540165,32.5798798,-104.4971695,0
30-015-40197,Eddy,2012,1150836.0063557946,32.8014755,-104.2359467,4727
30-015-40197,Eddy,2012,1150836.0063557946,32.8014755,-104.2359467,4727
30-015-40197,Eddy,2012,1150836.0063557946,32.8014755,-104.2359467,4727
30-015-40197,Eddy,2012,1150836.0063557946,32.8014755,-104.2359467,4727
30-015-40317,Eddy,2012,1150836.0063557946,32.8346901,-104.0305023,4670
30-015-40317,Eddy,2012,1150836.0063557946,32.8346901,-104.0305023,4670
30-015-40317,Eddy,2012,1150836.0063557946,32.8346901,-104.0305023,4670
30-015-40317,Eddy,2012,1150836.0063557946,32.8346901,-104.0305023,4670
30-015-40320,Eddy,2012,1150836.0063557946,32.8183174,-104.0420151,4819
30-015-40320,Eddy,2012,1150836.0063557946,32.8183174,-104.0420151,4819
30-015-40320,Eddy,2012,1150836.0063557946,32.8183174,-104.0420151,4819
30-015-40320,Eddy,2012,1150836.0063557946,32.8183174,-104.0420151,4819
30-015-40323,Eddy,2012,1150836.0063557946,32.826629600000004,-104.02256009999999,4751
30-015-40323,Eddy,2012,1150836.0063557946,32.826629600000004,-104.02256009999999,4751
30-015-40323,Eddy,2012,1150836.0063557946,32.826629600000004,-104.02256009999999,4751
30-015-40323,Eddy,2012,1150836.0063557946,32.826629600000004,-104.02256009999999,4751
30-015-40381,Eddy,2012,1150836.0063557946,32.8232346,-104.03440090000001,4130
30-015-40381,Eddy,2012,1150836.0063557946,32.8232346,-104.03440090000001,4130
30-015-40381,Eddy,2012,1150836.0063557946,32.8232346,-104.03440090000001,4130
30-015-40381,Eddy,2012,1150836.0063557946,32.8232346,-104.03440090000001,4130
30-015-40384,Eddy,2013,1068262.8278245165,32.8128357,-104.03099820000001,4124
30-015-40384,Eddy,2013,1068262.8278245165,32.8128357,-104.03099820000001,4124
30-015-40384,Eddy,2013,1068262.8278245165,32.8128357,-104.03099820000001,4124
30-015-40384,Eddy,2013,1068262.8278245165,32.8128357,-104.03099820000001,4124
30-015-40404,Eddy,2012,1150836.0063557946,32.5779495,-104.02911379999999,8375
30-015-40404,Eddy,2012,1150836.0063557946,32.5779495,-104.02911379999999,8375
30-015-40404,Eddy,2012,1150836.0063557946,32.5779495,-104.02911379999999,8375
30-015-40404,Eddy,2012,1150836.0063557946,32.5779495,-104.02911379999999,8375
30-015-40427,Eddy,2013,1068262.8278245165,32.7269821,-104.00165559999999,8244
30-015-40427,Eddy,2013,1068262.8278245165,32.7269821,-104.00165559999999,8244
30-015-40431,Eddy,2012,1150836.0063557946,32.8319664,-103.9501953,6078
30-015-40437,Eddy,2012,1150836.0063557946,32.8549995,-103.9489365,6138
30-015-40437,Eddy,2012,1150836.0063557946,32.8549995,-103.9489365,6138
30-015-40437,Eddy,2012,1150836.0063557946,32.8549995,-103.9489365,6138
30-015-40437,Eddy,2012,1150836.0063557946,32.8549995,-103.9489365,6138
30-015-40437,Eddy,2012,1150836.0063557946,32.8549995,-103.9489365,6138
30-015-40437,Eddy,2012,1150836.0063557946,32.8549995,-103.9489365,6138
30-015-40437,Eddy,2012,1150836.0063557946,32.8549995,-103.9489365,6138
30-015-40437,Eddy,2012,1150836.0063557946,32.8549995,-103.9489365,6138
30-015-40437,Eddy,2012,1150836.0063557946,32.8549995,-103.9489365,6138
30-015-40437,Eddy,2012,1150836.0063557946,32.8549995,-103.9489365,6138
30-015-40437,Eddy,2012,1150836.0063557946,32.8549995,-103.9489365,6138
30-015-40437,Eddy,2012,1150836.0063557946,32.8549995,-103.9489365,6138
30-015-40442,Eddy,2013,1068262.8278245165,32.861095399999996,-104.03793329999999,5127
30-015-40442,Eddy,2013,1068262.8278245165,32.861095399999996,-104.03793329999999,5127
30-015-40442,Eddy,2013,1068262.8278245165,32.861095399999996,-104.03793329999999,5127
30-015-40442,Eddy,2013,1068262.8278245165,32.861095399999996,-104.03793329999999,5127
30-025-28976,Lea,2018,9699471.284780506,32.694248200000004,-103.1735382,4299
30-025-28976,Lea,2018,9699471.284780506,32.69422362162889,-103.1735090878828,99999
30-015-40545,Eddy,2013,1068262.8278245165,32.8501663,-104.05419920000001,5119
30-015-40545,Eddy,2013,1068262.8278245165,32.8501663,-104.05419920000001,5119
30-015-40545,Eddy,2013,1068262.8278245165,32.8501663,-104.05419920000001,5119
30-015-40545,Eddy,2013,1068262.8278245165,32.8501663,-104.05419920000001,5119
30-015-40545,Eddy,2013,1068262.8278245165,32.8501663,-104.05419920000001,5119
30-015-40545,Eddy,2013,1068262.8278245165,32.8501663,-104.05419920000001,5119
30-015-40545,Eddy,2013,1068262.8278245165,32.8501663,-104.05419920000001,5119
30-015-40545,Eddy,2013,1068262.8278245165,32.8501663,-104.05419920000001,5119
30-015-40556,Eddy,2013,1068262.8278245165,32.8559875,-103.9554062,6019
30-015-40556,Eddy,2013,1068262.8278245165,32.8559875,-103.9554062,6019
30-015-40556,Eddy,2013,1068262.8278245165,32.8559875,-103.9554062,6019
30-015-40556,Eddy,2013,1068262.8278245165,32.8559875,-103.9554062,6019
30-015-40614,Eddy,2012,1150836.0063557946,32.8427925,-104.0081635,4939
30-015-40614,Eddy,2012,1150836.0063557946,32.8427925,-104.0081635,4939
30-015-40614,Eddy,2012,1150836.0063557946,32.8427925,-104.0081635,4939
30-015-40614,Eddy,2012,1150836.0063557946,32.8427925,-104.0081635,4939
30-015-40614,Eddy,2012,1150836.0063557946,32.8427925,-104.0081635,4939
30-015-40614,Eddy,2012,1150836.0063557946,32.8427925,-104.0081635,4939
30-015-40614,Eddy,2012,1150836.0063557946,32.8427925,-104.0081635,4939
30-015-40614,Eddy,2012,1150836.0063557946,32.8427925,-104.0081635,4939
30-015-40614,Eddy,2012,1150836.0063557946,32.8427925,-104.0081635,4939
30-015-40618,Eddy,2012,1150836.0063557946,32.7824631,-104.25038909999999,525
30-015-40621,Eddy,2012,1150836.0063557946,32.7807045,-104.2524719,550
30-015-40651,Eddy,2013,1068262.8278245165,32.338657399999995,-104.0452118,8349
30-015-40651,Eddy,2013,1068262.8278245165,32.338679659740855,-104.0451865141001,9
30-015-40804,Eddy,2012,1150836.0063557946,32.8064804,-104.2397614,4705
30-015-40804,Eddy,2012,1150836.0063557946,32.8064804,-104.2397614,4717
30-015-40804,Eddy,2016,5155443.972697944,32.8064804,-104.2397614,4705
30-015-40804,Eddy,2016,5155443.972697944,32.8064804,-104.2397614,4717
30-015-40804,Eddy,2012,1150836.0063557946,32.8064804,-104.2397614,4705
30-015-40804,Eddy,2012,1150836.0063557946,32.8064804,-104.2397614,4717
30-015-40823,Eddy,2013,1068262.8278245165,32.0508652,-104.0394058,12622
30-015-40832,Eddy,2013,1068262.8278245165,32.7987976,-104.1883926,3194
30-015-40832,Eddy,2013,1068262.8278245165,32.7987976,-104.1883926,3194
30-015-40832,Eddy,2013,1068262.8278245165,32.7987976,-104.1883926,3194
30-015-40832,Eddy,2013,1068262.8278245165,32.7987976,-104.1883926,3194
30-015-40868,Eddy,2013,1068262.8278245165,32.752944899999996,-103.84938050000001,8525
30-015-40868,Eddy,2013,1068262.8278245165,32.752944899999996,-103.84938050000001,8525
30-015-40891,Eddy,2013,1068262.8278245165,32.6107445,-103.8945007,8889
30-015-40907,Eddy,2013,1068262.8278245165,32.1673355,-104.104454,8036
30-015-40907,Eddy,2013,1068262.8278245165,32.1673355,-104.104454,8036
30-015-40907,Eddy,2013,1068262.8278245165,32.1673355,-104.104454,8036
30-015-40907,Eddy,2013,1068262.8278245165,32.1673355,-104.104454,8036
30-015-40907,Eddy,2013,1068262.8278245165,32.1673355,-104.104454,8036
30-015-40907,Eddy,2013,1068262.8278245165,32.1673355,-104.104454,8036
30-015-40919,Eddy,2013,1068262.8278245165,32.8282623,-103.9995499,4810
30-015-40919,Eddy,2013,1068262.8278245165,32.8282623,-103.9995499,4810
30-015-40919,Eddy,2013,1068262.8278245165,32.8282623,-103.9995499,4810
30-015-40919,Eddy,2013,1068262.8278245165,32.8282623,-103.9995499,4810
30-015-40945,Eddy,2013,1068262.8278245165,32.759903,-104.308548,2653
30-015-40945,Eddy,2013,1068262.8278245165,32.75991146127787,-104.30854747172172,2653
30-015-40945,Eddy,2013,1068262.8278245165,32.759903,-104.308548,2653
30-015-40945,Eddy,2013,1068262.8278245165,32.75991146127787,-104.30854747172172,2653
30-015-40945,Eddy,2013,1068262.8278245165,32.759903,-104.308548,2653
30-015-40945,Eddy,2013,1068262.8278245165,32.75991146127787,-104.30854747172172,2653
30-015-40984,Eddy,2013,1068262.8278245165,32.1378021,-104.1284561,7958
30-015-40984,Eddy,2013,1068262.8278245165,32.1378021,-104.1284561,7958
30-015-28378,Eddy,2014,2121953.211050188,32.6444626,-104.4757233,8225
30-015-28378,Eddy,2014,2121953.211050188,32.6444579148148,-104.47461788757799,8225
30-015-28378,Eddy,2014,2121953.211050188,32.6444626,-104.4757233,8225
30-015-28378,Eddy,2014,2121953.211050188,32.6444626,-104.4757233,8225
30-015-28378,Eddy,2014,2121953.211050188,32.6444626,-104.4757233,8225
30-015-28378,Eddy,2014,2121953.211050188,32.6444579148148,-104.47461788757799,8225
30-015-28378,Eddy,2014,2121953.211050188,32.6444626,-104.4757233,8225
30-015-28378,Eddy,2014,2121953.211050188,32.6444626,-104.4757233,8225
30-015-28378,Eddy,2014,2121953.211050188,32.6444626,-104.4757233,8225
30-015-28378,Eddy,2014,2121953.211050188,32.6444579148148,-104.47461788757799,8225
30-015-28378,Eddy,2014,2121953.211050188,32.6444626,-104.4757233,8225
30-015-28378,Eddy,2014,2121953.211050188,32.6444626,-104.4757233,8225
30-015-28543,Eddy,2014,2121953.211050188,32.6775055,-104.49193570000001,8250
30-015-28543,Eddy,2014,2121953.211050188,32.6772,-104.49138,8250
30-015-28543,Eddy,2014,2121953.211050188,32.6775055,-104.49193570000001,8250
30-015-28543,Eddy,2014,2121953.211050188,32.6775055,-104.49193570000001,8250
30-015-28543,Eddy,2014,2121953.211050188,32.6772,-104.49138,8250
30-015-28543,Eddy,2014,2121953.211050188,32.6775055,-104.49193570000001,8250
30-015-28738,Eddy,2011,3962910.0,32.663146999999995,-104.483345,8255
30-015-28738,Eddy,2011,3962910.0,32.66314658218615,-104.48335211571501,8255
30-015-28738,Eddy,2011,3962910.0,32.66314658218615,-104.48335211571501,8255
30-015-28738,Eddy,2011,3962910.0,32.66314658218615,-104.48335211571501,8255
30-015-28738,Eddy,2011,3962910.0,32.663146999999995,-104.483345,8255
30-015-28738,Eddy,2011,3962910.0,32.663146999999995,-104.483345,8255
30-015-28738,Eddy,2011,3962910.0,32.66314658218615,-104.48335211571501,8255
30-015-28738,Eddy,2011,3962910.0,32.66314658218615,-104.48335211571501,8255
30-015-28738,Eddy,2011,3962910.0,32.66314658218615,-104.48335211571501,8255
30-015-28738,Eddy,2011,3962910.0,32.663146999999995,-104.483345,8255
30-015-28738,Eddy,2011,3962910.0,32.663146999999995,-104.483345,8255
30-015-28738,Eddy,2011,3962910.0,32.66314658218615,-104.48335211571501,8255
30-015-28738,Eddy,2011,3962910.0,32.66314658218615,-104.48335211571501,8255
30-015-28738,Eddy,2011,3962910.0,32.66314658218615,-104.48335211571501,8255
30-015-28738,Eddy,2011,3962910.0,32.663146999999995,-104.483345,8255
30-015-28738,Eddy,2011,3962910.0,32.663146999999995,-104.483345,8255
30-015-28738,Eddy,2011,3962910.0,32.66314658218615,-104.48335211571501,8255
30-015-28738,Eddy,2011,3962910.0,32.66314658218615,-104.48335211571501,8255
30-015-28738,Eddy,2011,3962910.0,32.66314658218615,-104.48335211571501,8255
30-015-28738,Eddy,2011,3962910.0,32.663146999999995,-104.483345,8255
30-015-28738,Eddy,2011,3962910.0,32.663146999999995,-104.483345,8255
30-015-28738,Eddy,2011,3962910.0,32.66314658218615,-104.48335211571501,8255
30-015-28738,Eddy,2011,3962910.0,32.66314658218615,-104.48335211571501,8255
30-015-28738,Eddy,2011,3962910.0,32.66314658218615,-104.48335211571501,8255
30-015-28738,Eddy,2011,3962910.0,32.663146999999995,-104.483345,8255
30-005-00841,Chaves,2013,1898354.0,33.1703262,-103.7814941,5008
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,99999
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.1703262,-103.7814941,5008
30-005-00841,Chaves,2011,,33.1703262,-103.7814941,5008
30-005-00841,Chaves,2011,,33.170324281780964,-103.7814838772362,99999
30-005-00841,Chaves,2011,,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2011,,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2011,,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2011,,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2011,,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2011,,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2011,,33.1703262,-103.7814941,5008
30-005-00841,Chaves,2013,1898354.0,33.1703262,-103.7814941,5008
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,99999
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.1703262,-103.7814941,5008
30-005-00841,Chaves,2013,1898354.0,33.1703262,-103.7814941,5008
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,99999
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.170324281780964,-103.7814838772362,3068
30-005-00841,Chaves,2013,1898354.0,33.1703262,-103.7814941,5008
30-015-41067,Eddy,2013,1068262.8278245165,32.818512,-104.13116459999999,5370
30-015-41067,Eddy,2013,1068262.8278245165,32.818512,-104.13116459999999,5370
30-015-41067,Eddy,2013,1068262.8278245165,32.818512,-104.13116459999999,5370
30-015-41067,Eddy,2013,1068262.8278245165,32.818512,-104.13116459999999,5370
30-015-41070,Eddy,2013,1068262.8278245165,32.7502174,-104.31238559999998,4278
30-015-41094,Eddy,2013,1068262.8278245165,32.1668892,-104.1299591,9
30-015-41094,Eddy,2013,1068262.8278245165,32.1668892,-104.1299591,9
30-015-41094,Eddy,2013,1068262.8278245165,32.1668892,-104.1299591,9
30-015-41094,Eddy,2013,1068262.8278245165,32.1668892,-104.1299591,9
30-015-41216,Eddy,2014,2121953.211050188,32.7952309,-104.2717438,4705
30-015-41216,Eddy,2014,2121953.211050188,32.7952309,-104.2717438,4705
30-015-41216,Eddy,2014,2121953.211050188,32.7952309,-104.2717438,4705
30-015-41238,Eddy,2014,2121953.211050188,32.6178131,-104.0021973,0
30-015-41247,Eddy,2014,2121953.211050188,32.7094269,-103.9845886,8353
30-015-41247,Eddy,2014,2121953.211050188,32.7094269,-103.9845886,8353
30-015-41247,Eddy,2014,2121953.211050188,32.7094269,-103.9845886,8353
30-015-41247,Eddy,2014,2121953.211050188,32.7094269,-103.9845886,8353
30-015-41273,Eddy,2017,7315452.374898348,32.8286362,-104.0018463,4957
30-015-41273,Eddy,2017,7315452.374898348,32.8286362,-104.0018463,0
30-015-41273,Eddy,2017,7315452.374898348,32.8286362,-104.0018463,4957
30-015-41273,Eddy,2017,7315452.374898348,32.8286362,-104.0018463,4957
30-015-41273,Eddy,2017,7315452.374898348,32.8286362,-104.0018463,0
30-015-41273,Eddy,2017,7315452.374898348,32.8286362,-104.0018463,4957
30-015-41275,Eddy,2013,1068262.8278245165,32.0491791,-103.8927231,12130
30-015-41276,Eddy,2013,1068262.8278245165,32.8426933,-103.948616,6056
30-015-41282,Eddy,2013,1068262.8278245165,32.8480988,-103.9203949,6091
30-015-41305,Eddy,2013,1068262.8278245165,32.1377983,-104.0997391,8100
30-015-41305,Eddy,2013,1068262.8278245165,32.1377983,-104.0997391,8100
30-015-41350,Eddy,2014,2121953.211050188,32.7552376,-103.8412781,9
30-015-41350,Eddy,2014,2121953.211050188,32.7552376,-103.8412781,9
30-015-41423,Eddy,2013,1068262.8278245165,32.684082000000004,-103.8822098,8869
30-015-41466,Eddy,2015,3907482.9845540165,32.7776756,-104.2649612,0
30-025-30005,Lea,2012,1505502.3860209258,32.512443499999996,-103.11026,7890
30-025-30005,Lea,2012,1505502.3860209258,32.51243493329728,-103.11026809654341,99999
30-025-30005,Lea,2012,1505502.3860209258,32.512443499999996,-103.11026,7890
30-025-30005,Lea,2012,1505502.3860209258,32.51243493329728,-103.11026809654341,99999
