State,County,Year,Population
Texas,Jackson,1998,14283
Texas,Jasper,1998,35063
Texas,Jeff Davis,1998,2157
Texas,Jefferson,1998,250738
Texas,Jim Hogg,1998,5256
Texas,Jim Wells,1998,39067
Texas,Johnson,1998,118815
Texas,Jones,1998,20180
Texas,Karnes,1998,15503
Texas,Kaufman,1998,66313
Texas,Kendall,1998,22220
Texas,Kenedy,1998,427
Texas,Kent,1998,902
Texas,Kerr,1998,42822
Texas,Kimble,1998,4305
Texas,King,1998,389
Texas,Kinney,1998,3419
Texas,Kleberg,1998,31743
Texas,Knox,1998,4303
Texas,Lamar,1998,47602
Texas,Lamb,1998,14728
Texas,Lampasas,1998,17435
Texas,La Salle,1998,5864
Texas,Lavaca,1998,19067
Texas,Lee,1998,15329
Texas,Leon,1998,14626
Texas,Liberty,1998,66572
Texas,Limestone,1998,21864
Texas,Lipscomb,1998,3030
Texas,Live Oak,1998,12015
Texas,Llano,1998,15785
Texas,Loving,1998,83
Texas,Lubbock,1998,239602
Texas,Lynn,1998,6637
Texas,McCulloch,1998,8223
Texas,McLennan,1998,209800
Texas,McMullen,1998,826
Texas,Madison,1998,12465
Texas,Marion,1998,10737
Texas,Martin,1998,4876
Texas,Mason,1998,3727
Texas,Matagorda,1998,38003
Texas,Maverick,1998,46142
Texas,Medina,1998,37734
Texas,Menard,1998,2401
Texas,Midland,1998,118321
Texas,Milam,1998,24073
Texas,Mills,1998,5091
Texas,Mitchell,1998,9842
Texas,Montague,1998,18816
Texas,Montgomery,1998,269043
Texas,Moore,1998,19928
Texas,Morris,1998,13255
Texas,Motley,1998,1398
Texas,Nacogdoches,1998,58813
Texas,Navarro,1998,43682
Texas,Newton,1998,14876
Texas,Nolan,1998,16098
Texas,Nueces,1998,314810
Texas,Ochiltree,1998,9104
Texas,Oldham,1998,2098
Texas,Orange,1998,84512
Texas,Palo Pinto,1998,26378
Texas,Panola,1998,22828
Texas,Parker,1998,83056
Texas,Parmer,1998,10030
Texas,Pecos,1998,16776
Texas,Polk,1998,40003
Texas,Potter,1998,111901
Texas,Presidio,1998,7121
Texas,Rains,1998,8595
Texas,Randall,1998,100942
Texas,Reagan,1998,3809
Texas,Real,1998,2925
Texas,Red River,1998,14319
Texas,Reeves,1998,13675
Texas,Refugio,1998,8001
Texas,Roberts,1998,909
Texas,Robertson,1998,15896
Texas,Rockwall,1998,38465
Texas,Runnels,1998,11703
Texas,Rusk,1998,46882
Texas,Sabine,1998,10523
Texas,San Augustine,1998,8815
Texas,San Jacinto,1998,21066
Texas,San Patricio,1998,66873
Texas,San Saba,1998,6122
Texas,Schleicher,1998,2988
Texas,Scurry,1998,17229
Texas,Shackelford,1998,3348
Texas,Shelby,1998,24922
Texas,Sherman,1998,3121
Texas,Smith,1998,171033
Texas,Somervell,1998,6482
Texas,Starr,1998,52520
Texas,Stephens,1998,9711
Texas,Sterling,1998,1480
Texas,Stonewall,1998,1805
Texas,Sutton,1998,4389
Texas,Swisher,1998,8419
Texas,Tarrant,1998,1388366
Texas,Taylor,1998,125427
Texas,Terrell,1998,1112
Texas,Terry,1998,13069
Texas,Throckmorton,1998,1877
Texas,Titus,1998,27791
Texas,Tom Green,1998,104009
Texas,Travis,1998,761335
Texas,Trinity,1998,13365
Texas,Tyler,1998,20457
Texas,Upshur,1998,34615
Texas,Upton,1998,3669
Texas,Uvalde,1998,25356
Texas,Val Verde,1998,43589
Texas,Van Zandt,1998,45915
Texas,Victoria,1998,83326
Texas,Walker,1998,60350
Texas,Waller,1998,30600
Texas,Ward,1998,11514
Texas,Washington,1998,30047
Texas,Webb,1998,182994
Texas,Wharton,1998,40835
Texas,Wheeler,1998,5365
Texas,Wichita,1998,132120
Texas,Wilbarger,1998,14657
Texas,Willacy,1998,19908
Texas,Williamson,1998,220434
Texas,Wilson,1998,30584
Texas,Winkler,1998,7614
Texas,Wise,1998,44736
Texas,Wood,1998,35867
Texas,Yoakum,1998,7661
Texas,Young,1998,17907
Texas,Zapata,1998,11944
Texas,Zavala,1998,11578
New Mexico,Bernalillo,1999,553002
New Mexico,Catron,1999,3413
New Mexico,Chaves,1999,62052
New Mexico,Cibola,1999,25512
New Mexico,Colfax,1999,14024
New Mexico,Curry,1999,45153
New Mexico,De Baca,1999,2296
New Mexico,Dona Ana,1999,173889
New Mexico,Eddy,1999,52192
New Mexico,Grant,1999,31264
New Mexico,Guadalupe,1999,4445
New Mexico,Harding,1999,829
New Mexico,Hidalgo,1999,6353
New Mexico,Lea,1999,56399
New Mexico,Lincoln,1999,18837
New Mexico,Los Alamos,1999,18509
New Mexico,Luna,1999,25005
New Mexico,McKinley,1999,73545
New Mexico,Mora,1999,5097
New Mexico,Otero,1999,61903
New Mexico,Quay,1999,10357
New Mexico,Rio Arriba,1999,40826
New Mexico,Roosevelt,1999,18130
New Mexico,Sandoval,1999,88116
New Mexico,San Juan,1999,112574
New Mexico,San Miguel,1999,30108
New Mexico,Santa Fe,1999,127966
New Mexico,Sierra,1999,13105
New Mexico,Socorro,1999,17959
New Mexico,Taos,1999,29493
New Mexico,Torrance,1999,16430
New Mexico,Union,1999,4155
New Mexico,Valencia,1999,65144
Texas,Anderson,1999,54876
Texas,Andrews,1999,13225
Texas,Angelina,1999,79611
Texas,Aransas,1999,22417
Texas,Archer,1999,8455
Texas,Armstrong,1999,2116
Texas,Atascosa,1999,37736
Texas,Austin,1999,23129
Texas,Bailey,1999,6579
Texas,Bandera,1999,17039
Texas,Bastrop,1999,55682
Texas,Baylor,1999,4112
Texas,Bee,1999,32204
Texas,Bell,1999,233886
Texas,Bexar,1999,1378688
Texas,Blanco,1999,8326
Texas,Borden,1999,761
Texas,Bosque,1999,17035
Texas,Bowie,1999,89095
Texas,Brazoria,1999,237602
Texas,Brazos,1999,150211
Texas,Brewster,1999,8837
Texas,Briscoe,1999,1802
Texas,Brooks,1999,8082
Texas,Brown,1999,37476
Texas,Burleson,1999,16160
Texas,Burnet,1999,33017
Texas,Caldwell,1999,31485
Texas,Calhoun,1999,20634
Texas,Callahan,1999,12787
Texas,Cameron,1999,330277
Texas,Camp,1999,11376
Texas,Carson,1999,6543
Texas,Cass,1999,30416
Texas,Castro,1999,8441
Texas,Chambers,1999,25515
Texas,Cherokee,1999,46343
Texas,Childress,1999,7667
Texas,Clay,1999,10673
Texas,Cochran,1999,3741
Texas,Coke,1999,3865
Texas,Coleman,1999,9363
Texas,Collin,1999,468620
Texas,Collingsworth,1999,3213
Texas,Colorado,1999,20355
Texas,Comal,1999,75919
Texas,Comanche,1999,14031
Texas,Concho,1999,3894
Texas,Cooke,1999,35883
Texas,Coryell,1999,74264
Texas,Cottle,1999,1966
Texas,Crane,1999,4125
Texas,Crockett,1999,4280
Texas,Crosby,1999,7106
Texas,Culberson,1999,3063
Texas,Dallam,1999,6247
Texas,Dallas,1999,2197658
Texas,Dawson,1999,15072
Texas,Deaf Smith,1999,18644
Texas,Delta,1999,5251
Texas,Denton,1999,416622
Texas,DeWitt,1999,20032
Texas,Dickens,1999,2810
Texas,Dimmit,1999,10276
Texas,Donley,1999,3811
Texas,Duval,1999,13289
Texas,Eastland,1999,18197
Texas,Ector,1999,122450
Texas,Edwards,1999,2326
Texas,Ellis,1999,108174
Texas,El Paso,1999,675397
Texas,Erath,1999,32800
Texas,Falls,1999,18572
Texas,Fannin,1999,30611
Texas,Fayette,1999,21723
Texas,Fisher,1999,4343
Texas,Floyd,1999,7864
Texas,Foard,1999,1653
Texas,Fort Bend,1999,343372
Texas,Franklin,1999,9421
Texas,Freestone,1999,17761
Texas,Frio,1999,16309
Texas,Gaines,1999,14529
Texas,Galveston,1999,248893
Texas,Garza,1999,4838
Texas,Gillespie,1999,20464
Texas,Glasscock,1999,1409
Texas,Goliad,1999,6791
Texas,Gonzales,1999,18467
Texas,Gray,1999,23213
Texas,Grayson,1999,109173
Texas,Gregg,1999,111783
Texas,Grimes,1999,23357
Texas,Guadalupe,1999,86332
Texas,Hale,1999,36638
Texas,Hall,1999,3791
Texas,Hamilton,1999,8122
Texas,Hansford,1999,5402
Texas,Hardeman,1999,4723
Texas,Hardin,1999,47863
Texas,Harris,1999,3359671
Texas,Harrison,1999,61978
Texas,Hartley,1999,5477
Texas,Haskell,1999,6198
Texas,Hays,1999,93622
Texas,Hemphill,1999,3447
Texas,Henderson,1999,72080
Texas,Hidalgo,1999,555875
Texas,Hill,1999,31564
Texas,Hockley,1999,22917
Texas,Hood,1999,39969
Texas,Hopkins,1999,31638
Texas,Houston,1999,23085
Texas,Howard,1999,33937
Texas,Hudspeth,1999,3323
Texas,Hunt,1999,75086
Texas,Hutchinson,1999,24027
Texas,Irion,1999,1749
Texas,Jack,1999,8644
Texas,Jackson,1999,14241
Texas,Jasper,1999,35318
Texas,Jeff Davis,1999,2168
Texas,Jefferson,1999,252288
Texas,Jim Hogg,1999,5267
Texas,Jim Wells,1999,39103
Texas,Johnson,1999,123249
Texas,Jones,1999,20633
Texas,Karnes,1999,15468
Texas,Kaufman,1999,69008
Texas,Kendall,1999,22967
Texas,Kenedy,1999,412
Texas,Kent,1999,880
Texas,Kerr,1999,43200
Texas,Kimble,1999,4412
Texas,King,1999,346
Texas,Kinney,1999,3395
Texas,Kleberg,1999,31497
Texas,Knox,1999,4248
Texas,Lamar,1999,48013
Texas,Lamb,1999,14749
Texas,Lampasas,1999,17323
Texas,La Salle,1999,5829
Texas,Lavaca,1999,19159
Texas,Lee,1999,15436
Texas,Leon,1999,15027
Texas,Liberty,1999,68661
Texas,Limestone,1999,21878
Texas,Lipscomb,1999,3097
Texas,Live Oak,1999,12191
Texas,Llano,1999,16510
Texas,Loving,1999,77
Texas,Lubbock,1999,240776
Texas,Lynn,1999,6625
Texas,McCulloch,1999,8284
Texas,McLennan,1999,211548
Texas,McMullen,1999,832
Texas,Madison,1999,12756
Texas,Marion,1999,10888
Texas,Martin,1999,4819
Texas,Mason,1999,3710
Texas,Matagorda,1999,37894
Texas,Maverick,1999,46945
Texas,Medina,1999,38697
Texas,Menard,1999,2348
Texas,Midland,1999,117621
Texas,Milam,1999,24125
Texas,Mills,1999,5117
Texas,Mitchell,1999,9822
Texas,Montague,1999,19030
Texas,Montgomery,1999,284271
Texas,Moore,1999,20128
Texas,Morris,1999,13020
Texas,Motley,1999,1392
Texas,Nacogdoches,1999,59006
Texas,Navarro,1999,44440
Texas,Newton,1999,15041
Texas,Nolan,1999,15898
Texas,Nueces,1999,314553
Texas,Ochiltree,1999,9027
Texas,Oldham,1999,2152
Texas,Orange,1999,84883
Texas,Palo Pinto,1999,26720
Texas,Panola,1999,22765
Texas,Parker,1999,86087
Texas,Parmer,1999,10036
Texas,Pecos,1999,17007
Texas,Polk,1999,40661
Texas,Potter,1999,112919
Texas,Presidio,1999,7322
Texas,Rains,1999,8934
Texas,Randall,1999,102891
Texas,Reagan,1999,3433
Texas,Real,1999,2981
Texas,Red River,1999,14331
Texas,Reeves,1999,13355
Texas,Refugio,1999,7834
Texas,Roberts,1999,905
Texas,Robertson,1999,15956
Texas,Rockwall,1999,40864
Texas,Runnels,1999,11495
Texas,Rusk,1999,47251
Texas,Sabine,1999,10510
Texas,San Augustine,1999,8872
Texas,San Jacinto,1999,21669
Texas,San Patricio,1999,67185
Texas,San Saba,1999,6151
Texas,Schleicher,1999,2984
Texas,Scurry,1999,16766
Texas,Shackelford,1999,3318
Texas,Shelby,1999,24953
Texas,Sherman,1999,3171
Texas,Smith,1999,172758
Texas,Somervell,1999,6731
Texas,Starr,1999,53226
Texas,Stephens,1999,9735
Texas,Sterling,1999,1432
Texas,Stonewall,1999,1720
Texas,Sutton,1999,4208
Texas,Swisher,1999,8378
Texas,Tarrant,1999,1422372
Texas,Taylor,1999,126335
Texas,Terrell,1999,1136
Texas,Terry,1999,12985
Texas,Throckmorton,1999,1886
Texas,Titus,1999,27920
Texas,Tom Green,1999,103908
Texas,Travis,1999,788500
Texas,Trinity,1999,13596
Texas,Tyler,1999,20776
Texas,Upshur,1999,35150
Texas,Upton,1999,3461
Texas,Uvalde,1999,25901
Texas,Val Verde,1999,44366
Texas,Van Zandt,1999,47202
Texas,Victoria,1999,83984
Texas,Walker,1999,61476
Texas,Waller,1999,31743
Texas,Ward,1999,11194
Texas,Washington,1999,30128
Texas,Webb,1999,189014
Texas,Wharton,1999,41071
Texas,Wheeler,1999,5378
Texas,Wichita,1999,132246
Texas,Wilbarger,1999,14707
Texas,Willacy,1999,19982
Texas,Williamson,1999,236609
Texas,Wilson,1999,31631
Texas,Winkler,1999,7389
Texas,Wise,1999,46965
Texas,Wood,1999,36184
Texas,Yoakum,1999,7455
Texas,Young,1999,17973
Texas,Zapata,1999,12031
Texas,Zavala,1999,11590
New Mexico,Bernalillo,2000,557601
New Mexico,Catron,2000,3567
New Mexico,Chaves,2000,61317
New Mexico,Cibola,2000,25633
New Mexico,Colfax,2000,14202
New Mexico,Curry,2000,44991
New Mexico,De Baca,2000,2218
New Mexico,Dona Ana,2000,175098
New Mexico,Eddy,2000,51399
New Mexico,Grant,2000,30882
New Mexico,Guadalupe,2000,4693
New Mexico,Harding,2000,801
New Mexico,Hidalgo,2000,5766
New Mexico,Lea,2000,55264
New Mexico,Lincoln,2000,19477
New Mexico,Los Alamos,2000,18263
New Mexico,Luna,2000,24908
New Mexico,McKinley,2000,74563
New Mexico,Mora,2000,5196
New Mexico,Otero,2000,62151
New Mexico,Quay,2000,10012
New Mexico,Rio Arriba,2000,41197
New Mexico,Roosevelt,2000,18007
New Mexico,Sandoval,2000,91251
New Mexico,San Juan,2000,114131
New Mexico,San Miguel,2000,30052
New Mexico,Santa Fe,2000,129713
New Mexico,Sierra,2000,13209
New Mexico,Socorro,2000,18002
New Mexico,Taos,2000,30080
New Mexico,Torrance,2000,16915
New Mexico,Union,2000,4192
New Mexico,Valencia,2000,66453
Texas,Anderson,2000,55062
Texas,Andrews,2000,12949
Texas,Angelina,2000,80270
Texas,Aransas,2000,22452
Texas,Archer,2000,8966
Texas,Armstrong,2000,2166
Texas,Atascosa,2000,38805
Texas,Austin,2000,23836
Texas,Bailey,2000,6596
Texas,Bandera,2000,17755
Texas,Bastrop,2000,58234
Texas,Baylor,2000,4135
Texas,Bee,2000,32200
Texas,Bell,2000,239890
Texas,Bexar,2000,1398834
Texas,Blanco,2000,8495
Texas,Borden,2000,715
Texas,Bosque,2000,17218
Texas,Bowie,2000,89156
Texas,Brazoria,2000,243116
Texas,Brazos,2000,153145
Texas,Brewster,2000,8903
Texas,Briscoe,2000,1796
Texas,Brooks,2000,7944
Texas,Brown,2000,37689
Texas,Burleson,2000,16553
Texas,Burnet,2000,34505
Texas,Caldwell,2000,32378
Texas,Calhoun,2000,20676
Texas,Callahan,2000,12885
Texas,Cameron,2000,336123
Texas,Camp,2000,11568
Texas,Carson,2000,6492
Texas,Cass,2000,30412
Texas,Castro,2000,8229
Texas,Chambers,2000,26188
Texas,Cherokee,2000,46790
Texas,Childress,2000,7676
Texas,Clay,2000,11064
Texas,Cochran,2000,3707
Texas,Coke,2000,3844
Texas,Coleman,2000,9180
Texas,Collin,2000,499118
Texas,Collingsworth,2000,3193
Texas,Colorado,2000,20326
Texas,Comal,2000,78583
Texas,Comanche,2000,13998
Texas,Concho,2000,3963
Texas,Cooke,2000,36433
Texas,Coryell,2000,75199
Texas,Cottle,2000,1883
Texas,Crane,2000,3951
Texas,Crockett,2000,4012
Texas,Crosby,2000,7053
Texas,Culberson,2000,2948
Texas,Dallam,2000,6224
Texas,Dallas,2000,2220848
Texas,Dawson,2000,14935
Texas,Deaf Smith,2000,18515
Texas,Delta,2000,5323
Texas,Denton,2000,438791
Texas,DeWitt,2000,19943
Texas,Dickens,2000,2724
Texas,Dimmit,2000,10160
Texas,Donley,2000,3813
Texas,Duval,2000,13007
Texas,Eastland,2000,18296
Texas,Ector,2000,120694
Texas,Edwards,2000,2143
Texas,Ellis,2000,112330
Texas,El Paso,2000,681729
Texas,Erath,2000,33057
Texas,Falls,2000,18522
Texas,Fannin,2000,31334
Texas,Fayette,2000,21864
Texas,Fisher,2000,4340
Texas,Floyd,2000,7734
Texas,Foard,2000,1594
Texas,Fort Bend,2000,358738
Texas,Franklin,2000,9459
Texas,Freestone,2000,17902
Texas,Frio,2000,16203
Texas,Gaines,2000,14473
Texas,Galveston,2000,250675
Texas,Garza,2000,4904
Texas,Gillespie,2000,20902
Texas,Glasscock,2000,1407
Texas,Goliad,2000,7007
Texas,Gonzales,2000,18642
Texas,Gray,2000,22578
Texas,Grayson,2000,110939
Texas,Gregg,2000,111255
Texas,Grimes,2000,23601
Texas,Guadalupe,2000,89841
Texas,Hale,2000,36581
Texas,Hall,2000,3749
Texas,Hamilton,2000,8239
Texas,Hansford,2000,5347
Texas,Hardeman,2000,4718
Texas,Hardin,2000,48162
Texas,Harris,2000,3414239
Texas,Harrison,2000,62040
Texas,Hartley,2000,5561
Texas,Haskell,2000,6062
Texas,Hays,2000,99267
Texas,Hemphill,2000,3335
Texas,Henderson,2000,73332
Texas,Hidalgo,2000,573216
Texas,Hill,2000,32539
Texas,Hockley,2000,22670
Texas,Hood,2000,41323
Texas,Hopkins,2000,31999
Texas,Houston,2000,23135
Texas,Howard,2000,33489
Texas,Hudspeth,2000,3357
Texas,Hunt,2000,76932
Texas,Hutchinson,2000,23778
Texas,Irion,2000,1758
Texas,Jack,2000,8752
Texas,Jackson,2000,14397
Texas,Jasper,2000,35552
Texas,Jeff Davis,2000,2233
Texas,Jefferson,2000,251667
Texas,Jim Hogg,2000,5275
Texas,Jim Wells,2000,39361
Texas,Johnson,2000,127627
Texas,Jones,2000,20754
Texas,Karnes,2000,15403
Texas,Kaufman,2000,72270
Texas,Kendall,2000,23980
Texas,Kenedy,2000,420
Texas,Kent,2000,833
Texas,Kerr,2000,43848
Texas,Kimble,2000,4484
Texas,King,2000,358
Texas,Kinney,2000,3387
Texas,Kleberg,2000,31590
Texas,Knox,2000,4253
Texas,Lamar,2000,48596
Texas,Lamb,2000,14663
Texas,Lampasas,2000,17900
Texas,La Salle,2000,5898
Texas,Lavaca,2000,19190
Texas,Lee,2000,15701
Texas,Leon,2000,15395
Texas,Liberty,2000,70576
Texas,Limestone,2000,22053
Texas,Lipscomb,2000,3025
Texas,Live Oak,2000,12233
Texas,Llano,2000,17077
Texas,Loving,2000,65
Texas,Lubbock,2000,243109
Texas,Lynn,2000,6489
Texas,McCulloch,2000,8175
Texas,McLennan,2000,213967
Texas,McMullen,2000,843
Texas,Madison,2000,12967
Texas,Marion,2000,10950
Texas,Martin,2000,4720
Texas,Mason,2000,3734
Texas,Matagorda,2000,37873
Texas,Maverick,2000,47343
Texas,Medina,2000,39484
Texas,Menard,2000,2342
Texas,Midland,2000,115560
Texas,Milam,2000,24290
Texas,Mills,2000,5107
Texas,Mitchell,2000,9628
Texas,Montague,2000,19166
Texas,Montgomery,2000,297296
Texas,Moore,2000,20121
Texas,Morris,2000,13027
Texas,Motley,2000,1435
Texas,Nacogdoches,2000,59224
Texas,Navarro,2000,45202
Texas,Newton,2000,15038
Texas,Nolan,2000,15947
Texas,Nueces,2000,313673
Texas,Ochiltree,2000,8988
Texas,Oldham,2000,2186
Texas,Orange,2000,84930
Texas,Palo Pinto,2000,27074
Texas,Panola,2000,22764
Texas,Parker,2000,89159
Texas,Parmer,2000,9991
Texas,Pecos,2000,16667
Texas,Polk,2000,41539
Texas,Potter,2000,113762
Texas,Presidio,2000,7355
Texas,Rains,2000,9196
Texas,Randall,2000,104609
Texas,Reagan,2000,3290
Texas,Real,2000,3067
Texas,Red River,2000,14297
Texas,Reeves,2000,13115
Texas,Refugio,2000,7827
Texas,Roberts,2000,884
Texas,Robertson,2000,16062
Texas,Rockwall,2000,43755
Texas,Runnels,2000,11458
Texas,Rusk,2000,47456
Texas,Sabine,2000,10388
Texas,San Augustine,2000,8959
Texas,San Jacinto,2000,22549
Texas,San Patricio,2000,67333
Texas,San Saba,2000,6268
Texas,Schleicher,2000,2929
Texas,Scurry,2000,16251
Texas,Shackelford,2000,3297
Texas,Shelby,2000,25212
Texas,Sherman,2000,3181
Texas,Smith,2000,175658
Texas,Somervell,2000,6940
Texas,Starr,2000,53733
Texas,Stephens,2000,9636
Texas,Sterling,2000,1358
Texas,Stonewall,2000,1664
Texas,Sutton,2000,4024
Texas,Swisher,2000,8341
Texas,Tarrant,2000,1456919
Texas,Taylor,2000,126649
Texas,Terrell,2000,1059
Texas,Terry,2000,12705
Texas,Throckmorton,2000,1831
Texas,Titus,2000,28138
Texas,Tom Green,2000,104083
Texas,Travis,2000,819692
Texas,Trinity,2000,13793
Texas,Tyler,2000,20854
Texas,Upshur,2000,35402
Texas,Upton,2000,3376
Texas,Uvalde,2000,25900
Texas,Val Verde,2000,45020
Texas,Van Zandt,2000,48324
Texas,Victoria,2000,83937
Texas,Walker,2000,61768
Texas,Waller,2000,32843
Texas,Ward,2000,10808
Texas,Washington,2000,30423
Texas,Webb,2000,194576
Texas,Wharton,2000,41220
Texas,Wheeler,2000,5253
Texas,Wichita,2000,131817
Texas,Wilbarger,2000,14613
Texas,Willacy,2000,20076
Texas,Williamson,2000,255379
Texas,Wilson,2000,32721
Texas,Winkler,2000,7083
Texas,Wise,2000,49373
Texas,Wood,2000,36811
Texas,Yoakum,2000,7274
Texas,Young,2000,17846
Texas,Zapata,2000,12088
Texas,Zavala,2000,11636
New Mexico,Bernalillo,2001,564241
New Mexico,Catron,2001,3488
New Mexico,Chaves,2001,60928
New Mexico,Cibola,2001,26488
New Mexico,Colfax,2001,14140
New Mexico,Curry,2001,44964
New Mexico,De Baca,2001,2174
New Mexico,Dona Ana,2001,176496
New Mexico,Eddy,2001,50765
New Mexico,Grant,2001,30692
New Mexico,Guadalupe,2001,4791
New Mexico,Harding,2001,781
New Mexico,Hidalgo,2001,5439
New Mexico,Lea,2001,55377
New Mexico,Lincoln,2001,19333
New Mexico,Los Alamos,2001,17610
New Mexico,Luna,2001,24593
New Mexico,McKinley,2001,74387
New Mexico,Mora,2001,5166
New Mexico,Otero,2001,61277
New Mexico,Quay,2001,9791
New Mexico,Rio Arriba,2001,40870
New Mexico,Roosevelt,2001,18377
New Mexico,Sandoval,2001,93440
New Mexico,San Juan,2001,115745
New Mexico,San Miguel,2001,29788
New Mexico,Santa Fe,2001,131057
New Mexico,Sierra,2001,12960
New Mexico,Socorro,2001,17907
New Mexico,Taos,2001,30236
New Mexico,Torrance,2001,16660
New Mexico,Union,2001,4138
New Mexico,Valencia,2001,67591
Texas,Anderson,2001,54263
Texas,Andrews,2001,12856
Texas,Angelina,2001,80273
Texas,Aransas,2001,22287
Texas,Archer,2001,8849
Texas,Armstrong,2001,2128
Texas,Atascosa,2001,39828
Texas,Austin,2001,24341
Texas,Bailey,2001,6636
Texas,Bandera,2001,18125
Texas,Bastrop,2001,61106
Texas,Baylor,2001,3930
Texas,Bee,2001,31695
Texas,Bell,2001,244299
Texas,Bexar,2001,1419020
Texas,Blanco,2001,8776
Texas,Borden,2001,677
Texas,Bosque,2001,17338
Texas,Bowie,2001,88942
Texas,Brazoria,2001,248280
Texas,Brazos,2001,155533
Texas,Brewster,2001,8836
Texas,Briscoe,2001,1764
Texas,Brooks,2001,7669
Texas,Brown,2001,37599
Texas,Burleson,2001,16650
Texas,Burnet,2001,35741
Texas,Caldwell,2001,33654
Texas,Calhoun,2001,20762
Texas,Callahan,2001,12703
Texas,Cameron,2001,342368
Texas,Camp,2001,11399
Texas,Carson,2001,6385
Texas,Cass,2001,30134
Texas,Castro,2001,8155
Texas,Chambers,2001,26811
Texas,Cherokee,2001,47007
Texas,Childress,2001,7531
Texas,Clay,2001,11131
Texas,Cochran,2001,3674
Texas,Coke,2001,3810
Texas,Coleman,2001,9103
Texas,Collin,2001,534642
Texas,Collingsworth,2001,3086
Texas,Colorado,2001,20125
Texas,Comal,2001,80630
Texas,Comanche,2001,13710
Texas,Concho,2001,3921
Texas,Cooke,2001,36844
Texas,Coryell,2001,74083
Texas,Cottle,2001,1774
Texas,Crane,2001,3893
Texas,Crockett,2001,3844
Texas,Crosby,2001,6955
Texas,Culberson,2001,2865
Texas,Dallam,2001,6210
Texas,Dallas,2001,2249418
Texas,Dawson,2001,14863
Texas,Deaf Smith,2001,18391
Texas,Delta,2001,5295
Texas,Denton,2001,463688
Texas,DeWitt,2001,20066
Texas,Dickens,2001,2653
Texas,Dimmit,2001,10030
Texas,Donley,2001,3829
Texas,Duval,2001,12830
Texas,Eastland,2001,18061
Texas,Ector,2001,120802
Texas,Edwards,2001,2070
Texas,Ellis,2001,115286
Texas,El Paso,2001,689163
Texas,Erath,2001,33045
Texas,Falls,2001,18280
Texas,Fannin,2001,31400
Texas,Fayette,2001,22397
Texas,Fisher,2001,4257
Texas,Floyd,2001,7452
Texas,Foard,2001,1606
Texas,Fort Bend,2001,375708
Texas,Franklin,2001,9521
Texas,Freestone,2001,18127
Texas,Frio,2001,16315
Texas,Gaines,2001,14451
Texas,Galveston,2001,254521
Texas,Garza,2001,5275
Texas,Gillespie,2001,21104
Texas,Glasscock,2001,1351
Texas,Goliad,2001,7020
Texas,Gonzales,2001,18714
Texas,Gray,2001,22171
Texas,Grayson,2001,112330
Texas,Gregg,2001,111791
Texas,Grimes,2001,24219
Texas,Guadalupe,2001,92626
Texas,Hale,2001,35876
Texas,Hall,2001,3750
Texas,Hamilton,2001,8169
Texas,Hansford,2001,5299
Texas,Hardeman,2001,4609
Texas,Hardin,2001,48463
Texas,Harris,2001,3471291
Texas,Harrison,2001,62256
Texas,Hartley,2001,5601
Texas,Haskell,2001,6034
Texas,Hays,2001,104739
Texas,Hemphill,2001,3327
Texas,Henderson,2001,73762
Texas,Hidalgo,2001,590067
Texas,Hill,2001,32766
Texas,Hockley,2001,22662
Texas,Hood,2001,42425
Texas,Hopkins,2001,32203
Texas,Houston,2001,23122
Texas,Howard,2001,33279
Texas,Hudspeth,2001,3405
Texas,Hunt,2001,78431
Texas,Hutchinson,2001,23247
Texas,Irion,2001,1673
Texas,Jack,2001,8710
Texas,Jackson,2001,14187
Texas,Jasper,2001,35722
Texas,Jeff Davis,2001,2234
Texas,Jefferson,2001,250137
Texas,Jim Hogg,2001,5194
Texas,Jim Wells,2001,39701
Texas,Johnson,2001,130795
Texas,Jones,2001,20294
Texas,Karnes,2001,15340
Texas,Kaufman,2001,75223
Texas,Kendall,2001,24433
Texas,Kenedy,2001,421
Texas,Kent,2001,808
Texas,Kerr,2001,44331
Texas,Kimble,2001,4494
Texas,King,2001,313
Texas,Kinney,2001,3419
Texas,Kleberg,2001,31315
Texas,Knox,2001,4070
Texas,Lamar,2001,48522
Texas,Lamb,2001,14566
Texas,Lampasas,2001,18027
Texas,La Salle,2001,5934
Texas,Lavaca,2001,18958
Texas,Lee,2001,16008
Texas,Leon,2001,15452
Texas,Liberty,2001,71679
Texas,Limestone,2001,22159
Texas,Lipscomb,2001,2948
Texas,Live Oak,2001,12071
Texas,Llano,2001,17499
Texas,Loving,2001,66
Texas,Lubbock,2001,246616
Texas,Lynn,2001,6444
Texas,McCulloch,2001,8034
Texas,McLennan,2001,215099
Texas,McMullen,2001,819
Texas,Madison,2001,13680
Texas,Marion,2001,11077
Texas,Martin,2001,4697
Texas,Mason,2001,3743
Texas,Matagorda,2001,37804
Texas,Maverick,2001,47594
Texas,Medina,2001,40053
Texas,Menard,2001,2321
Texas,Midland,2001,116180
Texas,Milam,2001,24445
Texas,Mills,2001,4983
Texas,Mitchell,2001,9576
Texas,Montague,2001,19196
Texas,Montgomery,2001,311437
Texas,Moore,2001,20281
Texas,Morris,2001,13179
Texas,Motley,2001,1340
Texas,Nacogdoches,2001,59541
Texas,Navarro,2001,45577
Texas,Newton,2001,15023
Texas,Nolan,2001,15503
