State,County,Year,Population
Texas,Franklin,1986,7717
Texas,Freestone,1986,17246
Texas,Frio,1986,13596
Texas,Gaines,1986,14864
Texas,Galveston,1986,213436
Texas,Garza,1986,5710
Texas,Gillespie,1986,16298
Texas,Glasscock,1986,1321
Texas,Goliad,1986,5791
Texas,Gonzales,1986,18493
Texas,Gray,1986,26963
Texas,Grayson,1986,96787
Texas,Gregg,1986,108334
Texas,Grimes,1986,19171
Texas,Guadalupe,1986,58440
Texas,Hale,1986,36262
Texas,Hall,1986,4596
Texas,Hamilton,1986,8173
Texas,Hansford,1986,6297
Texas,Hardeman,1986,6058
Texas,Hardin,1986,41969
Texas,Harris,1986,2782260
Texas,Harrison,1986,57276
Texas,Hartley,1986,4046
Texas,Haskell,1986,7227
Texas,Hays,1986,61367
Texas,Hemphill,1986,4706
Texas,Henderson,1986,54880
Texas,Hidalgo,1986,350514
Texas,Hill,1986,26727
Texas,Hockley,1986,25294
Texas,Hood,1986,25116
Texas,Hopkins,1986,29083
Texas,Houston,1986,21733
Texas,Howard,1986,35501
Texas,Hudspeth,1986,2687
Texas,Hunt,1986,64512
Texas,Hutchinson,1986,27949
Texas,Irion,1986,1789
Texas,Jack,1986,7845
Texas,Jackson,1986,13955
Texas,Jasper,1986,31800
Texas,Jeff Davis,1986,1826
Texas,Jefferson,1986,243101
Texas,Jim Hogg,1986,5390
Texas,Jim Wells,1986,40588
Texas,Johnson,1986,91996
Texas,Jones,1986,17943
Texas,Karnes,1986,13287
Texas,Kaufman,1986,48900
Texas,Kendall,1986,13162
Texas,Kenedy,1986,552
Texas,Kent,1986,1097
Texas,Kerr,1986,35631
Texas,Kimble,1986,4254
Texas,King,1986,406
Texas,Kinney,1986,2850
Texas,Kleberg,1986,32850
Texas,Knox,1986,5347
Texas,Lamar,1986,43725
Texas,Lamb,1986,16561
Texas,Lampasas,1986,13256
Texas,La Salle,1986,5635
Texas,Lavaca,1986,19540
Texas,Lee,1986,14382
Texas,Leon,1986,13036
Texas,Liberty,1986,54338
Texas,Limestone,1986,21548
Texas,Lipscomb,1986,3831
Texas,Live Oak,1986,9635
Texas,Llano,1986,11936
Texas,Loving,1986,91
Texas,Lubbock,1986,220946
Texas,Lynn,1986,7240
Texas,McCulloch,1986,8873
Texas,McLennan,1986,186467
Texas,McMullen,1986,866
Texas,Madison,1986,11533
Texas,Marion,1986,9947
Texas,Martin,1986,5363
Texas,Mason,1986,3616
Texas,Matagorda,1986,40483
Texas,Maverick,1986,34674
Texas,Medina,1986,25675
Texas,Menard,1986,2374
Texas,Midland,1986,111902
Texas,Milam,1986,24228
Texas,Mills,1986,4639
Texas,Mitchell,1986,9174
Texas,Montague,1986,18374
Texas,Montgomery,1986,169898
Texas,Moore,1986,18596
Texas,Morris,1986,14333
Texas,Motley,1986,1595
Texas,Nacogdoches,1986,52336
Texas,Navarro,1986,40043
Texas,Newton,1986,13589
Texas,Nolan,1986,17347
Texas,Nueces,1986,294650
Texas,Ochiltree,1986,10808
Texas,Oldham,1986,2409
Texas,Orange,1986,82761
Texas,Palo Pinto,1986,25831
Texas,Panola,1986,21740
Texas,Parker,1986,57457
Texas,Parmer,1986,10209
Texas,Pecos,1986,16622
Texas,Polk,1986,29020
Texas,Potter,1986,102934
Texas,Presidio,1986,5621
Texas,Rains,1986,5940
Texas,Randall,1986,85981
Texas,Reagan,1986,5264
Texas,Real,1986,2301
Texas,Red River,1986,15200
Texas,Reeves,1986,17023
Texas,Refugio,1986,8851
Texas,Roberts,1986,1105
Texas,Robertson,1986,16044
Texas,Rockwall,1986,22476
Texas,Runnels,1986,12423
Texas,Rusk,1986,43681
Texas,Sabine,1986,9507
Texas,San Augustine,1986,8427
Texas,San Jacinto,1986,15026
Texas,San Patricio,1986,61664
Texas,San Saba,1986,5669
Texas,Schleicher,1986,3244
Texas,Scurry,1986,20493
Texas,Shackelford,1986,4121
Texas,Shelby,1986,22384
Texas,Sherman,1986,3053
Texas,Smith,1986,151554
Texas,Somervell,1986,5017
Texas,Starr,1986,36330
Texas,Stephens,1986,10702
Texas,Sterling,1986,1641
Texas,Stonewall,1986,2268
Texas,Sutton,1986,5262
Texas,Swisher,1986,8875
Texas,Tarrant,1986,1083641
Texas,Taylor,1986,124470
Texas,Terrell,1986,1558
Texas,Terry,1986,14543
Texas,Throckmorton,1986,2201
Texas,Titus,1986,23703
Texas,Tom Green,1986,97247
Texas,Travis,1986,547418
Texas,Trinity,1986,11497
Texas,Tyler,1986,17318
Texas,Upshur,1986,31896
Texas,Upton,1986,5434
Texas,Uvalde,1986,23847
Texas,Val Verde,1986,39694
Texas,Van Zandt,1986,37230
Texas,Victoria,1986,76560
Texas,Walker,1986,50746
Texas,Waller,1986,23389
Texas,Ward,1986,15692
Texas,Washington,1986,26164
Texas,Webb,1986,122011
Texas,Wharton,1986,41130
Texas,Wheeler,1986,7040
Texas,Wichita,1986,126614
Texas,Wilbarger,1986,16928
Texas,Willacy,1986,18474
Texas,Williamson,1986,119712
Texas,Wilson,1986,19860
Texas,Winkler,1986,10369
Texas,Wise,1986,33544
Texas,Wood,1986,28364
Texas,Yoakum,1986,9597
Texas,Young,1986,20425
Texas,Zapata,1986,8480
Texas,Zavala,1986,12355
New Mexico,Bernalillo,1987,468550
New Mexico,Catron,1987,2617
New Mexico,Chaves,1987,55667
New Mexico,Cibola,1987,23602
New Mexico,Colfax,1987,13832
New Mexico,Curry,1987,43312
New Mexico,De Baca,1987,2326
New Mexico,Dona Ana,1987,125032
New Mexico,Eddy,1987,50586
New Mexico,Grant,1987,26711
New Mexico,Guadalupe,1987,4188
New Mexico,Harding,1987,940
New Mexico,Hidalgo,1987,6155
New Mexico,Lea,1987,60094
New Mexico,Lincoln,1987,12970
New Mexico,Los Alamos,1987,18120
New Mexico,Luna,1987,17396
New Mexico,McKinley,1987,61507
New Mexico,Mora,1987,4334
New Mexico,Otero,1987,52149
New Mexico,Quay,1987,11554
New Mexico,Rio Arriba,1987,33206
New Mexico,Roosevelt,1987,16689
New Mexico,Sandoval,1987,55488
New Mexico,San Juan,1987,92289
New Mexico,San Miguel,1987,25553
New Mexico,Santa Fe,1987,92323
New Mexico,Sierra,1987,9457
New Mexico,Socorro,1987,14393
New Mexico,Taos,1987,22633
New Mexico,Torrance,1987,9722
New Mexico,Union,1987,4560
New Mexico,Valencia,1987,40564
Texas,Anderson,1987,46256
Texas,Andrews,1987,15329
Texas,Angelina,1987,68311
Texas,Aransas,1987,17972
Texas,Archer,1987,7980
Texas,Armstrong,1987,2175
Texas,Atascosa,1987,29912
Texas,Austin,1987,20226
Texas,Bailey,1987,7477
Texas,Bandera,1987,9798
Texas,Bastrop,1987,38076
Texas,Baylor,1987,4739
Texas,Bee,1987,26537
Texas,Bell,1987,185489
Texas,Bexar,1987,1177581
Texas,Blanco,1987,5688
Texas,Borden,1987,815
Texas,Bosque,1987,14862
Texas,Bowie,1987,80888
Texas,Brazoria,1987,185844
Texas,Brazos,1987,122254
Texas,Brewster,1987,8417
Texas,Briscoe,1987,1972
Texas,Brooks,1987,8603
Texas,Brown,1987,34397
Texas,Burleson,1987,14270
Texas,Burnet,1987,24115
Texas,Caldwell,1987,27360
Texas,Calhoun,1987,20314
Texas,Callahan,1987,12624
Texas,Cameron,1987,253714
Texas,Camp,1987,9880
Texas,Carson,1987,7003
Texas,Cass,1987,30149
Texas,Castro,1987,9526
Texas,Chambers,1987,20038
Texas,Cherokee,1987,40841
Texas,Childress,1987,6449
Texas,Clay,1987,9986
Texas,Cochran,1987,4279
Texas,Coke,1987,3554
Texas,Coleman,1987,10125
Texas,Collin,1987,230458
Texas,Collingsworth,1987,3797
Texas,Colorado,1987,19566
Texas,Comal,1987,49110
Texas,Comanche,1987,13289
Texas,Concho,1987,2943
Texas,Cooke,1987,30536
Texas,Coryell,1987,60858
Texas,Cottle,1987,2450
Texas,Crane,1987,4878
Texas,Crockett,1987,4480
Texas,Crosby,1987,7474
Texas,Culberson,1987,3589
Texas,Dallam,1987,5702
Texas,Dallas,1987,1816641
Texas,Dawson,1987,15011
Texas,Deaf Smith,1987,19700
Texas,Delta,1987,4794
Texas,Denton,1987,242476
Texas,DeWitt,1987,19242
Texas,Dickens,1987,2803
Texas,Dimmit,1987,11284
Texas,Donley,1987,3877
Texas,Duval,1987,13634
Texas,Eastland,1987,19844
Texas,Ector,1987,125180
Texas,Edwards,1987,2189
Texas,Ellis,1987,80585
Texas,El Paso,1987,559479
Texas,Erath,1987,26878
Texas,Falls,1987,17786
Texas,Fannin,1987,24785
Texas,Fayette,1987,21440
Texas,Fisher,1987,5330
Texas,Floyd,1987,8493
Texas,Foard,1987,1943
Texas,Fort Bend,1987,197373
Texas,Franklin,1987,7685
Texas,Freestone,1987,16782
Texas,Frio,1987,13660
Texas,Gaines,1987,14130
Texas,Galveston,1987,210864
Texas,Garza,1987,5620
Texas,Gillespie,1987,16651
Texas,Glasscock,1987,1370
Texas,Goliad,1987,5864
Texas,Gonzales,1987,18374
Texas,Gray,1987,25726
Texas,Grayson,1987,95717
Texas,Gregg,1987,106457
Texas,Grimes,1987,19064
Texas,Guadalupe,1987,61299
Texas,Hale,1987,36099
Texas,Hall,1987,4276
Texas,Hamilton,1987,8237
Texas,Hansford,1987,6102
Texas,Hardeman,1987,5892
Texas,Hardin,1987,41298
Texas,Harris,1987,2745987
Texas,Harrison,1987,57375
Texas,Hartley,1987,3842
Texas,Haskell,1987,7071
Texas,Hays,1987,63261
Texas,Hemphill,1987,4121
Texas,Henderson,1987,56261
Texas,Hidalgo,1987,358307
Texas,Hill,1987,27002
Texas,Hockley,1987,24304
Texas,Hood,1987,26570
Texas,Hopkins,1987,28833
Texas,Houston,1987,21959
Texas,Howard,1987,33943
Texas,Hudspeth,1987,2707
Texas,Hunt,1987,64530
Texas,Hutchinson,1987,26503
Texas,Irion,1987,1762
Texas,Jack,1987,7795
Texas,Jackson,1987,13573
Texas,Jasper,1987,31728
Texas,Jeff Davis,1987,1837
Texas,Jefferson,1987,242690
Texas,Jim Hogg,1987,5183
Texas,Jim Wells,1987,39425
Texas,Johnson,1987,95861
Texas,Jones,1987,17697
Texas,Karnes,1987,13134
Texas,Kaufman,1987,50548
Texas,Kendall,1987,13493
Texas,Kenedy,1987,508
Texas,Kent,1987,1091
Texas,Kerr,1987,35556
Texas,Kimble,1987,4196
Texas,King,1987,373
Texas,Kinney,1987,2933
Texas,Kleberg,1987,31906
Texas,Knox,1987,5141
Texas,Lamar,1987,43582
Texas,Lamb,1987,15925
Texas,Lampasas,1987,13359
Texas,La Salle,1987,5361
Texas,Lavaca,1987,19043
Texas,Lee,1987,13996
Texas,Leon,1987,12729
Texas,Liberty,1987,52865
Texas,Limestone,1987,21948
Texas,Lipscomb,1987,3541
Texas,Live Oak,1987,9468
Texas,Llano,1987,12120
Texas,Loving,1987,94
Texas,Lubbock,1987,220943
Texas,Lynn,1987,7023
Texas,McCulloch,1987,8837
Texas,McLennan,1987,186733
Texas,McMullen,1987,866
Texas,Madison,1987,11419
Texas,Marion,1987,9942
Texas,Martin,1987,5186
Texas,Mason,1987,3522
Texas,Matagorda,1987,40232
Texas,Maverick,1987,35105
Texas,Medina,1987,26165
Texas,Menard,1987,2436
Texas,Midland,1987,107101
Texas,Milam,1987,23694
Texas,Mills,1987,4558
Texas,Mitchell,1987,8756
Texas,Montague,1987,18083
Texas,Montgomery,1987,169534
Texas,Moore,1987,18323
Texas,Morris,1987,13862
Texas,Motley,1987,1711
Texas,Nacogdoches,1987,53029
Texas,Navarro,1987,40196
Texas,Newton,1987,13553
Texas,Nolan,1987,17352
Texas,Nueces,1987,291019
Texas,Ochiltree,1987,10081
Texas,Oldham,1987,2326
Texas,Orange,1987,81577
Texas,Palo Pinto,1987,25170
Texas,Panola,1987,21766
Texas,Parker,1987,59134
Texas,Parmer,1987,9962
Texas,Pecos,1987,15878
Texas,Polk,1987,29832
Texas,Potter,1987,101245
Texas,Presidio,1987,6090
Texas,Rains,1987,6366
Texas,Randall,1987,87611
Texas,Reagan,1987,4728
Texas,Real,1987,2288
Texas,Red River,1987,15201
Texas,Reeves,1987,16545
Texas,Refugio,1987,8698
Texas,Roberts,1987,1078
Texas,Robertson,1987,15735
Texas,Rockwall,1987,24079
Texas,Runnels,1987,12199
Texas,Rusk,1987,43924
Texas,Sabine,1987,9470
Texas,San Augustine,1987,8405
Texas,San Jacinto,1987,15252
Texas,San Patricio,1987,60681
Texas,San Saba,1987,5761
Texas,Schleicher,1987,2981
Texas,Scurry,1987,19602
Texas,Shackelford,1987,3824
Texas,Shelby,1987,22415
Texas,Sherman,1987,2979
Texas,Smith,1987,152388
Texas,Somervell,1987,5281
Texas,Starr,1987,37493
Texas,Stephens,1987,10378
Texas,Sterling,1987,1525
Texas,Stonewall,1987,2205
Texas,Sutton,1987,4667
Texas,Swisher,1987,8691
Texas,Tarrant,1987,1116110
Texas,Taylor,1987,123334
Texas,Terrell,1987,1580
Texas,Terry,1987,13836
Texas,Throckmorton,1987,2057
Texas,Titus,1987,23517
Texas,Tom Green,1987,97494
Texas,Travis,1987,552135
Texas,Trinity,1987,11489
Texas,Tyler,1987,17163
Texas,Upshur,1987,31363
Texas,Upton,1987,5036
Texas,Uvalde,1987,23499
Texas,Val Verde,1987,39846
Texas,Van Zandt,1987,37495
Texas,Victoria,1987,75248
Texas,Walker,1987,51321
Texas,Waller,1987,23321
Texas,Ward,1987,14718
Texas,Washington,1987,26429
Texas,Webb,1987,124528
Texas,Wharton,1987,40297
Texas,Wheeler,1987,6847
Texas,Wichita,1987,124467
Texas,Wilbarger,1987,16302
Texas,Willacy,1987,18291
Texas,Williamson,1987,126560
Texas,Wilson,1987,20639
Texas,Winkler,1987,9283
Texas,Wise,1987,34205
Texas,Wood,1987,28747
Texas,Yoakum,1987,9188
Texas,Young,1987,19704
Texas,Zapata,1987,8610
Texas,Zavala,1987,12491
New Mexico,Bernalillo,1988,472977
New Mexico,Catron,1988,2619
New Mexico,Chaves,1988,55922
New Mexico,Cibola,1988,23819
New Mexico,Colfax,1988,13586
New Mexico,Curry,1988,42830
New Mexico,De Baca,1988,2243
New Mexico,Dona Ana,1988,130016
New Mexico,Eddy,1988,48932
New Mexico,Grant,1988,27097
New Mexico,Guadalupe,1988,4224
New Mexico,Harding,1988,941
New Mexico,Hidalgo,1988,6066
New Mexico,Lea,1988,58079
New Mexico,Lincoln,1988,12639
New Mexico,Los Alamos,1988,18097
New Mexico,Luna,1988,17610
New Mexico,McKinley,1988,59963
New Mexico,Mora,1988,4318
New Mexico,Otero,1988,52438
New Mexico,Quay,1988,11202
New Mexico,Rio Arriba,1988,33448
New Mexico,Roosevelt,1988,16688
New Mexico,Sandoval,1988,59039
New Mexico,San Juan,1988,92031
New Mexico,San Miguel,1988,25663
New Mexico,Santa Fe,1988,94507
New Mexico,Sierra,1988,9464
New Mexico,Socorro,1988,14779
New Mexico,Taos,1988,22697
New Mexico,Torrance,1988,9969
New Mexico,Union,1988,4442
New Mexico,Valencia,1988,41991
Texas,Anderson,1988,48084
Texas,Andrews,1988,14968
Texas,Angelina,1988,68777
Texas,Aransas,1988,18060
Texas,Archer,1988,8007
Texas,Armstrong,1988,2108
Texas,Atascosa,1988,30526
Texas,Austin,1988,19638
Texas,Bailey,1988,7376
Texas,Bandera,1988,10118
Texas,Bastrop,1988,38509
Texas,Baylor,1988,4670
Texas,Bee,1988,26290
Texas,Bell,1988,186680
Texas,Bexar,1988,1178654
Texas,Blanco,1988,5996
Texas,Borden,1988,804
Texas,Bosque,1988,15075
Texas,Bowie,1988,81498
Texas,Brazoria,1988,185189
Texas,Brazos,1988,121377
Texas,Brewster,1988,8665
Texas,Briscoe,1988,2052
Texas,Brooks,1988,8500
Texas,Brown,1988,34670
Texas,Burleson,1988,13994
Texas,Burnet,1988,23321
Texas,Caldwell,1988,27281
Texas,Calhoun,1988,19536
Texas,Callahan,1988,12303
Texas,Cameron,1988,254410
Texas,Camp,1988,9872
Texas,Carson,1988,6787
Texas,Cass,1988,30315
Texas,Castro,1988,9364
Texas,Chambers,1988,19541
Texas,Cherokee,1988,40885
Texas,Childress,1988,6181
Texas,Clay,1988,10072
Texas,Cochran,1988,4252
Texas,Coke,1988,3607
Texas,Coleman,1988,10026
Texas,Collin,1988,242017
Texas,Collingsworth,1988,3786
Texas,Colorado,1988,19066
Texas,Comal,1988,50121
Texas,Comanche,1988,13445
Texas,Concho,1988,2927
Texas,Cooke,1988,30689
Texas,Coryell,1988,62316
Texas,Cottle,1988,2386
Texas,Crane,1988,4752
Texas,Crockett,1988,4239
Texas,Crosby,1988,7393
Texas,Culberson,1988,3482
Texas,Dallam,1988,5508
Texas,Dallas,1988,1814458
Texas,Dawson,1988,14941
Texas,Deaf Smith,1988,19343
Texas,Delta,1988,4861
Texas,Denton,1988,252657
Texas,DeWitt,1988,18976
Texas,Dickens,1988,2762
Texas,Dimmit,1988,11095
Texas,Donley,1988,3819
Texas,Duval,1988,13459
Texas,Eastland,1988,19336
Texas,Ector,1988,122067
Texas,Edwards,1988,2219
Texas,Ellis,1988,82735
Texas,El Paso,1988,568804
Texas,Erath,1988,27454
Texas,Falls,1988,17650
Texas,Fannin,1988,25035
Texas,Fayette,1988,21074
Texas,Fisher,1988,5275
Texas,Floyd,1988,8475
Texas,Foard,1988,1971
Texas,Fort Bend,1988,202503
Texas,Franklin,1988,7608
Texas,Freestone,1988,16379
Texas,Frio,1988,13435
Texas,Gaines,1988,13951
Texas,Galveston,1988,211351
Texas,Garza,1988,5302
Texas,Gillespie,1988,16778
Texas,Glasscock,1988,1442
Texas,Goliad,1988,5877
Texas,Gonzales,1988,17861
Texas,Gray,1988,24749
Texas,Grayson,1988,95246
Texas,Gregg,1988,105201
Texas,Grimes,1988,18927
Texas,Guadalupe,1988,62798
Texas,Hale,1988,35578
Texas,Hall,1988,4148
Texas,Hamilton,1988,7900
Texas,Hansford,1988,6085
Texas,Hardeman,1988,5677
Texas,Hardin,1988,41118
Texas,Harris,1988,2730720
Texas,Harrison,1988,57379
Texas,Hartley,1988,3875
Texas,Haskell,1988,7031
Texas,Hays,1988,64542
Texas,Hemphill,1988,4070
Texas,Henderson,1988,57460
Texas,Hidalgo,1988,365499
Texas,Hill,1988,26990
Texas,Hockley,1988,24476
Texas,Hood,1988,28414
Texas,Hopkins,1988,29343
Texas,Houston,1988,21728
Texas,Howard,1988,33499
Texas,Hudspeth,1988,2820
Texas,Hunt,1988,65077
Texas,Hutchinson,1988,26407
Texas,Irion,1988,1615
Texas,Jack,1988,7469
Texas,Jackson,1988,13373
Texas,Jasper,1988,31540
Texas,Jeff Davis,1988,1872
Texas,Jefferson,1988,239959
Texas,Jim Hogg,1988,5189
Texas,Jim Wells,1988,38679
Texas,Johnson,1988,96672
Texas,Jones,1988,17224
Texas,Karnes,1988,12676
Texas,Kaufman,1988,51915
Texas,Kendall,1988,14108
Texas,Kenedy,1988,505
Texas,Kent,1988,1036
Texas,Kerr,1988,36111
Texas,Kimble,1988,4241
Texas,King,1988,382
Texas,Kinney,1988,2874
Texas,Kleberg,1988,31351
Texas,Knox,1988,5009
Texas,Lamar,1988,43565
Texas,Lamb,1988,15695
Texas,Lampasas,1988,13377
Texas,La Salle,1988,5296
Texas,Lavaca,1988,19247
Texas,Lee,1988,13530
Texas,Leon,1988,12748
Texas,Liberty,1988,52199
Texas,Limestone,1988,21590
Texas,Lipscomb,1988,3376
Texas,Live Oak,1988,9614
Texas,Llano,1988,11962
Texas,Loving,1988,99
Texas,Lubbock,1988,222021
Texas,Lynn,1988,6971
Texas,McCulloch,1988,9156
Texas,McLennan,1988,186698
Texas,McMullen,1988,921
Texas,Madison,1988,11138
Texas,Marion,1988,10359
Texas,Martin,1988,5116
Texas,Mason,1988,3470
Texas,Matagorda,1988,39134
Texas,Maverick,1988,35567
Texas,Medina,1988,26783
Texas,Menard,1988,2436
Texas,Midland,1988,106323
Texas,Milam,1988,23256
Texas,Mills,1988,4544
Texas,Mitchell,1988,8604
Texas,Montague,1988,17855
Texas,Montgomery,1988,170791
Texas,Moore,1988,18247
Texas,Morris,1988,13616
Texas,Motley,1988,1664
Texas,Nacogdoches,1988,53213
Texas,Navarro,1988,40063
Texas,Newton,1988,13591
Texas,Nolan,1988,17012
Texas,Nueces,1988,289542
Texas,Ochiltree,1988,9579
Texas,Oldham,1988,2321
Texas,Orange,1988,80577
Texas,Palo Pinto,1988,25339
Texas,Panola,1988,22072
Texas,Parker,1988,61769
Texas,Parmer,1988,9929
Texas,Pecos,1988,15119
Texas,Polk,1988,29659
Texas,Potter,1988,100205
Texas,Presidio,1988,6232
Texas,Rains,1988,6461
Texas,Randall,1988,89648
Texas,Reagan,1988,4735
Texas,Real,1988,2272
Texas,Red River,1988,14896
Texas,Reeves,1988,16463
Texas,Refugio,1988,8455
Texas,Roberts,1988,1004
Texas,Robertson,1988,15511
Texas,Rockwall,1988,24059
Texas,Runnels,1988,11872
Texas,Rusk,1988,43968
Texas,Sabine,1988,9564
Texas,San Augustine,1988,8364
Texas,San Jacinto,1988,15713
Texas,San Patricio,1988,59371
Texas,San Saba,1988,5816
Texas,Schleicher,1988,2976
Texas,Scurry,1988,18741
Texas,Shackelford,1988,3573
Texas,Shelby,1988,22447
Texas,Sherman,1988,2935
Texas,Smith,1988,152164
Texas,Somervell,1988,5729
Texas,Starr,1988,38591
Texas,Stephens,1988,9730
Texas,Sterling,1988,1514
Texas,Stonewall,1988,2176
Texas,Sutton,1988,4456
Texas,Swisher,1988,8640
Texas,Tarrant,1988,1133193
Texas,Taylor,1988,120515
Texas,Terrell,1988,1555
Texas,Terry,1988,13781
Texas,Throckmorton,1988,1997
Texas,Titus,1988,23835
Texas,Tom Green,1988,98596
Texas,Travis,1988,557219
Texas,Trinity,1988,11510
Texas,Tyler,1988,16877
Texas,Upshur,1988,31488
Texas,Upton,1988,4872
Texas,Uvalde,1988,23747
Texas,Val Verde,1988,39626
Texas,Van Zandt,1988,37971
Texas,Victoria,1988,74294
Texas,Walker,1988,51697
Texas,Waller,1988,23362
Texas,Ward,1988,14008
Texas,Washington,1988,26477
Texas,Webb,1988,126575
Texas,Wharton,1988,40348
Texas,Wheeler,1988,6602
Texas,Wichita,1988,123301
Texas,Wilbarger,1988,15883
Texas,Willacy,1988,18227
Texas,Williamson,1988,129602
Texas,Wilson,1988,21350
Texas,Winkler,1988,9022
Texas,Wise,1988,34431
Texas,Wood,1988,29114
Texas,Yoakum,1988,9052
Texas,Young,1988,19014
Texas,Zapata,1988,8969
Texas,Zavala,1988,12221
New Mexico,Bernalillo,1989,478795
New Mexico,Catron,1989,2566
New Mexico,Chaves,1989,57105
New Mexico,Cibola,1989,23905
New Mexico,Colfax,1989,13014
New Mexico,Curry,1989,42294
New Mexico,De Baca,1989,2263
New Mexico,Dona Ana,1989,132957
New Mexico,Eddy,1989,48004
New Mexico,Grant,1989,27474
New Mexico,Guadalupe,1989,4254
New Mexico,Harding,1989,991
New Mexico,Hidalgo,1989,6001
New Mexico,Lea,1989,56829
New Mexico,Lincoln,1989,12281
New Mexico,Los Alamos,1989,18112
New Mexico,Luna,1989,17972
New Mexico,McKinley,1989,59573
New Mexico,Mora,1989,4279
New Mexico,Otero,1989,52471
New Mexico,Quay,1989,10928
New Mexico,Rio Arriba,1989,33763
New Mexico,Roosevelt,1989,16471
New Mexico,Sandoval,1989,61072
New Mexico,San Juan,1989,92413
New Mexico,San Miguel,1989,25502
New Mexico,Santa Fe,1989,96962
New Mexico,Sierra,1989,9682
New Mexico,Socorro,1989,14802
New Mexico,Taos,1989,22763
New Mexico,Torrance,1989,10242
New Mexico,Union,1989,4234
New Mexico,Valencia,1989,43927
Texas,Anderson,1989,48602
Texas,Andrews,1989,14476
Texas,Angelina,1989,69589
Texas,Aransas,1989,17954
Texas,Archer,1989,7963
Texas,Armstrong,1989,2043
Texas,Atascosa,1989,30502
Texas,Austin,1989,19526
Texas,Bailey,1989,7258
Texas,Bandera,1989,10376
Texas,Bastrop,1989,38496
Texas,Baylor,1989,4462
Texas,Bee,1989,25869
Texas,Bell,1989,189222
Texas,Bexar,1989,1181297
Texas,Blanco,1989,6033
Texas,Borden,1989,820
Texas,Bosque,1989,15042
Texas,Bowie,1989,81167
Texas,Brazoria,1989,188099
Texas,Brazos,1989,121125
Texas,Brewster,1989,8696
Texas,Briscoe,1989,2063
Texas,Brooks,1989,8394
Texas,Brown,1989,34430
Texas,Burleson,1989,13692
Texas,Burnet,1989,22732
Texas,Caldwell,1989,26810
Texas,Calhoun,1989,19071
Texas,Callahan,1989,12210
Texas,Cameron,1989,256512
Texas,Camp,1989,9874
Texas,Carson,1989,6623
Texas,Cass,1989,30029
Texas,Castro,1989,9304
Texas,Chambers,1989,19876
Texas,Cherokee,1989,41224
Texas,Childress,1989,5955
Texas,Clay,1989,10105
Texas,Cochran,1989,4420
Texas,Coke,1989,3475
Texas,Coleman,1989,9831
Texas,Collin,1989,253558
Texas,Collingsworth,1989,3644
Texas,Colorado,1989,18425
Texas,Comal,1989,51567
Texas,Comanche,1989,13305
Texas,Concho,1989,2983
Texas,Cooke,1989,30051
Texas,Coryell,1989,63638
Texas,Cottle,1989,2322
Texas,Crane,1989,4673
Texas,Crockett,1989,4107
Texas,Crosby,1989,7352
Texas,Culberson,1989,3357
Texas,Dallam,1989,5543
Texas,Dallas,1989,1832113
Texas,Dawson,1989,14637
Texas,Deaf Smith,1989,19184
Texas,Delta,1989,5065
Texas,Denton,1989,261883
Texas,DeWitt,1989,18958
Texas,Dickens,1989,2748
Texas,Dimmit,1989,10631
Texas,Donley,1989,3788
Texas,Duval,1989,13118
Texas,Eastland,1989,18761
Texas,Ector,1989,119722
Texas,Edwards,1989,2175
Texas,Ellis,1989,84491
Texas,El Paso,1989,580982
Texas,Erath,1989,27669
Texas,Falls,1989,17725
Texas,Fannin,1989,24866
Texas,Fayette,1989,20278
Texas,Fisher,1989,4961
Texas,Floyd,1989,8614
Texas,Foard,1989,1823
Texas,Fort Bend,1989,214217
Texas,Franklin,1989,7619
Texas,Freestone,1989,15960
Texas,Frio,1989,13306
Texas,Gaines,1989,14071
Texas,Galveston,1989,213305
Texas,Garza,1989,5171
Texas,Gillespie,1989,17070
Texas,Glasscock,1989,1432
Texas,Goliad,1989,6003
Texas,Gonzales,1989,17598
Texas,Gray,1989,24714
Texas,Grayson,1989,95499
Texas,Gregg,1989,104456
Texas,Grimes,1989,18756
Texas,Guadalupe,1989,63984
Texas,Hale,1989,34981
Texas,Hall,1989,4017
Texas,Hamilton,1989,7792
Texas,Hansford,1989,5983
Texas,Hardeman,1989,5472
Texas,Hardin,1989,41093
Texas,Harris,1989,2763975
Texas,Harrison,1989,57611
Texas,Hartley,1989,3640
Texas,Haskell,1989,6998
Texas,Hays,1989,65422
Texas,Hemphill,1989,3807
Texas,Henderson,1989,57849
Texas,Hidalgo,1989,377106
Texas,Hill,1989,26988
Texas,Hockley,1989,24271
Texas,Hood,1989,29467
Texas,Hopkins,1989,29057
Texas,Houston,1989,21630
Texas,Howard,1989,32844
Texas,Hudspeth,1989,2868
Texas,Hunt,1989,64542
Texas,Hutchinson,1989,26059
Texas,Irion,1989,1659
Texas,Jack,1989,7158
Texas,Jackson,1989,13143
Texas,Jasper,1989,31221
Texas,Jeff Davis,1989,1958
Texas,Jefferson,1989,238927
Texas,Jim Hogg,1989,5166
Texas,Jim Wells,1989,37811
Texas,Johnson,1989,97106
Texas,Jones,1989,16812
Texas,Karnes,1989,12652
Texas,Kaufman,1989,51912
Texas,Kendall,1989,14459
Texas,Kenedy,1989,492
Texas,Kent,1989,1006
Texas,Kerr,1989,36241
Texas,Kimble,1989,4129
Texas,King,1989,365
Texas,Kinney,1989,3037
