State,County,Year,Volume,Count
Texas,Midland,2013,1047127,2
Texas,Midland,2013,4110356,2
Texas,Midland,2013,3213756,2
Texas,Midland,2013,179171,2
Texas,Midland,2013,2807000,2
Texas,Midland,2013,2143000,2
Texas,Midland,2013,2123982,2
Texas,Midland,2013,2006676,2
Texas,Midland,2013,2647022,2
Texas,Midland,2013,3454122,2
Texas,Midland,2013,3000900,2
Texas,Midland,2013,3692900,2
Texas,Midland,2013,3266046,2
Texas,Midland,2013,3669000,2
Texas,Midland,2013,3463614,2
Texas,Midland,2013,2455608,2
Texas,Midland,2013,2838948,2
Texas,Midland,2013,1635690,2
Texas,Midland,2013,2513910,2
Texas,Midland,2013,2390250,2
Texas,Midland,2013,2903132,2
Texas,Midland,2013,2327296,2
Texas,Midland,2013,2697892,2
Texas,Midland,2013,2507820,2
Texas,Midland,2013,11259486,2
Texas,Midland,2013,2393412,2
Texas,Midland,2013,1670172,2
Texas,Midland,2013,11304552,2
Texas,Midland,2013,2310210,2
Texas,Midland,2013,2534994,2
Texas,Midland,2013,23779056,2
Texas,Midland,2013,3026100,2
Texas,Midland,2013,2893806,2
Texas,Midland,2013,6475056,2
Texas,Midland,2013,1880250,2
Texas,Midland,2013,2740458,2
Texas,Midland,2013,2280282,2
Texas,Midland,2013,2069000,2
Texas,Midland,2013,2623288,2
Texas,Midland,2013,11576,2
Texas,Midland,2013,2168590,2
Texas,Midland,2013,2979816,2
Texas,Midland,2013,1785756,2
Texas,Midland,2013,3886596,2
Texas,Midland,2013,2714854,2
Texas,Midland,2013,1988249,2
Texas,Midland,2013,3081750,2
Texas,Midland,2013,3360168,2
Texas,Midland,2013,2759946,2
Texas,Midland,2013,2723700,2
Texas,Midland,2013,1093954,2
Texas,Midland,2013,1670718,2
Texas,Midland,2013,2370812,2
Texas,Midland,2014,1330152,2
Texas,Midland,2014,9403254,2
Texas,Midland,2014,11926194,2
Texas,Midland,2014,2023098,2
Texas,Midland,2014,2977842,2
Texas,Midland,2014,2087493,2
Texas,Midland,2014,3540726,2
Texas,Midland,2014,3031056,2
Texas,Midland,2014,3579534,2
Texas,Midland,2014,14583870,2
Texas,Midland,2014,12430824,2
Texas,Midland,2014,3236436,2
Texas,Midland,2014,1715616,2
Texas,Midland,2014,12157194,2
Texas,Midland,2014,10649142,2
Texas,Midland,2014,2334496,2
Texas,Midland,2014,2109450,2
Texas,Midland,2014,1526616,2
Texas,Midland,2014,1387296,2
Texas,Midland,2014,16341654,2
Texas,Midland,2014,3028704,2
Texas,Midland,2014,4540368,2
Texas,Midland,2014,2956590,2
Texas,Midland,2014,3149580,2
Texas,Midland,2014,24331440,2
Texas,Midland,2014,1751866,2
Texas,Midland,2014,2057255,2
Texas,Midland,2014,2691696,2
Texas,Midland,2014,1933601,2
Texas,Midland,2014,1649835,2
Texas,Midland,2014,3597720,2
Texas,Midland,2014,5279946,2
Texas,Midland,2014,2365608,2
Texas,Midland,2014,2426592,2
Texas,Midland,2014,3015222,2
Texas,Midland,2014,19929252,2
Texas,Midland,2014,2154558,2
Texas,Midland,2014,12296466,2
Texas,Midland,2014,2875152,2
Texas,Midland,2014,3219636,2
Texas,Midland,2014,23976036,2
Texas,Midland,2014,2907912,2
Texas,Midland,2014,3037776,2
Texas,Midland,2014,3309138,2
Texas,Midland,2014,2241792,2
Texas,Midland,2014,2349312,2
Texas,Midland,2014,2588376,2
Texas,Midland,2014,1971480,2
Texas,Midland,2014,841069,2
Texas,Midland,2014,2943402,2
Texas,Midland,2014,2872212,2
Texas,Midland,2014,3583188,2
Texas,Midland,2014,3763032,2
Texas,Midland,2014,3196704,2
Texas,Midland,2014,1799070,2
Texas,Midland,2014,1923432,2
Texas,Midland,2014,3922674,2
Texas,Midland,2014,3910788,2
Texas,Midland,2014,1757244,2
Texas,Midland,2014,1420986,2
Texas,Midland,2014,3187086,2
Texas,Midland,2014,9665502,2
Texas,Midland,2015,32328450,2
Texas,Midland,2015,17467548,2
Texas,Midland,2015,21912576,2
Texas,Midland,2015,31415706,2
Texas,Midland,2015,23377242,2
Texas,Midland,2015,24866772,2
Texas,Midland,2015,17510094,2
Texas,Midland,2015,16518348,2
Texas,Midland,2015,5041554,2
Texas,Midland,2015,4866960,2
Texas,Midland,2015,13751640,2
Texas,Midland,2015,5452482,2
Texas,Midland,2015,3254832,2
Texas,Midland,2015,2569028,2
Texas,Midland,2015,8383032,2
Texas,Midland,2015,1505210,2
Texas,Midland,2015,2577246,2
Texas,Midland,2015,5057094,2
Texas,Midland,2015,2138985,2
Texas,Midland,2015,1583397,2
Texas,Midland,2015,19904557,2
Texas,Midland,2015,2649948,2
Texas,Midland,2015,34462554,2
Texas,Midland,2015,4011714,2
Texas,Midland,2015,3744174,2
Texas,Midland,2015,31664892,2
Texas,Midland,2015,2337006,2
Texas,Midland,2015,3921288,2
Texas,Midland,2015,15721608,2
Texas,Midland,2015,1738422,2
Texas,Midland,2015,19514292,2
Texas,Midland,2015,7595206,2
Texas,Midland,2015,21755328,2
Texas,Midland,2016,8368458,2
Texas,Midland,2016,30806496,2
Texas,Midland,2016,42679224,2
Texas,Midland,2016,33199908,2
Texas,Midland,2016,23950290,2
Texas,Midland,2016,47534088,2
Texas,Midland,2016,56445858,2
Texas,Midland,2016,23189460,2
Texas,Midland,2016,40700310,2
Texas,Midland,2016,30235800,2
Texas,Midland,2016,23490264,2
Texas,Midland,2016,24194058,2
Texas,Midland,2016,26634972,2
Texas,Midland,2016,9052974,2
Texas,Midland,2016,22894494,2
Texas,Midland,2016,4819290,2
Texas,Midland,2016,33672786,2
Texas,Midland,2016,4908330,2
Texas,Midland,2016,22865724,2
Texas,Midland,2016,33622050,2
Texas,Midland,2016,29231286,2
Texas,Midland,2016,4395510,2
Texas,Midland,2016,36278256,2
Texas,Midland,2016,34713546,2
Texas,Midland,2016,41258112,2
Texas,Midland,2016,32008536,2
Texas,Midland,2016,12917268,2
Texas,Midland,2016,28641228,2
Texas,Midland,2016,33591348,2
Texas,Midland,2016,55335,2
Texas,Midland,2016,30060786,2
Texas,Midland,2016,26650470,2
Texas,Midland,2016,21076902,2
Texas,Midland,2016,31064292,2
Texas,Midland,2016,13809810,2
Texas,Midland,2016,29961708,2
Texas,Midland,2016,4140276,2
Texas,Midland,2017,30082458,2
Texas,Midland,2017,34648698,2
Texas,Midland,2017,42808920,2
Texas,Midland,2017,44114280,2
Texas,Midland,2017,44170098,2
Texas,Midland,2017,27983802,2
Texas,Midland,2017,37225104,2
Texas,Midland,2017,46106634,2
Texas,Midland,2017,36299298,2
Texas,Midland,2017,62670510,2
Texas,Midland,2017,62499948,2
Texas,Midland,2017,56092890,2
Texas,Midland,2017,31391598,2
Texas,Midland,2017,42358722,2
Texas,Midland,2017,33485592,2
Texas,Midland,2017,44906610,2
Texas,Midland,2017,2453220,2
Texas,Midland,2017,62175708,2
Texas,Midland,2017,3619140,2
Texas,Midland,2017,22985214,2
Texas,Midland,2017,4234776,2
Texas,Midland,2017,22480920,2
Texas,Midland,2017,33661782,2
Texas,Midland,2017,39164118,2
Texas,Midland,2017,26367012,2
Texas,Midland,2017,43322160,2
Texas,Midland,2017,35575512,2
Texas,Midland,2017,28923972,2
Texas,Midland,2017,22329510,2
Texas,Midland,2017,4106340,2
Texas,Midland,2017,20927970,2
Texas,Midland,2017,38667426,2
Texas,Midland,2018,42193914,2
Texas,Midland,2018,41906382,2
Texas,Midland,2018,32837070,2
Texas,Midland,2018,45616620,2
Texas,Midland,2018,34423746,2
Texas,Midland,2018,34783392,2
Texas,Midland,2018,47814060,2
Texas,Midland,2018,38202864,2
Texas,Midland,2018,41747076,2
Texas,Midland,2018,36133734,2
Texas,Midland,2018,42450702,2
Texas,Midland,2018,41889456,2
Texas,Midland,2018,40476492,2
Texas,Midland,2018,40136586,2
Texas,Midland,2018,34026930,2
Texas,Midland,2018,33165426,2
Texas,Midland,2018,30531564,2
Texas,Midland,2018,21041370,2
Texas,Midland,2018,29384796,2
Texas,Midland,2018,41010774,2
Texas,Midland,2018,23398242,2
Texas,Midland,2018,34012104,2
Texas,Midland,2018,28192626,2
Texas,Midland,2018,48255186,2
Texas,Midland,2018,33905256,2
Texas,Midland,2018,30786966,2
Texas,Midland,2018,42603918,2
Texas,Midland,2018,29487234,2
Texas,Midland,2018,3568992,2
Texas,Midland,2018,33376812,2
Texas,Midland,2018,32333490,2
Texas,Midland,2018,23112894,2
Texas,Midland,2019,51322446,2
Texas,Midland,2019,54032538,2
Texas,Midland,2019,42303408,2
Texas,Midland,2019,30935898,2
Texas,Midland,2019,47250420,2
Texas,Midland,2019,22331820,2
Texas,Midland,2019,17714114,2
Texas,Midland,2019,34523076,2
Texas,Mitchell,2000,27500,2
Texas,Mitchell,2000,50184,2
Texas,Mitchell,2001,96500,2
Texas,Mitchell,2001,33500,2
Texas,Mitchell,2001,40500,2
Texas,Mitchell,2001,30500,2
Texas,Mitchell,2001,46500,2
Texas,Mitchell,2001,44963,2
Texas,Mitchell,2002,50000,2
Texas,Mitchell,2003,62500,2
Texas,Mitchell,2003,38500,2
Texas,Mitchell,2003,49000,2
Texas,Mitchell,2004,219619,2
Texas,Mitchell,2004,44650,2
Texas,Mitchell,2004,19700,2
Texas,Mitchell,2004,52000,2
Texas,Mitchell,2004,289860,2
Texas,Mitchell,2004,39500,2
Texas,Mitchell,2005,142829,2
Texas,Mitchell,2005,43000,2
Texas,Mitchell,2005,180000,2
Texas,Mitchell,2005,22060,2
Texas,Mitchell,2006,42000,2
Texas,Mitchell,2006,406350,2
Texas,Mitchell,2006,286495,2
Texas,Mitchell,2006,20200,2
Texas,Mitchell,2006,30600,2
Texas,Mitchell,2007,42000,2
Texas,Mitchell,2007,278025,2
Texas,Mitchell,2007,38200,2
Texas,Mitchell,2007,228500,2
Texas,Mitchell,2007,42500,2
Texas,Mitchell,2007,36000,2
Texas,Mitchell,2008,42000,2
Texas,Mitchell,2008,236125,2
Texas,Mitchell,2008,74700,2
Texas,Mitchell,2008,48600,2
Texas,Mitchell,2008,271500,2
Texas,Mitchell,2008,53900,2
Texas,Mitchell,2008,40900,2
Texas,Mitchell,2008,78800,2
Texas,Mitchell,2009,65200,2
Texas,Mitchell,2009,70400,2
Texas,Mitchell,2009,106000,2
Texas,Mitchell,2010,93000,2
Texas,Mitchell,2010,82992,2
Texas,Mitchell,2010,32544,2
Texas,Mitchell,2010,24378,2
Texas,Mitchell,2010,121200,2
Texas,Mitchell,2011,43580,2
Texas,Mitchell,2011,100717,2
Texas,Mitchell,2011,47570,2
Texas,Mitchell,2011,129700,2
Texas,Mitchell,2011,53100,2
Texas,Mitchell,2011,77500,2
Texas,Mitchell,2011,55000,2
Texas,Mitchell,2011,82300,2
Texas,Mitchell,2012,334682,2
Texas,Mitchell,2012,165438,2
Texas,Mitchell,2012,123102,2
Texas,Mitchell,2012,55300,2
Texas,Mitchell,2012,79338,2
Texas,Mitchell,2012,81600,2
Texas,Mitchell,2012,164304,2
Texas,Mitchell,2012,102900,2
Texas,Mitchell,2012,68200,2
Texas,Mitchell,2012,53100,2
Texas,Mitchell,2012,47040,2
Texas,Mitchell,2013,110964,2
Texas,Mitchell,2013,107130,2
Texas,Mitchell,2013,47658,2
Texas,Mitchell,2013,100300,2
Texas,Mitchell,2013,46200,2
Texas,Mitchell,2014,164324,2
Texas,Mitchell,2014,119019,2
Texas,Mitchell,2015,160300,2
Texas,Nolan,2001,9750,2
Texas,Nolan,2005,3000,2
Texas,Nolan,2008,50000,2
Texas,Nolan,2009,50000,2
Texas,Nolan,2010,23520,2
Texas,Nolan,2010,236292,2
Texas,Nolan,2011,304248,2
Texas,Nolan,2011,272496,2
Texas,Nolan,2011,228732,2
Texas,Nolan,2011,197484,2
Texas,Nolan,2011,55811,2
Texas,Nolan,2012,178290,2
Texas,Nolan,2012,241668,2
Texas,Nolan,2012,2000,2
Texas,Nolan,2013,60690,2
Texas,Nolan,2013,130410,2
Texas,Nolan,2014,60726,2
Texas,Nolan,2014,94756,2
Texas,Nolan,2015,48216,2
Texas,Nolan,2016,21462,2
Texas,Nolan,2016,65957,2
Texas,Pecos,2000,12000,2
Texas,Pecos,2000,17100,2
Texas,Pecos,2001,197500,2
Texas,Pecos,2001,6720,2
Texas,Pecos,2001,6720,2
Texas,Pecos,2001,39972,2
Texas,Pecos,2002,55500,2
Texas,Pecos,2002,6720,2
Texas,Pecos,2002,35994,2
Texas,Pecos,2003,372590,2
Texas,Pecos,2003,144525,2
Texas,Pecos,2003,267450,2
Texas,Pecos,2003,50624,2
Texas,Pecos,2004,658265,2
Texas,Pecos,2004,257951,2
Texas,Pecos,2004,73000,2
Texas,Pecos,2004,113137,2
Texas,Pecos,2004,100030,2
Texas,Pecos,2004,64320,2
Texas,Pecos,2004,101571,2
Texas,Pecos,2005,137640,2
Texas,Pecos,2005,618062,2
Texas,Pecos,2005,446233,2
Texas,Pecos,2005,330514,2
Texas,Pecos,2005,54068,2
Texas,Pecos,2005,236335,2
Texas,Pecos,2005,36000,2
Texas,Pecos,2005,132300,2
Texas,Pecos,2006,259000,2
Texas,Pecos,2006,243234,2
Texas,Pecos,2006,254666,2
Texas,Pecos,2006,218140,2
Texas,Pecos,2006,55000,2
Texas,Pecos,2006,26502,2
Texas,Pecos,2007,805014,2
Texas,Pecos,2007,440887,2
Texas,Pecos,2007,230619,2
Texas,Pecos,2007,173628,2
Texas,Pecos,2007,321174,2
Texas,Pecos,2007,440412,2
Texas,Pecos,2007,117927,2
Texas,Pecos,2007,771750,2
Texas,Pecos,2007,684530,2
Texas,Pecos,2007,541716,2
Texas,Pecos,2007,81500,2
Texas,Pecos,2007,52000,2
Texas,Pecos,2008,274596,2
Texas,Pecos,2008,391398,2
Texas,Pecos,2008,588966,2
Texas,Pecos,2008,369390,2
Texas,Pecos,2008,1079148,2
Texas,Pecos,2008,222012,2
Texas,Pecos,2008,724903.2,2
Texas,Pecos,2008,551124,2
Texas,Pecos,2008,582078,2
Texas,Pecos,2008,128142,2
Texas,Pecos,2008,20000,2
Texas,Pecos,2008,86583,2
Texas,Pecos,2008,65000,2
Texas,Pecos,2008,77594,2
Texas,Pecos,2008,96500,2
Texas,Pecos,2008,115203,2
Texas,Pecos,2009,342594,2
Texas,Pecos,2009,638190,2
Texas,Pecos,2009,265020,2
Texas,Pecos,2009,312186,2
Texas,Pecos,2009,204540,2
Texas,Pecos,2009,311934,2
Texas,Pecos,2009,182700,2
Texas,Pecos,2009,160692,2
Texas,Pecos,2009,523698,2
Texas,Pecos,2009,1049664,2
Texas,Pecos,2009,393414,2
Texas,Pecos,2009,61656,2
Texas,Pecos,2009,56826,2
Texas,Pecos,2009,95114,2
Texas,Pecos,2009,71000,2
Texas,Pecos,2010,1061844,2
Texas,Pecos,2010,402612,2
Texas,Pecos,2010,733782,2
Texas,Pecos,2010,791994,2
Texas,Pecos,2010,664104,2
Texas,Pecos,2010,222852,2
Texas,Pecos,2010,1265334,2
Texas,Pecos,2010,20000,2
Texas,Pecos,2011,114450,2
Texas,Pecos,2011,128814,2
Texas,Pecos,2011,3102540,2
Texas,Pecos,2012,77851,2
Texas,Pecos,2012,42400,2
Texas,Pecos,2012,102000,2
Texas,Pecos,2012,53800,2
Texas,Pecos,2013,42000,2
Texas,Pecos,2013,74668,2
Texas,Pecos,2013,20000,2
Texas,Pecos,2013,2034904,2
Texas,Pecos,2014,39144,2
Texas,Pecos,2014,3193456,2
Texas,Pecos,2014,19957980,2
Texas,Pecos,2014,18565176,2
Texas,Pecos,2014,2128726,2
Texas,Pecos,2015,3212790,2
Texas,Pecos,2015,59484936,2
Texas,Pecos,2015,1295104,2
Texas,Pecos,2016,289758,2
Texas,Pecos,2016,226002,2
Texas,Pecos,2016,42239400,2
Texas,Pecos,2016,52068366,2
Texas,Pecos,2016,51351636,2
Texas,Pecos,2016,32796666,2
Texas,Pecos,2017,18603018,2
Texas,Pecos,2017,9016098,2
Texas,Pecos,2017,10418613,2
Texas,Pecos,2017,67620000,2
Texas,Pecos,2017,51499224,2
Texas,Pecos,2017,35711634,2
Texas,Pecos,2017,36509088,2
Texas,Pecos,2017,40599636,2
Texas,Pecos,2017,31737300,2
Texas,Pecos,2017,39519606,2
Texas,Pecos,2017,37912224,2
Texas,Pecos,2017,162292,2
Texas,Pecos,2017,52302978,2
Texas,Pecos,2017,21850038,2
Texas,Pecos,2017,26042031,2
Texas,Pecos,2017,43169238,2
Texas,Pecos,2018,25373040,2
Texas,Pecos,2018,64303386,2
Texas,Pecos,2018,61707156,2
Texas,Pecos,2018,48895644,2
Texas,Pecos,2018,39851658,2
Texas,Pecos,2018,47879496,2
Texas,Pecos,2018,56792862,2
Texas,Pecos,2018,58154964,2
Texas,Pecos,2018,44679012,2
Texas,Pecos,2018,62711124,2
Texas,Pecos,2018,63401562,2
Texas,Pecos,2018,50372574,2
Texas,Pecos,2018,47885418,2
Texas,Pecos,2018,42931560,2
Texas,Pecos,2018,63306978,2
Texas,Pecos,2018,47280870,2
Texas,Pecos,2018,41528802,2
Texas,Pecos,2018,33860820,2
Texas,Pecos,2018,43364286,2
Texas,Pecos,2018,46071354,2
Texas,Pecos,2018,49764624,2
Texas,Pecos,2019,45383940,2
Texas,Pecos,2019,71273286,2
Texas,Pecos,2019,60110484,2
Texas,Pecos,2019,45092376,2
Texas,Pecos,2019,47004384,2
Texas,Pecos,2019,61703166,2
Texas,Pecos,2019,45229632,2
Texas,Pecos,2019,25994682,2
Texas,Reagan,2000,328000,2
Texas,Reagan,2000,37600,2
Texas,Reagan,2000,401800,2
Texas,Reagan,2001,321000,2
Texas,Reagan,2001,307296,2
Texas,Reagan,2001,280008,2
Texas,Reagan,2001,420168,2
Texas,Reagan,2001,413910,2
Texas,Reagan,2001,407948,2
Texas,Reagan,2002,84948,2
Texas,Reagan,2002,75000,2
Texas,Reagan,2002,571952,2
Texas,Reagan,2002,391448,2
Texas,Reagan,2002,408618,2
Texas,Reagan,2002,407250,2
Texas,Reagan,2002,394800,2
Texas,Reagan,2003,137500,2
Texas,Reagan,2003,90660,2
Texas,Reagan,2003,109136,2
Texas,Reagan,2003,605700,2
Texas,Reagan,2003,421423,2
Texas,Reagan,2003,537656,2
Texas,Reagan,2003,243577,2
Texas,Reagan,2003,254194,2
Texas,Reagan,2003,367008,2
Texas,Reagan,2003,295010,2
Texas,Reagan,2003,398578,2
Texas,Reagan,2003,400096,2
Texas,Reagan,2003,2706144,2
Texas,Reagan,2003,382988,2
Texas,Reagan,2003,376400,2
Texas,Reagan,2003,346400,2
Texas,Reagan,2003,417018,2
Texas,Reagan,2003,403557,2
Texas,Reagan,2004,588012,2
Texas,Reagan,2004,398496,2
Texas,Reagan,2004,703219,2
Texas,Reagan,2004,526506,2
Texas,Reagan,2004,714046,2
Texas,Reagan,2004,735012,2
Texas,Reagan,2004,441012,2
Texas,Reagan,2004,588012,2
Texas,Reagan,2004,410262,2
Texas,Reagan,2004,588012,2
Texas,Reagan,2005,60000,2
Texas,Reagan,2005,741000,2
Texas,Reagan,2005,367062,2
Texas,Reagan,2005,766400,2
Texas,Reagan,2005,766400,2
Texas,Reagan,2005,766400,2
Texas,Reagan,2005,491429,2
Texas,Reagan,2005,670866,2
Texas,Reagan,2005,697151,2
Texas,Reagan,2005,703372,2
Texas,Reagan,2005,756400,2
Texas,Reagan,2005,371572,2
Texas,Reagan,2005,766400,2
Texas,Reagan,2005,280058,2
Texas,Reagan,2005,389365,2
Texas,Reagan,2005,264302,2
Texas,Reagan,2006,758450,2
Texas,Reagan,2006,731000,2
Texas,Reagan,2006,1003904,2
Texas,Reagan,2006,956464,2
Texas,Reagan,2006,958642,2
Texas,Reagan,2006,1012300,2
Texas,Reagan,2006,955792,2
Texas,Reagan,2006,983000,2
Texas,Reagan,2006,836682,2
Texas,Reagan,2006,864950,2
Texas,Reagan,2006,621937,2
Texas,Reagan,2006,604927,2
Texas,Reagan,2006,868222,2
Texas,Reagan,2006,857156,2
Texas,Reagan,2006,844158,2
Texas,Reagan,2006,731290,2
Texas,Reagan,2006,995990,2
Texas,Reagan,2006,777165,2
Texas,Reagan,2006,766400,2
Texas,Reagan,2006,500463,2
Texas,Reagan,2006,384602,2
Texas,Reagan,2006,766400,2
Texas,Reagan,2006,719150,2
Texas,Reagan,2006,363842,2
Texas,Reagan,2006,706800,2
Texas,Reagan,2006,428821,2
Texas,Reagan,2006,382194,2
Texas,Reagan,2006,972870,2
Texas,Reagan,2006,387660,2
Texas,Reagan,2006,380841,2
Texas,Reagan,2006,388631,2
Texas,Reagan,2006,387941,2
Texas,Reagan,2006,395923,2
Texas,Reagan,2006,984800,2
Texas,Reagan,2006,753200,2
Texas,Reagan,2006,846272,2
Texas,Reagan,2007,621124,2
Texas,Reagan,2007,640151,2
Texas,Reagan,2007,187324,2
Texas,Reagan,2007,462548,2
Texas,Reagan,2007,763449,2
Texas,Reagan,2007,656991,2
Texas,Reagan,2007,844750,2
Texas,Reagan,2007,679814,2
Texas,Reagan,2007,525364,2
Texas,Reagan,2007,733698,2
Texas,Reagan,2007,709632,2
Texas,Reagan,2007,694961,2
Texas,Reagan,2007,1001576,2
Texas,Reagan,2007,820011,2
Texas,Reagan,2007,845533,2
Texas,Reagan,2007,1109313,2
Texas,Reagan,2007,601885,2
Texas,Reagan,2007,618894,2
Texas,Reagan,2007,914004,2
Texas,Reagan,2007,730422,2
Texas,Reagan,2007,945105,2
Texas,Reagan,2007,730968,2
Texas,Reagan,2007,763940,2
Texas,Reagan,2007,579260,2
Texas,Reagan,2007,657851,2
Texas,Reagan,2007,958104,2
Texas,Reagan,2007,653891,2
Texas,Reagan,2008,458329,2
Texas,Reagan,2008,421901,2
Texas,Reagan,2008,632964,2
Texas,Reagan,2008,405234,2
Texas,Reagan,2008,738950,2
Texas,Reagan,2008,739622,2
Texas,Reagan,2008,924943,2
Texas,Reagan,2008,251984,2
Texas,Reagan,2008,547066,2
Texas,Reagan,2008,963500,2
Texas,Reagan,2008,754096,2
Texas,Reagan,2008,959649,2
Texas,Reagan,2008,484480,2
Texas,Reagan,2008,463141,2
Texas,Reagan,2008,451240,2
Texas,Reagan,2008,397664,2
Texas,Reagan,2008,456812,2
Texas,Reagan,2008,442619,2
Texas,Reagan,2008,457134,2
Texas,Reagan,2008,1547658,2
Texas,Reagan,2008,252000,2
Texas,Reagan,2008,489466,2
Texas,Reagan,2008,522282,2
Texas,Reagan,2009,134400,2
Texas,Reagan,2009,86016,2
Texas,Reagan,2009,134400,2
Texas,Reagan,2009,91308,2
Texas,Reagan,2009,140994,2
Texas,Reagan,2009,462168,2
Texas,Reagan,2009,664250,2
Texas,Reagan,2009,634250,2
Texas,Reagan,2009,634500,2
Texas,Reagan,2009,1244500,2
Texas,Reagan,2009,1347800,2
Texas,Reagan,2009,911000,2
Texas,Reagan,2009,1296400,2
Texas,Reagan,2009,776076,2
Texas,Reagan,2009,682500,2
Texas,Reagan,2009,1320816,2
Texas,Reagan,2010,326634,2
Texas,Reagan,2010,1051619,2
Texas,Reagan,2010,682542,2
Texas,Reagan,2010,824880,2
Texas,Reagan,2010,1669184,2
Texas,Reagan,2010,1681042,2
Texas,Reagan,2010,2668176,2
Texas,Reagan,2010,1295922,2
Texas,Reagan,2010,657181,2
Texas,Reagan,2010,1186391,2
Texas,Reagan,2010,1079600,2
Texas,Reagan,2010,455618,2
Texas,Reagan,2010,435242,2
Texas,Reagan,2010,446590,2
Texas,Reagan,2010,465104,2
Texas,Reagan,2010,1931034,2
Texas,Reagan,2011,1866522,2
Texas,Reagan,2011,4103661,2
Texas,Reagan,2011,1867560,2
Texas,Reagan,2011,2086858,2
Texas,Reagan,2011,2328845,2
Texas,Reagan,2011,2383670.6,2
Texas,Reagan,2011,2251872,2
Texas,Reagan,2011,1687224,2
Texas,Reagan,2011,2220662,2
Texas,Reagan,2011,2007835,2
Texas,Reagan,2011,2380773,2
Texas,Reagan,2011,1774962,2
Texas,Reagan,2011,1918392,2
Texas,Reagan,2011,1798800,2
Texas,Reagan,2011,1699971,2
Texas,Reagan,2011,1629290,2
Texas,Reagan,2011,1996638,2
Texas,Reagan,2011,2297484,2
Texas,Reagan,2011,1843464,2
Texas,Reagan,2011,2037084,2
Texas,Reagan,2011,1944264,2
Texas,Reagan,2011,8770100,2
Texas,Reagan,2011,2016630,2
Texas,Reagan,2011,1913034,2
Texas,Reagan,2011,1919904,2
Texas,Reagan,2011,1619300,2
Texas,Reagan,2011,1528600,2
Texas,Reagan,2011,1394950,2
Texas,Reagan,2011,1673300,2
Texas,Reagan,2012,11590446,2
Texas,Reagan,2012,3008796,2
Texas,Reagan,2012,1747872,2
Texas,Reagan,2012,19291986,2
Texas,Reagan,2012,10233255,2
Texas,Reagan,2012,1830192,2
Texas,Reagan,2012,1819944,2
Texas,Reagan,2012,2237592,2
Texas,Reagan,2012,2401588,2
Texas,Reagan,2012,2621131,2
Texas,Reagan,2012,2672191,2
Texas,Reagan,2012,2253678,2
Texas,Reagan,2012,2085426,2
Texas,Reagan,2012,2208864,2
Texas,Reagan,2012,2343560,2
Texas,Reagan,2012,2467948,2
Texas,Reagan,2012,1870867,2
Texas,Reagan,2012,2390170,2
Texas,Reagan,2012,1767234,2
Texas,Reagan,2012,19758228,2
Texas,Reagan,2012,3192984,2
Texas,Reagan,2012,2381454,2
Texas,Reagan,2012,2715932,2
Texas,Reagan,2012,2511196,2
Texas,Reagan,2012,1811544,2
Texas,Reagan,2012,1072470,2
Texas,Reagan,2012,2180472,2
Texas,Reagan,2012,1984358,2
Texas,Reagan,2012,1853166,2
Texas,Reagan,2012,2466684,2
Texas,Reagan,2012,2853000,2
Texas,Reagan,2012,14578954,2
Texas,Reagan,2012,1069000,2
Texas,Reagan,2012,1577000,2
Texas,Reagan,2012,1581900,2
Texas,Reagan,2012,1718150,2
Texas,Reagan,2012,773000,2
Texas,Reagan,2012,2140376,2
Texas,Reagan,2012,1137000,2
Texas,Reagan,2012,1979862,2
Texas,Reagan,2012,1452177,2
Texas,Reagan,2012,2533216,2
Texas,Reagan,2012,1006668,2
Texas,Reagan,2012,2178203,2
Texas,Reagan,2012,1640979,2
Texas,Reagan,2012,2386932,2
Texas,Reagan,2012,1179024,2
Texas,Reagan,2012,2565508,2
Texas,Reagan,2012,1905250,2
Texas,Reagan,2012,3429342,2
Texas,Reagan,2012,2193996,2
Texas,Reagan,2012,2223354,2
Texas,Reagan,2012,2134734,2
Texas,Reagan,2012,2101011,2
Texas,Reagan,2012,1162469,2
Texas,Reagan,2012,1239407,2
Texas,Reagan,2012,3000438,2
Texas,Reagan,2013,17373216,2
Texas,Reagan,2013,2086938,2
Texas,Reagan,2013,19276236,2
Texas,Reagan,2013,21063588,2
Texas,Reagan,2013,20147022,2
Texas,Reagan,2013,12929994,2
Texas,Reagan,2013,23438688,2
Texas,Reagan,2013,17691072,2
Texas,Reagan,2013,20130600,2
Texas,Reagan,2013,22937922,2
Texas,Reagan,2013,19179216,2
Texas,Reagan,2013,26550468,2
Texas,Reagan,2013,4441038,2
Texas,Reagan,2013,17597622,2
Texas,Reagan,2013,2374092,2
Texas,Reagan,2013,17136252,2
Texas,Reagan,2013,19648188,2
Texas,Reagan,2013,2712688,2
Texas,Reagan,2013,2347028,2
Texas,Reagan,2013,3692388,2
Texas,Reagan,2013,2513576,2
Texas,Reagan,2013,3132780,2
Texas,Reagan,2013,2046408,2
Texas,Reagan,2013,21168336,2
Texas,Reagan,2013,3672690,2
Texas,Reagan,2013,1916460,2
Texas,Reagan,2013,1074000,2
Texas,Reagan,2013,10441362,2
Texas,Reagan,2013,2736258,2
Texas,Reagan,2013,2720367,2
Texas,Reagan,2013,2633694,2
Texas,Reagan,2013,3546312,2
Texas,Reagan,2013,1339646,2
